,nuc,aexp,nd,ns,age,asexp,la,ld
9370,,,,,,,,
9536,1.46153846153846,16.0,5,1,23.3846153846154,6.0,317,321
9557,,,,,,,,
9582,,,,,,,,
9753,,,,,,,,
9824,,,,,,,,
10089,,,,,,,,
10105,,,,,,,,
10250,,,,,,,,
10257,,,,,,,,
10327,,,,,,,,
10996,,,,,,,,
11104,9.14285714285714,28,7,2,18.2857142857143,1.0732421875,411,136
11268,,,,,,,,
11389,,,,,,,,
9356,1.9,136,5.5,2,122.8,0.5862427949905401,1020,281
9361,,,,,,,,
9374,,,,,,,,
9376,,,,,,,,
9378,0.8409090909090909,128,20,1,0.0,19.0,2178,1.0
9384,0.306451612903226,0.0,15,1,0.0,3.0,9742,256
9393,1.18032786885246,2,7,1,5.97887323943662,52.5,1821,131
9396,,,,,,,,
9400,,,,,,,,
9403,,,,,,,,
9417,,,,,,,,
9430,0.0,2,4,1,104.666666666667,52.5,1041,46
9438,1.22222222222222,7,2.0,1,0.0,5.0,2724,108
9445,,,,,,,,
9450,3.375,7,2.0,1,0.0,7.0,1115,6
9473,1.19047619047619,7,22,1,3.89285714285714,52.5,54.0,218
9489,21.1904761904762,6.0,2.0,3,121.857142857143,0.340976095196137,294,85
9498,,,,,,,,
9532,,,,,,,,
9533,1.57692307692308,9,11,1,0.0,9.0,2573,0.0
9551,,,,,,,,
9558,,,,,,,,
9564,,,,,,,,
9579,23.357142857142897,4,16,10,212.67857142857105,0.111,341.0,4.0
9606,1.34146341463415,2,12,1,15.512195121951196,52.5,3420,8.0
9630,1.23529411764706,1,1.0,2,0.0851063829787234,0.5,924,342
9655,,,,,,,,
9704,,,,,,,,
9711,,,,,,,,
9750,34.3793103448276,47,10,2,64.8275862068966,52.5,621,1.0
9763,,,,,,,,
9781,,,,,,,,
9812,47.7272727272727,0,2.0,2,3.7272727272727297,196.0,643,2
9822,2.5,0.0,1.0,1,1.125,1.0,686,13
9836,4.75675675675676,190,2.0,1,0.0,79.0,721,411
9844,,,,,,,,
9862,,,,,,,,
9872,0.6190476190476191,0,11,1,0.0,53.5,2709,0
9877,1.35714285714286,188,7,1,0.0,47.0,702,0.0
9892,8.888888888888891,5,2,1,6.33333333333333,5.0,231,0.0
9942,4.46875,206,1.0,1,0.0,94.0,1300,454
9963,,,,,,,,
9970,4.85714285714286,1,7.5,2,6.0,52.5,429,7
9979,3.9583333333333295,196,1.0,1,0.0,55.0,507,305
10017,,,,,,,,
10064,2.68965517241379,205,15,2,3.68965517241379,53.5,1067,4.0
10094,,,,,,,,
10096,1.240384615384615,3,1.0,1,12.0,3.0,320,49
10109,5.77272727272727,139,2,1,0.0,33.0,671,11
10112,,,,,,,,
10118,1.31914893617021,2,5,1,25.875,0.0,532,0.0
10143,,,,,,,,
10196,91.0,1340,6.5,1,4.8,78.0,197,50
10209,1.3529411764705903,13,3,1,4.3,10.0,1575.0,51
10210,,,,,,,,
10217,6.48571428571429,30,2.0,2,0.0,0.9999999916180968,2981,165
10325,1.6,2,5,1,0.0,52.5,1122,33
10380,4.56,30,14,2.0,15.6,0.166647119101405,9.0,13
10403,26.6923076923077,67,10,2.0,20.61538461538461,0.3780150138777311,103,20.5
10447,6.0,87,4,1,0.0,1.0,571,3.0
10470,19.0294117647059,10,7,2,0.0,52.5,1446,1
10483,7.96551724137931,5,6,2.0,56.8888888888889,0.3330078125,354,5
10740,2.46666666666667,56,6,3,46.9333333333333,51.5,18.5,46
10741,,,,,,,,
10753,,,,,,,,
