,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.31,399.0,0.33,1.0,4.0,150.0,47.0,25.0,1
1,0.59,569.0,2.0,1.0,43.5,229.0,5.0,2.0,1
2,0.97,705.0,1.5,1.0,51.5,274.0,25.0,0.0,1
3,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,1
4,1.75,738.0,3.75,1.0,28.25,276.0,79.0,13.0,1
5,0.79,740.0,3.0,1.0,0.0,278.0,15.0,2.0,1
6,0.65,743.0,4.5,1.0,1.0,280.0,19.0,5.0,1
7,0.0,222.0,4.0,1.0,0.0,101.0,1.0,1.0,0
8,1.84,310.0,2.0,1.0,2.0,155.0,11.0,4.0,1
9,1.51,164.0,14.67,1.0,0.33,90.0,42.0,0.0,1
10,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,0
11,3.16,662.0,0.75,1.0,71.75,251.0,292.0,364.0,1
12,2.52,667.0,3.29,1.0,27.36,255.0,144.0,23.0,0
13,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,1
14,1.56,694.0,6.4,1.0,8.8,273.0,22.0,29.0,1
15,1.63,753.0,1.6,1.0,33.4,294.0,183.0,131.0,1
16,1.0,161.0,2.5,1.0,5.5,134.0,6.0,7.0,1
17,0.0,247.0,2.0,1.0,0.0,145.0,41.0,0.0,0
18,1.91,377.0,8.0,1.0,1.0,190.0,9.0,180.0,1
19,0.0,250.0,1.0,1.0,1.0,147.0,8.0,0.0,0
20,0.59,252.0,5.0,1.0,10.0,149.0,47.0,10.0,1
21,0.0,257.0,2.0,1.0,1.0,150.0,15.0,0.0,0
22,2.62,863.0,4.25,1.0,18.12,129.0,32.0,14.0,0
23,1.12,962.0,3.8,1.0,0.4,212.0,77.0,40.0,1
24,3.2,966.0,2.23,1.0,9.59,216.0,113.0,111.0,0
25,1.22,969.0,2.33,1.0,0.33,219.0,58.0,8.0,1
26,0.94,972.0,1.5,1.0,0.0,220.0,69.0,14.0,1
27,2.71,974.0,3.25,1.0,3.58,222.0,430.0,53.0,0
28,2.03,993.0,1.56,1.0,1.0,238.0,544.0,10.0,1
29,1.27,236.0,0.67,1.0,0.0,142.0,118.0,9.0,1
30,0.65,1001.0,3.0,1.0,0.0,246.0,11.0,1.0,1
31,0.0,311.0,3.0,1.0,0.0,172.0,1.0,0.0,1
32,2.46,138.0,7.0,1.0,4.88,123.0,80.0,46.0,0
33,3.07,213.0,0.19,1.0,8.56,184.0,374.0,136.0,1
34,1.16,251.0,3.5,1.0,0.0,154.0,28.0,25.0,1
35,1.42,1027.0,1.56,1.0,6.17,264.0,386.0,349.0,1
36,1.26,274.0,0.33,1.0,0.33,173.0,66.0,43.0,1
37,1.95,332.0,5.0,1.0,27.0,179.0,27.0,30.0,1
38,0.96,1045.0,3.5,1.0,2.5,275.0,72.0,4.0,1
39,1.89,236.0,2.33,1.0,11.89,203.0,723.0,159.0,1
40,2.45,124.0,5.38,1.0,1.38,120.0,257.0,0.0,1
41,2.03,284.0,1.43,1.0,32.29,178.0,469.0,4.0,1
42,1.82,136.0,5.88,1.0,5.5,131.0,644.0,12.0,1
43,2.15,137.0,5.17,1.0,1.17,132.0,70.0,37.0,1
44,3.21,245.0,4.47,1.0,2.2,211.0,309.0,197.0,0
45,2.5,147.0,6.43,1.0,0.14,142.0,17.0,15.0,1
46,1.86,1087.0,0.75,1.0,0.5,305.0,166.0,40.0,1
47,0.0,250.0,3.0,1.0,0.0,216.0,2.0,2.0,1
48,2.06,167.0,1.33,1.0,24.11,161.0,608.0,20.0,1
49,2.06,260.0,3.57,1.0,2.86,227.0,232.0,10.0,1
50,0.0,184.0,4.0,1.0,16.0,178.0,2.0,5.0,0
51,3.37,322.0,3.62,1.0,10.05,144.0,694.0,107.0,0
52,3.86,306.0,2.79,1.0,33.83,225.0,126.0,114.0,0
53,2.27,191.0,2.0,1.0,25.14,184.0,258.0,78.0,0
54,1.63,201.0,6.57,1.0,9.57,192.0,64.0,104.0,1
55,0.41,172.0,2.5,1.0,0.0,118.0,36.0,1.0,1
56,4.36,1186.0,3.78,1.0,12.67,377.0,105.0,99.0,0
57,1.49,1192.0,20.0,1.0,2.33,383.0,16.0,7.0,1
58,1.61,1196.0,3.5,1.0,4.25,387.0,1.0,99.0,1
59,2.7,1199.0,1.44,1.0,24.89,390.0,342.0,111.0,0
60,2.18,393.0,5.38,1.0,4.15,210.0,267.0,234.0,0
