,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.42,3.0,0.17,1.0,2.0,2.0,90.0,43.0,1
1,2.69,4.0,1.25,2.0,1.62,1.44,25.0,25.0,1
2,1.54,41.0,3.0,2.0,1.25,0.03,190.0,1.0,1
3,1.08,42.0,0.33,1.0,0.0,8.0,79.0,3.0,1
4,2.07,48.0,0.2,1.0,0.8,14.0,359.0,100.0,1
5,0.97,6.0,3.0,1.0,12.5,5.0,20.0,0.0,1
6,1.77,53.0,0.2,1.0,2.0,18.0,617.0,32.0,1
7,1.38,55.0,0.33,1.0,0.0,20.0,3.0,4.0,1
8,1.97,58.0,0.2,1.0,0.4,23.0,78.0,78.0,1
9,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,1
10,0.7,68.0,0.5,1.0,1.0,33.0,12.0,9.0,1
11,0.83,71.0,0.5,1.0,1.0,35.0,106.0,4.0,1
12,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,1
13,1.58,74.0,0.33,1.0,0.0,38.0,0.0,3.0,1
14,1.42,77.0,3.75,3.0,0.75,0.0,226.0,83.0,1
15,1.41,99.0,2.33,1.0,3.33,52.0,51.0,4.0,1
16,2.69,65.0,1.6,1.0,14.7,57.0,78.0,24.0,0
17,0.97,108.0,3.0,1.0,8.0,54.0,7.0,26.0,1
18,0.99,108.0,1.0,1.0,13.0,48.0,77.0,2.0,1
19,1.0,112.0,1.5,1.0,1.0,52.0,2.0,0.0,1
20,1.16,17.0,5.67,1.0,18.0,10.0,31.0,3.0,1
21,0.07,17.0,3.0,1.0,10.5,10.0,112.0,0.0,0
22,1.88,15.0,1.6,2.0,15.8,0.82,44.0,25.0,1
23,0.41,3.0,5.33,1.0,18.0,3.0,37.0,37.0,0
24,1.49,51.0,3.0,1.0,17.67,40.0,52.0,0.0,1
25,0.84,19.0,4.5,1.0,29.0,14.0,13.0,2.0,1
26,1.52,58.0,0.75,1.0,18.5,46.0,58.0,45.0,1
27,0.92,59.0,1.5,1.0,0.0,47.0,6.0,3.0,1
28,0.41,1.0,7.5,2.0,35.5,0.5,24.0,0.0,0
29,0.95,120.0,4.33,1.0,5.0,60.0,33.0,10.0,1
30,0.84,107.0,1.0,1.0,0.0,14.0,13.0,2.0,1
31,1.65,110.0,0.75,2.0,1.0,0.0,6.0,15.0,1
32,1.35,41.0,6.25,1.0,11.5,6.0,14.0,17.0,1
33,2.8,3.0,0.44,1.0,2.11,1.0,84.0,282.0,1
34,2.9,120.0,0.7,1.0,10.4,24.0,347.0,228.0,1
35,1.41,25.0,0.33,1.0,1.67,0.0,296.0,54.0,1
36,0.92,32.0,1.0,1.0,15.5,4.0,12.0,12.0,1
37,2.44,35.0,1.43,1.0,0.0,29.0,13.0,15.0,1
38,2.33,217.0,0.62,2.0,3.0,0.99,424.0,179.0,1
39,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,1
40,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,1
41,2.48,228.0,2.4,2.0,34.6,0.99,159.0,117.0,1
42,1.68,129.0,2.4,2.0,14.4,1.0,39.0,9.0,1
43,1.43,130.0,4.33,2.0,0.67,1.0,22.0,12.0,1
44,1.12,7.0,1.0,1.0,20.0,7.0,24.0,13.0,1
45,0.0,14.0,6.0,1.0,11.0,11.0,32.0,0.0,0
46,1.51,157.0,2.75,2.0,12.0,0.73,22.0,5.0,1
47,2.11,134.0,4.6,2.0,2.6,0.0,75.0,0.0,1
48,2.4,2.0,5.17,1.0,5.17,0.0,313.0,3.0,1
49,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,1
50,1.86,4.0,6.5,1.0,3.83,1.0,90.0,19.0,1
51,1.84,65.0,3.2,1.0,8.2,53.0,17.0,22.0,1
52,1.54,37.0,4.75,2.0,33.0,0.5,358.0,334.0,1
53,2.46,2.0,8.33,2.0,15.33,0.0,223.0,17.0,0
54,1.88,1.0,11.0,2.0,6.75,0.0,8.0,5.0,1
55,1.7,1.0,2.6,2.0,52.6,1.0,147.0,16.0,1
56,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,1
57,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,0
58,1.52,55.0,0.6,1.0,2.0,28.0,91.0,10.0,1
59,1.55,13.0,10.25,1.0,8.0,6.0,216.0,128.0,1
60,1.48,68.0,2.5,3.0,2.5,0.33,418.0,306.0,1
61,0.81,11.0,2.0,2.0,1.0,0.31,399.0,69.0,1
62,2.46,43.0,10.0,2.0,16.0,0.15,115.0,1.0,1
63,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,1
64,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,1
65,2.43,13.0,3.2,2.0,31.3,0.5,87.0,36.0,1
66,2.38,0.0,3.0,2.0,95.17,0.0,240.0,38.0,1
67,1.3,184.0,2.5,1.0,12.0,9.0,8.0,33.0,1
68,1.86,0.0,1.8,1.0,22.0,0.0,59.0,0.0,1
69,0.87,83.0,8.67,2.0,29.33,0.5,75.0,3.0,1
70,1.0,63.0,1.0,1.0,33.0,37.0,6.0,2.0,1
71,1.79,5.0,0.4,1.0,66.0,1.0,622.0,4.0,1
72,3.4,3.0,3.0,1.0,41.39,1.0,375.0,33.0,0
73,1.54,9.0,0.33,1.0,0.67,1.0,170.0,15.0,1
74,0.83,0.0,12.5,1.0,4.0,0.0,62.0,3.0,1
75,0.64,4.0,2.0,1.0,58.0,0.0,41.0,2.0,1
76,1.21,130.0,3.33,3.0,0.67,0.0,215.0,1.0,1
77,1.59,138.0,4.25,2.0,0.75,0.02,216.0,0.0,1
78,1.58,0.0,1.0,1.0,15.67,0.0,221.0,1.0,1
79,1.49,3.0,9.5,3.0,11.25,0.0,69.0,125.0,1
80,1.43,0.0,4.25,2.0,84.25,0.0,322.0,91.0,1
81,1.79,65.0,3.8,2.0,14.4,0.0,71.0,11.0,1
82,1.79,3.0,7.25,1.0,5.5,0.0,180.0,59.0,1
