,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,31.67,151.0,0.42,3.0,93.58,1.25,389.0,31.0,True
1,28.38,264.0,0.24,6.0,65.57,1.97,585.0,280.0,True
2,40.92,308.0,0.31,5.0,53.69,1.97,552.0,88.0,True
3,59.0,537.0,0.54,7.0,49.69,0.68,490.0,287.0,True
4,118.4,9.0,0.9,4.0,102.3,0.58,138.0,75.0,True
5,72.29,11.0,0.59,6.0,69.06,1.12,1131.0,262.0,True
6,160.08,253.0,0.92,3.0,60.33,1.68,670.0,590.0,True
7,152.53,118.0,0.74,6.0,96.63,0.62,618.0,146.0,True
8,171.94,159.0,0.88,5.0,60.76,0.62,556.0,75.0,True
9,3.86,64.0,0.71,5.0,73.71,55.0,657.0,24.0,True
10,6.75,549.0,0.92,5.0,56.25,0.0,658.0,175.0,False
11,17.5,45.0,1.5,3.0,58.75,32.0,374.0,290.0,True
12,14.11,46.0,1.56,3.0,90.11,33.0,167.0,110.0,True
13,7.45,382.0,1.18,6.0,76.27,53.0,139.0,81.0,True
14,11.33,74.0,2.5,4.0,53.5,0.09,303.0,89.0,False
15,24.55,116.0,1.73,6.0,92.55,0.37,137.0,50.0,False
16,6.25,16.0,1.25,2.0,86.88,0.48,425.0,377.0,True
17,12.78,6.0,1.89,4.0,95.11,0.48,700.0,34.0,False
18,4.39,40.0,0.78,4.0,65.22,0.02,471.0,130.0,False
19,15.29,445.0,2.57,6.0,96.0,0.0,917.0,262.0,False
20,38.92,27.0,1.69,5.0,48.23,0.06,732.0,111.0,False
21,30.08,167.0,0.88,6.0,43.6,0.75,394.0,366.0,True
22,42.62,140.0,2.75,5.0,106.62,0.25,221.0,17.0,False
23,9.6,480.0,2.2,2.0,166.0,127.0,767.0,505.0,True
24,22.93,32.0,1.36,5.0,73.86,0.26,238.0,38.0,False
25,22.5,485.0,3.75,3.0,79.0,131.0,666.0,47.0,False
26,6.81,157.0,1.0,4.0,48.56,0.09,475.0,145.0,False
27,7.0,502.0,0.92,4.0,146.77,141.0,246.0,61.0,True
28,57.45,204.0,2.0,5.0,118.0,0.5,43.0,438.0,False
29,12.5,102.0,3.0,4.0,111.75,0.0,459.0,10.0,False
30,27.6,921.0,1.47,7.0,95.13,0.0,807.0,24.0,False
31,38.75,1.0,1.25,3.0,64.1,1.0,554.0,338.0,True
32,11.3,9.0,2.1,5.0,56.2,0.17,456.0,171.0,False
33,4.4,14.0,1.3,4.0,71.0,1.0,455.0,236.0,True
34,4.07,14.0,1.07,6.0,102.71,0.03,343.0,26.0,False
35,48.17,9.0,4.33,3.0,113.0,5.0,181.0,47.0,False
36,9.6,14.0,3.4,4.0,67.4,0.04,780.0,66.0,False
37,8.77,40.0,1.38,4.0,72.62,20.0,97.0,133.0,True
38,8.25,32.0,1.62,3.0,85.5,0.48,441.0,38.0,False
39,19.18,16.0,2.36,5.0,80.73,1.21,192.0,124.0,True
40,7.33,19.0,1.89,3.0,85.33,0.19,302.0,132.0,False
41,7.91,37.0,1.45,3.0,88.55,0.48,290.0,74.0,False
42,2.0,24.0,0.82,2.0,81.36,18.0,451.0,371.0,True
43,14.11,18.0,1.16,2.0,80.95,0.86,834.0,330.0,True
44,42.14,110.0,2.57,7.0,109.07,0.0,324.0,467.0,False
45,12.83,33.0,0.9,7.0,68.6,1.05,540.0,276.0,True
46,15.0,131.0,1.91,3.0,91.45,0.03,118.0,143.0,False
47,79.33,87.0,6.83,5.0,146.0,0.6,653.0,41.0,False
48,56.33,99.0,5.83,5.0,159.0,0.87,172.0,28.0,False
49,9.4,243.0,2.2,4.0,70.8,0.37,141.0,90.0,False
50,21.5,45.0,2.33,4.0,79.5,19.0,163.0,93.0,True
51,26.64,248.0,3.45,4.0,54.55,0.37,341.0,35.0,False
52,25.09,43.0,3.18,5.0,126.45,0.32,54.0,38.0,False
53,23.11,296.0,1.21,6.0,44.32,179.0,361.0,326.0,True
54,3.75,56.0,0.33,3.0,85.92,42.0,276.0,520.0,True
55,14.29,29.0,3.14,3.0,164.57,0.51,694.0,137.0,False
56,25.72,23.0,2.39,5.0,134.33,0.5,213.0,150.0,False
57,25.36,286.0,2.73,3.0,95.82,0.25,500.0,96.0,False
58,29.22,59.0,3.78,5.0,76.44,1.05,41.0,176.0,False
59,18.44,109.0,3.11,3.0,130.44,0.0,127.0,65.0,False
60,62.43,5.0,4.93,7.0,138.71,0.17,44.0,420.0,False
61,96.22,12.0,6.0,5.0,75.0,0.72,151.0,22.0,False
62,17.85,45.0,1.85,4.0,99.95,0.33,206.0,209.0,False
63,51.88,305.0,3.31,7.0,60.62,0.06,417.0,120.0,False
64,20.79,69.0,1.47,5.0,129.94,0.88,226.0,65.0,True
65,21.43,78.0,3.36,6.0,65.5,0.5,1158.0,204.0,False
66,64.21,375.0,2.89,5.0,46.05,235.0,907.0,479.0,False
67,15.67,148.0,4.0,5.0,137.0,0.33,295.0,11.0,False
68,28.42,23.0,2.47,5.0,55.42,0.53,154.0,578.0,False
69,45.14,380.0,6.57,4.0,79.86,0.0,235.0,19.0,False
70,14.5,387.0,3.17,5.0,33.33,0.0,292.0,294.0,False
71,20.03,109.0,1.76,3.0,108.34,0.58,471.0,110.0,False
72,53.69,174.0,4.15,5.0,145.92,0.5,219.0,16.0,False
73,30.0,56.0,4.22,5.0,122.56,1.2,277.0,107.0,False
74,27.0,402.0,3.78,6.0,84.56,0.03,21.0,16.0,False
75,8.0,29.0,1.69,4.0,162.92,0.6,579.0,34.0,True
76,29.56,214.0,1.51,6.0,82.76,155.0,149.0,77.0,True
77,22.43,192.0,4.29,5.0,72.14,129.0,434.0,11.0,False
78,23.08,92.0,2.33,4.0,107.46,0.89,667.0,110.0,False
79,50.65,233.0,3.18,4.0,142.35,166.0,260.0,72.0,False
80,25.28,510.0,2.22,5.0,102.33,0.0,201.0,167.0,False
81,24.77,203.0,3.38,4.0,122.23,1.01,114.0,35.0,False
82,23.78,238.0,4.56,3.0,84.89,1.0,303.0,16.0,False
83,79.67,6.0,8.5,5.0,94.5,0.5,200.0,37.0,False
84,20.2,150.0,2.2,5.0,168.3,0.0,420.0,43.0,False
85,46.42,151.0,2.33,7.0,73.04,99.0,1211.0,333.0,True
86,15.32,72.0,2.0,6.0,102.14,0.0,620.0,482.0,False
87,44.78,44.0,5.56,4.0,54.67,0.5,307.0,93.0,False
88,17.15,94.0,2.31,2.0,134.69,52.0,137.0,420.0,True
89,49.83,280.0,4.58,3.0,116.25,195.0,135.0,26.0,False
90,43.38,606.0,2.76,6.0,69.86,0.0,762.0,401.0,False
91,59.79,157.0,3.26,7.0,87.37,0.0,368.0,215.0,False
92,11.73,289.0,2.64,2.0,82.27,0.5,311.0,187.0,False
93,13.18,616.0,3.45,4.0,141.09,129.0,28.0,71.0,False
94,7.9,120.0,1.0,4.0,73.8,0.0,201.0,92.0,False
95,20.14,161.0,2.71,4.0,147.29,32.0,272.0,36.0,False
96,42.83,633.0,2.42,5.0,86.79,0.0,865.0,324.0,False
97,65.07,361.0,4.57,6.0,144.29,0.09,210.0,62.0,False
98,43.67,17.0,2.58,5.0,110.5,0.25,638.0,36.0,False
99,100.29,642.0,9.14,4.0,84.43,0.0,923.0,1.0,False
100,52.89,140.0,6.0,4.0,104.44,0.88,38.0,35.0,False
101,26.0,4.0,3.0,3.0,63.85,2.0,212.0,235.0,False
102,35.88,170.0,1.5,8.0,78.64,116.0,685.0,389.0,True
103,30.15,659.0,2.6,5.0,88.9,0.03,580.0,262.0,False
104,22.6,665.0,3.3,4.0,89.7,0.03,370.0,62.0,False
105,22.6,665.0,3.3,4.0,89.7,0.03,372.0,64.0,False
106,18.5,115.0,5.0,5.0,114.33,0.48,311.0,40.0,False
107,70.67,367.0,3.14,5.0,69.29,0.06,401.0,88.0,False
108,11.67,349.0,2.33,6.0,80.0,0.5,301.0,12.0,False
109,8.64,364.0,1.71,6.0,80.57,7.0,225.0,21.0,True
110,62.75,136.0,4.75,2.0,76.33,105.0,533.0,397.0,False
111,105.14,37.0,8.29,3.0,119.43,0.53,229.0,34.0,False
112,43.43,691.0,6.43,4.0,156.29,0.03,158.0,27.0,False
113,16.6,693.0,4.0,5.0,100.5,30.0,373.0,2.0,True
114,2.19,388.0,0.71,5.0,108.71,0.25,169.0,142.0,True
115,9.75,1.0,1.79,6.0,58.08,0.5,254.0,211.0,False
116,21.88,89.0,4.25,3.0,114.5,0.1,276.0,16.0,False
117,9.87,4.0,1.53,5.0,43.4,1.25,758.0,374.0,True
118,19.25,151.0,3.88,2.0,103.25,0.83,609.0,114.0,False
119,138.12,396.0,9.75,5.0,147.12,0.17,486.0,10.0,False
