,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,224.0,288.0,12.0,1.0,21.0,270.0,4.0,1.0,True
1,79.0,347.0,9.0,1.0,0.0,323.0,7.0,1.0,True
2,261.0,358.0,13.0,1.0,3.0,333.0,8.0,1.0,True
3,81.0,574.0,12.0,1.0,1.0,184.0,0.0,10.0,False
4,83.0,586.0,12.0,1.0,0.0,196.0,4.0,1.0,True
5,33.0,634.0,12.0,1.0,2.0,32.0,14.0,23.0,False
6,43.0,655.0,12.0,1.0,0.0,254.0,2.0,0.0,True
7,120.0,190.0,15.0,1.0,0.0,90.0,4.0,3.0,True
8,50.0,162.0,12.0,1.0,2.0,109.0,7.0,0.0,False
9,55.0,173.0,12.0,1.0,1.0,113.0,4.0,0.0,False
10,56.0,174.0,12.0,1.0,0.0,114.0,0.0,4.0,True
11,57.0,177.0,12.0,1.0,12.0,117.0,4.0,1.0,True
12,60.0,691.0,9.0,2.0,25.0,283.0,7.0,7.0,False
13,126.0,700.0,19.0,1.0,5.0,290.0,4.0,0.0,False
14,40.0,735.0,9.0,1.0,14.0,318.0,1.0,1.0,True
15,45.0,745.0,12.0,1.0,2.0,327.0,1.0,9.0,True
16,73.0,750.0,15.0,1.0,0.0,331.0,3.0,1.0,True
17,46.0,755.0,15.0,1.0,0.0,29.0,1.0,1.0,True
18,39.0,760.0,12.0,1.0,6.0,340.0,1.0,1.0,True
19,46.0,770.0,10.0,1.0,2.0,350.0,2.0,1.0,True
20,49.0,777.0,9.0,1.0,0.0,354.0,7.0,1.0,True
21,62.0,211.0,13.0,1.0,19.0,137.0,16.0,2.0,True
22,191.0,234.0,18.0,1.0,3.0,127.0,6.0,2.0,True
23,50.0,121.0,13.0,1.0,15.0,72.0,1.0,1.0,True
24,66.0,797.0,14.0,1.0,14.0,367.0,2.0,0.0,False
25,69.0,802.0,16.0,1.0,1.0,370.0,5.0,0.0,False
26,50.0,437.0,14.0,1.0,0.0,93.0,2.0,17.0,True
27,51.0,438.0,14.0,1.0,0.0,94.0,3.0,3.0,True
28,52.0,439.0,14.0,1.0,0.0,95.0,20.0,5.0,True
29,53.0,440.0,14.0,1.0,0.0,96.0,2.0,1.0,True
30,103.5,809.0,10.0,2.0,10.5,375.0,100.0,31.0,False
31,35.0,817.0,11.0,1.0,9.0,382.0,1.0,3.0,True
32,37.0,821.0,12.0,1.0,0.0,386.0,3.0,1.0,True
33,50.0,822.0,12.0,1.0,1.0,387.0,16.0,10.0,True
34,20.0,823.0,10.0,1.0,7.0,388.0,5.0,0.0,False
35,209.0,828.0,20.0,1.0,0.0,393.0,8.0,0.0,True
36,94.0,149.0,16.0,1.0,31.0,86.0,4.0,0.0,False
37,71.0,221.0,16.0,1.0,0.0,141.0,15.0,1.0,True
38,72.0,222.0,16.0,1.0,0.0,142.0,88.0,21.0,True
39,24.0,844.0,11.0,1.0,53.0,403.0,2.0,2.0,True
40,36.0,867.0,12.0,1.0,7.0,421.0,16.0,2.0,True
41,108.0,190.0,13.0,1.0,15.0,158.0,1.0,0.0,False
42,30.0,486.0,12.0,1.0,10.0,132.0,10.0,10.0,True
43,55.0,881.0,13.0,1.0,1.0,432.0,1.0,0.0,False
44,49.0,490.0,10.0,1.0,5.0,135.0,1.0,1.0,True
45,23.0,889.0,13.0,1.0,0.0,437.0,1.0,0.0,True
46,42.0,891.0,8.0,1.0,2.0,439.0,1.0,1.0,True
47,33.0,185.0,12.0,1.0,0.0,110.0,29.0,22.0,True
