,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,23.0,3217.0,2.0,3.0,57.4,209.0,209.0,9.0,True
1,15.0,3237.0,3.5,1.0,21.0,219.0,69.0,26.0,False
2,12.0,3240.0,5.0,1.0,22.0,220.0,22.0,22.0,False
3,2.5,3250.0,1.5,2.0,9.0,0.0,2.0,2.0,True
4,28.0,3263.0,4.33,2.0,42.67,235.0,45.0,3.0,True
5,1.5,3294.0,1.5,2.0,3.0,0.0,12.0,4.0,True
6,17.0,3299.0,4.33,2.0,4.0,0.0,0.0,55.0,False
7,7.5,3322.0,2.5,1.0,8.5,0.0,47.0,28.0,False
8,10.67,3342.0,3.67,2.0,9.33,275.0,293.0,37.0,False
9,9.5,3385.0,3.0,1.0,38.0,292.0,49.0,18.0,False
10,12.5,3386.0,2.83,2.0,65.83,0.0,308.0,59.0,False
11,5.5,3388.0,2.0,1.0,0.0,0.0,274.0,50.0,False
12,3.8,3389.0,0.8,3.0,47.4,0.0,307.0,59.0,False
13,19.0,3416.0,5.0,1.0,4.0,0.0,64.0,1.0,False
14,5.0,3419.0,1.5,3.0,12.5,0.0,64.0,2.0,True
15,2.0,3422.0,1.0,1.0,62.0,10.0,1.0,2.0,True
16,1.75,3427.0,0.25,2.0,0.0,31.0,96.0,19.0,True
17,14.67,3430.0,3.33,1.0,0.0,0.0,43.0,8.0,False
18,3.83,3436.0,1.0,3.0,90.17,0.0,45.0,23.0,False
19,18.5,3437.0,4.0,2.0,18.0,323.0,8.0,0.0,False
20,10.17,3442.0,2.0,4.0,5.5,0.0,166.0,10.0,False
21,5.0,3456.0,3.0,1.0,7.0,39.0,23.0,3.0,True
22,11.0,3458.0,3.0,2.0,2.5,0.0,164.0,45.0,False
23,41.0,3459.0,6.0,3.0,16.33,0.0,30.0,12.0,False
24,42.0,3460.0,6.0,3.0,0.0,0.0,12.0,30.0,False
25,6.6,3464.0,1.6,3.0,7.2,0.0,80.0,44.0,False
26,41.33,3465.0,6.0,3.0,45.33,0.0,10.0,8.0,False
27,0.0,3471.0,0.0,1.0,0.0,20.0,98.0,0.0,True
28,11.11,3477.0,1.56,3.0,25.56,0.0,41.0,34.0,False
29,40.29,3481.0,2.71,4.0,54.43,0.0,72.0,24.0,False
30,1.0,3488.0,1.0,1.0,15.0,23.0,9.0,3.0,True
31,2.0,3497.0,1.5,2.0,45.5,357.0,2.0,4.0,True
32,11.0,3502.0,6.0,1.0,27.0,49.0,3.0,0.0,False
33,3.0,3512.0,3.0,1.0,43.0,364.0,2.0,1.0,True
34,6.0,3514.0,3.0,1.0,60.0,366.0,6.0,0.0,False
35,18.5,3521.0,6.5,1.0,36.5,373.0,73.0,0.0,False
36,4.0,3529.0,2.0,1.0,0.0,55.0,42.0,48.0,True
37,13.67,3533.0,1.67,3.0,24.67,0.0,66.0,47.0,False
38,26.75,3539.0,3.75,2.0,24.5,386.0,62.0,43.0,False
39,49.67,3553.0,6.33,3.0,31.33,0.0,3.0,3.0,False
40,10.0,3567.0,4.0,1.0,42.0,412.0,9.0,5.0,True
41,7.0,3594.0,1.33,2.0,0.0,0.0,11.0,6.0,True
42,19.0,3621.0,3.2,4.0,1.0,0.0,12.0,14.0,False
43,1.0,3628.0,1.0,1.0,0.0,65.0,17.0,0.0,True
44,17.6,3637.0,3.2,3.0,1.2,0.0,195.0,71.0,False
45,8.33,3654.0,0.73,3.0,22.2,0.0,199.0,100.0,False
46,22.71,3657.0,2.14,4.0,7.14,0.0,47.0,62.0,False
47,13.5,3659.0,2.5,2.0,1.0,27.0,3.0,3.0,True
48,1.0,3669.0,0.5,1.0,12.5,72.0,191.0,13.0,True
