,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,152.0,1.0,12.0,1.0,0.0,0.0,5.0,2.0,True
1,165.0,55.0,13.0,1.0,0.0,47.0,77.0,23.0,True
2,108.0,14.0,13.0,1.0,11.0,12.0,1.0,0.0,False
3,187.0,82.0,12.0,1.0,3.0,73.0,1.0,0.0,False
4,193.0,89.0,14.0,1.0,0.0,80.0,42.0,16.0,True
5,79.0,396.0,6.33,3.0,11.0,0.5,372.0,18.0,False
6,151.0,33.0,13.0,2.0,3.0,1.0,172.0,0.0,False
7,60.5,175.0,7.0,2.0,2.0,77.0,31.0,17.0,False
8,96.5,325.0,8.0,2.0,0.0,18.0,16.0,7.0,True
9,121.25,654.0,7.25,4.0,15.75,0.5,15.0,5.0,False
10,123.5,656.0,7.25,4.0,1.0,0.5,5.0,17.0,False
11,61.5,156.0,7.5,2.0,22.5,103.0,50.0,8.0,False
12,30.0,35.0,6.5,2.0,8.0,26.0,90.0,80.0,False
13,66.0,3.0,5.67,3.0,9.33,0.38,117.0,16.0,False
14,29.5,47.0,7.5,2.0,4.5,5.0,3.0,3.0,True
15,78.5,112.0,9.5,2.0,32.0,98.0,14.0,5.0,False
16,70.0,398.0,8.5,2.0,6.0,68.0,9.0,1.0,True
17,34.0,363.0,7.5,2.0,5.5,0.0,23.0,10.0,False
18,96.5,157.0,10.0,2.0,11.5,0.5,4.0,3.0,False
19,88.0,3.0,10.0,1.0,0.0,2.0,133.0,2.0,True
20,61.5,122.0,7.5,2.0,15.0,0.75,7.0,2.0,True
21,93.5,164.0,11.0,2.0,33.5,138.0,253.0,168.0,False
22,128.5,23.0,10.0,2.0,0.5,0.35,3.0,2.0,False
23,145.0,87.0,10.5,1.0,4.5,46.0,18.0,3.0,True
24,112.5,48.0,10.0,2.0,24.5,34.0,59.0,2.0,True
25,133.0,176.0,10.0,2.0,8.5,146.0,47.0,0.0,False
26,52.5,32.0,9.0,2.0,6.0,20.0,19.0,12.0,True
27,109.5,187.0,11.0,2.0,7.0,155.0,19.0,5.0,False
28,92.5,489.0,9.5,2.0,5.0,134.0,15.0,0.0,False
29,148.0,153.0,10.0,1.0,11.0,103.0,69.0,4.0,True
30,110.0,53.0,13.0,1.0,12.0,38.0,21.0,0.0,False
31,78.0,52.0,7.33,3.0,0.67,37.0,2.0,10.0,True
32,101.0,54.0,7.33,3.0,15.33,0.53,9.0,6.0,False
33,36.0,80.0,10.0,1.0,19.0,18.0,102.0,58.0,True
34,99.8,46.0,7.0,3.0,43.8,0.98,185.0,54.0,False
35,66.0,162.0,7.0,2.0,1.0,0.25,10.0,2.0,False
36,63.0,3.0,9.5,2.0,46.5,3.0,20.0,5.0,False
37,94.0,8.0,8.33,2.0,8.0,8.0,15.0,11.0,False
38,38.0,16.0,10.0,2.0,14.5,11.0,29.0,5.0,False
39,48.75,46.0,5.75,2.0,14.75,0.26,367.0,57.0,False
40,38.0,15.0,7.67,3.0,5.67,14.0,442.0,506.0,False
41,41.5,0.0,10.0,2.0,3.0,0.0,162.0,32.0,False
42,79.5,26.0,11.0,1.0,1.0,5.0,132.0,1.0,False
43,80.5,27.0,11.5,1.0,0.0,6.0,1.0,132.0,True
44,81.5,49.0,11.5,1.0,1.0,34.0,128.0,1.0,True
45,98.0,6.0,8.0,3.0,11.25,6.0,103.0,2.0,True
46,68.5,45.0,5.83,3.0,3.33,1.21,140.0,31.0,False
47,106.4,135.0,8.6,5.0,6.4,0.03,159.0,153.0,False
48,130.67,54.0,9.33,2.0,1.67,48.0,25.0,4.0,True
49,51.0,59.0,7.5,2.0,10.5,52.0,79.0,0.0,False
50,30.33,61.0,8.0,2.0,37.33,0.17,41.0,10.0,False
51,161.67,1.0,11.33,3.0,9.33,0.0,42.0,1.0,False
52,125.5,66.0,15.5,2.0,1.5,45.0,12.0,1.0,False
53,25.5,25.0,4.33,4.0,19.33,0.11,247.0,116.0,False
54,31.43,49.0,4.29,4.0,17.43,1.21,242.0,46.0,False
55,52.0,107.0,13.5,1.0,19.5,77.0,235.0,67.0,True
56,26.6,214.0,6.2,4.0,8.2,0.0,71.0,0.0,False
57,18.33,215.0,6.67,3.0,48.33,0.5,72.0,38.0,False
58,145.33,115.0,12.0,1.0,0.0,81.0,2.0,7.0,True
59,42.0,16.0,8.33,2.0,26.67,8.0,48.0,11.0,False
60,33.25,5.0,7.75,4.0,4.5,0.5,87.0,10.0,False
61,79.17,22.0,6.5,2.0,19.17,11.0,151.0,39.0,False
62,52.5,33.0,12.5,2.0,0.0,29.0,74.0,32.0,True
63,77.57,120.0,6.0,5.0,16.57,1.01,383.0,9.0,False
64,35.6,48.0,6.4,3.0,8.2,0.26,179.0,9.0,False
65,43.0,19.0,6.75,4.0,27.5,0.5,26.0,26.0,False
66,144.0,121.0,10.5,3.0,5.5,1.47,131.0,38.0,False
67,58.5,269.0,6.67,4.0,15.67,0.0,425.0,271.0,False
68,57.0,241.0,12.0,2.0,8.0,161.0,6.0,0.0,False
69,52.0,272.0,5.0,4.0,18.29,0.03,175.0,166.0,False
70,72.33,246.0,10.67,1.0,4.67,165.0,266.0,62.0,True
71,84.2,6.0,7.2,3.0,11.0,4.0,169.0,8.0,False
72,84.67,60.0,12.0,3.0,9.33,0.48,51.0,0.0,False
73,95.0,39.0,16.0,2.0,19.0,34.0,15.0,2.0,True
74,61.5,27.0,10.5,2.0,28.5,0.75,89.0,0.0,False
75,111.0,51.0,11.67,2.0,10.0,46.0,40.0,24.0,False
76,18.0,7.0,7.0,2.0,4.0,1.0,355.0,0.0,False
77,40.67,5.0,9.0,3.0,48.0,5.0,29.0,14.0,False
78,68.75,75.0,8.5,3.0,38.0,0.48,175.0,87.0,False
79,45.33,41.0,9.67,2.0,18.67,36.0,111.0,6.0,False
80,114.6,6.0,10.6,4.0,28.4,0.28,149.0,55.0,False
81,67.6,278.0,8.0,3.0,68.6,0.25,148.0,4.0,False
82,37.0,52.0,9.0,2.0,24.5,0.89,12.0,0.0,False
83,28.5,327.0,8.5,2.0,20.0,202.0,52.0,42.0,False
84,78.0,285.0,8.2,3.0,4.6,187.0,332.0,39.0,False
85,69.0,44.0,5.75,4.0,35.25,0.62,180.0,12.0,False
86,88.0,290.0,10.0,4.0,5.5,0.25,20.0,15.0,False
87,28.5,67.0,8.0,3.0,49.5,0.02,112.0,16.0,False
88,49.5,49.0,11.5,1.0,4.0,43.0,127.0,108.0,True
89,120.33,15.0,13.67,3.0,76.0,1.1,44.0,2.0,False
90,105.33,293.0,13.33,2.0,4.0,195.0,198.0,4.0,True
91,67.22,113.0,5.67,5.0,22.11,0.17,459.0,66.0,False
92,97.33,29.0,16.0,3.0,0.0,0.76,33.0,6.0,False
93,73.14,64.0,6.57,4.0,0.0,0.57,586.0,259.0,False
94,186.0,58.0,13.5,3.0,4.25,0.22,17.0,0.0,False
95,98.75,294.0,11.5,2.0,26.25,196.0,40.0,19.0,False
96,84.67,59.0,12.67,3.0,7.67,51.0,8.0,1.0,True
97,72.25,38.0,10.0,3.0,29.75,0.38,98.0,16.0,False
98,19.33,170.0,7.67,2.0,10.0,115.0,204.0,4.0,True
99,76.43,19.0,7.14,4.0,8.14,0.68,392.0,255.0,False
100,125.0,76.0,15.67,1.0,3.67,65.0,333.0,38.0,True
101,117.0,43.0,15.33,3.0,15.33,25.0,7.0,7.0,False
102,58.67,74.0,11.0,2.0,1.67,55.0,18.0,15.0,False
103,58.67,174.0,7.67,3.0,7.67,0.87,479.0,15.0,False
104,21.0,78.0,8.0,2.0,0.0,57.0,1.0,245.0,True
105,27.0,315.0,7.67,3.0,12.67,0.25,14.0,4.0,False
106,135.67,87.0,16.33,2.0,7.0,1.21,190.0,50.0,False
