,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,45.0,92.0,4.0,2.0,85.0,83.0,4.0,4.0,True
1,6.0,16.0,3.0,1.0,63.0,11.0,184.0,64.0,False
2,4.0,24.0,3.0,1.0,70.0,20.0,18.0,9.0,False
3,8.0,4.0,3.0,1.0,70.0,3.0,2.0,1.0,False
4,58.5,30.0,3.0,2.0,80.25,26.0,51.0,6.0,False
5,7.75,5.0,2.0,1.0,71.0,4.0,184.0,25.0,True
6,85.0,307.0,5.67,2.0,57.67,0.87,112.0,2.0,False
7,14.67,20.0,2.33,1.0,54.33,16.0,243.0,19.0,True
8,8.0,33.0,5.0,1.0,99.0,27.0,60.0,15.0,False
9,7.0,35.0,3.0,1.0,56.0,29.0,9.0,2.0,True
10,8.5,140.0,3.0,1.0,44.0,45.0,179.0,36.0,False
11,4.0,56.0,3.0,1.0,78.0,49.0,4.0,3.0,True
12,7.0,165.0,6.0,1.0,47.0,68.0,12.0,0.0,False
13,16.0,73.0,2.5,2.0,95.0,65.0,122.0,94.0,True
14,6.0,29.0,2.0,1.0,76.0,20.0,0.0,45.0,True
15,7.5,1.0,1.5,1.0,65.0,0.0,155.0,0.0,False
16,5.0,167.0,4.0,1.0,49.0,112.0,6.0,2.0,True
17,6.0,42.0,3.0,1.0,75.0,40.0,6.0,1.0,True
18,4.0,95.0,3.0,1.0,59.0,84.0,41.0,9.0,False
19,6.0,42.0,4.0,1.0,97.0,32.0,32.0,19.0,False
20,23.57,195.0,2.43,1.0,53.43,93.0,168.0,123.0,True
21,9.75,79.0,2.75,1.0,63.25,51.0,27.0,1.0,False
22,8.0,196.0,4.0,1.0,91.0,94.0,48.0,1.0,False
23,9.0,100.0,4.0,1.0,81.0,88.0,2.0,2.0,True
24,5.0,203.0,4.0,1.0,86.0,101.0,5.0,1.0,True
25,8.0,55.0,4.0,1.0,77.0,50.0,5.0,3.0,True
26,6.0,23.0,3.0,1.0,72.0,17.0,4.0,1.0,True
27,9.0,355.0,5.0,1.0,64.0,47.0,4.0,0.0,False
28,10.0,108.0,4.0,1.0,78.0,63.0,527.0,81.0,False
29,19.5,115.0,4.5,2.0,57.0,80.0,23.0,5.0,False
30,6.5,230.0,3.0,1.0,72.5,123.0,20.0,10.0,False
