,nuc,aexp,nd,ns,age,asexp,la,ld
4965,9.25,175,1,1,49.29411764705879,0.1274378598992619,92.0,17.0
4987,9.25,189,1,1,77.08823529411765,0.1254732310808319,92.0,36
5466,24.45,501,1,1,78.2,0.0537040082014023,92.0,17.0
5094,17.6666666666667,195,1,1,77.08823529411765,0.527503408288304,92.0,17.0
5594,7.78571428571429,567,1,1,77.08823529411765,0.0005588683215173,92.0,17.0
5138,20.0,232,1,1,77.08823529411765,1.3938343930215198e-07,92.0,356
5599,9.625,145,1,1,77.08823529411765,1.03287761719845,92.0,17.0
5236,9.25,49,1,1,77.08823529411765,0.0047776103560293,92.0,31
5630,24.45,453,1,1,77.08823529411765,0.166338686541857,92.0,190
5319,10.875,386,1,1,62.625,59.5,92.0,17.0
5811,22.1666666666667,238,1,1,66.0,59.5,92.0,17.0
5438,3.42222222222222,29,1,1,25.4,0.6580800009096159,92.0,144
5390,9.25,442,1,1,10.857142857142902,6.989466783124946e-10,92.0,17.0
5817,24.45,242,1,1,77.08823529411765,1.19341567583229,92.0,15
5985,20.5,667,1,1,77.08823529411765,0.345849331705114,92.0,17.0
5918,20.0,424.5,1,2,52.3333333333333,1.0799741193348,92.0,1
4911,9.25,122,9,1,92.42241379310346,0.256656616364497,92.0,17.0
4914,9.25,205.0,1,4,77.08823529411765,0.5,92.0,15
5002,9.25,202,1,2.5,51.5,22.0,92.0,17.0
5014,9.25,210,2,1,25.4,59.5,92.0,2
5028,9.25,140.5,1,6,77.08823529411765,0.203968880247527,92.0,350
5060,24.45,140.5,6,1,10.4444444444444,0.527485149057826,92.0,17.0
5129,13.5,205.0,1,3,17.5,59.5,92.0,110
5187,9.25,295,1,1,77.08823529411765,90.0,92.0,17.0
5214,12.555555555555598,321,3.0,1,77.08823529411765,0.2231457196213299,92.0,17.0
5245,20.0,489.0,1,4,92.42241379310346,0.255878687444241,92.0,160
5283,9.25,0,1,6,17.5,0.0,92.0,17.0
5294,3.42222222222222,374,1,2.5,77.08823529411765,10.0,92.0,62
5299,10.1764705882353,140.5,1,2.5,15.9411764705882,141.0,92.0,17.0
5337,3.42222222222222,140.5,1,6,77.08823529411765,0.0055341022396657,92.0,72
5424,9.25,471,1,1,77.08823529411765,64.0,92.0,17.0
5437,9.25,28,1,1,77.08823529411765,1.0,92.0,17.0
5684,9.25,636,1,2.5,77.08823529411765,190.0,92.0,96
5717,13.6,140.5,1,2,53.4,59.5,92.0,33.5
5760,20.0,507,1,2,261.0,59.5,92.0,17.0
5936,19.375,629,1,2,77.08823529411765,59.5,92.0,17.0
5988,7.428571428571429,670,3.0,1,25.4,0.174090151385607,92.0,17.0
5790,9.25,518,2.0,2,77.08823529411765,59.5,92.0,4
5486,9.4,424.5,2,2.5,77.08823529411765,22.0,92.0,17.0
5784,9.25,705,1,6.0,92.42241379310346,225.0,92.0,1169
