,nuc,aexp,nd,ns,age,asexp,la,ld
5294,,,,,,,,
5214,,,,,,,,
5002,,,,,,,,
5486,,,,,,,,
5784,,,,,,,,
5390,,,,,,,,
4965,,,,,,,,
5424,,,,,,,,
5437,,,,,,,,
5319,,,,,,,,
4987,,,,,,,,
5466,,,,,,,,
5630,,,,,,,,
5684,,,,,,,,
5717,13.6,180,3,1,53.4,3.24845932482276e-05,269,7
5811,,,,,,,,
5918,,,,,,,,
5988,,,,,,,,
5060,,,,,,,,
5817,16.875,242,4,4,161.75,1.19341567583229,236,15
5094,,,,,,,,
5245,,,,,,,,
5236,,,,,,,,
5028,,,,,,,,
5438,0.8846153846153849,29,5,1,9.23076923076923,0.6580800009096159,601,144
4914,2.81818181818182,1,5,5,96.8181818181818,0.5,207,15
5985,,,,,,,,
5790,4.0,518,2,1,91.5,0.167467837515468,291,4
5936,19.375,629,2,1,279.125,0.0013732915999966,158,95
5129,,,,,,,,
4911,6.85,122,9,2,63.4,0.256656616364497,334,89
5337,1.69230769230769,396,7,8,182.846153846154,0.0055341022396657,743,72
5283,,,,,,,,
5187,,,,,,,,
5299,,,,,,,,
5760,,,,,,,,
5138,,,,,,,,
5599,,,,,,,,
5594,,,,,,,,
