,nuc,arexp,nd,ns,age,la,ld
9651,58.875,102.0,12,1,21.2083333333333,1.0,102
9659,15.2,1473.08333333327,7,1,9.2,1.0,225
9663,24.1333333333333,1475.83333333327,6,1,86.4,1.0,304
9688,,,,,,,
9695,,,,,,,
9886,61.28571428571429,11.0,4,1,9.428571428571429,1.0,7
9787,,,,,,,
9887,0.6190476190476191,105.5,14,1,2.63492063492063,1.0,823
9870,55.4444444444444,110.0,6,1,33.4444444444444,1.0,21
9851,,,,,,,
9896,,,,,,,
9924,36.4444444444444,442.5,5,1,13.2222222222222,1.0,1
9932,,,,,,,
9977,,,,,,,
9966,,,,,,,
10006,52.6842105263158,234.0,10,1,72.26315789473679,1.0,266
10219,6.75,1.0,9,1,0.0,466,138
10282,,,,,,,
10283,,,,,,,
10285,10.857142857142902,291.0,1,1,5.0,1.0,468
10287,66.0555555555556,26.0,9,1,49.8888888888889,1.0,185
10323,77.94736842105259,896.833333333356,1.0,1,12.526315789473696,475,193
10374,131.421052631579,1444.9999999999802,11,1,20.3157894736842,1.0,453
10405,,,,,,,
10407,23.9565217391304,311.0,12,1,25.804347826087,1.0,286
10408,,,,,,,
10415,0.8888888888888891,458.666666666667,6,1,27.5,400,8
10419,17.8571428571429,1.5,11,1,27.6666666666667,1.0,84
10423,,,,,,,
10428,,,,,,,
10435,,,,,,,
10438,,,,,,,
10452,,,,,,,
10457,7.25,114.0,2,1,30.9166666666667,2.0,312
10464,,,,,,,
10478,21.0819672131148,21.0,18,1,30.8524590163934,1.0,296
10485,18.375,471.666666666666,11,1,37.95,1.0,164
10509,,,,,,,
10486,6.0,14.0,3,1,0.0,564,72
10525,,,,,,,
10534,18.0285714285714,461.166666666666,12,1,17.514285714285702,1.0,35
10552,,,,,,,
10606,,,,,,,
10619,,,,,,,
10623,,,,,,,
10626,,,,,,,
10630,29.783783783783804,108.5,19,1,55.6216216216216,3.0,44
10652,,,,,,,
10659,,,,,,,
10666,,,,,,,
10676,,,,,,,
10692,,,,,,,
10700,15.9795918367347,4.0,15,2,23.6938775510204,1.0,37
10703,,,,,,,
10705,,,,,,,
10706,,,,,,,
10709,8.33333333333333,0.0,5,1,68.3333333333333,1.0,171
10716,27.35,0.0,6,1,8.2,1.0,5
10760,,,,,,,
10772,,,,,,,
10780,10.8,112.5,4,1,60.5333333333333,1.0,234
10800,,,,,,,
10801,6.0,3.0,8,3,41.6769230769231,1.0,9
10804,,,,,,,
10812,3.8,317.5,6,3,53.9,1.0,42
10836,64.25,2.0,3,1,60.75,1.0,3
10872,,,,,,,
10908,,,,,,,
10874,,,,,,,
10937,,,,,,,
10948,40.4285714285714,68.0,8,1,32.7142857142857,1.0,237
10958,0.9,20.0,6,2,16.7,1.0,3
10962,7.86666666666667,8.0,12,1,117.066666666667,1.0,94
10992,11.4,232.0,5,1,55.3,1.0,280
11004,47.1818181818182,67.5,8,1,29.5,1.0,1272
11017,66.8181818181818,234.166666666668,6,1,65.0909090909091,1.0,73
11010,,,,,,,
11020,,,,,,,
11036,,,,,,,
11045,9.16666666666667,63.5,5,1,59.1666666666667,1.0,64
11057,,,,,,,
11059,108.823529411765,10.5,5,1,23.8823529411765,1.0,161
11082,1.3,27.0,5,2,12.8,1.0,69
11087,,,,,,,
11089,,,,,,,
11091,,,,,,,
11101,,,,,,,
11140,,,,,,,
11144,,,,,,,
11155,34.1666666666667,20.0,8,1,50.0833333333333,1.0,269
11165,1.21153846153846,6.0,11,2,6.76923076923077,1.0,554
11183,,,,,,,
11187,5.24242424242424,31.0,18,2,14.6060606060606,1.0,142
11189,,,,,,,
11209,,,,,,,
11224,3.93846153846154,34.0,1.0,2,32.4769230769231,422,587
11233,,,,,,,
11236,75.0,24.5,9,1,70.0666666666667,1.0,53
11258,,,,,,,
11290,,,,,,,
11298,45.775,5.0,14,1,103.5,1.0,239
11311,0.0,0.0,3,2,0.0,1.0,0
