,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.42,3.0,0.17,1.0,2.0,2.0,90.0,43.0,False
1,1.54,41.0,3.0,2.0,1.25,0.03,190.0,1.0,False
2,0.0,46.0,1.0,1.0,0.0,12.0,63.0,6.0,False
3,0.69,47.0,0.5,1.0,0.0,13.0,72.0,4.0,False
4,2.07,48.0,0.2,1.0,0.8,14.0,359.0,100.0,False
5,0.97,6.0,3.0,1.0,12.5,5.0,20.0,0.0,False
6,0.7,68.0,0.5,1.0,1.0,33.0,12.0,9.0,False
7,0.83,71.0,0.5,1.0,1.0,35.0,106.0,4.0,False
8,3.51,92.0,1.12,2.0,12.5,0.73,133.0,51.0,False
9,1.41,99.0,2.33,1.0,3.33,52.0,51.0,4.0,False
10,0.43,103.0,1.0,1.0,2.5,44.0,44.0,2.0,False
11,0.97,108.0,3.0,1.0,8.0,54.0,7.0,26.0,False
12,0.99,108.0,1.0,1.0,13.0,48.0,77.0,2.0,False
13,2.13,109.0,0.5,1.0,2.83,49.0,21.0,11.0,False
14,0.41,3.0,5.33,1.0,18.0,3.0,37.0,37.0,False
15,0.84,19.0,4.5,1.0,29.0,14.0,13.0,2.0,False
16,0.41,1.0,7.5,2.0,35.5,0.5,24.0,0.0,False
17,1.0,2.0,5.5,1.0,62.5,2.0,19.0,24.0,False
18,0.95,120.0,4.33,1.0,5.0,60.0,33.0,10.0,False
19,2.8,3.0,0.44,1.0,2.11,1.0,84.0,282.0,False
20,1.84,3.0,0.75,1.0,1.25,3.0,5.0,4.0,False
21,3.23,216.0,0.55,2.0,21.64,0.99,529.0,33.0,False
22,2.84,374.0,1.44,2.0,6.44,0.88,123.0,1.0,False
23,0.95,1.0,1.0,1.0,0.0,1.0,4.0,7.0,True
24,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
25,1.68,129.0,2.4,2.0,14.4,1.0,39.0,9.0,False
26,1.12,7.0,1.0,1.0,20.0,7.0,24.0,13.0,False
27,1.84,310.0,2.0,1.0,2.0,155.0,11.0,4.0,False
28,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,False
29,2.11,134.0,4.6,2.0,2.6,0.0,75.0,0.0,False
