,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.08,42.0,0.33,1.0,0.0,8.0,79.0,3.0,False
1,0.97,6.0,3.0,1.0,12.5,5.0,20.0,0.0,False
2,1.13,59.0,0.33,1.0,0.0,24.0,130.0,10.0,False
3,1.78,154.0,2.0,2.0,73.0,0.99,18.0,5.0,False
4,2.13,109.0,0.5,1.0,2.83,49.0,21.0,11.0,False
5,0.89,110.0,1.5,1.0,0.0,50.0,122.0,7.0,False
6,1.0,112.0,1.5,1.0,1.0,52.0,2.0,0.0,False
7,0.07,17.0,3.0,1.0,10.5,10.0,112.0,0.0,False
8,0.84,19.0,4.5,1.0,29.0,14.0,13.0,2.0,False
9,1.52,58.0,0.75,1.0,18.5,46.0,58.0,45.0,False
10,0.92,59.0,1.5,1.0,0.0,47.0,6.0,3.0,False
11,1.35,41.0,6.25,1.0,11.5,6.0,14.0,17.0,False
12,2.9,120.0,0.7,1.0,10.4,24.0,347.0,228.0,False
13,1.37,32.0,2.67,1.0,2.33,26.0,5.0,5.0,False
14,2.33,217.0,0.62,2.0,3.0,0.99,424.0,179.0,False
15,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,False
16,2.33,0.0,8.0,3.0,32.43,0.0,42.0,31.0,False
17,0.95,1.0,1.0,1.0,0.0,1.0,4.0,7.0,True
18,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
19,1.43,130.0,4.33,2.0,0.67,1.0,22.0,12.0,False
20,1.84,310.0,2.0,1.0,2.0,155.0,11.0,4.0,False
21,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,False
22,1.37,0.0,1.33,1.0,8.0,0.0,5.0,5.0,False
23,1.86,4.0,6.5,1.0,3.83,1.0,90.0,19.0,False
24,2.19,323.0,0.9,2.0,18.1,0.0,476.0,35.0,False
25,1.7,1.0,2.6,2.0,52.6,1.0,147.0,16.0,False
26,1.0,0.0,12.0,1.0,17.5,0.0,15.0,3.0,False
27,2.22,9.0,8.86,2.0,13.71,0.91,656.0,16.0,False
28,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,False
29,0.95,50.0,3.5,1.0,72.5,13.0,100.0,19.0,False
30,1.08,39.0,3.67,1.0,71.67,2.0,293.0,35.0,False
31,1.9,4.0,1.25,2.0,39.5,0.06,103.0,5.0,False
32,2.19,172.0,4.81,3.0,15.62,0.0,186.0,223.0,False
33,2.43,13.0,3.2,2.0,31.3,0.5,87.0,36.0,False
34,2.62,20.0,0.86,2.0,2.57,1.31,462.0,206.0,False
35,0.0,152.0,3.0,1.0,1.0,8.0,3.0,1.0,False
36,2.38,0.0,3.0,2.0,95.17,0.0,240.0,38.0,False
37,1.57,261.0,2.25,1.0,0.0,75.0,69.0,34.0,False
38,1.18,98.0,6.33,1.0,83.0,56.0,53.0,53.0,False
39,2.38,44.0,2.6,3.0,25.1,0.0,651.0,143.0,False
