,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,1.55,7.0,0.2,1.0,2.2,5.0,83.0,3.0,False
1,3.5,438.0,0.13,2.0,18.93,0.0,105.0,63.0,False
2,0.62,1.0,6.5,1.0,7.5,1.0,12.0,1.0,False
3,1.54,41.0,3.0,2.0,1.25,0.03,190.0,1.0,False
4,0.09,45.0,0.5,1.0,0.5,11.0,173.0,10.0,False
5,0.69,47.0,0.5,1.0,0.0,13.0,72.0,4.0,False
6,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,False
7,0.43,103.0,1.0,1.0,2.5,44.0,44.0,2.0,False
8,0.31,104.0,1.0,1.0,0.0,45.0,54.0,17.0,False
9,0.97,108.0,3.0,1.0,8.0,54.0,7.0,26.0,False
10,2.13,109.0,0.5,1.0,2.83,49.0,21.0,11.0,False
11,3.48,175.0,0.44,1.0,5.78,86.0,208.0,97.0,False
12,1.0,112.0,1.5,1.0,1.0,52.0,2.0,0.0,False
13,3.19,2.0,1.5,3.0,12.29,0.44,795.0,56.0,False
14,1.16,17.0,5.67,1.0,18.0,10.0,31.0,3.0,False
15,1.88,15.0,1.6,2.0,15.8,0.82,44.0,25.0,False
16,0.41,3.0,5.33,1.0,18.0,3.0,37.0,37.0,False
17,1.49,51.0,3.0,1.0,17.67,40.0,52.0,0.0,False
18,2.46,135.0,0.88,1.0,60.12,76.0,85.0,118.0,False
19,2.8,162.0,1.9,1.0,17.1,86.0,129.0,112.0,False
20,0.95,120.0,4.33,1.0,5.0,60.0,33.0,10.0,False
21,4.65,25.0,0.28,2.0,13.05,1.0,423.0,385.0,False
22,2.44,35.0,1.43,1.0,0.0,29.0,13.0,15.0,False
23,3.23,216.0,0.55,2.0,21.64,0.99,529.0,33.0,False
24,1.37,220.0,1.8,2.0,1.6,0.99,169.0,33.0,False
25,2.84,374.0,1.44,2.0,6.44,0.88,123.0,1.0,False
26,0.95,1.0,1.0,1.0,0.0,1.0,4.0,7.0,True
27,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
28,1.43,130.0,4.33,2.0,0.67,1.0,22.0,12.0,False
29,1.12,7.0,1.0,1.0,20.0,7.0,24.0,13.0,False
30,0.0,14.0,6.0,1.0,11.0,11.0,32.0,0.0,False
31,4.32,273.0,0.26,2.0,2.71,0.0,383.0,646.0,False
32,1.84,310.0,2.0,1.0,2.0,155.0,11.0,4.0,False
33,4.09,312.0,0.59,1.0,9.29,21.0,17.0,0.0,False
34,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,False
35,2.11,134.0,4.6,2.0,2.6,0.0,75.0,0.0,False
36,2.4,2.0,5.17,1.0,5.17,0.0,313.0,3.0,False
37,5.65,648.0,0.77,5.0,25.17,0.25,614.0,130.0,False
38,2.47,30.0,1.17,1.0,27.0,16.0,76.0,2.0,False
39,2.22,9.0,8.86,2.0,13.71,0.91,656.0,16.0,False
40,2.77,132.0,5.43,1.0,9.86,107.0,222.0,11.0,False
41,1.52,55.0,0.6,1.0,2.0,28.0,91.0,10.0,False
42,1.48,68.0,2.5,3.0,2.5,0.33,418.0,306.0,False
43,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,False
44,2.34,3.0,0.67,1.0,1.0,0.0,265.0,15.0,False
45,2.43,13.0,3.2,2.0,31.3,0.5,87.0,36.0,False
46,3.03,144.0,3.67,4.0,12.25,0.33,78.0,32.0,False
47,3.77,19.0,1.75,1.0,5.29,0.0,620.0,146.0,False
48,4.14,145.0,2.22,4.0,6.49,0.33,1257.0,392.0,False
49,0.0,152.0,3.0,1.0,1.0,8.0,3.0,1.0,False
50,1.16,98.0,2.33,1.0,98.33,13.0,204.0,5.0,False
51,1.0,63.0,1.0,1.0,33.0,37.0,6.0,2.0,False
52,3.92,212.0,4.64,3.0,47.24,0.72,168.0,48.0,False
53,1.52,37.0,11.86,3.0,7.29,0.49,69.0,55.0,False
54,3.64,123.0,2.58,1.0,18.42,74.0,160.0,119.0,False
55,1.0,161.0,2.5,1.0,5.5,134.0,6.0,7.0,False
56,0.92,0.0,1.0,1.0,2.5,0.0,2.0,1.0,True
57,4.35,52.0,1.65,2.0,2.38,0.63,1357.0,350.0,False
58,0.62,0.0,12.5,2.0,4.5,0.0,132.0,4.0,False
59,2.67,151.0,7.82,2.0,0.09,0.51,1308.0,1.0,False
60,1.43,0.0,4.25,2.0,84.25,0.0,322.0,91.0,False
61,2.04,5.0,3.06,2.0,18.76,0.97,929.0,461.0,False
62,2.02,49.0,0.78,1.0,18.22,30.0,818.0,19.0,False
63,2.14,2.0,6.0,5.0,20.86,0.04,124.0,15.0,False
64,3.12,826.0,4.38,4.0,0.0,0.33,111.0,635.0,False
65,2.0,3.0,3.0,2.0,21.17,0.88,104.0,27.0,False
66,2.43,24.0,2.83,2.0,0.0,0.0,160.0,31.0,False
67,1.69,26.0,3.62,2.0,4.0,0.0,543.0,492.0,False
68,3.25,841.0,3.0,1.0,27.53,115.0,706.0,26.0,False
69,0.99,1.0,0.0,1.0,0.0,0.0,421.0,0.0,False
70,1.0,16.0,1.5,2.0,0.0,0.83,165.0,0.0,False
71,0.72,66.0,2.33,2.0,15.0,1.0,96.0,1.0,False
72,2.89,164.0,8.17,4.0,18.78,0.06,1116.0,888.0,False
73,3.24,88.0,4.27,3.0,40.0,0.49,147.0,192.0,False
74,1.0,52.0,1.0,1.0,36.5,21.0,33.0,2.0,False
75,4.0,178.0,2.0,1.0,10.1,37.0,299.0,575.0,False
76,3.64,17.0,8.8,8.0,38.2,0.14,35.0,21.0,False
77,1.89,2.0,3.5,1.0,2.0,1.0,98.0,2.0,False
78,1.65,187.0,2.25,2.0,25.0,0.02,210.0,112.0,False
79,1.57,15.0,5.0,2.0,0.0,1.39,28.0,4.0,False
80,3.69,294.0,6.06,2.0,9.75,0.73,243.0,26.0,False
81,3.71,199.0,1.2,2.0,13.35,0.02,444.0,135.0,False
82,2.38,73.0,2.25,1.0,1.0,69.0,50.0,14.0,False
83,2.07,211.0,3.5,2.0,1.62,0.02,243.0,27.0,False
84,3.0,79.0,1.25,2.0,0.62,0.91,1295.0,31.0,False
85,3.1,9.0,6.53,4.0,56.4,0.27,394.0,17.0,False
86,0.99,80.0,3.0,1.0,2.5,76.0,70.0,0.0,False
87,1.87,310.0,0.5,3.0,34.88,0.39,372.0,167.0,False
88,2.67,82.0,2.36,1.0,3.09,78.0,80.0,108.0,False
89,1.6,119.0,1.25,2.0,1.5,0.47,71.0,11.0,False
90,3.25,1011.0,5.65,5.0,4.75,0.04,93.0,46.0,False
91,1.16,251.0,3.5,1.0,0.0,154.0,28.0,25.0,False
92,3.57,43.0,0.79,1.0,196.43,37.0,71.0,74.0,False
93,1.26,274.0,0.33,1.0,0.33,173.0,66.0,43.0,False
94,0.0,122.0,2.0,1.0,15.0,10.0,10.0,5.0,False
95,0.95,78.0,2.0,1.0,25.5,24.0,81.0,1.0,False
96,0.87,5.0,2.5,1.0,0.0,5.0,59.0,0.0,False
97,1.48,5.0,2.0,3.0,41.33,0.17,52.0,51.0,False
98,1.89,236.0,2.33,1.0,11.89,203.0,723.0,159.0,False
99,0.56,21.0,2.2,2.0,36.1,0.02,640.0,494.0,False
100,5.18,1053.0,2.0,2.0,17.72,0.0,76.0,48.0,False
101,1.53,276.0,3.0,2.0,40.0,0.28,15.0,244.0,False
102,2.37,277.0,1.5,2.0,3.38,0.3,165.0,214.0,False
103,1.99,86.0,3.0,2.0,9.4,0.0,281.0,0.0,False
104,2.5,1.0,0.88,1.0,27.5,1.0,22.0,7.0,False
105,1.56,3.0,3.67,2.0,11.33,0.25,200.0,143.0,False
106,1.76,56.0,2.0,1.0,24.4,6.0,48.0,7.0,False
107,3.09,30.0,0.47,2.0,0.8,0.0,1070.0,740.0,False
108,1.5,147.0,1.0,1.0,142.67,16.0,51.0,3.0,False
109,2.84,149.0,12.57,4.0,12.79,0.33,356.0,47.0,False
110,0.8,293.0,2.5,1.0,18.0,63.0,19.0,22.0,False
111,2.09,151.0,1.8,2.0,2.0,0.91,75.0,24.0,False
