,ent,aexp,ndev,ns,age,asexp,la,ld,target
0,2.69,4.0,1.25,2.0,1.62,1.44,25.0,25.0,False
1,0.0,46.0,1.0,1.0,0.0,12.0,63.0,6.0,False
2,0.69,47.0,0.5,1.0,0.0,13.0,72.0,4.0,False
3,2.07,48.0,0.2,1.0,0.8,14.0,359.0,100.0,False
4,1.77,53.0,0.2,1.0,2.0,18.0,617.0,32.0,False
5,1.38,55.0,0.33,1.0,0.0,20.0,3.0,4.0,False
6,1.0,67.0,0.5,1.0,1.5,32.0,61.0,1.0,False
7,1.14,72.0,0.33,1.0,4.33,36.0,93.0,3.0,False
8,1.58,74.0,0.33,1.0,0.0,38.0,0.0,3.0,False
9,1.42,77.0,3.75,3.0,0.75,0.0,226.0,83.0,False
10,0.2,79.0,0.0,1.0,0.0,5.0,63.0,1.0,False
11,1.29,157.0,2.0,1.0,1.0,75.0,129.0,172.0,False
12,2.69,65.0,1.6,1.0,14.7,57.0,78.0,24.0,False
13,0.43,103.0,1.0,1.0,2.5,44.0,44.0,2.0,False
14,0.0,106.0,2.0,1.0,0.0,47.0,2.0,2.0,False
15,2.84,170.0,0.78,2.0,3.56,0.0,231.0,189.0,False
16,2.61,178.0,1.0,3.0,7.89,0.0,36.0,35.0,False
17,0.84,19.0,4.5,1.0,29.0,14.0,13.0,2.0,False
18,0.79,53.0,4.5,1.0,3.0,42.0,37.0,22.0,False
19,0.0,3.0,1.0,1.0,0.0,3.0,2.0,6.0,False
20,1.65,110.0,0.75,2.0,1.0,0.0,6.0,15.0,False
21,2.9,120.0,0.7,1.0,10.4,24.0,347.0,228.0,False
22,3.63,256.0,0.43,1.0,8.33,132.0,255.0,56.0,False
23,2.83,135.0,0.12,1.0,10.62,73.0,4.0,32.0,False
24,0.0,219.0,1.0,1.0,0.0,76.0,0.0,2.0,False
25,0.97,23.0,3.0,1.0,19.0,13.0,5.0,5.0,False
26,0.95,1.0,1.0,1.0,0.0,1.0,4.0,7.0,True
27,1.15,2.0,0.67,1.0,0.0,2.0,2.0,5.0,True
28,2.48,228.0,2.4,2.0,34.6,0.99,159.0,117.0,False
29,1.68,129.0,2.4,2.0,14.4,1.0,39.0,9.0,False
30,3.29,2.0,0.3,1.0,1.0,1.0,2.0,33.0,False
31,1.51,7.0,3.67,1.0,54.67,2.0,52.0,21.0,False
32,1.37,0.0,1.33,1.0,8.0,0.0,5.0,5.0,False
33,3.72,10.0,3.25,4.0,28.95,0.25,930.0,397.0,False
34,1.7,0.0,8.0,1.0,8.0,0.0,35.0,1.0,False
35,2.19,323.0,0.9,2.0,18.1,0.0,476.0,35.0,False
36,2.72,1.0,1.86,2.0,22.0,0.5,2.0,8.0,False
37,3.74,326.0,0.22,2.0,4.83,0.0,130.0,95.0,False
38,2.34,32.0,8.5,2.0,3.67,0.02,159.0,4.0,False
39,2.46,2.0,8.33,2.0,15.33,0.0,223.0,17.0,False
40,1.88,1.0,11.0,2.0,6.75,0.0,8.0,5.0,False
41,1.55,13.0,10.25,1.0,8.0,6.0,216.0,128.0,False
42,1.17,170.0,8.71,1.0,14.71,63.0,284.0,131.0,False
43,2.99,71.0,4.11,3.0,63.56,0.35,21.0,18.0,False
44,3.03,144.0,3.67,4.0,12.25,0.33,78.0,32.0,False
45,2.38,44.0,2.6,3.0,25.1,0.0,651.0,143.0,False
46,1.42,108.0,0.5,3.0,0.0,0.33,5.0,7.0,False
47,1.0,63.0,1.0,1.0,33.0,37.0,6.0,2.0,False
48,1.12,718.0,1.0,1.0,18.67,2.0,180.0,46.0,False
49,0.0,217.0,0.0,1.0,0.0,122.0,115.0,0.0,False
50,3.64,123.0,2.58,1.0,18.42,74.0,160.0,119.0,False
51,0.0,127.0,1.0,1.0,0.0,20.0,2.0,2.0,False
52,1.0,161.0,2.5,1.0,5.5,134.0,6.0,7.0,False
53,0.92,0.0,1.0,1.0,2.5,0.0,2.0,1.0,True
54,1.83,1.0,1.25,1.0,0.5,1.0,287.0,66.0,False
55,1.27,53.0,6.0,1.0,2.67,47.0,17.0,13.0,False
56,1.59,138.0,4.25,2.0,0.75,0.02,216.0,0.0,False
57,3.22,0.0,0.4,1.0,109.47,0.0,12.0,28.0,False
58,1.49,3.0,9.5,3.0,11.25,0.0,69.0,125.0,False
59,2.28,57.0,1.0,1.0,44.43,5.0,364.0,10.0,False
60,2.0,3.0,3.0,2.0,21.17,0.88,104.0,27.0,False
61,3.43,78.0,1.59,2.0,54.26,0.91,1070.0,106.0,False
62,1.58,5.0,0.33,1.0,7.67,0.0,19.0,3.0,False
63,0.81,60.0,1.5,1.0,1.0,39.0,2.0,2.0,False
64,2.19,373.0,7.43,2.0,57.86,0.0,147.0,33.0,False
65,2.17,0.0,0.2,1.0,16.8,0.0,471.0,8.0,False
66,4.84,192.0,0.38,2.0,6.13,0.51,452.0,213.0,False
67,1.23,256.0,0.4,1.0,13.6,4.0,274.0,53.0,False
68,1.55,67.0,1.0,2.0,2.25,1.0,351.0,32.0,False
69,1.0,18.0,2.0,2.0,3.0,0.83,166.0,0.0,False
70,4.61,166.0,2.0,3.0,20.53,0.61,272.0,172.0,False
71,3.29,168.0,1.36,1.0,5.07,29.0,141.0,129.0,False
72,4.0,178.0,2.0,1.0,10.1,37.0,299.0,575.0,False
73,2.25,135.0,6.8,1.0,94.0,35.0,56.0,8.0,False
74,1.58,3.0,0.0,1.0,0.0,2.0,223.0,0.0,False
75,0.0,31.0,0.0,1.0,0.0,20.0,114.0,0.0,False
76,1.65,187.0,2.25,2.0,25.0,0.02,210.0,112.0,False
77,2.11,47.0,6.71,2.0,1.0,0.91,185.0,20.0,False
78,1.75,51.0,3.5,2.0,3.5,0.91,120.0,1.0,False
79,2.67,196.0,1.82,1.0,3.55,48.0,266.0,72.0,False
80,1.57,15.0,5.0,2.0,0.0,1.39,28.0,4.0,False
81,1.5,295.0,2.0,1.0,0.0,30.0,161.0,23.0,False
82,1.45,301.0,1.0,2.0,12.0,0.73,31.0,4.0,False
83,1.1,104.0,5.33,2.0,3.0,0.87,41.0,26.0,False
84,1.86,15.0,1.8,1.0,7.8,13.0,348.0,104.0,False
85,2.53,0.0,4.25,3.0,0.62,0.0,180.0,0.0,False
86,2.13,1.0,4.5,3.0,0.12,1.0,156.0,0.0,False
87,3.0,79.0,1.25,2.0,0.62,0.91,1295.0,31.0,False
88,3.1,9.0,6.53,4.0,56.4,0.27,394.0,17.0,False
89,1.61,41.0,11.0,2.0,30.0,0.01,57.0,15.0,False
90,3.04,63.0,1.5,3.0,29.71,0.0,265.0,40.0,False
91,1.87,310.0,0.5,3.0,34.88,0.39,372.0,167.0,False
92,2.46,138.0,7.0,1.0,4.88,123.0,80.0,46.0,False
93,3.01,3.0,2.33,4.0,12.44,0.0,19.0,19.0,False
94,1.36,91.0,2.5,1.0,3.5,63.0,74.0,7.0,False
95,1.52,72.0,2.5,1.0,89.5,21.0,54.0,52.0,False
96,1.61,19.0,0.0,1.0,0.0,8.0,256.0,0.0,False
97,0.0,76.0,0.0,1.0,0.0,23.0,108.0,0.0,False
98,0.95,78.0,2.0,1.0,25.5,24.0,81.0,1.0,False
99,0.87,5.0,2.5,1.0,0.0,5.0,59.0,0.0,False
100,3.21,83.0,0.7,1.0,43.5,26.0,42.0,39.0,False
101,2.06,124.0,7.17,3.0,45.5,0.61,48.0,27.0,False
102,2.34,260.0,1.58,1.0,7.0,97.0,352.0,266.0,False
103,3.53,140.0,0.5,1.0,96.5,14.0,1196.0,29.0,False
104,2.53,0.0,0.14,2.0,10.86,0.0,527.0,330.0,False
105,1.91,2.0,3.25,2.0,6.25,0.5,221.0,135.0,False
106,2.27,6.0,1.33,2.0,130.33,0.31,81.0,15.0,False
107,2.73,3.0,1.58,4.0,58.33,0.33,485.0,52.0,False
108,1.99,88.0,0.25,2.0,21.0,0.0,206.0,66.0,False
109,3.41,11.0,4.38,3.0,51.95,0.46,327.0,135.0,False
110,1.31,298.0,2.25,2.0,7.5,0.3,139.0,9.0,False
111,4.89,154.0,0.38,2.0,61.3,0.91,589.0,307.0,False
112,2.06,167.0,1.33,1.0,24.11,161.0,608.0,20.0,False
113,1.89,45.0,1.8,2.0,52.8,1.0,96.0,27.0,False
114,2.84,7.0,5.25,2.0,59.25,0.33,18.0,12.0,False
115,1.93,159.0,3.8,3.0,13.8,0.49,39.0,14.0,False
116,1.25,16.0,4.33,1.0,17.33,12.0,37.0,0.0,False
117,1.49,119.0,2.67,1.0,127.0,61.0,205.0,3.0,False
118,2.53,18.0,0.0,1.0,0.0,14.0,1463.0,0.0,False
119,0.97,99.0,2.0,1.0,34.0,48.0,51.0,12.0,False
120,3.13,181.0,7.58,3.0,11.83,0.49,84.0,64.0,False
121,3.37,322.0,3.62,1.0,10.05,144.0,694.0,107.0,False
122,3.86,306.0,2.79,1.0,33.83,225.0,126.0,114.0,False
123,2.27,191.0,2.0,1.0,25.14,184.0,258.0,78.0,False
124,2.27,192.0,0.0,1.0,0.0,0.0,602.0,0.0,False
125,2.5,193.0,0.5,1.0,0.0,1.0,159.0,44.0,False
126,1.51,273.0,2.33,2.0,0.33,0.5,99.0,35.0,False
127,1.7,274.0,0.5,1.0,1.0,4.0,110.0,83.0,False
128,2.01,23.0,0.83,1.0,10.0,19.0,424.0,21.0,False
129,2.43,4.0,10.25,3.0,33.12,0.0,22.0,239.0,False
130,2.54,2.0,1.33,2.0,12.33,0.0,316.0,108.0,False
131,0.62,0.0,0.33,1.0,23.33,0.0,43.0,1.0,False
132,0.41,172.0,2.5,1.0,0.0,118.0,36.0,1.0,False
133,1.0,68.0,0.0,1.0,0.0,0.0,11.0,2.0,False
134,2.67,31.0,3.22,1.0,3.89,27.0,284.0,45.0,False
135,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,True
136,1.38,12.0,2.0,1.0,5.33,12.0,146.0,5.0,False
137,3.77,5.0,0.53,2.0,0.21,0.88,1076.0,382.0,False
138,2.24,33.0,2.83,1.0,18.83,29.0,97.0,14.0,False
139,3.23,423.0,2.81,3.0,13.06,0.39,555.0,402.0,False
140,2.32,27.0,2.71,1.0,14.29,23.0,713.0,110.0,False
141,1.74,34.0,6.0,4.0,5.43,0.2,20.0,22.0,False
142,3.46,427.0,3.15,3.0,8.65,0.39,345.0,176.0,False
143,1.57,16.0,0.33,1.0,2.0,4.0,124.0,0.0,False
144,1.29,17.0,1.0,2.0,1.67,0.44,118.0,41.0,False
145,0.0,21.0,0.0,1.0,0.0,1.0,29.0,1.0,False
146,2.88,81.0,7.17,1.0,15.42,76.0,132.0,111.0,False
147,1.56,41.0,1.33,1.0,1.0,19.0,4.0,17.0,False
148,0.86,63.0,6.0,1.0,51.0,41.0,12.0,2.0,False
149,2.08,25.0,1.4,3.0,31.2,0.02,139.0,48.0,False
150,2.47,27.0,1.12,3.0,25.38,0.02,143.0,80.0,False
151,1.16,5.0,2.0,1.0,31.33,0.0,61.0,16.0,False
152,0.0,26.0,3.0,1.0,13.0,10.0,2.0,2.0,False
153,0.93,10.0,6.5,1.0,13.0,0.0,29.0,11.0,False
154,1.25,18.0,3.33,3.0,16.0,0.13,6.0,6.0,False
155,2.86,7.0,1.11,3.0,107.11,0.34,373.0,114.0,False
156,1.75,4.0,5.75,2.0,35.75,0.12,38.0,18.0,False
157,1.47,70.0,6.5,1.0,23.5,46.0,187.0,7.0,False
158,2.54,17.0,0.15,1.0,0.92,16.0,222.0,193.0,False
159,1.14,21.0,0.67,1.0,7.0,19.0,258.0,9.0,False
160,2.34,6.0,4.22,1.0,6.33,5.0,427.0,128.0,False
161,0.0,50.0,4.0,1.0,27.0,49.0,13.0,8.0,False
162,2.7,1.0,0.43,1.0,0.14,1.0,1356.0,126.0,False
163,2.22,339.0,8.44,2.0,6.78,0.0,137.0,117.0,False
164,1.99,17.0,3.67,2.0,93.83,0.62,631.0,151.0,False
165,1.58,5.0,0.0,1.0,0.0,0.0,271.0,0.0,False
