,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,1.0,39.0,1.08,0.33,23.33,4.0,63.0,117.0,False
1,5.93,29.0,3.91,0.15,34.11,0.26,176.0,100.0,False
2,10.12,82.0,4.43,0.12,19.09,0.47,346.0,287.0,False
3,100.0,21.0,0.99,4.5,3.5,2.0,8.0,3.0,False
4,22.42,131.0,4.24,0.29,13.23,0.93,137.0,40.0,False
5,22.64,12.0,3.41,0.82,30.55,1.1,36.0,4.0,False
6,29.91,62.0,3.76,0.39,28.57,1.0,3997.0,1714.0,False
7,25.62,177.0,3.56,0.43,17.57,0.93,527.0,590.0,False
8,38.0,69.0,1.74,0.89,0.44,2.0,211.0,0.0,False
9,15.57,74.0,4.15,0.35,11.3,2.0,843.0,28.0,False
10,100.5,77.0,0.75,2.25,7.75,0.67,57.0,17.0,False
11,6.91,87.0,6.08,0.1,65.17,2.0,1031.0,68.0,False
12,89.2,205.0,2.06,2.0,3.2,0.93,82.0,3.0,False
13,33.94,222.5,5.51,0.14,16.22,0.8,1324.0,743.0,False
14,109.0,224.5,1.44,2.0,17.5,0.93,62.0,0.0,False
15,224.0,230.5,0.97,4.0,34.0,0.56,4.0,1.0,False
16,21.42,162.0,3.21,0.31,21.06,1.0,1324.0,176.0,False
17,87.17,212.5,2.27,1.67,18.33,0.93,14.0,0.0,False
18,185.33,193.0,1.42,3.0,18.33,2.0,17.0,6.0,False
19,281.0,221.0,0.89,5.5,0.0,0.93,10.0,3.0,False
20,104.71,231.5,1.9,1.57,5.43,0.93,367.0,142.0,False
21,43.13,216.0,2.12,0.73,99.13,2.0,924.0,2.0,False
22,47.1,17.0,2.87,0.57,14.71,0.65,4269.0,151.0,False
23,170.5,236.0,1.58,2.5,45.25,2.0,33.0,13.0,False
24,173.75,237.5,1.42,2.75,144.25,1.0,61.0,8.0,False
25,61.54,241.5,1.4,0.85,63.85,1.0,1718.0,114.0,False
26,65.5,16.0,3.11,0.75,72.0,0.17,316.0,17.0,False
27,122.44,46.0,2.79,1.44,40.56,1.98,232.0,36.0,False
28,64.91,64.0,3.17,0.61,28.61,0.33,2174.0,32.0,False
29,125.12,57.5,1.95,1.5,19.88,1.98,176.0,71.0,False
30,213.8,290.5,1.4,2.6,28.8,2.0,90.0,40.0,False
31,95.54,297.0,2.45,1.0,32.15,1.0,506.0,123.0,False
32,239.2,71.0,1.84,2.8,4.8,0.08,67.0,37.0,False
33,210.4,303.5,1.92,2.8,1.4,2.0,254.0,10.0,False
34,10.07,13.0,4.12,0.43,21.4,8.0,344.0,227.0,False
35,22.69,15.0,3.41,0.81,105.25,0.73,271.0,15.0,False
36,12.88,13.0,2.63,1.5,61.38,13.0,134.0,18.0,False
37,55.55,310.17,2.41,1.36,55.0,0.5,308.0,12.0,False
38,30.88,68.5,2.7,1.88,4.5,0.5,140.0,8.0,False
39,2.0,70.5,0.91,1.0,13.5,60.0,328.0,60.0,False
40,101.0,11.0,0.0,13.0,36.0,6.0,5.0,0.0,False
41,35.8,69.5,1.72,2.8,23.2,76.0,340.0,24.0,False
42,7.75,93.0,0.66,1.75,14.5,57.0,588.0,5.0,False
43,8.33,62.0,3.13,0.93,3.2,0.0,693.0,10.0,False
44,64.6,257.17,0.56,3.2,19.4,0.5,560.0,0.0,False
45,22.11,67.0,3.26,0.94,13.67,0.17,601.0,32.0,False
46,45.0,10.0,0.0,14.0,5.0,4.0,65.0,65.0,False
47,14.57,40.0,2.31,2.0,27.0,1.32,326.0,3.0,False
48,33.57,63.0,1.81,2.43,10.43,1.25,78.0,177.0,False
49,61.25,250.83,1.57,4.25,6.0,422.0,79.0,15.0,False
50,133.0,82.0,0.57,8.5,52.0,36.0,8.0,7.0,False
51,83.5,18.0,1.0,8.5,70.5,10.0,2.0,2.0,False
52,18.5,98.0,1.0,5.5,2.0,9.0,22.0,2.0,False
53,53.33,107.0,2.39,1.5,1.5,0.39,1339.0,1.0,False
54,29.5,53.0,0.96,3.75,88.25,6.0,933.0,85.0,False
55,2.33,118.0,0.8,1.0,142.33,81.0,582.0,0.0,False
56,112.0,67.0,0.7,3.6,2.0,0.54,599.0,1.0,False
57,43.33,319.42,0.89,5.0,28.33,75.0,65.0,51.0,False
58,14.06,380.78,3.78,0.53,62.06,0.5,2618.0,31.0,False
59,37.0,110.33,0.0,9.0,9.0,86.0,193.0,0.0,False
60,1.33,303.0,2.99,0.11,0.89,209.0,3386.0,0.0,False
61,1.12,306.0,2.11,0.12,6.75,211.0,230.0,24.0,False
62,2.89,23.6,1.7,0.22,13.78,20.0,429.0,46.0,False
63,4.8,332.5,1.55,0.8,11.6,235.0,83.0,6.0,False
64,3.33,352.5,4.07,0.09,6.36,250.0,906.0,397.0,False
65,2.8,24.6,1.52,0.8,44.2,21.0,478.0,82.0,False
66,1.0,3.0,2.0,0.2,0.0,3.0,0.0,8.0,True
67,1.0,18.0,1.62,0.2,10.6,18.0,96.0,14.0,False
68,0.14,19.0,1.52,0.14,15.43,19.0,286.0,32.0,False
69,3.0,23.0,0.41,0.5,0.0,16.0,15.0,9.0,False
70,9.5,6.0,0.73,2.0,58.0,0.0,101.0,2.0,False
71,3.5,7.0,1.5,1.75,10.5,1.89,34.0,0.0,False
72,42.13,2.0,2.44,1.6,49.27,0.75,291.0,12.0,False
73,4.5,34.0,2.22,0.33,4.33,19.0,105.0,32.0,False
74,6.0,67.0,0.0,1.0,0.0,54.0,3.0,0.0,False
75,23.95,92.0,1.42,1.14,74.05,0.27,3243.0,38.0,False
76,8.5,117.0,0.91,0.5,8.0,89.0,50.0,2.0,False
77,23.51,4.0,5.66,0.2,5.85,3.0,2130.0,734.0,False
78,12.14,15.0,2.04,1.57,22.71,1.54,145.0,39.0,False
79,3.0,15.0,0.0,2.0,47.0,15.0,13.0,1.0,False
80,23.54,24.0,2.75,0.72,24.69,0.42,2777.0,2.0,False
81,12.5,12.0,1.75,1.0,43.75,11.0,15.0,21.0,False
82,37.92,69.0,1.95,2.17,93.42,48.0,780.0,53.0,False
83,7.0,189.0,1.37,1.17,33.33,62.0,56.0,12.0,False
84,12.5,253.0,0.37,4.0,0.0,188.0,198.0,0.0,False
85,26.88,56.5,2.36,3.25,189.88,0.39,200.0,34.0,False
86,4.33,1.0,1.42,1.33,230.67,0.0,29.0,1.0,False
87,6.0,205.0,0.95,1.0,9.33,67.0,46.0,1.0,False
88,1.62,146.0,2.44,0.25,3.88,75.0,70.0,48.0,False
89,16.71,20.0,1.68,1.86,69.14,0.34,64.0,27.0,False
90,121.5,54.0,1.61,7.25,6.75,40.0,29.0,11.0,False
91,75.5,79.5,1.95,5.33,138.67,0.73,142.0,25.0,False
92,208.33,304.0,0.06,10.67,21.0,0.02,657.0,517.0,False
93,23.0,80.5,0.0,3.0,11.0,4.0,0.0,4.0,False
94,14.12,241.0,2.0,1.88,20.0,0.33,444.0,1.0,False
95,12.0,218.5,2.44,1.86,58.43,0.0,389.0,10.0,False
96,4.75,125.0,0.26,0.75,0.0,92.0,1093.0,4.0,False
97,6.88,17.0,2.56,1.75,2.0,1.52,890.0,2.0,False
98,39.5,354.0,0.86,7.0,0.0,0.0,4.0,3.0,False
99,16.0,0.0,2.28,2.14,286.57,0.0,160.0,297.0,False
100,6.86,354.5,1.51,1.0,10.29,0.23,1393.0,21.0,False
