,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,1.0,0.0,1.39,0.25,6.0,0.0,38.0,11.0,False
1,2.05,17.0,3.07,0.2,5.25,0.63,153.0,56.0,False
2,7.33,17.0,1.48,1.0,64.0,0.57,10.0,7.0,False
3,13.0,20.0,0.92,1.0,1.5,0.93,4.0,2.0,False
4,9.6,25.0,1.81,0.6,0.0,0.93,14.0,0.0,False
5,29.33,30.0,1.38,1.33,1.0,0.56,5.0,2.0,False
6,47.5,8.0,0.21,2.0,5.0,1.95,44.0,47.0,False
7,66.0,100.0,0.99,2.5,3.0,0.93,6.0,1.0,False
8,44.5,36.0,1.45,1.33,28.17,2.0,62.0,30.0,False
9,134.5,159.0,0.68,4.0,25.0,0.06,6.0,5.0,False
10,195.5,4.0,0.81,4.5,0.0,1.81,3.0,1.0,False
11,79.2,108.0,1.31,1.6,35.0,0.5,58.0,7.0,False
12,126.25,164.0,0.47,2.25,67.5,2.0,612.0,46.0,False
13,126.0,165.0,1.98,2.25,75.25,1.0,6.0,5.0,False
14,153.25,206.0,1.65,2.75,4.0,2.0,22.0,8.0,False
15,159.25,225.0,1.19,2.5,17.25,2.0,100.0,14.0,False
16,102.12,11.0,2.02,1.38,3.38,0.94,824.0,198.0,False
17,160.4,40.0,2.28,2.4,109.6,0.65,13.0,8.0,False
18,57.5,12.0,1.54,3.0,16.5,0.3,55.0,7.0,False
19,25.5,6.0,1.9,3.25,37.25,2.0,18.0,6.0,False
20,126.5,73.5,0.92,8.0,6.0,0.0,3.0,3.0,False
21,58.2,80.0,1.67,3.2,40.2,0.49,96.0,2.0,False
22,70.8,123.5,1.32,3.2,4.4,84.0,114.0,1.0,False
23,22.11,67.0,3.26,0.94,13.67,0.17,601.0,32.0,False
24,37.71,246.0,2.21,2.43,28.57,0.5,116.0,6.0,False
25,32.77,250.42,2.74,1.38,74.54,0.33,222.0,20.0,False
26,66.5,0.0,1.34,4.25,172.75,0.0,86.0,11.0,False
27,36.0,104.0,0.0,8.0,103.0,51.0,9.0,1.0,False
28,10.43,150.0,2.46,2.14,150.71,34.0,39.0,108.0,False
29,33.2,109.0,2.7,1.9,51.9,0.0,159.0,25.0,False
30,2.33,203.0,1.39,0.67,62.33,121.0,71.0,4.0,False
31,126.6,203.5,1.99,3.6,116.2,0.52,39.0,7.0,False
32,50.5,325.5,0.63,8.0,39.0,1.22,32.0,12.0,False
33,1.0,3.0,2.0,0.2,0.0,3.0,0.0,8.0,True
34,1.0,32.0,0.0,1.0,9.0,25.0,6.0,1.0,False
35,1.0,0.0,2.7,0.17,24.83,0.0,288.0,83.0,False
36,0.0,3.0,0.97,0.0,0.0,3.0,396.0,0.0,False
37,9.5,6.0,0.73,2.0,58.0,0.0,101.0,2.0,False
38,27.0,30.0,0.37,3.0,94.5,22.0,28.0,0.0,False
39,1.6,14.0,2.16,0.4,5.6,9.0,9.0,7.0,False
40,11.0,61.0,2.37,1.0,11.62,48.0,72.0,22.0,False
41,2.38,60.0,2.99,0.5,39.88,31.0,32.0,5.0,False
42,5.0,93.0,0.0,3.0,6.0,11.0,13.0,16.0,False
43,27.17,122.0,1.85,3.0,16.67,94.0,30.0,4.0,False
44,4.25,4.0,1.63,1.0,33.25,1.12,53.0,29.0,False
45,3.0,7.0,1.16,1.0,91.75,0.74,359.0,4.0,False
46,5.86,1.0,1.87,1.86,6.0,0.33,370.0,20.0,False
47,72.77,51.0,3.05,2.15,115.77,0.27,132.0,31.0,False
48,58.22,126.0,1.9,2.89,67.11,0.0,228.0,117.0,False
49,2.33,0.0,0.75,1.0,9.67,0.0,26.0,1.0,False
50,9.0,169.0,1.06,1.67,4.67,32.0,43.0,14.0,False
51,3.0,39.5,0.97,1.0,117.0,39.0,43.0,5.0,False
52,75.33,45.0,0.47,7.67,17.33,31.0,1428.0,108.0,False
53,61.33,73.0,0.58,7.67,11.33,50.0,107.0,0.0,False
54,7.0,6.0,1.02,2.0,15.67,6.0,34.0,0.0,False
55,46.0,64.0,2.7,2.9,71.1,0.73,75.0,21.0,False
56,1.2,12.0,1.87,0.6,30.4,6.0,141.0,69.0,False
57,10.36,15.0,2.69,1.91,26.82,0.41,488.0,79.0,False
58,5.5,149.0,0.92,1.5,4.0,79.0,8.0,10.0,False
59,27.2,30.0,1.22,3.8,91.2,5.0,1008.0,51.0,False
60,8.2,41.0,2.71,1.3,12.2,14.0,110.0,11.0,False
61,12.0,243.0,0.0,6.0,3.0,12.0,1.0,1.0,False
62,48.5,53.0,2.59,2.43,73.0,0.0,493.0,312.0,False
63,15.5,21.0,2.08,2.33,22.67,0.05,152.0,18.0,False
64,17.29,62.0,2.36,2.0,118.43,53.0,57.0,19.0,False
65,7.67,206.0,0.4,2.33,0.0,168.0,57.0,6.0,False
66,79.0,289.5,1.92,7.75,12.25,0.0,10.0,4.0,False
67,17.83,55.0,0.99,1.67,5.5,0.95,357.0,11.0,False
68,2.33,206.0,0.91,1.0,9.33,170.0,11.0,8.0,False
69,10.67,7.0,1.53,1.67,82.33,7.0,89.0,18.0,False
70,10.0,291.0,1.34,3.0,31.33,31.0,67.0,4.0,False
71,81.0,65.0,0.86,14.5,8.5,29.0,87.0,23.0,False
72,30.67,69.0,1.27,5.0,58.0,32.0,26.0,0.0,False
73,83.0,51.0,0.62,9.33,41.33,34.0,34.0,37.0,False
74,11.0,10.0,2.04,1.33,64.83,9.0,94.0,9.0,False
75,37.5,12.0,0.52,7.5,8.5,1.0,14.0,3.0,False
76,34.29,55.0,1.56,3.14,0.0,38.0,255.0,2.0,False
77,56.2,81.0,2.16,3.4,6.3,0.15,109.0,62.0,False
78,13.86,95.0,1.35,2.0,1.14,0.97,230.0,100.0,False
79,2.33,2.0,1.84,0.67,6.83,2.0,321.0,75.0,False
80,0.5,3.0,0.95,0.5,0.0,3.0,5.0,3.0,True
81,80.17,138.0,1.96,5.83,17.5,108.0,100.0,9.0,False
82,21.73,99.0,2.5,2.0,131.67,70.0,632.0,44.0,False
83,9.0,86.0,1.82,2.75,180.0,69.0,222.0,31.0,False
84,3.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,True
85,39.25,0.0,2.02,3.5,89.0,0.0,283.0,93.0,False
86,29.16,22.0,2.53,2.0,8.63,1.0,706.0,411.0,False
87,5.0,26.0,0.0,4.0,32.0,18.0,3.0,3.0,False
88,37.5,122.0,0.32,7.5,0.0,97.0,10.0,7.0,False
89,25.0,155.5,0.0,2.0,9.0,53.0,6.0,3.0,False
90,29.0,157.0,0.6,2.5,3.0,127.0,26.0,8.0,False
91,1.0,127.0,0.0,1.0,22.0,101.0,1.0,1.0,False
92,4.25,4.0,1.79,0.75,0.5,4.0,11.0,15.0,False
93,52.25,39.0,2.76,3.08,29.5,0.05,790.0,21.0,False
94,12.83,194.5,2.23,1.67,6.67,0.01,186.0,101.0,False
95,18.0,1.0,0.0,3.0,2.0,1.0,13.0,13.0,False
96,49.0,79.33,1.95,7.0,4.0,1.0,18.0,0.0,False
97,45.83,104.5,2.0,4.0,0.0,90.0,216.0,2.0,False
98,7.0,14.0,0.0,3.0,16.0,10.0,2.0,2.0,False
99,6.0,31.0,1.0,1.5,0.0,5.0,2.0,2.0,False
100,2.5,203.5,0.43,1.0,0.5,58.0,45.0,0.0,False
101,94.73,184.0,2.67,4.0,37.09,0.94,277.0,92.0,False
