,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,0.92,0.0,1.9,0.17,0.0,0.0,773.0,1.0,False
1,47.5,4.0,0.99,2.0,17.0,0.94,5.0,2.0,False
2,52.0,84.0,0.41,1.5,25.5,0.56,23.0,14.0,False
3,27.33,11.0,2.14,0.83,5.67,1.0,230.0,56.0,False
4,116.5,31.0,1.0,4.5,8.0,2.0,3.0,1.0,False
5,29.58,71.0,2.63,0.75,4.17,0.4,742.0,3.0,False
6,63.5,82.0,1.63,1.5,2.33,2.0,85.0,16.0,False
7,98.75,109.0,1.61,2.0,0.75,1.0,34.0,4.0,False
8,32.05,216.0,2.88,0.53,8.63,0.47,624.0,23.0,False
9,39.0,26.5,0.0,8.0,4.0,20.0,4.0,2.0,False
10,57.85,3.0,3.07,0.77,24.31,1.75,448.0,345.0,False
11,161.75,8.0,1.55,2.5,11.75,0.67,33.0,18.0,False
12,0.0,14.0,1.01,0.0,0.0,13.0,63.0,0.0,False
13,170.5,236.0,1.58,2.5,45.25,2.0,33.0,13.0,False
14,246.67,25.0,1.5,3.67,98.67,1.98,4.0,0.0,False
15,85.2,27.0,2.55,1.2,45.0,1.0,204.0,33.0,False
16,155.6,30.0,0.93,2.2,45.8,1.98,486.0,32.0,False
17,120.67,4.0,2.42,1.33,5.44,0.34,72.0,32.0,False
18,94.6,49.0,2.44,1.2,23.3,1.44,602.0,65.0,False
19,143.71,246.5,2.53,1.86,12.29,0.4,72.0,40.0,False
20,91.3,250.5,2.02,1.1,4.7,1.0,455.0,0.0,False
21,182.2,62.0,1.13,2.4,29.4,0.94,170.0,11.0,False
22,277.75,297.0,0.46,3.25,2.25,2.0,737.0,0.0,False
23,45.11,302.5,3.27,0.52,16.33,0.67,116.0,171.0,False
24,67.0,64.5,0.0,11.0,9.0,69.0,3.0,0.0,False
25,24.87,24.0,3.49,1.0,4.73,0.12,672.0,3.0,False
26,30.88,68.5,2.7,1.88,4.5,0.5,140.0,8.0,False
27,101.0,11.0,0.0,13.0,36.0,6.0,5.0,0.0,False
28,63.67,91.0,0.64,5.33,31.67,0.44,9.0,8.0,False
29,52.38,61.0,1.03,2.0,25.62,0.39,620.0,9.0,False
30,10.2,81.0,1.51,2.4,203.0,0.49,164.0,1.0,False
31,10.0,120.5,0.0,5.0,142.0,9.0,2.0,2.0,False
32,20.33,84.83,2.35,2.33,120.67,107.0,119.0,53.0,False
33,2.0,44.0,1.17,1.33,103.0,1.22,123.0,3.0,False
34,50.0,4.0,0.0,14.0,22.0,0.0,1.0,0.0,False
35,53.33,107.0,2.39,1.5,1.5,0.39,1339.0,1.0,False
36,84.0,42.0,1.22,6.0,73.67,0.54,9.0,0.0,False
37,53.13,304.0,2.12,1.27,21.2,0.33,1323.0,7.0,False
38,19.31,151.0,2.96,1.23,238.69,0.2,214.0,12.0,False
39,65.0,0.0,2.09,3.4,88.6,0.0,55.0,15.0,False
40,24.71,5.0,3.15,0.68,67.75,0.72,1062.0,377.0,False
41,0.5,1.6,0.63,0.5,2.0,1.06,1095.0,23.0,False
42,37.82,382.78,1.31,1.64,5.55,0.33,1558.0,3.0,False
43,23.0,15.6,0.0,8.0,5.0,12.0,6.0,0.0,False
44,3.67,22.6,1.33,0.67,0.0,19.0,211.0,8.0,False
45,38.33,327.5,1.16,6.0,278.0,0.72,15.0,2.0,False
46,1.0,3.0,2.0,0.2,0.0,3.0,0.0,8.0,True
47,132.33,8.0,0.77,6.33,51.67,0.49,75.0,6.0,False
48,12.29,6.0,2.56,1.71,60.29,0.73,153.0,15.0,False
49,115.5,31.0,0.54,10.5,8.0,24.0,23.0,1.0,False
50,14.0,43.0,1.57,3.33,24.33,33.0,7.0,8.0,False
51,19.0,62.0,0.0,1.0,6.0,49.0,3.0,1.0,False
52,61.7,64.0,2.37,2.3,8.9,0.07,139.0,80.0,False
53,11.67,71.0,1.83,2.17,18.17,57.0,167.0,6.0,False
54,2.38,60.0,2.99,0.5,39.88,31.0,32.0,5.0,False
55,13.14,7.0,2.39,0.64,13.81,0.85,509.0,494.0,False
56,3.0,15.0,0.0,2.0,47.0,15.0,13.0,1.0,False
57,61.05,172.0,4.07,1.25,22.35,0.03,25.0,29.0,False
58,18.0,104.0,0.0,7.0,11.0,8.0,5.0,3.0,False
59,11.5,29.0,0.71,4.0,21.0,0.0,25.0,32.0,False
60,10.33,188.0,0.58,3.0,0.0,136.0,957.0,1.0,False
61,4.93,32.0,2.23,0.27,86.73,22.0,262.0,29.0,False
62,8.0,130.0,0.0,5.0,75.0,11.0,90.0,38.0,False
63,6.67,133.0,1.54,2.0,33.33,0.99,45.0,6.0,False
64,12.0,10.0,0.0,4.0,4.0,2.0,11.0,2.0,False
65,8.0,226.0,0.0,2.0,4.0,162.0,41.0,35.0,False
66,16.0,41.5,1.04,3.33,10.0,34.0,59.0,6.0,False
67,64.0,129.0,0.64,11.5,2.0,0.94,133.0,2.0,False
68,19.6,2.0,2.17,2.2,77.2,0.0,83.0,74.0,False
69,8.4,76.0,1.36,1.4,49.6,0.0,113.0,54.0,False
70,25.76,50.0,3.15,1.82,134.35,0.0,665.0,105.0,False
71,1.0,201.0,0.0,1.0,0.0,64.0,1.0,1.0,False
72,8.33,147.0,2.21,2.67,5.33,76.0,267.0,42.0,False
73,7.0,172.5,0.0,3.0,0.0,95.0,1.0,0.0,False
74,4.5,14.0,0.67,2.5,65.0,13.0,21.0,30.0,False
75,9.93,18.0,1.92,1.07,58.93,17.0,1368.0,113.0,False
76,21.67,28.0,0.65,4.67,41.67,0.93,58.0,0.0,False
77,27.5,78.5,1.0,6.0,39.5,67.0,26.0,2.0,False
78,18.17,14.0,2.32,2.17,3.17,0.24,130.0,12.0,False
79,5.0,141.0,2.08,0.43,23.14,107.0,75.0,47.0,False
80,68.0,37.0,1.44,3.75,5.75,25.0,679.0,394.0,False
81,71.0,363.0,1.56,9.33,6.33,300.0,7.0,0.0,False
82,40.75,367.0,0.33,4.5,7.25,0.05,61.0,90.0,False
83,109.0,368.5,0.57,11.0,10.33,303.0,28.0,1.0,False
84,5.67,3.0,1.33,3.0,245.0,0.48,15.0,2.0,False
85,3.5,380.5,2.59,1.0,87.25,2.0,538.0,3.0,False
86,28.33,62.0,2.44,3.33,32.33,59.0,22.0,13.0,False
87,4.33,7.0,0.4,1.67,121.0,7.0,1329.0,4.0,False
88,8.0,340.0,0.0,3.0,93.0,22.0,2.0,1.0,False
89,49.0,307.0,0.0,10.0,20.0,260.0,78.0,25.0,False
90,250.0,319.5,1.0,17.0,4.5,1.64,45.0,8.0,False
91,120.25,363.5,2.26,4.75,75.75,0.07,41.0,27.0,False
92,4.0,331.0,0.0,4.0,49.0,18.0,2.0,1.0,False
93,1.0,77.5,1.89,0.17,2.67,0.0,451.0,1.0,False
94,57.2,105.0,2.65,3.4,11.1,0.64,30.0,32.0,False
95,1.0,113.0,0.35,0.33,25.0,25.0,36.0,76.0,False
96,6.75,201.0,2.77,1.12,123.88,79.0,82.0,3.0,False
97,87.0,77.0,1.5,10.33,46.67,59.0,3.0,5.0,False
98,39.4,105.0,3.05,2.33,2.2,0.04,263.0,96.0,False
99,0.5,3.0,0.95,0.5,0.0,3.0,5.0,3.0,True
100,14.95,130.5,2.77,0.86,54.33,0.97,1000.0,198.0,False
101,6.44,38.0,1.66,1.0,4.67,1.0,214.0,30.0,False
102,80.17,138.0,1.96,5.83,17.5,108.0,100.0,9.0,False
103,21.0,108.0,0.0,2.0,0.0,19.0,2.0,1.0,False
104,12.67,20.0,1.52,2.67,233.33,12.0,47.0,8.0,False
105,3.0,1.0,0.0,1.0,4.0,1.0,3.0,0.0,True
106,39.25,0.0,2.02,3.5,89.0,0.0,283.0,93.0,False
107,7.43,24.0,0.58,1.57,21.14,16.0,352.0,331.0,False
