,nuc,arexp,nd,ns,age,la,ld,target
0,0.4,12.0,9.0,2.0,0.32,250.0,705.0,True
1,0.35,19.0,10.0,1.0,0.0,57.0,166.0,True
2,3.81,12.0,9.0,2.0,0.48,133.0,132.0,True
3,1.22,59.0,6.0,2.0,4.0,52.0,98.0,True
4,0.0,53.0,6.0,1.0,0.0,43.0,13.0,True
5,3.0,31.0,1.0,1.0,4.0,2.0,0.0,True
6,7.33,69.0,2.0,1.0,0.0,8.0,3.0,True
7,9.0,35.0,3.0,1.0,14.0,36.0,10.0,True
8,6.0,86.0,1.0,1.0,1.0,0.0,1.0,False
9,9.33,159.0,2.0,1.0,3.33,838.0,34.0,True
10,3.0,57.0,1.0,1.0,20.0,55.0,1.0,True
11,16.5,168.0,2.0,1.0,0.75,54.0,20.0,True
12,7.5,116.0,2.0,1.0,5.0,0.0,5.0,False
13,20.5,122.0,2.0,1.0,0.0,2.0,2.0,True
14,3.25,104.0,2.0,1.0,0.25,87.0,27.0,True
15,2.0,164.0,1.0,1.0,0.0,15.0,0.0,True
16,1.0,9.0,8.0,1.0,2.33,76.0,65.0,True
17,7.0,50.0,1.0,1.0,0.0,0.0,5.0,False
18,4.0,0.0,1.0,1.0,7.0,2.0,6.0,False
19,5.5,206.0,2.0,1.0,4.5,8.0,32.0,True
20,1.5,218.0,1.0,1.0,35.5,7.0,2.0,True
21,21.33,183.0,3.0,3.0,2.33,8.0,2.0,True
22,5.0,19.0,1.0,1.0,0.0,56.0,11.0,True
23,4.73,215.0,7.0,1.0,13.73,45.0,600.0,True
24,4.0,40.0,2.0,1.0,0.0,3.0,5.0,True
25,1.5,265.0,2.0,1.0,10.0,8.0,1.0,True
26,3.75,267.0,3.0,1.0,3.25,26.0,46.0,True
27,3.5,98.0,2.0,1.0,6.0,136.0,28.0,True
28,8.29,403.0,5.0,1.0,11.71,0.0,294.0,False
29,11.5,193.0,2.0,1.0,0.0,18.0,1.0,True
30,5.17,307.0,2.0,1.0,10.5,65.0,50.0,True
31,23.0,1.0,1.0,1.0,6.0,1.0,1.0,False
32,10.0,115.0,1.0,1.0,0.0,8.0,4.0,True
33,0.0,30.0,1.0,1.0,0.0,4.0,1.0,True
34,2.0,319.0,2.0,1.0,1.5,62.0,38.0,True
35,1.0,216.0,1.0,1.0,0.0,21.0,0.0,True
36,11.4,406.0,4.0,1.0,0.0,32.0,52.0,True
37,5.04,461.0,7.0,1.0,17.96,1975.0,4.0,True
38,19.0,112.0,2.0,1.0,6.67,12.0,3.0,True
39,3.0,217.0,2.0,1.0,1.0,150.0,35.0,True
40,10.17,332.0,5.0,1.0,25.0,134.0,107.0,True
41,4.33,48.0,1.0,1.0,6.6,45.0,0.0,True
42,10.0,250.0,1.0,1.0,7.0,0.0,8.0,False
43,21.29,473.0,7.0,1.0,3.43,80.0,30.0,True
44,5.75,241.0,3.0,1.0,23.0,0.0,149.0,False
45,5.0,219.0,1.0,1.0,13.0,0.0,42.0,False
46,15.0,381.0,1.0,1.0,21.0,0.0,13.0,False
47,22.0,548.0,3.0,1.0,9.0,15.0,1.0,True
48,4.0,15.0,1.0,1.0,2.0,3.0,7.0,True
49,18.86,167.0,5.0,1.0,5.64,136.0,105.0,True
50,4.25,17.0,2.0,2.0,0.0,99.0,60.0,True
51,9.2,563.0,3.0,1.0,1.2,110.0,0.0,True
52,7.75,32.0,3.0,1.0,47.0,83.0,5.0,True
53,8.0,134.0,1.0,1.0,37.0,0.0,1.0,False
54,21.57,655.0,3.0,1.0,11.86,142.0,0.0,True
55,11.65,444.0,10.0,1.0,30.65,331.0,59.0,True
56,7.67,441.0,1.0,1.0,40.0,25.0,16.0,True
57,15.0,451.0,1.0,1.0,5.0,63.0,6.0,True
58,28.0,470.0,4.0,1.0,8.0,38.0,9.0,True
59,26.44,297.0,5.0,1.0,0.89,361.0,499.0,True
60,7.0,517.0,4.0,1.0,34.2,0.0,308.0,False
61,10.5,473.0,2.0,1.0,18.5,0.0,2.0,False
62,31.29,3.0,6.0,3.0,0.0,58.0,27.0,True
63,0.0,4.0,1.0,1.0,0.0,6.0,0.0,True
64,3.0,7.0,1.0,1.0,0.0,43.0,53.0,True
65,7.0,539.0,2.0,1.0,15.75,0.0,280.0,False
66,5.0,0.0,1.0,1.0,43.0,2.0,1.0,False
67,11.47,652.0,6.0,1.0,75.53,768.0,205.0,True
68,31.5,501.0,2.0,2.0,6.0,0.0,7.0,False
69,38.0,69.0,1.0,1.0,0.0,43.0,21.0,True
70,5.5,614.0,2.0,1.0,63.0,11.0,9.0,True
71,1.43,335.0,4.0,1.0,0.0,352.0,557.0,True
72,15.33,106.0,7.0,1.0,36.67,33.0,0.0,True
73,6.25,739.0,9.0,1.0,10.88,193.0,725.0,True
74,7.0,374.0,1.0,1.0,17.0,0.0,5.0,False
75,6.0,37.0,1.0,1.0,0.0,11.0,7.0,True
76,11.0,39.0,1.0,1.0,0.0,0.0,7.0,False
77,21.0,58.0,1.0,1.0,0.0,8.0,0.0,True
78,12.0,558.0,2.0,1.0,0.75,13.0,9.0,True
79,41.5,792.0,3.0,2.0,27.75,830.0,739.0,True
80,2.35,656.0,4.0,1.0,0.13,167.0,170.0,True
81,14.76,845.0,20.0,2.0,0.0,42.0,50.0,True
82,12.91,914.0,12.0,1.0,0.0,145.0,145.0,True
83,12.61,915.0,13.0,2.0,0.0,102.0,102.0,True
84,13.71,1027.0,9.0,1.0,0.9,361.0,364.0,True
85,11.75,596.0,3.0,1.0,5.25,4.0,5.0,True
86,22.43,15.0,5.0,1.0,0.57,406.0,44.0,True
87,26.0,118.0,1.0,1.0,0.0,161.0,103.0,True
88,13.0,37.0,1.0,1.0,6.0,0.0,1.0,False
89,11.75,716.0,3.0,1.0,6.0,0.0,4.0,False
90,15.0,40.0,6.0,1.0,7.0,0.0,9.0,False
91,2.19,1267.0,10.0,2.0,0.0,82.0,98.0,True
92,3.0,55.0,2.0,1.0,0.0,220.0,5.0,True
93,11.25,1.0,4.0,1.0,1.5,61.0,577.0,True
94,6.0,9.0,2.0,1.0,1.0,62.0,59.0,True
95,2.5,699.0,3.0,1.0,1.67,737.0,386.0,True
96,10.0,59.0,1.0,1.0,0.0,0.0,10.0,True
97,3.0,66.0,1.0,1.0,0.0,4.0,4.0,True
98,8.67,1333.0,4.0,1.0,0.83,340.0,47.0,True
99,21.5,782.0,3.0,1.0,1.67,21.0,15.0,True
100,11.57,647.0,4.0,1.0,0.29,76.0,109.0,True
101,2.0,146.0,2.0,1.0,4.5,101.0,95.0,True
102,6.33,435.0,2.0,1.0,5.11,155.0,140.0,True
103,31.5,177.0,2.0,1.0,0.0,6.0,6.0,True
104,5.0,25.0,5.0,1.0,0.38,17.0,17.0,True
105,14.33,186.0,3.0,1.0,0.67,14.0,25.0,True
106,9.6,56.0,4.0,1.0,0.0,5.0,3.0,True
107,15.0,834.0,2.0,1.0,0.12,94.0,38.0,True
108,21.25,67.0,3.0,1.0,0.0,80.0,71.0,True
109,19.0,138.0,1.0,1.0,0.0,6.0,1.0,True
110,4.0,146.0,1.0,1.0,11.0,65.0,0.0,True
111,2.12,148.0,4.0,1.0,0.0,23.0,25.0,True
112,94.0,286.0,2.0,1.0,0.0,179.0,177.0,True
113,4.5,6.0,1.0,1.0,9.0,6.0,3.0,True
114,4.0,301.0,1.0,1.0,15.0,11.0,0.0,True
115,5.0,200.0,1.0,1.0,0.0,20.0,28.0,True
116,5.0,334.0,1.0,1.0,12.0,0.0,1.0,False
117,20.57,1038.5,7.0,1.0,5.07,245.0,184.0,True
118,6.0,130.0,5.0,2.0,0.0,66.0,66.0,True
119,9.0,278.0,1.0,1.0,17.0,13.0,2.0,True
120,113.0,220.0,2.0,2.0,0.0,1.0,2.0,True
121,27.7,1590.5,14.0,1.0,4.07,521.0,520.0,True
122,31.67,740.5,15.0,1.0,4.75,746.0,610.0,True
123,16.0,147.0,9.0,1.0,8.08,21.0,30.0,True
124,8.0,567.5,1.0,1.0,6.0,62.0,1.0,True
125,1.0,210.0,1.0,1.0,1.0,14.0,1.0,True
126,7.0,237.0,1.0,1.0,9.0,3.0,3.0,True
127,12.67,243.0,11.0,1.0,34.27,34.0,65.0,True
128,0.0,603.0,1.0,1.0,0.0,200.0,0.0,True
129,21.0,0.0,2.0,1.0,1.0,155.0,0.0,True
130,12.0,194.0,1.0,1.0,0.0,108.0,49.0,True
131,27.0,493.0,6.0,1.0,7.3,61.0,146.0,True
132,14.62,981.5,5.0,1.0,5.62,51.0,50.0,True
133,16.5,1137.5,3.0,2.0,0.75,3.0,32.0,True
134,22.0,1144.5,4.0,2.0,7.2,14.0,16.0,True
135,3.29,545.0,3.0,1.0,0.0,350.0,134.0,True
136,2.67,145.0,2.0,1.0,0.0,78.0,31.0,True
137,3.6,560.5,3.0,1.0,1.6,3.0,3.0,True
138,1.0,224.0,1.0,1.0,39.0,0.0,2.0,False
