,nuc,arexp,nd,ns,age,la,ld,target
0,1.8,9.0,2.0,1.0,0.8,65.0,34.0,True
1,7.5,29.0,2.0,1.0,0.0,4.0,4.0,True
2,0.0,53.0,6.0,1.0,0.0,43.0,13.0,True
3,7.33,42.0,2.0,1.0,2.0,33.0,17.0,True
4,4.67,35.0,1.0,1.0,3.83,59.0,80.0,True
5,4.0,40.0,2.0,1.0,3.5,8.0,17.0,True
6,4.2,54.0,4.0,1.0,0.8,1.0,60.0,True
7,0.5,79.0,2.0,1.0,0.0,157.0,2.0,True
8,0.92,98.0,7.0,1.0,0.08,58.0,19.0,True
9,0.73,108.0,11.0,1.0,2.2,101.0,21.0,True
10,4.0,73.0,1.0,1.0,9.0,1.0,1.0,True
11,15.0,26.0,3.0,1.0,0.0,7.0,8.0,True
12,8.0,50.0,2.0,1.0,4.5,2.0,2.0,True
13,7.5,116.0,2.0,1.0,5.0,0.0,5.0,False
14,11.0,86.0,1.0,1.0,7.0,3.0,1.0,True
15,2.0,172.0,2.0,1.0,2.67,18.0,6.0,True
16,3.0,271.0,4.0,1.0,0.25,20.0,53.0,True
17,8.0,125.0,2.0,1.0,0.0,9.0,14.0,True
18,7.4,129.0,4.0,1.0,1.6,161.0,12.0,True
19,3.0,147.0,2.0,1.0,0.0,14.0,231.0,True
20,5.0,65.0,2.0,1.0,0.0,37.0,0.0,True
21,3.0,155.0,2.0,1.0,0.5,42.0,24.0,True
22,6.0,219.0,3.0,1.0,16.0,19.0,6.0,True
23,4.0,234.0,3.0,1.0,0.0,11.0,5.0,True
24,5.75,168.0,4.0,1.0,2.25,153.0,15.0,True
25,1.0,87.0,1.0,1.0,0.0,242.0,16.0,True
26,6.33,247.0,5.0,1.0,0.5,34.0,9.0,True
27,2.18,37.0,5.0,1.0,0.0,54.0,82.0,True
28,4.75,234.0,2.0,1.0,0.25,40.0,43.0,True
29,2.25,179.0,4.0,1.0,1.0,175.0,50.0,True
30,5.0,219.0,2.0,1.0,6.5,6.0,0.0,True
31,8.29,403.0,5.0,1.0,11.71,0.0,294.0,False
32,3.0,260.0,3.0,1.0,2.67,31.0,2.0,True
33,8.67,410.0,3.0,1.0,0.67,1.0,163.0,True
34,8.9,208.0,6.0,1.0,5.8,167.0,5.0,True
35,2.5,381.0,2.0,1.0,2.0,113.0,0.0,True
36,13.0,399.0,1.0,1.0,5.0,40.0,24.0,True
37,0.0,189.0,2.0,1.0,0.0,469.0,0.0,True
38,1.0,323.0,1.0,1.0,82.0,0.0,65.0,True
39,18.0,333.0,2.0,1.0,0.0,13.0,2.0,True
40,13.5,241.0,2.0,1.0,1.5,92.0,7.0,True
41,9.0,454.0,1.0,1.0,4.4,52.0,4.0,True
42,6.0,340.0,1.0,1.0,4.0,14.0,4.0,True
43,2.83,121.0,3.0,1.0,0.0,114.0,51.0,True
44,30.0,359.0,2.0,1.0,1.33,33.0,23.0,True
45,6.38,60.0,4.0,1.0,12.38,33.0,0.0,True
