,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,4.65,27.0,0.13,7.0,5.96,0.56,1420.0,53.0,0
1,36.4,128.0,0.2,5.0,18.6,1.03,807.0,117.0,1
2,10.15,2.0,0.15,6.0,16.0,0.5,796.0,243.0,1
3,30.29,26.0,0.24,6.0,25.35,1.79,870.0,261.0,1
4,28.38,264.0,0.24,6.0,65.57,1.97,585.0,280.0,1
5,40.92,308.0,0.31,5.0,53.69,1.97,552.0,88.0,1
6,66.0,0.0,0.33,8.0,19.0,0.0,488.0,38.0,0
7,59.0,537.0,0.54,7.0,49.69,0.68,490.0,287.0,0
8,42.11,2.0,0.37,6.0,5.95,1.25,1426.0,6.0,1
9,69.53,678.0,0.35,9.0,36.94,1.97,1002.0,48.0,0
10,85.36,707.0,0.5,8.0,83.43,0.68,469.0,97.0,0
11,115.5,56.0,0.6,7.0,34.9,0.88,295.0,2.0,1
12,130.8,90.0,0.8,8.0,13.9,1.68,945.0,101.0,1
13,72.29,11.0,0.59,6.0,69.06,1.12,1131.0,262.0,1
14,155.46,117.0,0.77,7.0,33.62,1.45,267.0,87.0,1
15,151.85,18.0,0.77,6.0,34.69,1.12,563.0,47.0,1
16,76.9,32.0,0.48,5.0,15.52,0.12,671.0,142.0,0
17,80.91,50.0,0.5,6.0,24.5,1.12,571.0,19.0,1
18,111.81,52.0,0.69,6.0,20.88,1.12,1115.0,433.0,1
19,170.0,62.0,0.92,5.0,18.75,1.33,672.0,46.0,1
20,103.25,94.0,0.55,7.0,51.9,1.33,323.0,78.0,1
21,157.0,269.0,0.93,4.0,20.93,1.68,938.0,6.0,1
22,200.92,11.0,1.08,7.0,58.83,0.96,251.0,4.0,1
23,132.14,83.0,0.68,9.0,58.27,0.52,278.0,60.0,0
24,152.53,118.0,0.74,6.0,96.63,0.62,618.0,146.0,0
25,267.4,125.0,1.4,6.0,47.3,0.62,401.0,60.0,0
26,274.36,149.0,1.27,5.0,7.36,0.62,1218.0,92.0,0
27,197.81,154.0,0.88,8.0,56.44,0.62,254.0,140.0,0
28,171.94,159.0,0.88,5.0,60.76,0.62,556.0,75.0,0
29,178.28,2.0,0.89,7.0,33.56,0.5,632.0,67.0,1
