,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.5,22.0,0.08,4.0,0.08,0.56,1999.0,0.0,1
1,4.65,27.0,0.13,7.0,5.96,0.56,1420.0,53.0,0
2,7.67,3.0,0.25,3.0,1.92,1.75,1155.0,86.0,0
3,13.35,43.0,0.17,2.0,3.52,1.25,1435.0,711.0,1
4,17.33,33.0,0.14,3.0,12.62,1.97,1198.0,496.0,0
5,0.0,52.0,0.0,2.0,0.0,44.0,1230.0,1.0,1
6,42.33,78.0,1.0,2.0,0.0,1.25,1706.0,0.0,1
7,24.16,89.0,0.16,6.0,12.16,0.56,1180.0,790.0,0
8,19.0,97.0,0.33,5.0,2.56,1.97,1376.0,6.0,0
9,36.4,128.0,0.2,5.0,18.6,1.03,807.0,117.0,1
10,43.0,153.0,0.21,3.0,13.29,1.97,974.0,538.0,0
11,23.37,149.0,0.21,7.0,15.58,1.25,1392.0,389.0,1
12,30.29,26.0,0.24,6.0,25.35,1.79,870.0,261.0,1
13,67.0,562.0,0.5,5.0,8.5,1.97,1075.0,726.0,1
14,42.11,2.0,0.37,6.0,5.95,1.25,1426.0,6.0,1
15,212.5,32.0,1.5,3.0,6.75,1.68,1456.0,2.0,1
16,72.29,11.0,0.59,6.0,69.06,1.12,1131.0,262.0,1
17,67.0,14.0,0.45,4.0,21.45,1.33,1787.0,416.0,1
18,81.82,118.0,0.59,6.0,0.0,1.45,2057.0,0.0,1
19,212.0,225.0,1.43,4.0,0.29,0.68,975.0,21.0,0
20,64.7,226.0,0.43,6.0,0.48,0.68,2057.0,261.0,0
21,2.68,26.0,0.21,5.0,4.42,5.0,1161.0,444.0,1
22,66.36,38.0,0.44,8.0,0.48,1.33,2309.0,236.0,0
23,111.81,52.0,0.69,6.0,20.88,1.12,1115.0,433.0,1
24,0.0,72.0,0.0,3.0,0.0,68.0,2137.0,0.0,1
25,274.36,149.0,1.27,5.0,7.36,0.62,1218.0,92.0,0
26,276.45,152.0,1.27,5.0,0.0,0.62,1220.0,92.0,1
27,133.08,7.0,0.71,5.0,36.92,0.98,1310.0,278.0,1
28,261.73,171.0,1.45,5.0,1.64,0.62,989.0,64.0,0
29,22.78,54.0,0.38,4.0,10.81,44.0,2101.0,363.0,1
30,17.12,204.0,1.25,4.0,8.75,190.0,1043.0,165.0,1
31,6.41,222.0,0.24,3.0,0.9,207.0,1799.0,0.0,1
32,5.0,13.0,0.39,3.0,13.87,11.0,1159.0,649.0,0
33,1.75,62.0,0.12,3.0,0.0,53.0,1478.0,343.0,1
34,38.71,74.0,1.14,5.0,21.71,63.0,1134.0,138.0,1
35,1.11,21.0,0.33,5.0,2.44,0.0,1141.0,95.0,0
36,1.9,105.0,0.35,5.0,11.8,12.0,847.0,59.0,1
37,1.05,446.0,0.14,8.0,7.03,0.0,1511.0,490.0,0
38,1.17,453.0,0.17,3.0,3.33,74.0,1949.0,48.0,1
39,9.44,470.0,0.5,6.0,3.94,91.0,1369.0,70.0,1
40,4.83,52.0,1.5,4.0,3.67,2.0,1363.0,86.0,1
41,0.0,494.0,0.0,3.0,0.0,112.0,2285.0,0.0,1
42,5.5,501.0,0.61,5.0,25.28,0.0,1913.0,457.0,0
43,3.0,371.0,1.5,3.0,32.5,0.0,1346.0,55.0,0
44,15.15,571.0,1.15,6.0,8.92,0.0,979.0,119.0,0
45,17.09,581.0,1.0,6.0,7.82,0.0,2419.0,291.0,0
46,6.91,74.0,1.0,3.0,0.0,31.0,1157.0,7.0,1
47,20.8,75.0,2.4,5.0,0.0,0.0,2453.0,303.0,0
48,13.33,6.0,0.86,7.0,26.19,0.05,2505.0,149.0,1
49,4.4,331.0,0.5,5.0,16.4,0.0,906.0,599.0,0
50,23.36,94.0,1.36,6.0,31.93,0.08,880.0,233.0,0
51,7.2,24.0,1.0,2.0,4.8,13.0,1169.0,127.0,1
52,7.5,26.0,1.0,2.0,3.0,15.0,1342.0,37.0,1
53,23.88,397.0,1.25,5.0,4.5,0.0,2625.0,304.0,0
54,10.2,58.0,1.5,3.0,23.3,0.5,1935.0,62.0,0
55,11.2,59.0,0.8,2.0,53.35,45.0,1632.0,104.0,1
56,0.17,84.0,0.17,2.0,0.0,0.0,2067.0,126.0,1
57,24.19,28.0,1.44,5.0,81.06,0.35,1229.0,48.0,0
58,4.76,92.0,0.88,5.0,4.06,0.0,1222.0,138.0,0
59,17.32,134.0,0.75,6.0,31.64,0.04,2241.0,498.0,0
60,8.33,185.0,2.33,1.0,10.67,153.0,1764.0,459.0,0
61,50.0,138.0,1.35,5.0,36.88,0.37,1181.0,71.0,0
62,17.92,139.0,1.25,3.0,62.83,94.0,1668.0,327.0,1
63,11.08,178.0,1.42,3.0,7.5,0.39,941.0,37.0,0
64,6.22,52.0,1.33,2.0,34.0,0.48,1120.0,395.0,0
65,27.31,194.0,2.06,8.0,18.62,0.09,1637.0,194.0,0
66,13.33,0.0,1.43,4.0,4.57,0.0,2102.0,13.0,0
67,37.94,92.0,2.18,8.0,8.71,0.87,1702.0,9.0,0
68,51.56,5.0,3.89,5.0,29.44,0.83,924.0,29.0,0
69,25.38,1.0,1.18,9.0,10.38,0.5,2110.0,301.0,0
70,46.3,10.0,3.8,6.0,8.4,0.5,1103.0,89.0,0
71,7.0,37.0,1.5,3.0,30.36,0.39,1228.0,30.0,0
72,41.24,265.0,1.81,9.0,0.0,0.03,1811.0,127.0,0
73,44.0,36.0,2.25,7.0,11.95,0.38,1023.0,377.0,0
74,8.91,271.0,2.09,6.0,83.91,0.0,1360.0,10.0,0
75,41.29,1.0,1.88,4.0,16.12,0.0,1545.0,315.0,0
76,15.56,7.0,1.89,4.0,26.72,0.99,2169.0,108.0,0
77,43.36,64.0,3.36,4.0,23.09,46.0,1077.0,8.0,0
78,60.03,50.0,1.59,8.0,33.59,0.08,1133.0,156.0,0
79,39.73,4.0,1.39,6.0,58.15,2.0,1111.0,159.0,1
80,37.86,51.0,3.21,5.0,2.64,0.02,2426.0,14.0,0
81,50.32,274.0,2.58,6.0,35.79,0.04,2439.0,117.0,0
82,44.39,1.0,2.78,8.0,17.94,1.0,1234.0,104.0,0
83,98.73,1.0,4.55,4.0,8.18,0.33,1477.0,148.0,0
84,25.9,3.0,3.7,4.0,14.0,0.89,1070.0,181.0,0
85,45.29,61.0,5.57,4.0,8.14,1.12,2539.0,189.0,0
86,39.25,167.0,4.38,3.0,20.5,1.0,1679.0,222.0,0
87,47.22,69.0,4.78,5.0,4.44,1.12,2496.0,207.0,0
88,21.43,78.0,3.36,6.0,65.5,0.5,1158.0,204.0,0
89,6.93,146.0,1.53,3.0,62.13,103.0,1576.0,287.0,1
90,64.21,375.0,2.89,5.0,46.05,235.0,907.0,479.0,0
91,10.0,2.0,3.0,2.0,6.83,0.75,2135.0,11.0,0
92,40.14,4.0,4.0,4.0,5.64,1.04,1146.0,5.0,0
93,52.77,2.0,4.23,6.0,17.38,0.12,1652.0,166.0,0
94,11.0,80.0,3.75,3.0,5.75,0.41,1300.0,15.0,0
95,36.22,552.0,2.56,6.0,77.56,0.0,1826.0,267.0,0
96,46.42,151.0,2.33,7.0,73.04,99.0,1211.0,333.0,0
97,3.08,273.0,0.42,2.0,46.47,13.0,1947.0,37.0,1
98,43.29,100.0,4.64,7.0,4.93,0.46,1191.0,0.0,0
99,16.5,49.0,2.38,2.0,41.44,34.0,1272.0,605.0,0
100,50.73,28.0,4.13,7.0,20.27,0.33,2235.0,567.0,0
101,3.0,106.0,0.38,5.0,91.85,4.0,1449.0,201.0,1
102,13.67,381.0,3.83,5.0,17.17,0.49,2621.0,168.0,0
103,14.76,63.0,2.04,4.0,44.72,0.13,2211.0,276.0,0
104,33.71,199.0,4.29,4.0,6.79,0.5,1330.0,607.0,0
105,25.73,16.0,4.07,2.0,4.73,1.68,2305.0,9.0,0
106,6.55,111.0,1.35,1.0,5.9,0.76,1573.0,192.0,0
107,49.71,17.0,3.38,4.0,26.38,1.68,1085.0,30.0,0
108,39.5,0.0,3.4,5.0,67.55,0.0,1565.0,225.0,0
109,41.83,126.0,2.4,6.0,71.9,0.13,1102.0,502.0,0
110,30.83,129.0,2.83,5.0,39.75,0.15,1295.0,668.0,0
111,1.78,130.0,0.33,2.0,2.89,0.34,1233.0,87.0,0
112,13.25,612.0,4.25,2.0,0.0,19.0,1209.0,0.0,1
113,26.54,34.0,2.71,3.0,30.04,1.1,1977.0,96.0,0
114,28.44,239.0,3.31,8.0,22.75,0.83,2202.0,23.0,0
115,13.07,630.0,2.64,4.0,16.93,445.0,1275.0,53.0,0
116,42.56,105.0,2.2,6.0,60.51,0.75,990.0,479.0,0
117,42.7,107.0,2.09,6.0,4.09,0.75,1055.0,519.0,0
118,21.2,5.0,2.67,5.0,47.0,5.0,1842.0,51.0,0
119,46.25,23.0,4.25,4.0,46.5,0.36,2422.0,319.0,0
120,47.57,18.0,4.93,6.0,23.57,0.13,1564.0,469.0,0
121,12.89,20.06,1.41,6.24,22.31,0.12,2276.04,123.54,0
122,11.27,71.42,3.41,3.46,8.12,0.37,1439.64,30.53,0
123,12.93,18.86,1.36,6.3,22.64,0.12,2295.58,125.71,0
124,12.94,18.51,1.35,6.32,22.74,0.12,2301.33,126.35,0
125,11.48,64.79,3.16,3.82,9.95,0.34,1547.72,42.55,0
126,11.55,62.68,3.07,3.94,10.53,0.33,1582.02,46.36,0
127,12.48,33.09,1.92,5.54,18.71,0.19,2063.87,99.94,0
128,11.52,63.38,3.1,3.9,10.34,0.33,1570.56,45.09,0
129,11.72,57.08,2.85,4.24,12.08,0.3,1673.27,56.51,0
130,12.4,35.71,2.02,5.39,17.98,0.2,2021.26,95.21,0
131,12.76,24.1,1.56,6.02,21.19,0.14,2210.28,116.23,0
132,13.33,6.09,0.86,7.0,26.17,0.06,2503.59,148.84,1
133,11.97,49.08,2.54,4.67,14.29,0.26,1803.47,70.99,0
134,12.23,41.04,2.23,5.11,16.51,0.23,1934.34,85.54,0
135,12.9,19.85,1.4,6.25,22.36,0.12,2279.4,123.91,0
136,11.82,54.04,2.74,4.4,12.92,0.29,1722.74,62.01,0
137,13.1,13.47,1.15,6.6,24.13,0.09,2383.31,135.47,0
138,11.31,70.2,3.37,3.53,8.46,0.37,1459.55,32.74,0
139,13.23,9.12,0.98,6.83,25.33,0.07,2454.12,143.34,1
140,13.18,11.02,1.05,6.73,24.8,0.08,2423.27,139.91,0
141,11.45,65.7,3.19,3.77,9.7,0.34,1532.88,40.9,0
142,11.8,54.7,2.76,4.37,12.74,0.29,1712.04,60.82,0
143,12.37,36.44,2.05,5.35,17.78,0.2,2009.32,93.88,0
144,11.65,59.37,2.94,4.12,11.45,0.31,1635.92,52.36,0
145,11.6,61.07,3.01,4.02,10.98,0.32,1608.26,49.28,0
146,11.42,66.67,3.23,3.72,9.43,0.35,1517.06,39.14,0
147,12.45,33.96,1.95,5.49,18.47,0.19,2049.75,98.37,0
148,12.9,19.63,1.39,6.26,22.43,0.12,2283.03,124.32,0
149,12.46,33.77,1.94,5.5,18.52,0.19,2052.75,98.71,0
150,11.52,63.59,3.11,3.89,10.28,0.33,1567.25,44.72,0
151,13.15,11.94,1.09,6.68,24.55,0.08,2408.26,138.24,0
152,13.16,11.42,1.07,6.71,24.69,0.08,2416.71,139.18,0
153,12.15,43.63,2.33,4.97,15.8,0.24,1892.31,80.87,0
154,13.27,8.07,0.94,6.89,25.62,0.06,2471.24,145.25,1
155,12.15,43.51,2.32,4.97,15.83,0.24,1894.18,81.07,0
156,11.46,65.49,3.18,3.78,9.76,0.34,1536.24,41.27,0
157,11.55,62.57,3.07,3.94,10.56,0.33,1583.81,46.56,0
158,12.74,24.7,1.59,5.99,21.02,0.15,2200.47,115.14,0
159,13.17,11.08,1.06,6.73,24.79,0.08,2422.28,139.8,0
160,12.06,46.31,2.43,4.82,15.06,0.25,1848.63,76.01,0
161,12.32,38.27,2.12,5.26,17.28,0.21,1979.6,90.57,0
162,13.28,7.8,0.93,6.9,25.69,0.06,2475.7,145.74,1
163,12.3,38.64,2.13,5.24,17.18,0.21,1973.54,89.9,0
164,12.04,46.92,2.46,4.79,14.89,0.25,1838.64,74.9,0
165,12.66,27.44,1.7,5.84,20.27,0.16,2155.92,110.18,0
166,11.54,62.88,3.08,3.93,10.48,0.33,1578.84,46.01,0
167,12.27,39.72,2.18,5.18,16.88,0.22,1955.87,87.93,0
168,11.95,49.9,2.57,4.63,14.06,0.27,1790.1,69.5,0
169,11.95,49.73,2.57,4.64,14.11,0.27,1792.88,69.81,0
170,11.72,57.27,2.86,4.23,12.03,0.3,1670.16,56.16,0
171,12.39,35.86,2.02,5.39,17.94,0.2,2018.73,94.93,0
172,11.8,54.55,2.76,4.38,12.78,0.29,1714.42,61.08,0
173,11.46,65.26,3.17,3.8,9.82,0.34,1540.04,41.69,0
174,12.5,32.43,1.89,5.57,18.89,0.18,2074.57,101.13,0
175,11.88,51.95,2.65,4.52,13.5,0.28,1756.81,65.8,0
176,12.32,38.21,2.12,5.26,17.29,0.21,1980.46,90.67,0
177,11.28,71.03,3.4,3.48,8.23,0.37,1446.09,31.25,0
178,12.81,22.56,1.5,6.11,21.62,0.14,2235.41,119.02,0
179,11.98,49.04,2.54,4.67,14.3,0.26,1804.2,71.07,0
180,11.68,58.37,2.9,4.17,11.72,0.31,1652.2,54.17,0
181,12.64,28.12,1.72,5.8,20.08,0.16,2144.73,108.94,0
182,11.84,53.25,2.7,4.45,13.14,0.28,1735.55,63.43,0
183,12.9,19.66,1.39,6.26,22.42,0.12,2282.58,124.27,0
184,11.5,64.07,3.13,3.86,10.15,0.34,1559.46,43.85,0
185,12.24,40.82,2.22,5.12,16.57,0.22,1938.05,85.95,0
186,12.16,43.28,2.31,4.98,15.89,0.24,1897.91,81.49,0
187,11.35,68.88,3.32,3.6,8.82,0.36,1481.03,35.13,0
188,12.44,34.44,1.97,5.46,18.33,0.19,2041.83,97.49,0
189,12.9,19.58,1.39,6.27,22.44,0.12,2283.8,124.4,0
190,11.62,60.29,2.98,4.07,11.19,0.32,1620.94,50.69,0
191,12.08,45.66,2.41,4.86,15.23,0.25,1859.12,77.18,0
192,12.56,30.58,1.82,5.67,19.4,0.17,2104.75,104.49,0
193,11.2,73.59,3.5,3.35,7.52,0.38,1404.4,26.61,0
194,11.3,70.61,3.38,3.51,8.34,0.37,1452.86,32.0,0
195,11.29,70.73,3.39,3.5,8.31,0.37,1450.93,31.78,0
196,12.88,20.32,1.42,6.23,22.23,0.12,2271.8,123.07,0
197,12.51,32.1,1.88,5.59,18.98,0.18,2080.03,101.74,0
198,11.7,57.93,2.89,4.19,11.85,0.31,1659.41,54.97,0
199,11.34,69.1,3.32,3.59,8.76,0.36,1477.44,34.73,0
200,11.4,67.29,3.25,3.69,9.26,0.35,1506.9,38.01,0
201,13.24,9.1,0.98,6.83,25.33,0.07,2454.46,143.38,1
202,12.81,22.73,1.51,6.1,21.57,0.14,2232.6,118.71,0
203,11.73,56.79,2.84,4.25,12.16,0.3,1678.02,57.04,0
204,12.32,38.04,2.11,5.27,17.34,0.21,1983.23,90.98,0
205,12.82,22.32,1.49,6.12,21.68,0.13,2239.32,119.46,0
206,11.48,64.82,3.16,3.82,9.94,0.34,1547.17,42.49,0
