,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,5.19,23.0,0.12,4.0,4.12,0.35,376.0,134.0,0
1,6.38,10.0,0.38,3.0,1.5,1.96,286.0,203.0,0
2,21.4,38.0,0.6,3.0,3.6,1.25,190.0,228.0,0
3,22.14,20.0,0.43,3.0,1.14,1.97,257.0,171.0,0
4,10.56,24.0,0.33,3.0,16.44,1.97,330.0,215.0,0
5,19.62,27.0,0.38,3.0,7.12,1.97,479.0,282.0,1
6,28.0,63.0,0.33,3.0,4.89,1.25,530.0,308.0,0
7,19.14,43.0,0.43,4.0,2.71,1.97,517.0,435.0,1
8,26.11,51.0,0.33,4.0,12.0,1.0,229.0,205.0,1
9,23.5,68.0,0.19,3.0,12.5,1.03,397.0,287.0,0
10,15.07,73.0,0.07,4.0,23.12,1.97,137.0,136.0,1
11,11.72,91.0,0.12,3.0,16.0,1.97,312.0,280.0,0
12,37.83,101.0,0.5,3.0,2.67,1.97,231.0,174.0,1
13,26.09,97.0,0.27,3.0,15.55,1.25,267.0,191.0,0
14,48.5,102.0,0.38,3.0,9.75,1.25,178.0,177.0,1
15,76.25,126.0,0.75,3.0,9.75,1.03,181.0,169.0,0
16,23.8,139.0,0.2,4.0,22.07,1.0,127.0,104.0,1
17,44.43,141.0,0.43,3.0,1.14,1.97,387.0,348.0,0
18,47.0,151.0,0.43,3.0,3.43,1.97,281.0,228.0,1
19,53.0,160.0,0.6,4.0,17.0,1.0,153.0,110.0,1
20,56.62,121.0,0.38,4.0,14.62,0.56,252.0,123.0,0
21,61.7,174.0,0.3,4.0,11.9,1.03,163.0,219.0,1
22,49.14,189.0,0.29,3.0,18.5,1.97,176.0,204.0,0
23,49.5,198.0,0.38,3.0,12.88,1.97,171.0,316.0,1
24,42.67,24.0,0.44,4.0,1.78,1.79,356.0,178.0,1
25,66.29,30.0,0.71,4.0,5.71,0.95,318.0,45.0,1
26,38.83,254.0,0.33,3.0,13.25,1.97,287.0,337.0,0
27,30.44,174.0,0.28,5.0,33.89,1.25,164.0,223.0,1
28,45.69,319.0,0.31,4.0,7.62,1.97,162.0,103.0,1
29,90.67,187.0,0.67,3.0,7.0,1.25,179.0,280.0,1
30,73.44,428.0,0.44,5.0,18.67,1.97,521.0,221.0,1
31,122.0,470.0,0.83,4.0,17.67,1.97,135.0,128.0,1
32,93.62,478.0,0.62,4.0,13.12,1.97,258.0,71.0,1
33,97.92,265.0,0.5,4.0,7.25,1.25,270.0,263.0,1
34,79.27,277.0,0.4,4.0,41.47,1.25,325.0,283.0,1
35,118.9,1.0,0.8,3.0,15.6,0.5,220.0,138.0,0
36,136.55,156.0,0.91,5.0,31.18,0.88,342.0,228.0,1
37,75.05,194.0,0.53,4.0,0.0,0.68,411.0,73.0,1
38,0.67,228.0,0.17,4.0,3.5,33.0,321.0,277.0,1
39,12.35,36.0,0.59,4.0,4.94,29.0,689.0,203.0,1
40,30.14,47.0,1.0,4.0,20.29,37.0,221.0,73.0,1
41,1.71,443.0,0.43,3.0,26.57,65.0,332.0,203.0,1
42,3.4,456.0,0.35,5.0,18.75,77.0,452.0,272.0,1
43,8.0,4.0,1.2,3.0,6.2,3.0,172.0,129.0,1
44,16.8,51.0,2.0,3.0,9.4,47.0,298.0,112.0,0
45,10.43,58.0,1.43,3.0,0.57,51.0,412.0,453.0,1
46,53.83,28.0,4.0,5.0,28.83,0.5,246.0,177.0,0
47,2.56,323.0,0.56,3.0,27.56,16.0,402.0,313.0,0
48,12.09,560.0,1.09,4.0,26.82,0.0,531.0,395.0,0
49,12.2,106.0,2.0,4.0,4.4,62.0,146.0,134.0,0
50,19.67,7.0,1.17,3.0,20.5,3.0,476.0,162.0,1
51,13.0,50.0,2.6,3.0,12.2,0.25,255.0,98.0,0
52,18.0,77.0,1.18,4.0,24.18,0.17,287.0,48.0,0
53,13.7,84.0,1.2,4.0,12.9,75.0,149.0,128.0,1
54,8.8,25.0,1.3,3.0,49.9,19.0,316.0,242.0,1
55,17.82,40.0,1.27,3.0,29.45,38.0,301.0,196.0,1
56,22.86,8.0,1.29,4.0,22.93,5.0,313.0,14.0,1
57,30.75,707.0,1.58,5.0,26.0,0.0,451.0,249.0,0
58,10.33,56.0,1.0,3.0,1.89,51.0,206.0,340.0,1
59,28.4,130.0,2.8,4.0,6.4,110.0,145.0,111.0,0
60,24.6,58.0,1.2,5.0,10.13,53.0,315.0,95.0,1
61,55.29,145.0,2.71,4.0,12.29,0.5,246.0,33.0,0
62,25.25,19.0,1.5,4.0,9.5,0.17,537.0,79.0,0
63,1.62,13.0,0.54,4.0,35.85,0.13,341.0,98.0,0
64,53.43,117.0,2.86,4.0,16.29,0.39,155.0,115.0,0
65,44.0,18.0,2.88,4.0,25.25,0.18,232.0,15.0,0
66,39.0,39.0,2.75,5.0,40.75,0.53,409.0,126.0,0
67,20.6,142.0,3.2,4.0,5.6,0.39,246.0,77.0,0
68,25.75,158.0,4.25,3.0,24.75,0.75,172.0,307.0,0
69,24.8,166.0,3.2,3.0,28.0,0.39,463.0,147.0,0
70,57.9,197.0,2.3,4.0,4.2,0.5,216.0,45.0,0
71,6.81,157.0,1.0,4.0,48.56,0.09,475.0,145.0,0
72,17.55,205.0,1.91,3.0,43.91,0.5,375.0,164.0,0
73,62.89,374.0,2.44,4.0,20.67,63.0,323.0,105.0,0
74,11.56,115.0,1.22,3.0,11.0,102.0,229.0,95.0,1
75,62.33,12.0,3.17,4.0,11.83,11.0,128.0,102.0,0
76,17.14,19.0,3.0,3.0,22.0,1.0,136.0,127.0,0
77,20.89,15.0,1.61,4.0,42.17,0.39,111.0,127.0,0
78,10.12,64.0,2.62,5.0,36.5,0.03,345.0,103.0,0
79,49.25,23.0,2.06,5.0,19.25,1.21,141.0,90.0,0
80,38.83,42.0,4.5,4.0,38.33,0.48,314.0,50.0,0
81,10.07,105.0,1.79,5.0,41.86,0.0,386.0,116.0,0
82,16.54,40.0,2.0,5.0,5.85,1.21,328.0,331.0,0
83,7.25,29.0,3.25,4.0,16.75,0.39,228.0,15.0,0
84,25.5,25.0,4.33,4.0,19.33,0.11,247.0,116.0,0
85,6.0,47.0,2.29,4.0,18.14,1.21,308.0,66.0,0
86,31.43,49.0,4.29,4.0,17.43,1.21,242.0,46.0,0
87,16.83,66.0,3.0,4.0,13.33,0.0,476.0,260.0,0
88,31.82,40.0,2.82,4.0,27.18,0.89,120.0,105.0,0
89,58.5,269.0,6.67,4.0,15.67,0.0,425.0,271.0,0
90,52.0,272.0,5.0,4.0,18.29,0.03,175.0,166.0,0
91,6.83,85.0,2.83,4.0,21.33,0.5,469.0,0.0,0
92,76.43,19.0,7.14,4.0,8.14,0.68,392.0,255.0,0
93,7.17,116.0,0.67,4.0,29.5,68.0,317.0,47.0,1
94,43.95,24.0,2.68,5.0,33.11,0.6,217.0,260.0,0
95,14.5,387.0,3.17,5.0,33.33,0.0,292.0,294.0,0
96,3.25,93.0,0.75,4.0,27.0,0.5,488.0,98.0,0
97,16.57,133.0,2.29,5.0,9.79,0.0,663.0,145.0,0
98,22.5,62.0,4.62,3.0,19.12,33.0,314.0,217.0,0
99,25.21,96.0,3.57,5.0,35.86,0.31,462.0,104.0,0
100,7.8,112.0,1.2,3.0,39.2,19.0,203.0,202.0,1
101,44.07,282.0,4.29,4.0,23.14,0.33,120.0,58.0,0
102,45.79,290.0,4.29,4.0,9.14,0.33,59.0,117.0,0
103,11.53,68.0,1.76,3.0,33.18,0.35,417.0,383.0,0
104,11.53,68.0,1.76,3.0,33.18,0.35,417.0,383.0,0
105,18.0,198.0,3.5,4.0,5.6,0.17,323.0,194.0,0
106,32.56,99.0,3.78,4.0,12.44,0.35,60.0,82.0,0
107,5.46,136.0,1.08,3.0,26.15,0.21,607.0,145.0,0
108,62.35,137.0,4.15,4.0,15.65,0.76,483.0,343.0,0
109,50.47,109.0,2.53,3.0,43.43,0.35,289.0,379.0,0
110,12.25,64.91,0.76,4.0,21.57,1.73,190.19,114.23,1
111,9.22,56.22,1.5,4.0,19.91,1.48,247.35,90.83,1
112,12.72,66.27,0.65,4.0,21.83,1.77,181.26,117.88,1
113,13.5,68.5,0.46,4.0,22.26,1.84,166.6,123.88,1
114,13.72,69.13,0.4,4.0,22.38,1.85,162.43,125.59,1
115,7.15,50.29,2.01,4.0,18.77,1.31,286.34,74.87,0
116,10.3,59.32,1.24,4.0,20.5,1.57,226.98,99.17,1
117,9.98,58.4,1.32,4.0,20.33,1.54,233.03,96.69,1
118,10.96,61.21,1.08,4.0,20.86,1.62,214.57,104.25,1
119,14.88,72.45,0.12,4.0,23.02,1.95,140.63,134.51,1
120,9.48,56.98,1.44,4.0,20.05,1.5,242.34,92.88,1
121,6.46,48.32,2.17,4.0,18.39,1.25,299.34,69.54,0
122,12.98,67.01,0.58,4.0,21.97,1.79,176.4,119.87,1
123,6.13,47.36,2.26,4.0,18.21,1.22,305.63,66.97,0
124,8.42,53.94,1.69,4.0,19.47,1.41,262.34,84.69,0
125,6.42,48.2,2.18,4.0,18.37,1.25,300.12,69.23,0
126,9.51,57.07,1.43,4.0,20.07,1.5,241.78,93.11,1
127,9.69,57.56,1.39,4.0,20.17,1.52,238.52,94.44,1
128,6.27,47.77,2.22,4.0,18.29,1.23,302.93,68.07,0
129,6.57,48.63,2.15,4.0,18.46,1.26,297.26,70.4,0
130,6.73,49.1,2.11,4.0,18.55,1.27,294.16,71.67,0
131,14.26,70.68,0.27,4.0,22.68,1.9,152.25,129.76,1
132,10.05,58.6,1.3,4.0,20.36,1.55,231.72,97.23,1
133,13.85,69.5,0.37,4.0,22.45,1.86,160.02,126.58,1
134,8.26,53.49,1.73,4.0,19.38,1.4,265.34,83.46,0
135,7.5,51.31,1.92,4.0,18.97,1.34,279.67,77.6,0
