,nuc,aexp,ndev,nd,age,asexp,la,ld,target
0,1.87,3.0,0.07,2.0,7.4,0.88,2557.0,1276.0,1
1,2.05,4.0,0.05,3.0,9.89,0.51,3700.0,1264.0,0
2,1.5,22.0,0.08,4.0,0.08,0.56,1999.0,0.0,1
3,4.65,27.0,0.13,7.0,5.96,0.56,1420.0,53.0,0
4,1.66,6.0,0.09,8.0,2.47,0.4,4543.0,14.0,0
5,6.38,38.0,0.09,4.0,20.32,1.97,3105.0,1304.0,1
6,12.41,54.0,0.07,8.0,14.07,0.51,847.0,508.0,0
7,1.05,55.0,0.15,10.0,0.0,0.98,1303.0,0.0,1
8,24.16,89.0,0.16,6.0,12.16,0.56,1180.0,790.0,0
9,17.83,209.0,0.12,3.0,0.75,1.97,2303.0,1781.0,0
10,2.56,8.0,0.17,4.0,16.28,6.0,1647.0,1139.0,1
11,4.83,9.0,0.06,14.0,11.24,0.49,332.0,160.0,0
12,23.37,149.0,0.21,7.0,15.58,1.25,1392.0,389.0,1
13,14.65,31.0,0.09,13.0,25.19,1.79,755.0,653.0,0
14,35.47,459.0,0.41,4.0,126.29,1.0,3814.0,1260.0,1
15,28.8,464.0,0.2,6.0,9.0,1.97,4145.0,105.0,1
16,67.0,562.0,0.5,5.0,8.5,1.97,1075.0,726.0,1
17,42.11,2.0,0.37,6.0,5.95,1.25,1426.0,6.0,1
18,71.08,635.0,0.46,4.0,28.62,1.97,4051.0,16.0,1
19,17.87,674.0,0.13,13.0,25.27,0.67,5545.0,1731.0,0
20,69.53,678.0,0.35,9.0,36.94,1.97,1002.0,48.0,0
21,118.5,274.0,0.75,3.0,0.0,1.25,3223.0,13.0,1
22,38.06,682.0,0.15,10.0,77.94,1.03,1382.0,1027.0,0
23,37.81,689.0,0.16,11.0,35.53,1.97,1476.0,732.0,0
24,46.34,888.0,0.24,8.0,17.32,0.68,529.0,613.0,0
25,10.86,907.0,0.18,8.0,0.98,1.12,6131.0,294.0,0
26,130.8,90.0,0.8,8.0,13.9,1.68,945.0,101.0,1
27,72.29,11.0,0.59,6.0,69.06,1.12,1131.0,262.0,1
28,87.79,1050.0,0.53,6.0,21.37,1.0,915.0,594.0,1
29,67.0,14.0,0.45,4.0,21.45,1.33,1787.0,416.0,1
30,32.08,121.0,0.13,15.0,62.38,1.68,481.0,661.0,0
31,53.02,1204.0,0.17,15.0,64.19,1.97,279.0,206.0,0
32,81.82,118.0,0.59,6.0,0.0,1.45,2057.0,0.0,1
33,22.51,185.0,0.16,10.0,0.0,0.38,993.0,117.0,0
34,44.97,196.0,0.31,6.0,0.69,0.38,2535.0,726.0,0
35,1.75,216.0,0.05,17.0,19.13,0.0,1510.0,9.0,0
36,64.7,226.0,0.43,6.0,0.48,0.68,2057.0,261.0,0
37,2.68,26.0,0.21,5.0,4.42,5.0,1161.0,444.0,1
38,66.36,38.0,0.44,8.0,0.48,1.33,2309.0,236.0,0
39,48.94,35.0,0.31,5.0,0.11,0.59,2976.0,0.0,1
40,111.81,52.0,0.69,6.0,20.88,1.12,1115.0,433.0,1
41,42.45,2192.0,0.15,15.0,64.67,1.0,1717.0,571.0,0
42,75.74,67.0,0.36,11.0,124.54,0.62,1461.0,2408.0,0
43,87.67,2302.0,0.5,4.0,83.47,1.97,2501.0,46.0,1
44,107.23,2332.0,0.54,6.0,16.42,1.03,1936.0,155.0,1
45,534.0,104.0,2.8,3.0,21.2,1.33,2919.0,782.0,0
46,133.08,7.0,0.71,5.0,36.92,0.98,1310.0,278.0,1
