,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,True
1,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,True
2,1.0,5.0,0.0,1.0,1.0,9.0,5.0,1.0,1.0,False
3,1.33,15.0,1.21,0.67,1.0,18.67,11.0,11.0,10.0,False
4,0.75,7.0,0.75,0.25,1.0,16.5,7.0,17.0,29.0,False
5,1.8,10.0,1.97,0.4,1.0,30.2,10.0,33.0,12.0,False
6,2.3,12.0,2.47,0.3,1.0,11.5,12.0,262.0,15.0,False
7,1.0,13.0,0.59,0.5,1.0,110.0,13.0,12.0,2.0,False
8,5.33,68.0,1.53,1.0,1.0,5.67,61.0,230.0,43.0,False
9,3.0,14.0,0.95,1.5,1.0,64.5,14.0,12.0,4.0,False
10,2.5,18.0,0.99,1.5,1.0,85.5,18.0,72.0,22.0,False
11,1.4,20.0,2.83,0.3,1.0,1.2,20.0,430.0,33.0,False
12,4.44,26.0,3.82,0.25,1.0,82.5,26.0,68.0,62.0,False
13,8.4,32.0,1.35,0.8,1.0,17.8,32.0,422.0,142.0,False
14,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
15,3.0,21.0,0.0,1.0,1.0,3.0,12.0,4.0,4.0,False
16,3.0,2.0,0.0,1.0,1.0,13.0,1.0,1.0,1.0,False
17,4.0,3.0,0.0,1.0,1.0,28.0,0.0,6.0,0.0,False
18,2.67,27.0,1.1,0.33,1.0,29.67,16.0,69.0,5.0,False
19,2.17,5.0,2.18,0.17,1.0,44.0,4.0,40.0,22.0,False
20,4.67,14.0,1.43,1.0,1.0,1.0,12.0,3.0,20.0,False
21,4.03,35.0,4.51,0.1,1.0,24.08,1.0,137.0,97.0,False
22,3.63,30.0,3.29,0.16,1.0,17.21,19.0,269.0,95.0,False
23,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,False
24,9.0,39.0,1.06,1.33,2.0,13.33,0.0,114.0,75.0,False
25,6.75,38.0,1.75,1.0,2.0,4.25,0.01,17.0,7.0,False
26,6.5,39.0,0.89,1.5,2.0,0.0,0.01,9.0,37.0,False
27,5.45,6.0,3.19,0.2,1.0,22.05,3.0,242.0,146.0,False
28,9.33,44.0,0.99,1.33,2.0,7.33,0.01,63.0,17.0,False
29,6.31,18.0,1.84,0.31,2.0,8.69,0.75,319.0,36.0,False
30,14.67,52.0,0.53,1.33,2.0,8.0,0.01,102.0,2.0,False
31,12.25,64.0,0.82,0.75,2.0,3.0,0.01,181.0,5.0,False
32,14.33,66.0,1.21,1.0,2.0,0.0,0.01,15.0,10.0,False
33,15.33,67.0,1.48,1.0,2.0,0.0,0.01,14.0,2.0,False
34,27.0,23.0,0.26,1.5,2.0,13.5,0.75,36.0,33.0,False
35,26.5,25.0,0.47,1.5,2.0,0.0,0.75,20.0,0.0,False
36,21.0,28.0,0.41,1.0,2.0,9.0,0.75,76.0,1.0,False
37,18.0,29.0,1.64,0.67,2.0,14.17,0.75,225.0,88.0,False
38,38.5,35.0,0.78,2.0,2.0,0.0,0.75,8.0,5.0,False
39,17.0,76.0,1.28,0.6,2.0,20.2,0.01,101.0,3.0,False
40,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,False
41,21.25,46.0,1.23,0.75,2.0,17.0,0.75,92.0,8.0,False
42,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,False
43,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,False
44,29.33,52.0,1.2,1.0,2.0,53.33,0.75,57.0,11.0,False
45,18.42,40.5,1.63,0.42,3.0,18.67,0.0,789.0,709.0,False
46,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,False
47,25.2,55.0,1.19,0.8,2.0,8.2,0.75,230.0,19.0,False
48,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,False
49,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,False
50,58.0,74.0,0.23,1.5,2.0,18.0,0.75,34.0,48.0,False
51,66.0,76.0,0.99,1.5,2.0,9.0,0.75,4.0,7.0,False
52,39.0,81.0,0.84,0.75,2.0,66.5,0.75,23.0,22.0,False
53,39.5,87.0,1.48,1.0,2.0,31.75,0.75,27.0,16.0,False
54,45.67,89.0,0.41,1.0,2.0,23.67,0.75,89.0,2.0,False
55,36.33,92.0,2.07,0.83,2.0,26.67,0.75,114.0,108.0,False
56,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,False
57,13.39,99.0,3.09,0.13,3.0,66.26,0.39,1502.0,636.0,False
58,52.0,95.0,1.48,1.0,2.0,11.0,0.01,15.0,2.0,False
59,61.67,101.0,1.18,1.0,2.0,16.0,0.75,26.0,7.0,False
60,28.5,107.0,1.93,0.67,2.0,27.0,0.75,17.0,18.0,False
61,29.83,8.5,2.17,0.67,2.0,5.83,0.12,17.0,16.0,False
62,34.33,111.0,1.3,0.67,2.0,31.33,0.75,244.0,10.0,False
63,47.75,44.0,1.6,1.0,2.0,33.5,0.0,26.0,1.0,False
64,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,False
65,10.58,46.0,3.66,0.17,1.0,0.0,25.0,341.0,461.0,False
66,43.8,46.0,1.57,0.8,2.0,25.8,0.0,67.0,36.0,False
67,11.0,48.0,0.13,1.5,1.0,64.5,28.0,72.0,35.0,False
68,52.5,49.0,1.47,1.0,2.0,42.0,0.0,137.0,5.0,False
69,30.55,119.0,2.5,0.36,3.0,34.73,0.39,911.0,549.0,False
70,16.05,125.0,4.13,0.11,2.0,27.87,0.75,534.0,387.0,False
71,105.0,52.0,0.92,2.0,2.0,0.0,0.0,5.0,1.0,False
72,107.5,53.0,0.37,2.0,2.0,0.0,0.0,21.0,7.0,False
73,24.1,130.0,3.02,0.24,3.0,11.05,0.39,1757.0,1008.0,False
74,79.33,132.0,1.17,1.33,2.0,0.67,0.75,36.0,6.0,False
75,23.94,134.5,3.51,0.25,2.0,95.5,0.75,210.0,20.0,False
76,52.0,138.5,0.92,0.8,2.0,7.6,0.75,242.0,23.0,False
77,58.0,94.5,1.4,1.25,2.0,51.5,0.01,14.0,7.0,False
78,84.0,146.5,0.69,1.67,2.0,11.33,0.75,224.0,8.0,False
79,127.5,97.5,0.76,2.5,2.0,2.0,0.01,6.0,3.0,False
80,42.11,148.5,2.52,0.56,2.0,37.11,0.75,81.0,23.0,False
81,134.0,98.5,0.42,2.5,2.0,21.5,0.01,58.0,13.0,False
82,69.75,149.5,1.08,1.25,2.0,23.25,0.75,109.0,28.0,False
83,86.67,99.0,1.26,1.67,2.0,58.67,0.01,65.0,4.0,False
84,17.7,151.5,2.64,0.17,3.0,34.53,0.39,1216.0,592.0,False
85,38.56,150.0,2.31,0.56,2.0,34.89,0.75,317.0,35.0,False
86,9.75,51.0,0.99,1.0,1.0,154.0,37.0,56.0,32.0,False
87,12.2,52.5,2.99,0.4,1.0,12.2,39.0,635.0,122.0,False
88,140.5,8.5,0.97,2.5,2.0,7.0,0.13,4.0,1.0,False
89,83.25,61.5,1.66,1.25,2.0,59.0,0.0,79.0,43.0,False
90,97.25,160.0,1.76,1.5,2.0,17.25,0.75,17.0,6.0,False
91,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,False
92,166.0,1.0,0.68,3.0,2.0,19.5,1.0,7.0,4.0,False
93,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,False
94,166.5,68.83,0.16,3.0,2.0,78.5,0.0,2.0,87.0,False
95,180.5,12.17,0.78,3.0,2.0,22.5,0.13,12.0,1.0,False
96,50.0,188.0,2.65,0.67,2.0,95.67,0.75,74.0,19.0,False
