,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,True
1,1.0,0.0,0.0,1.0,1.0,4.0,0.0,728.0,706.0,False
2,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,False
3,1.33,4.0,1.58,0.33,1.0,4.0,4.0,3.0,3.0,False
4,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,True
5,1.33,15.0,1.21,0.67,1.0,18.67,11.0,11.0,10.0,False
6,1.67,10.0,3.4,0.17,1.0,23.61,10.0,261.0,36.0,False
7,1.8,10.0,1.97,0.4,1.0,30.2,10.0,33.0,12.0,False
8,3.0,11.0,0.0,1.0,1.0,34.0,11.0,8.0,1.0,False
9,3.0,13.0,0.0,2.0,1.0,0.0,13.0,0.0,1.0,False
10,2.36,69.0,2.65,0.21,1.0,62.21,62.0,392.0,205.0,False
11,2.5,18.0,0.99,1.5,1.0,85.5,18.0,72.0,22.0,False
12,1.4,20.0,2.83,0.3,1.0,1.2,20.0,430.0,33.0,False
13,4.25,27.0,0.94,0.75,1.0,44.5,27.0,102.0,53.0,False
14,4.44,26.0,3.82,0.25,1.0,82.5,26.0,68.0,62.0,False
15,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
16,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,False
17,4.0,3.0,0.0,1.0,1.0,28.0,0.0,6.0,0.0,False
18,3.75,4.0,1.03,0.5,1.0,11.0,3.0,50.0,4.0,False
19,2.17,5.0,2.18,0.17,1.0,44.0,4.0,40.0,22.0,False
20,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,False
21,5.33,12.0,1.56,1.33,1.0,8.0,10.0,5.0,2.0,False
22,3.43,13.0,1.51,0.57,1.0,30.57,11.0,172.0,48.0,False
23,4.67,14.0,1.43,1.0,1.0,1.0,12.0,3.0,20.0,False
24,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,False
25,6.0,38.0,1.42,1.0,1.0,0.75,4.0,150.0,93.0,False
26,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,False
27,9.0,39.0,1.06,1.33,2.0,13.33,0.0,114.0,75.0,False
28,0.0,40.0,0.82,0.0,1.0,0.0,6.0,160.0,0.0,False
29,4.5,35.0,3.98,0.15,1.0,21.15,23.0,535.0,188.0,False
30,6.5,39.0,0.89,1.5,2.0,0.0,0.01,9.0,37.0,False
31,5.45,6.0,3.19,0.2,1.0,22.05,3.0,242.0,146.0,False
32,14.67,52.0,0.53,1.33,2.0,8.0,0.01,102.0,2.0,False
33,18.33,21.0,0.99,1.33,2.0,15.0,0.75,85.0,6.0,False
34,27.0,23.0,0.26,1.5,2.0,13.5,0.75,36.0,33.0,False
35,21.0,28.0,0.41,1.0,2.0,9.0,0.75,76.0,1.0,False
36,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,False
37,27.33,34.0,1.49,1.33,2.0,36.67,0.75,9.0,2.0,False
38,17.0,76.0,1.28,0.6,2.0,20.2,0.01,101.0,3.0,False
39,15.8,77.0,1.19,0.6,2.0,32.8,0.01,130.0,5.0,False
40,32.67,41.0,1.4,1.67,2.0,7.33,0.75,24.0,1.0,False
41,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,False
42,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,False
43,25.2,55.0,1.19,0.8,2.0,8.2,0.75,230.0,19.0,False
44,26.67,59.0,2.17,0.83,2.0,16.0,0.75,306.0,29.0,False
45,22.6,81.0,1.74,0.6,2.0,37.2,0.01,179.0,15.0,False
46,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,False
47,60.0,64.0,0.54,2.0,2.0,0.0,0.75,13.0,3.0,False
48,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,False
49,29.6,71.0,1.93,0.8,2.0,31.2,0.75,32.0,11.0,False
50,66.0,84.0,0.61,1.5,2.0,20.5,0.75,16.0,4.0,False
51,45.0,86.0,1.42,1.0,2.0,1.0,0.75,16.0,5.0,False
52,50.33,90.0,0.41,1.0,2.0,29.0,0.75,38.0,67.0,False
53,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,False
54,35.67,96.0,2.18,0.83,4.0,48.17,0.33,21.0,19.0,False
55,13.39,99.0,3.09,0.13,3.0,66.26,0.39,1502.0,636.0,False
56,52.0,95.0,1.48,1.0,2.0,11.0,0.01,15.0,2.0,False
57,61.67,101.0,1.18,1.0,2.0,16.0,0.75,26.0,7.0,False
58,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,False
59,29.83,8.5,2.17,0.67,2.0,5.83,0.12,17.0,16.0,False
60,34.33,111.0,1.3,0.67,2.0,31.33,0.75,244.0,10.0,False
61,86.5,35.0,0.92,2.0,2.0,6.0,0.0,3.0,0.0,False
62,61.33,36.0,1.06,1.67,2.0,4.0,0.0,22.0,4.0,False
63,88.5,99.0,0.22,2.0,2.0,17.0,0.01,44.0,14.0,False
64,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,False
65,10.58,46.0,3.66,0.17,1.0,0.0,25.0,341.0,461.0,False
66,43.8,46.0,1.57,0.8,2.0,25.8,0.0,67.0,36.0,False
67,28.09,46.0,2.3,0.45,2.0,12.91,0.0,110.0,31.0,False
68,52.5,49.0,1.47,1.0,2.0,42.0,0.0,137.0,5.0,False
69,0.0,50.0,1.04,0.0,1.0,0.0,30.0,659.0,0.0,False
70,108.0,122.0,0.97,2.0,2.0,0.0,0.75,4.0,1.0,False
71,99.0,123.0,0.72,2.0,2.0,119.5,0.75,3.0,2.0,False
72,43.5,124.0,1.26,0.83,2.0,3.5,0.75,153.0,4.0,False
73,16.05,125.0,4.13,0.11,2.0,27.87,0.75,534.0,387.0,False
74,12.95,54.0,3.17,0.19,2.0,29.24,0.0,1787.0,722.0,False
75,24.1,130.0,3.02,0.24,3.0,11.05,0.39,1757.0,1008.0,False
76,79.33,132.0,1.17,1.33,2.0,0.67,0.75,36.0,6.0,False
77,67.25,137.5,1.09,1.0,2.0,2.75,0.75,42.0,3.0,False
78,52.0,138.5,0.92,0.8,2.0,7.6,0.75,242.0,23.0,False
79,115.5,143.0,1.0,2.5,2.0,19.5,0.75,3.0,1.0,False
80,58.0,94.5,1.4,1.25,2.0,51.5,0.01,14.0,7.0,False
81,81.67,144.5,1.03,1.67,2.0,12.33,0.75,295.0,93.0,False
82,84.0,146.5,0.69,1.67,2.0,11.33,0.75,224.0,8.0,False
83,69.75,149.5,1.08,1.25,2.0,23.25,0.75,109.0,28.0,False
84,86.67,99.0,1.26,1.67,2.0,58.67,0.01,65.0,4.0,False
85,87.67,100.0,1.26,1.67,2.0,0.0,0.01,4.0,65.0,False
86,9.75,51.0,0.99,1.0,1.0,154.0,37.0,56.0,32.0,False
87,12.2,52.5,2.99,0.4,1.0,12.2,39.0,635.0,122.0,False
88,24.0,53.5,0.97,2.5,1.0,8.5,40.0,18.0,2.0,False
89,83.75,161.0,0.71,1.25,2.0,41.0,0.75,404.0,315.0,False
90,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,False
91,33.82,166.5,2.44,0.35,3.0,35.71,0.39,860.0,453.0,False
92,63.38,169.5,1.44,0.88,3.0,43.75,0.39,216.0,141.0,False
93,166.5,68.83,0.16,3.0,2.0,78.5,0.0,2.0,87.0,False
94,76.2,11.5,1.27,1.2,2.0,75.0,0.13,240.0,39.0,False
95,29.0,4.0,2.27,0.38,3.0,379.69,0.99,487.0,430.0,False
96,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,False
97,180.5,12.17,0.78,3.0,2.0,22.5,0.13,12.0,1.0,False
98,77.83,87.0,2.43,1.0,2.0,2.83,0.01,28.0,11.0,False
99,184.0,89.0,1.0,3.0,2.0,25.0,0.01,5.0,1.0,False
100,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,False
101,57.0,94.17,2.31,0.6,2.0,85.3,0.01,180.0,13.0,False
102,43.3,62.33,2.18,0.6,2.0,146.9,0.0,162.0,15.0,False
103,48.0,63.33,1.35,0.67,2.0,67.0,0.0,1233.0,5.0,False
104,80.67,64.33,1.75,1.0,2.0,91.5,0.0,169.0,28.0,False
105,124.0,98.83,1.48,1.5,2.0,71.75,0.01,110.0,19.0,False
106,116.25,66.08,1.26,1.75,2.0,304.5,0.0,129.0,20.0,False
107,120.25,62.92,1.74,1.75,2.0,119.5,0.0,30.0,17.0,False
108,167.0,13.33,0.24,2.67,2.0,0.67,0.13,92.0,0.0,False
109,173.0,127.83,1.18,2.67,2.0,143.33,0.75,21.0,1.0,False
110,171.33,2.0,0.72,3.0,2.0,28.0,1.5,29.0,0.0,False
111,185.67,13.92,0.57,3.0,2.0,0.0,0.13,28.0,1.0,False
