,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.0,3.0,True
1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,83.0,0.0,False
2,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,False
3,1.33,4.0,1.58,0.33,1.0,4.0,4.0,3.0,3.0,False
4,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,True
5,1.0,5.0,0.0,1.0,1.0,9.0,5.0,1.0,1.0,False
6,1.33,15.0,1.21,0.67,1.0,18.67,11.0,11.0,10.0,False
7,2.3,12.0,2.47,0.3,1.0,11.5,12.0,262.0,15.0,False
8,3.25,14.0,1.64,0.75,1.0,52.25,14.0,7.0,8.0,False
9,2.5,18.0,0.99,1.5,1.0,85.5,18.0,72.0,22.0,False
10,4.25,27.0,0.94,0.75,1.0,44.5,27.0,102.0,53.0,False
11,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,True
12,3.0,2.0,0.0,1.0,1.0,13.0,1.0,1.0,1.0,False
13,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,False
14,2.0,26.0,2.37,0.12,1.0,31.0,15.0,88.0,63.0,False
15,4.0,3.0,0.0,1.0,1.0,28.0,0.0,6.0,0.0,False
16,2.0,3.0,0.0,1.0,1.0,10.0,2.0,43.0,37.0,False
17,2.67,27.0,1.1,0.33,1.0,29.67,16.0,69.0,5.0,False
18,2.17,5.0,2.18,0.17,1.0,44.0,4.0,40.0,22.0,False
19,3.0,4.0,1.35,0.25,1.0,44.0,1.0,93.0,34.0,False
20,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,False
21,2.5,11.0,0.92,1.5,1.0,29.0,9.0,7.0,2.0,False
22,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,False
23,4.03,35.0,4.51,0.1,1.0,24.08,1.0,137.0,97.0,False
24,0.0,37.0,0.84,0.0,1.0,0.0,3.0,665.0,0.0,False
25,6.0,38.0,1.42,1.0,1.0,0.75,4.0,150.0,93.0,False
26,3.6,17.0,1.24,0.8,2.0,23.2,0.75,170.0,8.0,False
27,9.0,39.0,1.06,1.33,2.0,13.33,0.0,114.0,75.0,False
28,0.0,40.0,0.82,0.0,1.0,0.0,6.0,160.0,0.0,False
29,6.0,41.0,0.23,1.5,2.0,7.0,0.0,60.0,20.0,False
30,4.5,35.0,3.98,0.15,1.0,21.15,23.0,535.0,188.0,False
31,5.77,37.0,1.75,0.31,3.0,0.23,0.0,168.0,151.0,False
32,6.75,38.0,1.75,1.0,2.0,4.25,0.01,17.0,7.0,False
33,6.5,39.0,0.89,1.5,2.0,0.0,0.01,9.0,37.0,False
34,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,False
35,1.0,8.0,0.0,1.0,1.0,13.0,5.0,168.0,40.0,False
36,14.67,52.0,0.53,1.33,2.0,8.0,0.01,102.0,2.0,False
37,13.67,65.0,1.46,1.0,2.0,7.67,0.01,7.0,5.0,False
38,14.33,66.0,1.21,1.0,2.0,0.0,0.01,15.0,10.0,False
39,15.33,67.0,1.48,1.0,2.0,0.0,0.01,14.0,2.0,False
40,18.33,21.0,0.99,1.33,2.0,15.0,0.75,85.0,6.0,False
41,27.0,23.0,0.26,1.5,2.0,13.5,0.75,36.0,33.0,False
42,26.5,25.0,0.47,1.5,2.0,0.0,0.75,20.0,0.0,False
43,21.0,28.0,0.41,1.0,2.0,9.0,0.75,76.0,1.0,False
44,18.0,29.0,1.64,0.67,2.0,14.17,0.75,225.0,88.0,False
45,30.5,32.0,0.47,1.5,2.0,4.5,0.75,20.0,0.0,False
46,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,False
47,27.33,34.0,1.49,1.33,2.0,36.67,0.75,9.0,2.0,False
48,34.5,36.0,0.78,1.5,2.0,48.0,0.75,12.0,1.0,False
49,17.0,76.0,1.28,0.6,2.0,20.2,0.01,101.0,3.0,False
50,15.8,77.0,1.19,0.6,2.0,32.8,0.01,130.0,5.0,False
51,28.67,40.0,0.96,1.33,2.0,44.67,0.75,151.0,117.0,False
52,32.67,41.0,1.4,1.67,2.0,7.33,0.75,24.0,1.0,False
53,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,False
54,21.25,46.0,1.23,0.75,2.0,17.0,0.75,92.0,8.0,False
55,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,False
56,41.5,48.0,0.76,1.5,2.0,59.5,0.75,22.0,1.0,False
57,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,False
58,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,False
59,29.33,52.0,1.2,1.0,2.0,53.33,0.75,57.0,11.0,False
60,25.2,55.0,1.19,0.8,2.0,8.2,0.75,230.0,19.0,False
61,26.67,59.0,2.17,0.83,2.0,16.0,0.75,306.0,29.0,False
62,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,False
63,22.6,81.0,1.74,0.6,2.0,37.2,0.01,179.0,15.0,False
64,9.3,60.0,1.78,0.2,2.0,13.45,0.75,800.0,562.0,False
65,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,False
66,60.0,64.0,0.54,2.0,2.0,0.0,0.75,13.0,3.0,False
67,37.0,65.0,0.62,1.0,2.0,58.0,0.75,182.0,128.0,False
68,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,False
69,29.6,71.0,1.93,0.8,2.0,31.2,0.75,32.0,11.0,False
70,58.0,74.0,0.23,1.5,2.0,18.0,0.75,34.0,48.0,False
71,39.0,81.0,0.84,0.75,2.0,66.5,0.75,23.0,22.0,False
72,8.41,83.0,3.3,0.18,2.0,54.12,0.75,579.0,348.0,False
73,45.0,86.0,1.42,1.0,2.0,1.0,0.75,16.0,5.0,False
74,50.33,90.0,0.41,1.0,2.0,29.0,0.75,38.0,67.0,False
75,14.82,95.0,2.22,0.24,2.0,80.29,0.75,541.0,330.0,False
76,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,False
77,22.0,97.0,2.16,0.43,2.0,21.71,0.75,186.0,94.0,False
78,52.0,95.0,1.48,1.0,2.0,11.0,0.01,15.0,2.0,False
79,61.67,101.0,1.18,1.0,2.0,16.0,0.75,26.0,7.0,False
80,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,False
