,nuc,aexp,nd,ns,age,asexp,la,ld
10189,30.490000000000002,174.5,3.0,1.0,2.4,0.8528025673134925,405,20
11037,24.2,174.5,3.0,1.0,3.4,0.2322067492728804,125.5,12
10245,25.722826086956502,1281.0,3,2.0,0.666666666666667,0.8528025673134925,83.5,15
11563,8.375,847.5,2.0,3.0,11.25,0.8528025673134925,83.5,9
9376,1.10344827586207,174.5,5.0,2.0,0.482758620689655,0.2322067492728804,623.0,130
10493,5.21428571428571,10,5.0,1.0,12.4285714285714,0.2322067492728804,218.0,3406.0
10310,10.5,174.5,5.0,1.0,6.125,0.2322067492728804,145,3406.0
11425,10.8,106.0,3.0,1.0,12.8,0.2322067492728804,284.0,24
9949,1.95454545454545,1281.0,3,1.0,23.4545454545455,0.8528025673134925,623.0,3406.0
9374,1.1395348837209298,71.0,5.0,2.0,191.744186046512,0.8528025673134925,623.0,117
11301,12.1,106.0,3.0,3.0,68.6,0.8528025673134925,623.0,2
9984,4.7,71.0,5.0,3.0,490.692307692308,0.0,83.5,11
10027,3.2,174.5,3,1.0,199.0,0.2322067492728804,218.0,53
10740,2.46666666666667,174.5,5.0,2.0,46.9333333333333,0.8528025673134925,623.0,46
10380,4.56,174.5,5.0,2.0,15.6,0.8528025673134925,623.0,13
9919,4.42857142857143,174.5,4,1.0,7.428571428571429,0.2322067492728804,195.0,154.0
10376,1.88888888888889,174.5,7.5,1.0,199.0,0.8528025673134925,448,21
10210,35.625,1,5.0,3.0,108.75,0.8528025673134925,284.0,82.5
9711,25.722826086956502,96,5.0,3.0,490.692307692308,0.8483866871728729,429.0,95
10499,30.490000000000002,249,5.0,1.0,37.4285714285714,0.2322067492728804,429.0,734
9720,23.0,174.5,5.0,2.0,88.52941176470591,0.2322067492728804,150,3406.0
9561,1.21052631578947,174.5,5.0,1.0,30.8157894736842,0.8528025673134925,623.0,620
11475,3.88888888888889,140,5.0,2.0,85.0,0.8528025673134925,429.0,107.0
9582,26.2727272727273,0,14.0,5.0,8.42424242424242,0.8528025673134925,623.0,1
10916,2.06896551724138,71.0,5.0,1.0,7.4482758620689715,0.2322067492728804,623.0,160
10233,6.78947368421053,174.5,5.0,1.0,199.0,0.2322067492728804,296,90
9616,3.76,41,14.0,1.0,199.0,0.2322067492728804,623.0,911
