,nuc,arexp,nd,ns,age,la,ld
9632,,,,,,,
9659,,,,,,,
9663,,,,,,,
9688,,,,,,,
9691,,,,,,,
9695,,,,,,,
9788,,,,,,,
9836,,,,,,,
9825,,,,,,,
9839,,,,,,,
9857,,,,,,,
9887,,,,,,,
9890,,,,,,,
9944,,,,,,,
9965,,,,,,,
10047,,,,,,,
10121,,,,,,,
10202,,,,,,,
10257,,,,,,,
10259,,,,,,,
10265,,,,,,,
10367,,,,,,,
10379,,,,,,,
10380,,,,,,,
10408,,,,,,,
10414,,,,,,,
10435,,,,,,,
10478,,,,,,,
10485,,,,,,,
10523,,,,,,,
10528,,,,,,,
10534,,,,,,,
10564,,,,,,,
10589,,,,,,,
10597,,,,,,,
10622,,,,,,,
10666,,,,,,,
10667,,,,,,,
10682,,,,,,,
10697,,,,,,,
10703,,,,,,,
10713,,,,,,,
10716,,,,,,,
10762,,,,,,,
10774,,,,,,,
10804,,,,,,,
10835,,,,,,,
10842,,,,,,,
10847,,,,,,,
10856,,,,,,,
10864,,,,,,,
10882,,,,,,,
10930,,,,,,,
10936,,,,,,,
10937,,,,,,,
11030,,,,,,,
11032,,,,,,,
11077,,,,,,,
11134,,,,,,,
11143,,,,,,,
11157,,,,,,,
11163,,,,,,,
11170,,,,,,,
11187,,,,,,,
11203,,,,,,,
11205,,,,,,,
11209,,,,,,,
11275,,,,,,,
11290,,,,,,,
11295,,,,,,,
11298,,,,,,,
11304,,,,,,,
11363,,,,,,,
11413,,,,,,,
11430,,,,,,,
11431,,,,,,,
11432,,,,,,,
11438,,,,,,,
11451,,,,,,,
11466,,,,,,,
11483,,,,,,,
11501,,,,,,,
11544,,,,,,,
11546,,,,,,,
11552,,,,,,,
11562,,,,,,,
11569,,,,,,,
11588,,,,,,,
11589,,,,,,,
11590,,,,,,,
11657,,,,,,,
11661,,,,,,,
11683,,,,,,,
11685,,,,,,,
11691,,,,,,,
11693,,,,,,,
11695,,,,,,,
11732,,,,,,,
11764,,,,,,,
11765,,,,,,,
11769,,,,,,,
11831,,,,,,,
11846,,,,,,,
11851,,,,,,,
11862,,,,,,,
11899,94.6,16.0,3,2,252.6,229,40
11916,,,,,,,
11924,,,,,,,
11926,,,,,,,
11927,,,,,,,
11947,,,,,,,
11963,,,,,,,
11964,,,,,,,
11973,,,,,,,
11977,,,,,,,
9687,,,,,,,
9729,,,,,,,
9932,,,,,,,
9977,,,,,,,
10404,,,,,,,
10577,,,,,,,
10623,,,,,,,
10626,,,,,,,
10652,,,,,,,
10680,,,,,,,
10788,,,,,,,
10811,,,,,,,
10812,,,,,,,
10851,,,,,,,
10908,,,,,,,
11089,,,,,,,
11165,,,,,,,
11177,,,,,,,
11202,,,,,,,
11224,,,,,,,
11384,,,,,,,
11396,,,,,,,
11410,,,,,,,
11539,,,,,,,
11568,,,,,,,
11609,,,,,,,
9966,,,,,,,
10692,,,,,,,
10838,,,,,,,
10706,,,,,,,
9629,,,,,,,
9636,,,,,,,
9644,,,,,,,
9680,,,,,,,
9744,,,,,,,
9803,,,,,,,
9810,,,,,,,
9821,,,,,,,
9829,,,,,,,
9869,99.3333333333333,206.0,3,2,2.6666666666666696,327,403
9870,,,,,,,
9871,,,,,,,
9872,,,,,,,
9878,,,,,,,
9886,,,,,,,
9888,,,,,,,
9906,,,,,,,
9917,,,,,,,
9922,,,,,,,
9924,,,,,,,
10006,,,,,,,
10080,,,,,,,
10107,,,,,,,
10120,,,,,,,
10180,19.5,61.0,6,2,18.375,248,24
10138,,,,,,,
10199,,,,,,,
10219,,,,,,,
10238,,,,,,,
10247,,,,,,,
10256,28.8,24.0,3,2,47.4,281,1
10274,,,,,,,
10277,,,,,,,
10282,,,,,,,
10283,,,,,,,
10285,,,,,,,
10286,,,,,,,
10287,,,,,,,
10320,,,,,,,
10323,,,,,,,
10359,9.66666666666667,106.0,2,3,9.0,491,1
10340,,,,,,,
10386,,,,,,,
10392,,,,,,,
10410,,,,,,,
10411,,,,,,,
10415,,,,,,,
10422,,,,,,,
10423,,,,,,,
10446,92.0,18.1666666666667,2,2,69.3333333333333,130,53
10438,,,,,,,
10454,,,,,,,
10457,,,,,,,
10464,,,,,,,
10480,,,,,,,
10482,,,,,,,
10486,,,,,,,
10494,,,,,,,
10501,,,,,,,
10506,,,,,,,
10509,,,,,,,
10521,,,,,,,
10525,,,,,,,
10526,5.75,30.0,2,3,19.0,316,65
10538,43.4166666666667,0.0,6,2,55.1666666666667,283,46
10540,,,,,,,
10548,,,,,,,
10552,,,,,,,
10556,,,,,,,
10562,,,,,,,
10570,,,,,,,
10585,,,,,,,
10617,,,,,,,
10635,,,,,,,
10653,,,,,,,
10658,,,,,,,
10664,,,,,,,
10665,,,,,,,
10674,,,,,,,
10676,,,,,,,
10699,,,,,,,
10705,,,,,,,
10709,,,,,,,
10727,88.5,9.0,1,2,87.5,230,136
10772,,,,,,,
10773,,,,,,,
10780,,,,,,,
10786,,,,,,,
10795,,,,,,,
10798,,,,,,,
10800,,,,,,,
10829,,,,,,,
10817,,,,,,,
10836,,,,,,,
10839,,,,,,,
10845,,,,,,,
10859,,,,,,,
10868,,,,,,,
10872,,,,,,,
10874,,,,,,,
10911,,,,,,,
10878,,,,,,,
10914,,,,,,,
10915,,,,,,,
10924,,,,,,,
10929,,,,,,,
10962,,,,,,,
10963,,,,,,,
10964,,,,,,,
11000,,,,,,,
10992,,,,,,,
11002,,,,,,,
11007,,,,,,,
11008,,,,,,,
11010,,,,,,,
11017,,,,,,,
11018,,,,,,,
11019,,,,,,,
11021,,,,,,,
11036,,,,,,,
11043,,,,,,,
11057,,,,,,,
11059,,,,,,,
11063,,,,,,,
11070,,,,,,,
11081,,,,,,,
11086,,,,,,,
11088,,,,,,,
11115,,,,,,,
11128,,,,,,,
11140,,,,,,,
11156,,,,,,,
11186,,,,,,,
11188,,,,,,,
11207,,,,,,,
11221,,,,,,,
11226,,,,,,,
11236,,,,,,,
11242,,,,,,,
11252,,,,,,,
11266,,,,,,,
11277,,,,,,,
11281,,,,,,,
11293,,,,,,,
11314,,,,,,,
11321,,,,,,,
11325,,,,,,,
11365,,,,,,,
11342,,,,,,,
11370,,,,,,,
