,nuc,aexp,ndev,nd,age,asexp,la,ld
7009,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7011,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7051,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7029,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
6986,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7021,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
6995,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7020,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7060,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7068,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7073,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7087,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7088,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7093,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7101,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7105,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7107,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7109,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7115,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7116,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7120,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7121,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7123,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7125,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7126,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7127,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7131,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7144,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7147,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7160,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7154,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7165,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7170,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7171,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7172,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7173,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7175,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7179,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7182,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7190,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7194,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7195,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7198,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7201,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7202,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7204,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7207,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7210,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7211,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7215,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7219,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7220,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7222,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7224,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7227,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7228,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7234,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7240,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7247,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7248,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7249,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7258,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7260,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7261,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7262,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7265,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7267,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7273,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7275,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7276,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7284,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7289,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7295,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7297,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7308,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7309,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7313,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7315,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7325,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7329,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7345,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7349,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7350,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7354,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7355,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7358,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7360,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7366,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7367,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7371,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7372,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7377,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7381,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7387,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7403,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7406,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7409,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7411,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7418,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7425,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7451,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7455,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7465,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7467,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7479,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7498,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7513,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7517,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7518,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
7522,130.666666666667,1357.5,0.9285714285714292,3,13.2222222222222,0.74169921875,74.0,2
