,nuc,aexp,ns,age,asexp,la,target
0,4.59,54.0,1.0,63.06,43.0,747.0,1
1,29.33,129.0,2.0,15.67,1.0,244.0,1
2,15.25,53.0,2.0,63.5,0.81,230.0,1
3,6.11,55.0,1.0,55.56,22.0,167.0,1
4,20.0,58.0,1.0,7.0,24.0,5.0,1
5,10.4,63.0,1.0,6.0,27.0,77.0,1
6,29.71,1.0,2.0,87.88,0.0,384.0,1
7,14.5,15.0,1.0,29.5,1.0,15.0,1
8,35.88,65.0,2.0,46.24,1.0,490.0,1
9,24.5,17.0,1.0,12.5,4.0,5.0,1
10,13.0,68.0,1.0,5.0,17.0,1.0,0
11,20.0,15.0,1.0,4.0,6.0,2.0,0
12,21.0,5.0,1.0,21.0,3.0,1.0,0
13,12.0,14.0,1.0,61.0,10.0,6.0,1
14,24.0,4.0,1.0,6.0,3.0,1.0,0
15,30.0,14.0,1.0,4.0,11.0,3.0,1
16,23.67,12.0,1.0,0.33,5.0,63.0,1
17,25.0,93.0,1.0,0.4,33.0,27.0,0
18,28.0,40.0,1.0,6.0,15.0,1.0,0
19,14.5,47.0,1.0,7.5,35.0,79.0,1
20,40.0,53.0,1.0,0.0,37.0,20.0,1
21,18.0,63.0,2.0,56.88,0.63,69.0,1
22,74.0,0.0,1.0,26.0,0.0,3.0,1
23,14.5,107.0,1.0,0.0,9.0,27.0,1
24,3.7,109.0,1.0,18.16,11.0,472.0,1
25,3.64,111.0,1.0,20.4,13.0,283.0,1
26,24.0,77.0,2.0,36.33,0.63,37.0,1
27,1.0,42.0,1.0,128.0,36.0,0.0,1
28,14.5,113.0,1.0,6.0,15.0,13.0,1
29,3.4,43.0,1.0,66.2,37.0,58.0,1
30,4.5,48.0,1.0,3.0,42.0,4.0,1
31,23.0,53.0,1.0,1.0,47.0,28.0,1
32,16.33,57.0,1.0,19.67,51.0,71.0,1
33,9.0,58.0,1.0,20.0,52.0,16.0,1
34,12.0,63.0,1.0,2.0,57.0,22.0,1
35,38.0,0.0,1.0,28.0,0.0,37.0,1
36,21.8,74.0,1.0,81.0,43.0,115.0,1
37,8.88,67.0,1.0,8.75,61.0,22.0,1
38,11.2,104.0,1.0,106.4,34.0,101.0,1
39,40.0,105.0,1.0,2.0,35.0,5.0,1
40,9.0,68.0,1.0,5.0,62.0,2.0,0
41,12.0,70.0,1.0,11.0,63.0,16.0,1
42,18.67,72.0,1.0,27.33,65.0,24.0,1
43,87.0,84.0,1.0,11.0,51.0,21.0,1
44,9.0,73.0,1.0,17.0,66.0,2.0,0
45,34.0,117.0,1.0,0.0,4.0,2.0,1
46,16.17,92.0,1.0,37.5,55.0,125.0,1
47,57.0,0.0,1.0,5.0,0.0,1.0,1
48,6.0,75.0,1.0,43.0,19.0,6.0,1
49,31.62,98.0,1.0,12.75,59.0,621.0,1
50,2.0,100.0,1.0,5.0,60.0,12.0,1
51,59.0,0.0,1.0,8.0,0.0,1.0,1
52,26.25,41.0,1.0,54.38,19.0,216.0,1
53,7.5,151.0,1.0,52.0,49.0,61.0,1
54,13.5,31.0,1.0,38.0,16.0,67.0,1
55,8.0,42.0,1.0,43.0,20.0,3.0,1
56,17.0,107.0,1.0,6.0,18.0,53.0,1
57,46.0,14.0,2.0,29.67,0.54,113.0,1
58,4.25,32.0,1.0,7.5,17.0,248.0,1
59,3.0,94.0,1.0,52.0,17.0,20.0,1
60,66.67,43.0,2.0,28.67,0.05,93.0,1
61,28.0,16.0,1.0,67.0,4.0,11.0,1
62,5.0,159.0,1.0,88.0,56.0,2.0,0
63,54.5,2.0,1.0,18.0,1.0,136.0,1
64,8.0,21.0,1.0,41.79,12.0,431.0,1
65,24.0,9.0,1.0,32.0,8.0,23.0,1
66,11.86,13.0,1.0,29.14,12.0,111.0,1
67,13.64,24.0,1.0,1.64,15.0,104.0,1
68,24.0,154.0,1.0,12.0,6.0,6.0,1
69,19.09,164.0,1.0,37.36,60.0,232.0,1
70,37.0,162.0,1.0,121.0,56.0,1.0,0
71,16.0,7.0,1.0,8.0,7.0,85.0,1
72,7.0,28.0,1.0,3.0,25.0,2.0,0
73,9.0,32.0,1.0,0.0,20.0,2.0,1
74,12.0,31.0,1.0,5.0,28.0,4.0,1
75,6.0,32.0,1.0,13.0,29.0,0.0,1
76,13.0,33.0,1.0,3.0,21.0,1.0,0
77,17.0,34.0,1.0,11.0,31.0,9.0,1
78,15.0,35.0,1.0,23.43,32.0,469.0,1
79,15.0,36.0,1.0,13.0,33.0,126.0,1
80,16.0,166.0,1.0,7.0,62.0,2.0,0
81,35.33,56.0,2.0,10.33,1.0,6.0,1
82,6.0,34.0,1.0,92.0,22.0,3.0,1
83,1.5,35.0,1.0,20.5,23.0,48.0,1
84,10.0,25.0,1.0,40.0,21.0,2.0,0
85,20.67,26.0,1.0,40.33,22.0,12.0,1
86,10.0,28.0,1.0,8.0,24.0,2.0,0
87,7.0,102.0,1.0,2.0,22.0,1.0,1
88,2.0,45.0,1.0,19.0,42.0,0.0,1
89,29.0,47.0,1.0,10.0,44.0,1.0,0
90,3.0,170.0,1.0,0.0,66.0,11.0,1
91,12.38,49.0,1.0,34.0,46.0,60.0,1
92,8.0,103.0,1.0,56.0,23.0,2.0,0
93,8.0,38.0,1.0,37.6,25.0,16.0,1
94,42.43,2.0,2.0,40.86,0.25,106.0,1
95,25.2,42.0,1.0,16.8,28.0,309.0,1
96,64.0,43.0,1.0,1.0,29.0,4.0,1
97,13.57,51.0,1.0,35.57,48.0,226.0,1
98,4.2,52.0,1.0,36.0,49.0,222.0,1
99,60.0,36.0,1.0,9.0,10.0,34.0,1
100,38.0,64.0,1.0,11.0,29.0,1.0,0
101,32.0,36.0,1.0,11.75,32.0,233.0,1
102,24.5,55.0,1.0,4.0,52.0,50.0,1
103,39.0,38.0,1.0,5.0,34.0,6.0,1
104,48.8,153.0,1.0,1.0,82.0,52.0,1
105,6.0,70.0,1.0,7.67,34.0,22.0,1
106,32.0,175.0,1.0,8.0,71.0,2.0,0
107,43.0,68.0,1.0,5.0,65.0,2.0,0
108,1.5,69.0,1.0,0.0,66.0,6.0,1
109,30.88,194.0,2.0,84.88,0.63,217.0,1
110,42.25,158.0,2.0,23.25,1.16,250.0,1
111,2.0,180.0,1.0,1.0,76.0,1.0,1
112,29.0,59.0,1.0,0.5,55.0,18.0,1
113,49.22,161.0,1.0,126.11,87.0,90.0,1
114,19.09,72.0,1.0,28.0,69.0,1085.0,1
115,36.0,73.0,1.0,7.0,70.0,2.0,0
116,2.0,77.0,1.0,20.0,74.0,30.0,1
117,22.29,79.0,1.0,13.36,76.0,76.0,1
118,13.0,184.0,1.0,4.0,79.0,1.0,0
119,7.0,48.0,1.0,5.0,20.0,23.0,1
120,41.0,0.0,1.0,0.0,0.0,7.0,1
121,31.0,83.0,1.0,3.0,79.0,2.0,0
122,12.57,166.0,1.0,34.14,90.0,191.0,1
123,46.0,79.0,1.0,4.0,37.0,33.0,1
124,84.0,61.0,1.0,8.0,40.0,4.0,1
125,75.0,0.0,1.0,27.0,0.0,1.0,1
126,10.67,205.0,1.0,57.0,72.0,48.0,1
127,15.0,13.0,1.0,2.0,13.0,92.0,1
128,19.0,50.0,1.0,0.0,2.0,2.0,1
129,81.67,35.0,1.0,2.33,11.0,153.0,1
130,83.0,174.0,1.0,2.67,97.0,58.0,1
131,52.0,11.0,1.0,9.0,7.0,2.0,0
132,6.67,96.0,1.0,12.83,90.0,167.0,1
133,36.5,4.0,1.0,1.0,2.0,9.0,1
134,19.0,54.0,1.0,29.0,16.0,2.0,0
135,94.0,68.0,1.0,0.0,45.0,6.0,1
136,34.0,69.0,1.0,9.0,46.0,7.0,1
137,10.0,68.0,1.0,33.0,60.0,243.0,1
138,15.25,9.0,1.0,28.0,1.0,80.0,1
139,17.67,77.0,1.0,36.44,67.0,277.0,1
140,38.5,83.0,1.0,24.5,72.0,15.0,1
141,18.69,186.0,1.0,1.69,102.0,443.0,1
142,1.0,119.0,1.0,37.0,28.0,41.0,1
143,91.0,195.0,1.0,3.0,50.0,1.0,0
144,33.91,114.0,2.0,16.05,0.13,752.0,1
145,2.75,56.0,1.0,52.75,18.0,307.0,1
146,45.6,92.0,1.0,22.0,78.0,166.0,1
147,53.0,200.0,1.0,0.0,52.0,1.0,1
148,21.0,18.0,1.0,24.0,17.0,2.0,0
149,47.0,19.0,1.0,7.0,18.0,8.0,1
150,44.12,226.0,1.0,2.0,129.0,341.0,1
151,12.0,126.0,1.0,112.0,101.0,1.0,0
152,9.0,129.0,1.0,31.44,33.0,313.0,1
153,7.5,9.0,1.0,73.5,9.0,15.0,1
154,25.5,12.0,1.0,8.0,12.0,74.0,1
155,34.91,210.0,1.0,34.91,90.0,94.0,1
156,14.0,17.0,1.0,29.0,11.0,68.0,1
157,51.0,128.0,1.0,6.0,103.0,0.0,1
158,6.0,211.0,1.0,30.0,91.0,107.0,1
159,48.0,2.0,1.0,1.0,1.0,28.0,1
160,30.38,85.0,1.0,83.62,57.0,808.0,1
161,28.0,86.0,1.0,41.0,58.0,4.0,1
162,55.0,8.0,1.0,41.0,1.0,3.0,1
163,32.5,21.0,1.0,1.0,20.0,47.0,1
164,36.5,1.0,1.0,3.5,1.0,96.0,1
165,18.73,91.0,2.0,50.13,0.0,552.0,1
166,21.5,24.0,1.0,25.0,23.0,139.0,1
167,28.0,25.0,1.0,10.0,24.0,52.0,1
168,13.33,138.0,1.0,91.5,35.0,66.0,1
169,6.29,140.0,1.0,56.79,112.0,769.0,1
170,61.67,95.0,1.0,21.33,62.0,84.0,1
171,33.2,250.0,1.0,85.0,145.0,299.0,1
172,29.69,224.0,1.0,5.0,98.0,112.0,1
173,25.91,122.0,2.0,20.73,1.0,58.0,1
174,72.33,228.0,1.0,25.67,101.0,17.0,1
175,35.4,150.0,2.0,0.0,1.0,287.0,1
176,13.67,64.0,1.0,14.67,32.0,7.0,1
177,14.0,45.0,1.0,6.0,26.0,2.0,0
178,21.53,3.0,1.0,16.8,0.0,466.0,1
179,15.0,125.0,1.0,74.0,11.0,2.0,0
180,27.0,126.0,1.0,0.0,102.0,1.0,1
181,73.0,169.0,1.0,1.0,138.0,15.0,1
182,63.0,5.0,1.0,0.0,3.0,1.0,0
183,26.0,47.0,2.0,76.75,0.56,34.0,1
184,34.67,129.0,1.0,21.0,105.0,147.0,1
185,19.0,0.0,1.0,64.5,0.0,46.0,1
186,45.33,50.0,2.0,3.33,0.61,51.0,1
