,nuc,aexp,ns,age,asexp,la,target
0,1.13,17.0,1.0,63.96,0.0,0.0,1
1,3.0,37.0,1.0,141.0,30.0,2.0,0
2,10.64,39.0,2.0,12.14,0.81,237.0,1
3,3.42,43.0,2.0,25.17,0.04,643.0,1
4,4.5,0.0,3.0,64.0,0.0,698.0,1
5,35.88,65.0,2.0,46.24,1.0,490.0,1
6,11.0,1.0,1.0,29.0,0.0,1.0,1
7,3.0,19.0,1.0,96.0,7.0,2.0,0
8,12.0,17.0,1.0,17.0,2.0,53.0,1
9,13.0,68.0,1.0,5.0,17.0,1.0,0
10,20.0,15.0,1.0,4.0,6.0,2.0,0
11,21.0,5.0,1.0,21.0,3.0,1.0,0
12,12.0,6.0,1.0,0.0,5.0,1.0,1
13,9.2,9.0,2.0,5.9,1.16,386.0,1
14,7.0,2.0,1.0,21.0,1.0,2.0,1
15,24.0,4.0,1.0,6.0,3.0,1.0,0
16,29.88,10.0,3.0,127.59,0.5,945.0,1
17,30.0,14.0,1.0,4.0,11.0,3.0,1
18,32.0,2.0,1.0,6.0,0.0,2.0,1
19,21.0,19.0,1.0,0.0,15.0,0.0,1
20,23.4,21.0,2.0,4.0,1.16,145.0,1
21,3.0,22.0,2.0,89.0,1.16,1.0,1
22,44.0,3.0,3.0,1.67,0.52,285.0,1
23,3.0,45.0,1.0,19.0,14.0,59.0,1
24,5.4,26.0,2.0,3.4,0.93,73.0,1
25,2.0,25.0,1.0,32.0,2.0,82.0,1
26,1.44,38.0,1.0,3.44,14.0,114.0,1
27,23.84,10.0,2.0,8.26,1.0,41.0,1
28,25.0,93.0,1.0,0.4,33.0,27.0,0
29,28.0,40.0,1.0,6.0,15.0,1.0,0
30,14.5,47.0,1.0,7.5,35.0,79.0,1
31,3.0,79.0,1.0,1.0,12.0,10.0,1
32,65.0,0.0,1.0,2.0,0.0,1.0,1
33,6.0,0.0,1.0,29.0,0.0,69.0,1
34,3.5,0.0,1.0,7.5,0.0,71.0,1
35,1.0,55.0,1.0,29.0,1.0,20.0,1
36,37.0,0.0,1.0,24.5,0.0,17.0,1
37,4.75,4.0,1.0,34.5,3.0,203.0,1
38,13.0,7.0,1.0,82.0,2.0,1.0,1
39,1.0,42.0,1.0,128.0,36.0,0.0,1
40,2.2,64.0,1.0,24.8,4.0,512.0,1
41,2.0,36.0,1.0,31.0,2.0,4.0,1
42,1.33,1.0,1.0,103.33,1.0,103.0,1
43,4.0,37.0,1.0,32.0,3.0,5.0,1
44,32.47,0.0,2.0,64.26,0.0,135.0,1
45,50.5,62.0,1.0,1.5,13.0,7.0,1
46,26.0,81.0,2.0,1.0,0.93,8.0,1
47,3.25,132.0,1.0,48.0,34.0,20.0,1
48,87.0,84.0,1.0,11.0,51.0,21.0,1
49,24.0,85.0,1.0,6.5,52.0,23.0,1
50,6.96,133.0,2.0,31.25,0.0,458.0,1
51,1.0,86.0,2.0,63.0,0.0,13.0,1
52,20.0,87.0,1.0,0.0,53.0,57.0,1
53,9.64,136.0,1.0,25.73,38.0,57.0,1
54,8.54,11.0,1.0,27.38,2.0,232.0,1
55,25.0,13.0,3.0,0.17,0.01,656.0,1
56,2.37,7.0,1.0,38.32,3.0,615.0,1
57,91.0,95.0,1.0,2.0,57.0,57.0,1
58,2.0,14.0,1.0,32.5,5.0,52.0,1
59,9.2,19.0,1.0,83.4,3.0,59.0,1
60,4.89,20.0,1.0,13.56,11.0,155.0,1
61,2.0,20.0,1.0,5.0,11.0,1.0,1
62,19.0,5.0,1.0,6.0,3.0,1.0,0
63,1.0,39.0,1.0,16.0,4.0,1.0,1
64,7.67,160.0,1.0,77.89,57.0,84.0,1
65,12.53,23.0,1.0,73.2,14.0,228.0,1
66,38.5,111.0,1.0,0.0,62.0,3.0,1
67,19.09,164.0,1.0,37.36,60.0,232.0,1
68,3.0,14.0,1.0,23.0,12.0,2.0,0
69,37.0,162.0,1.0,121.0,56.0,1.0,0
70,1.75,4.0,1.0,88.0,3.0,26.0,1
71,3.9,29.0,1.0,39.4,19.0,442.0,1
72,7.33,16.0,3.0,10.67,0.5,147.0,1
73,9.13,22.0,1.0,29.6,19.0,141.0,1
74,16.0,7.0,1.0,8.0,7.0,85.0,1
75,7.0,28.0,1.0,3.0,25.0,2.0,0
76,13.0,33.0,1.0,3.0,21.0,1.0,0
77,17.0,34.0,1.0,11.0,31.0,9.0,1
78,40.18,1.0,3.0,43.0,0.33,474.0,1
79,56.0,41.0,1.0,1.0,38.0,12.0,1
80,9.33,19.0,1.0,19.0,16.0,50.0,1
81,35.33,56.0,2.0,10.33,1.0,6.0,1
82,21.62,26.0,3.0,16.54,0.61,308.0,1
83,19.0,3.0,1.0,46.0,1.0,189.0,1
84,1.0,43.0,1.0,27.0,40.0,8.0,1
85,22.17,2.0,2.0,97.67,0.0,255.0,1
86,9.95,20.0,1.0,96.1,17.0,214.0,1
87,10.0,25.0,1.0,40.0,21.0,2.0,0
88,6.0,27.0,1.0,0.5,23.0,156.0,1
89,10.0,28.0,1.0,8.0,24.0,2.0,0
90,20.0,0.0,1.0,142.0,0.0,77.0,1
91,29.0,47.0,1.0,10.0,44.0,1.0,0
92,61.0,48.0,1.0,0.0,45.0,1.0,1
93,8.0,103.0,1.0,56.0,23.0,2.0,0
94,3.17,6.0,1.0,170.67,1.0,58.0,1
95,59.0,147.0,1.0,15.0,79.0,41.0,1
96,38.0,64.0,1.0,11.0,29.0,1.0,0
97,63.25,47.0,1.0,19.75,2.0,36.0,1
98,21.0,54.0,1.0,84.5,51.0,26.0,1
99,28.0,49.0,1.0,7.4,32.0,50.0,1
100,3.0,0.0,1.0,3.0,0.0,6.0,1
101,3.67,65.0,2.0,131.13,1.0,551.0,1
102,8.0,12.0,2.0,16.0,0.81,35.0,1
103,4.67,42.0,1.0,29.08,38.0,46.0,1
104,6.0,70.0,1.0,7.67,34.0,22.0,1
105,32.0,175.0,1.0,8.0,71.0,2.0,0
106,9.73,66.0,2.0,6.0,1.09,87.0,1
107,35.44,192.0,2.0,3.0,0.63,183.0,1
108,43.0,68.0,1.0,5.0,65.0,2.0,0
109,5.57,3.0,3.0,11.29,0.07,244.0,1
110,8.75,1.0,1.0,3.75,1.0,174.0,1
111,3.0,52.0,2.0,6.89,0.5,34.0,1
112,12.0,55.0,1.0,5.55,51.0,396.0,1
113,36.0,73.0,1.0,7.0,70.0,2.0,0
114,22.29,79.0,1.0,13.36,76.0,76.0,1
115,41.0,0.0,1.0,0.0,0.0,7.0,1
116,5.0,12.0,1.0,155.0,12.0,45.0,1
117,31.0,83.0,1.0,3.0,79.0,2.0,0
118,9.62,165.0,2.0,34.75,1.16,96.0,1
119,83.0,85.0,1.0,7.0,80.0,3.0,1
120,2.0,0.0,1.0,146.25,0.0,129.0,1
121,46.0,79.0,1.0,4.0,37.0,33.0,1
122,11.72,201.0,2.0,18.34,0.63,253.0,1
123,35.84,81.0,4.0,2.21,0.33,270.0,1
124,52.0,11.0,1.0,9.0,7.0,2.0,0
125,41.0,65.0,1.0,5.0,43.0,4.0,1
126,43.5,65.0,1.0,7.5,57.0,64.0,1
127,63.25,7.0,1.0,5.25,4.0,51.0,1
128,19.0,54.0,1.0,29.0,16.0,2.0,0
129,94.0,68.0,1.0,0.0,45.0,6.0,1
130,10.0,68.0,1.0,33.0,60.0,243.0,1
131,48.2,7.0,2.0,0.0,0.55,61.0,1
132,34.5,73.0,2.0,19.25,0.5,515.0,1
133,37.21,32.0,2.0,17.95,0.96,278.0,1
134,4.5,4.0,1.0,28.5,4.0,3.0,1
135,12.12,79.0,1.0,36.38,69.0,243.0,1
136,14.0,0.0,1.0,55.0,0.0,110.0,1
137,16.5,86.0,1.0,39.5,7.0,592.0,1
138,80.0,41.0,1.0,3.0,16.0,43.0,1
139,34.14,237.0,2.0,6.69,0.63,221.0,1
140,91.0,195.0,1.0,3.0,50.0,1.0,0
141,7.5,0.0,1.0,25.0,0.0,15.0,1
142,5.0,11.0,1.0,82.0,5.0,1.0,0
143,4.0,40.0,1.0,6.0,17.0,0.0,1
144,6.0,20.0,1.0,12.0,12.0,20.0,1
145,16.0,0.0,1.0,53.0,0.0,12.0,1
146,10.04,42.0,3.0,2.83,0.1,416.0,1
147,4.71,0.0,2.0,49.71,0.0,176.0,1
148,23.0,101.0,1.0,55.0,45.0,56.0,1
149,6.75,102.0,1.0,68.12,46.0,252.0,1
150,21.0,18.0,1.0,24.0,17.0,2.0,0
151,34.0,28.0,2.0,1.0,0.02,242.0,1
152,46.0,48.0,1.0,9.5,24.0,17.0,1
153,52.5,34.0,1.0,2.0,20.0,9.0,1
154,37.88,228.0,2.0,11.75,1.16,151.0,1
155,131.0,36.0,1.0,5.5,22.0,143.0,1
156,25.5,12.0,1.0,8.0,12.0,74.0,1
157,6.5,4.0,1.0,66.0,2.0,42.0,1
158,16.0,5.0,1.0,57.0,0.0,10.0,1
159,52.0,0.0,1.0,0.0,0.0,3.0,1
160,7.5,10.0,2.0,50.5,1.06,15.0,1
161,17.6,2.0,1.0,42.2,2.0,84.0,1
162,52.33,33.0,1.0,45.67,10.0,15.0,1
163,12.5,0.0,1.0,108.5,0.0,36.0,1
164,10.33,154.0,2.0,12.11,1.0,544.0,1
165,50.0,118.0,2.0,14.8,1.0,762.0,1
