,nuc,aexp,ns,age,asexp,la,target
0,4.59,54.0,1.0,63.06,43.0,747.0,1
1,16.44,36.0,3.0,30.31,1.17,136.0,1
2,1.0,24.0,1.0,13.0,2.0,136.0,1
3,20.0,58.0,1.0,7.0,24.0,5.0,1
4,10.23,60.0,2.0,23.77,0.81,187.0,1
5,0.0,10.0,1.0,0.0,1.0,100.0,1
6,11.0,0.0,1.0,18.0,0.0,3.0,1
7,14.0,12.0,2.0,31.0,0.79,20.0,1
8,3.0,19.0,1.0,96.0,7.0,2.0,0
9,13.0,68.0,1.0,5.0,17.0,1.0,0
10,10.0,44.0,1.0,0.0,40.0,0.0,1
11,14.36,72.0,2.0,38.55,1.0,156.0,1
12,20.0,15.0,1.0,4.0,6.0,2.0,0
13,10.0,2.0,2.0,14.67,0.75,21.0,1
14,18.0,6.0,1.0,5.0,1.0,6.0,1
15,21.0,5.0,1.0,21.0,3.0,1.0,0
16,12.0,6.0,1.0,0.0,5.0,1.0,1
17,24.0,4.0,1.0,6.0,3.0,1.0,0
18,36.25,20.0,2.0,13.12,0.79,36.0,1
19,19.95,3.0,2.0,13.67,1.0,842.0,1
20,23.97,49.0,2.0,1.0,1.0,251.0,1
21,11.92,15.0,2.0,8.75,1.16,71.0,1
22,23.67,18.0,2.0,0.67,1.16,7.0,1
23,23.4,21.0,2.0,4.0,1.16,145.0,1
24,6.75,26.0,2.0,53.75,0.63,51.0,1
25,2.0,78.0,1.0,2.0,2.0,2.0,1
26,36.4,0.0,2.0,13.7,0.0,129.0,1
27,33.31,33.0,2.0,11.92,0.63,63.0,1
28,65.67,17.0,2.0,16.67,1.0,27.0,1
29,4.8,1.0,1.0,14.8,1.0,223.0,1
30,4.5,52.0,1.0,5.0,20.0,187.0,1
31,0.0,62.0,1.0,0.0,2.0,19.0,1
32,25.0,93.0,1.0,0.4,33.0,27.0,0
33,5.43,31.0,2.0,3.71,0.29,156.0,1
34,28.0,40.0,1.0,6.0,15.0,1.0,0
35,15.8,0.0,2.0,11.0,0.0,163.0,1
36,3.0,79.0,1.0,1.0,12.0,10.0,1
37,65.0,0.0,1.0,2.0,0.0,1.0,1
38,6.0,0.0,1.0,29.0,0.0,69.0,1
39,45.0,0.0,1.0,23.0,0.0,1.0,1
40,40.0,53.0,1.0,0.0,37.0,20.0,1
41,1.0,55.0,1.0,29.0,1.0,20.0,1
42,5.0,22.0,1.0,0.0,7.0,2.0,1
43,37.0,0.0,1.0,24.5,0.0,17.0,1
44,18.0,63.0,2.0,56.88,0.63,69.0,1
45,28.51,33.0,2.0,139.53,0.93,727.0,1
46,7.5,105.0,1.0,20.75,7.0,71.0,1
47,13.0,7.0,1.0,82.0,2.0,1.0,1
48,3.64,111.0,1.0,20.4,13.0,283.0,1
49,75.0,0.0,1.0,15.0,0.0,9.0,1
50,24.0,77.0,2.0,36.33,0.63,37.0,1
51,0.5,66.0,1.0,0.5,6.0,95.0,1
52,3.0,49.0,1.0,1.5,43.0,123.0,1
53,22.0,51.0,1.0,0.0,45.0,1.0,1
54,9.0,58.0,1.0,20.0,52.0,16.0,1
55,5.6,119.0,1.0,22.4,21.0,54.0,1
56,80.0,0.0,1.0,0.0,0.0,6.0,1
57,4.23,7.0,2.0,75.77,0.11,204.0,1
58,8.88,67.0,1.0,8.75,61.0,22.0,1
59,6.15,129.0,1.0,0.0,31.0,584.0,1
60,25.6,86.0,3.0,1.4,0.0,177.0,1
61,50.5,62.0,1.0,1.5,13.0,7.0,1
62,18.78,108.0,2.0,21.0,0.63,38.0,1
63,9.0,68.0,1.0,5.0,62.0,2.0,0
64,26.0,81.0,2.0,1.0,0.93,8.0,1
65,1.2,4.0,1.0,6.4,1.0,116.0,1
66,57.8,114.0,2.0,55.8,0.63,40.0,1
67,9.0,73.0,1.0,17.0,66.0,2.0,0
68,9.64,136.0,1.0,25.73,38.0,57.0,1
69,16.17,92.0,1.0,37.5,55.0,125.0,1
70,27.7,51.0,2.0,0.0,0.98,357.0,1
71,91.0,95.0,1.0,2.0,57.0,57.0,1
72,20.89,32.0,2.0,0.78,1.0,297.0,1
73,9.86,1.0,1.0,12.29,1.0,201.0,1
74,2.0,29.0,1.0,3.0,15.0,5.0,1
75,8.0,42.0,1.0,43.0,20.0,3.0,1
76,23.75,2.0,1.0,43.0,0.0,62.0,1
77,9.0,106.0,1.0,60.0,17.0,73.0,1
78,17.0,107.0,1.0,6.0,18.0,53.0,1
79,19.0,5.0,1.0,6.0,3.0,1.0,0
80,3.0,94.0,1.0,52.0,17.0,20.0,1
81,54.5,2.0,1.0,18.0,1.0,136.0,1
82,76.0,150.0,2.0,34.0,0.63,12.0,1
83,1.0,11.0,1.0,0.0,10.0,9.0,1
84,19.67,4.0,1.0,135.0,1.0,2.0,1
85,24.0,154.0,1.0,12.0,6.0,6.0,1
