,nuc,aexp,ns,age,asexp,la,target
0,13.87,130.0,2.0,71.6,0.93,85.0,1
1,16.44,36.0,3.0,30.31,1.17,136.0,1
2,3.0,37.0,1.0,141.0,30.0,2.0,0
3,5.28,35.0,3.0,9.94,0.45,291.0,1
4,14.79,22.0,2.0,14.07,1.0,392.0,1
5,14.43,296.0,3.0,8.57,0.49,98.0,1
6,10.0,48.0,1.0,3.0,19.0,29.0,1
7,3.5,6.0,1.0,108.5,2.0,43.0,1
8,7.71,12.0,1.0,139.14,3.0,124.0,1
9,29.83,8.0,1.0,18.0,8.0,493.0,1
10,6.81,11.0,2.0,128.19,0.0,533.0,1
11,5.0,59.0,2.0,0.0,1.0,2.0,1
12,14.0,12.0,2.0,31.0,0.79,20.0,1
13,3.0,19.0,1.0,96.0,7.0,2.0,0
14,0.0,4.0,1.0,0.0,1.0,82.0,1
15,13.0,68.0,1.0,5.0,17.0,1.0,0
16,14.0,0.0,1.0,8.0,0.0,18.0,1
17,20.0,15.0,1.0,4.0,6.0,2.0,0
18,4.11,1.0,1.0,68.11,1.0,1330.0,1
19,18.0,6.0,1.0,5.0,1.0,6.0,1
20,21.0,5.0,1.0,21.0,3.0,1.0,0
21,21.0,5.0,1.0,0.0,4.0,4.0,1
22,12.0,14.0,1.0,61.0,10.0,6.0,1
23,4.0,0.0,1.0,103.0,0.0,3.0,1
24,24.0,4.0,1.0,6.0,3.0,1.0,0
25,25.29,12.0,2.0,57.17,1.0,463.0,1
26,12.0,18.0,1.0,1.0,3.0,20.0,1
27,9.0,24.0,1.0,0.0,5.0,2.0,1
28,1.45,77.0,2.0,17.8,0.0,270.0,1
29,2.0,78.0,1.0,2.0,2.0,2.0,1
30,4.4,5.0,1.0,13.4,1.0,751.0,1
31,1.22,1.0,1.0,6.91,0.0,172.0,1
32,2.33,9.0,1.0,8.33,3.0,36.0,1
33,5.0,15.0,1.0,1.0,9.0,1.0,1
34,1.33,27.0,2.0,12.0,0.0,124.0,1
35,25.0,93.0,1.0,0.4,33.0,27.0,0
36,1.0,15.0,1.0,1.0,5.0,1.0,1
37,28.0,40.0,1.0,6.0,15.0,1.0,0
38,3.5,0.0,1.0,7.5,0.0,71.0,1
39,21.8,21.0,4.0,44.6,0.26,458.0,1
40,0.7,31.0,1.0,0.5,25.0,996.0,1
41,0.0,0.0,1.0,0.0,0.0,3.0,1
42,1.8,104.0,1.0,2.87,6.0,776.0,1
43,7.5,105.0,1.0,20.75,7.0,71.0,1
44,2.05,106.0,1.0,22.62,8.0,912.0,1
45,2.18,108.0,1.0,7.84,10.0,607.0,1
46,7.18,110.0,3.0,2.09,0.0,670.0,1
47,1.0,39.0,1.0,123.0,33.0,0.0,1
48,3.0,114.0,1.0,0.0,16.0,8.0,1
49,3.0,65.0,1.0,0.0,5.0,5.0,1
50,9.33,47.0,1.0,5.0,41.0,26.0,1
51,9.5,0.0,1.0,124.0,0.0,29.0,1
52,16.33,57.0,1.0,19.67,51.0,71.0,1
53,11.07,97.0,4.0,43.25,0.4,56.0,1
54,32.47,0.0,2.0,64.26,0.0,135.0,1
55,25.6,86.0,3.0,1.4,0.0,177.0,1
56,26.83,77.0,2.0,19.0,1.16,39.0,1
57,18.78,108.0,2.0,21.0,0.63,38.0,1
58,19.5,65.0,2.0,8.5,0.43,1.0,1
59,15.82,131.0,3.0,6.36,0.0,546.0,1
60,3.25,132.0,1.0,48.0,34.0,20.0,1
61,57.8,114.0,2.0,55.8,0.63,40.0,1
62,9.0,73.0,1.0,17.0,66.0,2.0,0
63,1.0,86.0,2.0,63.0,0.0,13.0,1
64,3.07,89.0,1.0,22.67,12.0,1009.0,1
65,27.7,51.0,2.0,0.0,0.98,357.0,1
66,33.33,6.0,2.0,17.0,0.52,31.0,1
67,7.0,101.0,2.0,9.25,0.0,166.0,1
68,4.0,1.0,1.0,3.0,1.0,115.0,1
69,23.75,2.0,1.0,43.0,0.0,62.0,1
70,3.82,108.0,2.0,27.09,0.0,554.0,1
71,19.0,5.0,1.0,6.0,3.0,1.0,0
72,5.0,159.0,1.0,88.0,56.0,2.0,0
73,28.17,12.0,5.0,40.33,0.05,21.0,1
74,24.0,0.0,1.0,12.0,0.0,32.0,1
75,3.0,0.0,1.0,104.0,0.0,1.0,1
76,29.0,44.0,1.0,2.0,22.0,15.0,1
77,28.75,46.0,1.0,21.75,23.0,133.0,1
78,14.0,0.0,1.0,4.0,0.0,2.0,1
79,41.93,19.0,2.0,37.29,0.13,452.0,1
80,3.0,14.0,1.0,23.0,12.0,2.0,0
81,5.0,60.0,1.0,129.0,3.0,20.0,1
82,37.0,162.0,1.0,121.0,56.0,1.0,0
83,15.5,163.0,1.0,83.0,57.0,87.0,1
84,32.5,5.0,2.0,25.0,0.16,2.0,1
85,4.0,5.0,1.0,98.5,0.0,42.0,1
86,7.0,28.0,1.0,3.0,25.0,2.0,0
87,43.27,52.0,3.0,35.77,0.5,837.0,1
88,12.0,31.0,1.0,5.0,28.0,4.0,1
89,13.0,33.0,1.0,3.0,21.0,1.0,0
90,20.6,165.0,1.0,24.2,61.0,18.0,1
91,15.0,36.0,1.0,13.0,33.0,126.0,1
92,19.75,40.0,1.0,9.5,37.0,189.0,1
93,9.33,19.0,1.0,19.0,16.0,50.0,1
94,22.17,2.0,2.0,97.67,0.0,255.0,1
95,9.95,20.0,1.0,96.1,17.0,214.0,1
96,1.5,35.0,1.0,20.5,23.0,48.0,1
97,26.5,8.0,1.0,23.0,8.0,19.0,1
98,11.5,22.0,1.0,34.0,19.0,1075.0,1
99,18.56,29.0,2.0,50.33,0.28,463.0,1
100,4.0,24.0,1.0,0.0,3.0,76.0,1
101,10.0,25.0,1.0,40.0,21.0,2.0,0
102,10.0,28.0,1.0,8.0,24.0,2.0,0
103,39.0,7.0,1.0,47.0,0.0,1.0,1
104,2.0,45.0,1.0,19.0,42.0,0.0,1
105,29.0,47.0,1.0,10.0,44.0,1.0,0
106,26.5,29.0,2.0,108.0,0.5,78.0,1
107,7.59,145.0,2.0,73.94,0.93,498.0,1
108,8.0,103.0,1.0,56.0,23.0,2.0,0
109,12.5,3.0,1.0,21.25,2.0,4.0,1
110,60.0,36.0,1.0,9.0,10.0,34.0,1
111,38.0,64.0,1.0,11.0,29.0,1.0,0
112,42.0,56.0,2.0,26.0,1.09,108.0,1
113,23.77,61.0,4.0,106.0,0.33,484.0,1
114,20.0,66.0,1.0,50.0,31.0,3.0,1
115,10.59,4.0,1.0,73.71,1.0,465.0,1
116,2.33,0.0,1.0,125.67,0.0,114.0,1
117,35.44,192.0,2.0,3.0,0.63,183.0,1
118,43.0,68.0,1.0,5.0,65.0,2.0,0
119,21.58,177.0,2.0,10.74,0.0,478.0,1
120,0.0,5.0,2.0,0.0,0.28,466.0,1
121,17.5,6.0,4.0,7.1,0.1,198.0,1
122,9.17,54.0,2.0,3.0,0.5,304.0,1
123,36.0,73.0,1.0,7.0,70.0,2.0,0
124,22.0,74.0,1.0,16.0,71.0,231.0,1
125,31.0,83.0,1.0,3.0,79.0,2.0,0
126,5.33,10.0,1.0,28.67,3.0,6.0,1
127,35.84,81.0,4.0,2.21,0.33,270.0,1
128,52.0,11.0,1.0,9.0,7.0,2.0,0
129,43.5,65.0,1.0,7.5,57.0,64.0,1
130,63.25,7.0,1.0,5.25,4.0,51.0,1
131,1.0,62.0,1.0,0.0,16.0,0.0,1
132,19.0,54.0,1.0,29.0,16.0,2.0,0
133,10.0,68.0,1.0,33.0,60.0,243.0,1
134,19.64,70.0,2.0,26.18,0.03,354.0,1
135,19.5,116.0,2.0,4.25,0.38,17.0,1
136,7.6,15.0,1.0,31.4,9.0,16.0,1
137,34.5,73.0,2.0,19.25,0.5,515.0,1
138,14.0,0.0,1.0,55.0,0.0,110.0,1
139,28.5,229.0,2.0,28.25,0.25,1.0,1
140,16.5,86.0,1.0,39.5,7.0,592.0,1
141,44.0,36.0,1.0,4.0,7.0,7.0,1
142,14.4,89.0,2.0,15.2,1.0,5.0,1
143,28.2,14.0,2.0,1.5,0.56,806.0,1
144,5.0,11.0,1.0,82.0,5.0,1.0,0
145,17.11,10.0,4.0,21.67,0.0,731.0,1
146,5.0,41.0,2.0,11.75,0.39,273.0,1
147,29.33,1.0,1.0,9.67,1.0,111.0,1
148,20.0,206.0,2.0,23.31,1.16,504.0,1
149,48.89,254.0,2.0,2.89,0.63,201.0,1
150,18.0,25.0,1.0,0.0,16.0,1.0,1
151,23.0,101.0,1.0,55.0,45.0,56.0,1
152,21.0,18.0,1.0,24.0,17.0,2.0,0
153,83.33,216.0,2.0,9.93,1.16,332.0,1
154,25.57,99.0,3.0,3.86,0.17,813.0,1
155,1.0,14.0,1.0,26.0,8.0,2.0,1
156,42.0,101.0,1.0,12.33,85.0,270.0,1
157,2.62,269.0,4.0,3.21,0.14,173.0,1
158,52.93,230.0,2.0,14.47,1.16,663.0,1
159,9.0,129.0,1.0,31.44,33.0,313.0,1
160,13.0,87.0,1.0,13.0,59.0,6.0,1
161,15.87,63.0,4.0,75.4,0.13,419.0,1
162,16.0,5.0,1.0,57.0,0.0,10.0,1
163,2.0,55.0,1.0,117.0,28.0,28.0,1
164,27.68,296.0,4.0,85.18,0.4,505.0,1
165,49.2,248.0,3.0,28.4,0.54,628.0,1
166,29.63,251.0,2.0,78.69,1.16,685.0,1
167,1.0,61.0,1.0,6.0,8.0,7.0,1
168,18.69,148.0,2.0,27.92,1.0,215.0,1
169,32.29,229.0,2.0,11.43,0.0,16.0,1
170,17.82,156.0,2.0,9.91,1.0,683.0,1
171,40.9,121.0,3.0,38.5,0.5,416.0,1
172,14.0,45.0,1.0,6.0,26.0,2.0,0
173,15.0,125.0,1.0,74.0,11.0,2.0,0
174,63.0,5.0,1.0,0.0,3.0,1.0,0
