,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,2.12,53.0,2.26,3.0,0.25,0.01,311.0,3.0,False
1,6.43,51.0,2.92,7.0,0.0,0.17,67.0,112.0,True
2,2.69,71.0,3.26,2.0,0.0,0.0,647.0,0.0,False
3,4.48,253.0,4.54,8.0,4.35,0.0,87.0,108.0,False
4,0.94,310.0,3.2,2.0,5.94,0.22,35.0,118.0,False
5,2.48,314.0,4.95,3.0,18.9,0.06,530.0,2.0,False
6,6.04,449.0,3.57,2.0,15.65,0.22,34.0,1502.0,False
7,1.72,456.0,3.84,2.0,17.38,0.22,252.0,393.0,False
8,5.25,613.0,1.27,3.0,13.25,0.05,19.0,74.0,False
9,4.95,650.0,4.08,3.0,23.0,0.05,204.0,71.0,False
10,4.93,651.0,2.67,2.0,14.64,0.22,71.0,78.0,False
11,1.71,657.0,3.35,2.0,0.21,0.22,840.0,0.0,False
12,4.3,674.0,3.65,2.0,5.9,0.22,602.0,16.0,False
13,4.0,753.0,1.86,2.0,30.5,0.22,253.0,52.0,False
14,3.13,770.0,4.3,2.0,23.63,0.22,1470.0,188.0,False
15,7.95,786.0,3.47,2.0,33.91,0.22,301.0,31.0,False
16,8.61,825.0,2.6,2.0,44.83,0.04,174.0,257.0,False
17,22.5,29.0,2.62,3.0,38.9,0.39,71.0,36.0,False
18,15.82,928.0,2.87,3.0,21.64,0.06,356.0,1.0,False
19,4.25,33.0,3.95,1.0,41.64,15.0,145.0,235.0,False
20,1.71,37.0,3.69,1.0,81.53,19.0,4.0,723.0,False
21,5.88,107.0,2.23,2.0,2.75,0.42,95.0,98.0,False
22,4.8,97.0,2.74,1.0,45.0,56.0,80.0,204.0,False
23,3.75,306.0,2.63,2.0,5.0,0.44,72.0,35.0,False
24,5.41,315.0,4.53,2.0,65.49,0.99,516.0,226.0,False
25,4.29,381.0,1.41,2.0,43.43,0.99,109.0,62.0,False
26,7.0,366.0,2.16,3.0,23.71,0.49,99.0,17.0,False
27,7.63,392.0,3.74,2.0,39.93,0.99,918.0,119.0,False
28,13.0,748.5,1.26,2.0,12.67,0.22,208.0,136.0,False
29,7.74,171.0,4.01,2.0,95.63,1.25,26.0,30.0,False
30,12.76,520.0,3.43,3.0,48.76,0.49,78.0,78.0,False
31,20.91,2.0,2.98,2.0,19.27,0.75,296.0,223.0,False
32,19.12,873.0,2.34,3.0,20.75,0.5,30.0,36.0,False
33,3.8,920.0,1.76,2.0,218.8,0.99,25.0,43.0,False
34,34.0,973.0,2.17,2.0,0.8,0.99,37.0,78.0,False
35,4.0,657.0,1.06,2.0,0.67,0.44,38.0,65.0,False
36,16.5,1041.0,3.68,2.0,33.86,0.99,1046.0,74.0,False
37,14.98,1058.5,4.44,2.0,28.33,0.99,307.0,247.0,False
38,15.12,1108.5,4.11,1.0,55.33,599.0,237.0,632.0,False
39,18.5,1180.0,2.21,2.0,45.33,0.99,123.0,53.0,False
40,9.79,1222.0,5.64,3.0,274.92,0.46,8.0,5560.0,False
41,11.8,188.0,2.98,2.0,13.07,0.84,15.0,55.0,False
42,6.14,1345.0,4.12,2.0,8.14,0.99,938.0,4.0,False
43,10.17,816.5,2.1,4.0,17.67,0.33,23.0,21.0,False
44,8.18,811.5,2.71,5.0,34.27,0.25,72.0,80.0,False
45,3.56,1408.0,2.96,1.0,42.78,889.0,193.0,257.0,False
46,24.39,1429.0,2.9,2.0,40.17,0.99,167.0,27.0,False
47,43.09,18.33,2.97,5.0,22.04,0.21,214.0,45.0,False
48,39.6,25.83,0.74,2.0,63.2,0.02,91.0,87.0,False
49,15.43,865.5,2.23,3.0,16.29,0.15,29.0,17.0,False
50,5.44,868.5,2.4,1.0,1.0,720.0,156.0,151.0,False
51,7.11,1568.0,2.07,2.0,155.22,0.99,158.0,70.0,False
52,2.3,1608.5,2.71,2.0,12.5,0.13,588.0,4.0,False
53,2.25,1621.0,2.69,3.0,0.5,0.5,27.0,27.0,False
54,3.25,1650.0,2.18,1.0,1.38,1020.0,125.0,150.0,False
55,5.57,1651.5,2.99,2.0,2.5,0.99,253.0,377.0,False
56,7.95,226.5,4.14,2.0,112.95,1.25,131.0,138.0,False
57,6.71,233.5,3.65,2.0,230.24,1.25,38.0,28.0,False
58,3.53,27.0,4.61,1.0,104.47,26.0,2340.0,352.0,False
59,19.65,1725.5,3.25,2.0,89.7,0.99,389.0,112.0,False
60,6.56,1747.5,5.8,1.0,152.33,1097.0,371.0,524.0,False
61,43.0,933.0,1.56,3.0,7.8,0.17,81.0,4.0,False
62,6.18,1790.0,3.77,2.0,38.29,0.99,136.0,10.0,False
63,33.0,1892.5,3.5,2.0,23.69,0.99,354.0,183.0,False
64,5.33,1916.5,1.57,2.0,3.5,0.99,42.0,37.0,False
65,4.08,1935.5,2.54,2.0,14.67,0.99,468.0,11.0,False
66,2.05,24.0,3.54,1.0,88.82,14.0,177.0,214.0,False
67,10.54,1938.33,3.35,2.0,46.08,0.99,426.0,12.0,False
68,7.05,1961.33,3.22,1.0,33.37,1316.0,110.0,451.0,False
69,14.11,1996.83,2.78,2.0,68.44,0.99,458.0,33.0,False
70,31.75,2029.5,2.38,2.0,119.67,0.99,56.0,81.0,False
71,10.08,0.0,3.17,2.0,53.92,0.0,290.0,33.0,True
72,0.5,2045.33,1.97,1.0,186.5,1564.0,0.0,313.0,False
73,9.03,2068.17,4.53,2.0,248.39,0.99,201.0,1611.0,False
74,20.43,2090.5,2.66,2.0,13.5,0.99,507.0,6.0,False
75,11.25,2098.17,2.54,2.0,102.83,0.99,51.0,44.0,False
76,10.79,2102.5,3.1,2.0,17.21,0.99,60.0,33.0,False
77,15.59,2106.17,3.52,1.0,50.35,1640.0,588.0,95.0,False
78,25.47,2158.17,3.57,2.0,49.26,0.99,763.0,98.0,False
79,22.0,2288.67,3.08,2.0,5.1,0.99,54.0,23.0,False
80,5.43,2301.5,2.21,2.0,39.57,0.87,191.0,24.0,False
81,28.94,1223.83,2.43,4.0,79.83,0.08,126.0,129.0,False
82,17.27,2304.33,4.93,3.0,0.0,0.46,2715.0,0.0,False
83,8.07,0.0,4.22,2.0,29.29,0.0,1531.0,1.0,True
84,5.0,2324.67,1.03,1.0,1.0,138.0,292.0,254.0,False
85,24.8,2375.5,3.11,2.0,2.47,0.01,857.0,0.0,False
86,10.39,2409.5,3.31,2.0,159.13,0.99,185.0,48.0,False
87,2.0,2413.83,0.58,2.0,2.0,0.0,26.0,346.0,False
88,7.0,2425.5,2.16,2.0,100.29,0.99,75.0,15.0,False
89,17.5,2483.67,2.39,2.0,63.38,0.99,307.0,5.0,False
90,34.0,2530.25,3.11,2.0,11.8,0.99,554.0,1.0,False
91,9.0,2532.25,2.42,2.0,87.86,0.99,292.0,19.0,False
92,20.12,2548.75,2.61,2.0,19.62,0.99,337.0,10.0,False
93,0.0,2550.33,3.51,2.0,0.0,0.99,617.0,0.0,True
94,0.0,2551.33,3.5,2.0,0.0,0.99,645.0,0.0,True
95,0.0,2554.17,4.37,2.0,0.0,0.99,1210.0,0.0,True
96,1.5,2571.0,1.74,2.0,32.75,0.99,92.0,25.0,False
97,13.44,2562.17,2.18,1.0,25.78,2191.0,374.0,158.0,False
98,7.16,0.0,5.08,1.0,158.25,0.0,942.0,435.0,True
99,19.54,0.0,3.97,3.0,41.12,0.0,586.0,61.0,True
100,18.17,2605.92,2.22,2.0,34.33,0.99,166.0,7.0,False
101,3.04,2599.42,4.98,1.0,17.14,2324.0,4209.0,952.0,False
102,6.0,8.0,1.49,1.0,0.0,6.0,8.0,290.0,False
103,1.8,149.92,1.93,2.0,4.0,0.7,47.0,112.0,False
104,7.07,323.25,5.76,1.0,310.56,391.0,144.0,173.0,False
105,8.41,161.0,3.72,1.0,88.29,114.0,135.0,248.0,False
106,31.14,2593.5,4.18,3.0,87.5,0.5,939.0,64.0,False
107,5.79,0.0,3.69,3.0,82.59,0.0,23.0,161.0,True
108,51.76,2615.33,3.35,4.0,40.53,0.33,794.0,2.0,False
109,46.43,2595.17,2.24,2.0,26.43,0.99,146.0,11.0,False
110,104.6,2690.98,2.71,3.0,173.9,0.46,223.0,129.0,False
111,16.29,2697.57,2.57,2.0,56.57,0.99,237.0,19.0,False
112,249.75,2695.98,0.99,3.0,0.0,0.0,50.0,0.0,False
113,27.14,144.0,2.36,3.0,35.43,0.8,7.0,26.0,False
114,8.39,155.0,3.98,2.0,332.39,1.4,31.0,49.0,False
115,47.4,2599.42,3.98,2.0,0.95,0.87,1333.0,0.0,False
116,2.43,279.68,2.54,2.0,0.0,0.0,226.0,33.0,True
117,3.0,283.68,2.63,2.0,37.27,0.22,247.0,23.0,False
