,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.0,0.0,5.07,1.0,0.0,0.0,2295.0,0.0,True
1,2.31,12.0,3.27,2.0,0.0,0.25,343.0,94.0,False
2,2.78,21.0,3.58,2.0,0.0,0.25,393.0,180.0,False
3,1.55,30.0,3.68,3.0,0.05,0.06,633.0,84.0,False
4,2.25,71.0,3.29,2.0,0.17,0.22,498.0,84.0,False
5,0.0,114.0,3.46,1.0,0.0,0.0,1096.0,0.0,True
6,3.93,124.0,3.89,6.0,2.79,0.01,358.0,520.0,False
7,6.43,51.0,2.92,7.0,0.0,0.17,67.0,112.0,True
8,0.0,140.0,3.55,1.0,0.0,0.0,2192.0,0.0,True
9,0.0,201.0,3.82,1.0,0.0,0.0,1117.0,0.0,True
10,3.11,216.0,3.08,4.0,10.56,0.02,11.0,14.0,False
11,0.0,262.0,4.57,1.0,0.0,0.0,1812.0,0.0,True
12,3.8,289.0,3.35,3.0,1.45,0.0,605.0,65.0,False
13,0.0,0.0,2.46,2.0,0.0,0.0,1520.0,0.0,True
14,0.0,373.0,2.49,2.0,0.0,0.22,323.0,0.0,True
15,2.31,393.0,3.33,2.0,0.31,0.22,414.0,8.0,False
16,0.06,398.0,4.85,1.0,0.18,200.0,1601.0,99.0,False
17,16.4,116.0,1.49,2.0,1.2,0.0,358.0,2.0,False
18,0.61,148.0,5.3,1.0,4.26,31.0,3835.0,115.0,False
19,1.16,153.0,4.21,2.0,9.16,0.0,285.0,5.0,False
20,1.71,714.0,2.58,2.0,16.43,0.22,238.0,1.0,False
21,4.8,757.0,1.82,2.0,7.8,0.22,266.0,25.0,False
22,1.57,788.0,2.7,2.0,18.29,0.22,237.0,21.0,False
23,8.61,825.0,2.6,2.0,44.83,0.04,174.0,257.0,False
24,3.06,833.0,3.57,2.0,19.59,0.22,507.0,26.0,False
25,3.25,899.0,3.22,2.0,38.25,0.22,399.0,34.0,False
26,5.19,48.0,4.08,2.0,3.29,0.99,747.0,8.0,False
27,1.95,123.0,4.05,1.0,0.25,77.0,1068.0,1.0,False
28,8.45,73.0,3.14,2.0,7.18,1.25,323.0,7.0,False
29,7.33,144.0,3.23,2.0,13.72,0.44,1042.0,92.0,False
30,7.9,911.5,5.29,2.0,39.25,0.22,328.0,85.0,False
31,9.0,77.0,2.11,3.0,97.62,0.46,573.0,449.0,False
32,18.18,908.5,2.95,2.0,1.55,0.22,377.0,14.0,False
33,6.29,84.0,4.84,3.0,56.69,0.61,44.0,35.0,False
34,12.56,210.0,2.62,2.0,16.44,0.44,180.0,9.0,False
35,48.25,219.0,1.6,4.0,4.0,0.33,14.0,7.0,False
36,32.73,320.0,2.84,3.0,30.91,0.5,59.0,94.0,False
37,5.38,825.5,2.58,2.0,54.12,0.22,273.0,23.0,False
38,10.46,403.0,3.13,2.0,81.69,0.44,136.0,33.0,False
39,20.45,5.0,2.84,2.0,25.18,0.66,192.0,5.0,False
40,12.0,741.5,1.58,3.0,38.67,0.05,683.0,466.0,False
41,20.83,487.0,2.98,3.0,8.42,0.17,311.0,58.0,False
42,10.34,173.0,5.18,2.0,126.68,1.25,46.0,62.0,False
43,20.2,548.0,2.66,2.0,37.8,0.44,337.0,2.0,False
44,16.33,675.0,2.64,3.0,13.2,0.5,498.0,141.0,False
45,7.42,775.0,5.06,3.0,23.12,0.5,416.0,339.0,False
