,nuc,arexp,ent,ns,age,asexp,la,ld,target
0,0.0,0.0,5.07,1.0,0.0,0.0,2295.0,0.0,True
1,2.44,7.0,2.34,3.0,0.0,0.5,337.0,18.0,False
2,2.78,21.0,3.58,2.0,0.0,0.25,393.0,180.0,False
3,0.0,20.0,3.44,1.0,0.0,0.0,1003.0,0.0,True
4,2.09,43.0,4.44,3.0,0.23,0.06,342.0,401.0,False
5,1.12,57.0,2.15,2.0,0.0,0.22,706.0,0.0,False
6,1.88,63.0,2.08,3.0,0.0,0.0,757.0,35.0,False
7,0.0,114.0,3.46,1.0,0.0,0.0,1096.0,0.0,True
8,0.0,140.0,3.55,1.0,0.0,0.0,2192.0,0.0,True
9,0.0,12.0,2.66,1.0,0.0,0.0,600.0,0.0,True
10,0.0,201.0,3.82,1.0,0.0,0.0,1117.0,0.0,True
11,2.79,240.0,4.51,2.0,1.28,0.22,962.0,188.0,False
12,2.69,255.0,3.24,2.0,1.38,0.22,595.0,36.0,False
13,0.0,262.0,4.57,1.0,0.0,0.0,1812.0,0.0,True
14,4.7,294.0,3.35,4.0,5.0,0.02,837.0,10.0,False
15,0.0,0.0,2.46,2.0,0.0,0.0,1520.0,0.0,True
16,2.22,362.0,3.62,2.0,9.78,0.22,646.0,110.0,False
17,2.77,364.0,3.47,1.0,3.62,181.0,846.0,119.0,False
18,4.81,368.0,3.91,2.0,34.31,0.22,554.0,178.0,False
19,3.91,375.0,4.0,3.0,0.73,0.06,1298.0,37.0,False
20,2.67,395.0,3.42,2.0,0.0,0.22,420.0,28.0,False
21,2.1,396.0,4.16,2.0,4.08,0.22,884.0,443.0,False
22,4.33,454.0,3.77,3.0,9.47,0.05,875.0,196.0,False
23,1.5,493.0,3.32,2.0,3.0,0.0,362.0,106.0,False
24,0.64,593.0,3.69,2.0,2.29,0.22,558.0,126.0,False
25,5.89,653.0,3.58,4.0,6.68,0.02,771.0,76.0,False
26,6.0,662.0,2.84,2.0,6.73,0.22,551.0,56.0,False
27,10.38,666.0,3.42,2.0,6.56,0.22,422.0,11.0,False
28,4.3,674.0,3.65,2.0,5.9,0.22,602.0,16.0,False
29,2.27,16.0,2.59,2.0,4.36,0.24,452.0,1.0,False
30,1.16,153.0,4.21,2.0,9.16,0.0,285.0,5.0,False
31,1.94,725.0,3.52,2.0,3.71,0.22,520.0,9.0,False
32,2.82,25.0,3.12,1.0,0.0,18.0,641.0,0.0,False
33,15.82,928.0,2.87,3.0,21.64,0.06,356.0,1.0,False
34,6.85,947.0,3.42,1.0,0.92,521.0,559.0,2.0,False
35,5.19,48.0,4.08,2.0,3.29,0.99,747.0,8.0,False
36,1.95,123.0,4.05,1.0,0.25,77.0,1068.0,1.0,False
37,18.18,908.5,2.95,2.0,1.55,0.22,377.0,14.0,False
38,0.53,194.0,3.77,1.0,0.24,22.0,730.0,5.0,False
39,9.36,233.0,5.09,2.0,37.45,0.44,1405.0,524.0,False
40,2.05,881.5,3.65,1.0,3.7,422.0,887.0,0.0,False
41,0.0,19.0,3.15,1.0,0.0,14.0,646.0,0.0,False
42,9.54,372.0,3.32,2.0,23.23,0.44,387.0,60.0,False
43,7.63,392.0,3.74,2.0,39.93,0.99,918.0,119.0,False
44,12.0,741.5,1.58,3.0,38.67,0.05,683.0,466.0,False
45,16.28,752.5,3.43,3.0,0.5,0.06,400.0,54.0,False
46,2.8,165.0,2.73,1.0,111.9,92.0,614.0,84.0,False
47,0.0,100.0,2.94,1.0,0.0,55.0,1025.0,0.0,False
48,18.63,127.0,3.27,3.0,1.95,0.37,1101.0,3.0,False
49,0.0,149.0,3.12,1.0,0.0,84.0,655.0,0.0,False
50,16.59,860.0,3.53,2.0,26.59,0.99,544.0,208.0,False
51,11.85,953.0,4.24,2.0,4.9,0.99,292.0,188.0,False
52,13.95,1020.0,3.89,3.0,6.18,0.5,748.0,145.0,False
53,16.5,1041.0,3.68,2.0,33.86,0.99,1046.0,74.0,False
54,14.98,1058.5,4.44,2.0,28.33,0.99,307.0,247.0,False
55,4.38,1075.0,3.22,2.0,9.85,0.99,581.0,41.0,False
56,11.0,1100.0,4.14,1.0,67.61,594.0,573.0,261.0,False
57,19.71,1113.5,3.27,2.0,5.29,0.99,378.0,21.0,False
58,24.83,1117.0,2.93,2.0,3.17,0.99,368.0,58.0,False
59,12.61,1129.5,3.14,3.0,30.3,0.5,387.0,329.0,False
60,14.83,1134.0,3.71,1.0,4.26,620.0,1251.0,34.0,False
61,4.26,1159.0,3.89,2.0,25.52,0.99,543.0,67.0,False
62,8.93,1196.0,3.0,2.0,22.07,0.99,521.0,59.0,False
63,6.67,1213.0,4.37,3.0,45.86,0.5,880.0,35.0,False
64,3.78,1219.0,3.76,1.0,34.33,685.0,618.0,28.0,False
65,4.83,1263.0,4.84,2.0,72.66,0.99,527.0,234.0,False
66,13.17,1268.0,3.81,2.0,12.39,0.99,761.0,214.0,False
67,14.08,1285.0,3.62,2.0,39.92,0.99,496.0,31.0,False
68,12.44,1311.0,2.45,2.0,3.11,0.99,638.0,4.0,False
69,6.14,1345.0,4.12,2.0,8.14,0.99,938.0,4.0,False
70,0.73,234.0,5.12,1.0,9.14,123.0,2210.0,42.0,False
71,2.24,246.0,4.0,2.0,2.76,0.7,822.0,81.0,False
72,10.84,1432.0,3.72,3.0,16.28,0.5,539.0,75.0,False
73,7.18,24.33,2.98,2.0,0.59,0.02,2181.0,0.0,False
74,3.2,26.0,3.44,1.0,74.0,25.0,963.0,33.0,False
75,7.11,1595.0,3.12,2.0,26.56,0.99,471.0,25.0,False
76,7.0,1653.0,3.96,2.0,20.26,0.99,589.0,133.0,False
77,13.1,1713.0,2.89,2.0,12.2,0.99,607.0,0.0,False
78,3.58,929.5,1.73,2.0,9.25,0.44,1790.0,0.0,False
79,37.73,1769.5,3.0,2.0,35.73,0.99,562.0,78.0,False
