,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,432.75,230.0,1.99,2.5,0.0,1.66,9.0,11.0,1
1,404.25,7.0,1.68,2.5,8.75,1.98,43.0,28.0,0
2,185.71,9.0,2.2,1.29,40.43,1.48,126.0,37.0,0
3,150.25,262.5,1.82,2.75,25.5,0.25,84.0,18.0,0
4,683.5,44.0,0.76,4.5,26.5,0.96,6.0,3.0,0
5,745.0,60.0,0.92,5.0,3.0,1.99,1.0,2.0,1
6,718.0,49.0,0.99,4.5,0.0,0.96,73.0,88.0,1
7,301.83,481.0,2.12,1.5,27.0,1.66,37.0,34.0,0
8,321.8,80.0,2.17,1.8,26.6,1.99,17.0,3.0,0
9,549.25,288.5,1.49,2.75,0.0,0.2,18.0,2.0,1
10,828.5,289.5,1.0,5.0,1.5,0.2,5.0,1.0,1
11,781.5,103.0,0.97,4.5,21.0,0.99,4.0,1.0,0
12,334.43,571.0,2.38,1.43,20.86,0.6,24.0,0.0,0
13,386.0,121.0,2.3,1.83,19.5,1.99,55.0,13.0,0
14,500.2,17.0,1.56,2.6,0.0,1.0,103.0,9.0,1
15,411.2,135.0,1.76,2.4,20.8,1.48,66.0,6.0,0
16,490.0,136.0,1.68,2.75,1.25,1.99,25.0,0.0,1
17,454.67,10.0,1.98,2.5,3.33,0.28,62.0,0.0,0
18,981.5,159.0,0.81,6.5,9.5,1.99,4.0,0.0,0
19,556.5,164.0,1.32,3.0,12.25,1.0,23.0,4.0,0
20,595.67,719.5,1.49,4.0,16.67,1.66,8.0,2.0,0
21,269.25,187.0,1.91,1.62,33.62,1.99,204.0,60.0,0
22,613.67,192.0,1.52,4.0,25.67,1.99,3.0,2.0,0
23,468.75,0.0,1.52,3.25,20.75,0.0,65.0,3.0,0
24,357.0,470.5,0.86,7.5,11.0,294.0,4.0,3.0,0
25,272.0,202.0,2.31,1.75,12.0,1.99,64.0,34.0,0
26,491.5,6.0,2.21,2.5,20.0,0.98,67.0,7.0,0
27,623.33,748.5,1.16,5.0,60.0,1.26,30.0,0.0,0
28,290.43,15.0,2.25,2.14,41.14,0.63,148.0,39.0,0
29,335.0,498.83,1.0,7.0,7.5,309.0,39.0,13.0,0
30,729.33,227.0,1.02,5.0,43.33,1.48,31.0,0.0,0
31,405.86,768.0,2.1,2.29,51.14,1.66,80.0,41.0,0
32,239.18,43.0,2.72,1.64,67.18,0.45,88.0,54.0,0
33,992.0,762.5,1.0,7.5,9.5,1.66,6.0,0.0,0
34,399.0,238.0,1.92,3.0,45.6,0.99,68.0,18.0,0
35,601.75,766.0,1.51,3.75,3.0,1.66,45.0,7.0,0
36,498.5,243.0,1.36,3.75,36.75,0.99,62.0,12.0,0
37,490.67,31.0,2.19,2.67,10.83,1.0,48.0,0.0,0
38,482.0,0.0,1.19,3.4,26.0,0.0,41.0,23.0,0
39,459.43,756.5,2.17,2.57,13.86,1.26,106.0,33.0,0
40,682.0,38.0,1.13,5.33,23.33,0.63,34.0,7.0,0
41,692.33,48.0,0.92,5.33,0.0,0.63,51.0,1.0,1
42,721.75,777.5,1.31,4.25,20.25,1.66,45.0,8.0,0
43,697.33,69.0,1.11,5.67,26.67,0.81,69.0,8.0,0
44,1058.0,64.0,0.92,8.5,52.0,1.0,3.0,0.0,0
45,550.0,5.0,1.0,4.25,62.5,0.83,28.0,13.0,0
46,568.83,90.5,1.81,3.17,23.5,1.0,191.0,9.0,0
47,785.67,646.0,1.14,5.67,0.0,0.2,36.0,0.0,1
48,406.0,653.67,0.97,9.0,0.5,378.0,18.0,12.0,0
49,508.67,662.0,2.2,2.83,23.0,0.06,41.0,0.0,0
50,666.0,664.33,1.33,3.8,7.0,0.2,122.0,23.0,0
51,337.58,139.0,3.16,1.75,75.17,0.25,9.0,132.0,0
52,603.25,884.0,1.51,4.5,45.0,1.66,21.0,11.0,0
53,784.0,893.5,1.09,6.67,36.0,1.66,56.0,17.0,0
54,781.0,893.17,1.22,6.67,2.0,1.66,8.0,1.0,1
55,443.88,181.0,2.32,2.62,4.62,0.33,122.0,1.0,1
56,1304.5,137.5,1.0,10.5,8.0,1.0,2.0,0.0,0
57,375.5,158.0,0.72,9.5,0.0,88.0,1.0,4.0,1
58,249.83,216.0,2.51,1.67,18.58,0.4,236.0,181.0,0
59,695.0,187.0,1.93,5.25,11.5,0.81,18.0,2.0,0
60,492.33,231.0,1.32,3.5,53.5,0.49,145.0,100.0,0
61,819.33,0.0,0.51,7.0,27.67,0.0,22.0,1.0,0
62,827.67,642.33,0.85,7.33,50.67,0.05,26.0,0.0,0
63,636.5,207.5,1.61,5.5,0.0,0.81,72.0,0.0,1
64,1237.0,262.0,0.92,11.0,16.5,0.94,2.0,1.0,0
65,461.43,642.5,1.83,3.29,6.57,0.2,125.0,1.0,1
66,464.0,646.5,1.83,3.29,0.0,0.2,1.0,125.0,1
67,338.11,269.0,1.97,2.44,13.56,0.4,26.0,93.0,0
68,1262.0,279.0,0.72,11.0,43.0,0.94,5.0,0.0,0
69,934.0,651.75,1.38,7.33,22.0,0.05,15.0,2.0,0
70,669.5,882.33,1.28,5.5,12.25,1.66,99.0,65.0,0
71,1202.0,652.25,1.09,8.0,12.0,0.2,39.0,5.0,0
72,695.25,887.83,1.34,5.5,27.75,1.66,55.0,12.0,0
73,878.67,892.33,1.16,7.33,11.33,1.66,19.0,11.0,0
74,640.75,899.5,1.46,5.5,17.5,1.66,18.0,0.0,0
75,371.29,910.17,2.18,3.14,42.86,1.66,219.0,58.0,0
76,1286.0,156.0,0.89,11.5,3.5,1.0,14.0,9.0,0
77,539.43,22.0,2.0,3.57,10.29,0.93,563.0,121.0,0
78,269.0,381.0,1.21,5.33,21.0,0.0,39.0,10.0,0
79,415.75,413.0,2.44,3.25,51.62,0.94,73.0,424.0,0
80,506.67,419.0,1.98,4.5,55.0,0.49,36.0,33.0,0
81,675.75,429.0,1.43,6.5,48.5,0.94,49.0,5.0,0
82,1013.33,192.5,1.06,8.67,3.67,1.0,33.0,10.0,0
83,318.44,445.0,2.75,2.89,63.11,0.94,50.0,77.0,0
84,239.17,449.0,2.16,2.17,64.33,0.49,96.0,125.0,0
85,596.5,456.0,2.29,4.5,25.5,0.94,95.0,34.0,0
86,346.83,0.0,2.65,2.25,27.0,0.0,204.0,26.0,0
87,914.67,466.0,1.21,9.0,8.67,0.94,21.0,3.0,0
88,267.57,691.33,1.88,3.0,34.57,0.19,182.0,55.0,0
89,405.5,351.0,1.0,10.0,9.0,210.0,2.0,2.0,0
90,329.0,494.0,1.0,8.0,1.0,0.0,3.0,1.0,1
91,1038.67,505.0,1.38,9.0,2.67,0.94,7.0,0.0,1
92,1064.33,0.0,1.06,9.33,10.0,0.0,282.0,73.0,0
93,102.43,122.0,2.49,2.14,48.71,101.0,18.0,6.0,0
94,422.43,945.5,2.1,4.0,25.43,1.26,92.0,18.0,0
95,1140.33,948.17,1.14,9.33,10.0,0.88,13.0,0.0,0
96,457.86,949.17,2.55,4.0,15.43,1.66,41.0,5.0,0
97,1207.0,524.0,1.21,10.0,0.67,0.94,22.0,0.0,1
98,968.33,941.17,1.55,9.67,86.67,1.66,13.0,0.0,0
99,992.67,527.5,1.15,9.67,5.67,0.49,11.0,3.0,0
100,412.5,544.5,1.91,3.75,9.5,0.5,99.0,25.0,0
101,373.5,746.75,0.8,10.0,27.5,0.25,84.0,42.0,0
102,84.4,188.33,2.1,3.2,50.0,1.32,33.0,43.0,0
103,972.0,548.0,1.05,10.0,4.0,0.49,144.0,17.0,0
104,333.0,951.0,2.67,3.0,29.5,0.88,175.0,73.0,0
105,989.67,952.0,0.81,10.0,21.0,1.26,37.0,0.0,0
106,1259.33,802.75,1.03,10.67,15.0,0.2,10.0,30.0,0
107,829.6,803.75,2.13,6.4,0.8,0.2,18.0,0.0,1
108,974.5,805.75,1.19,8.0,2.25,0.2,33.0,1.0,1
109,102.0,404.0,1.0,9.5,23.0,0.8,2.0,2.0,0
110,1003.33,601.5,1.09,10.67,57.67,0.94,14.0,8.0,0
111,1015.33,822.0,0.76,10.33,14.33,0.06,61.0,73.0,0
112,748.75,977.5,1.78,7.75,44.25,1.66,12.0,3.0,0
113,1004.33,990.83,1.24,11.0,19.0,1.66,9.0,2.0,0
114,595.25,3.0,1.62,4.38,25.75,0.56,62.0,13.0,0
115,384.25,132.67,2.17,4.5,3.0,0.99,38.0,24.0,0
116,719.0,95.5,1.7,7.4,10.8,0.91,20.0,0.0,0
