,nuc,arexp,ent,ndev,age,asexp,la,ld,target
0,14.33,675.0,1.52,0.67,0.33,562.0,19.0,14.0,1
1,14.0,679.0,1.19,0.33,25.67,566.0,10.0,16.0,0
2,32.0,681.0,1.22,1.0,1.67,568.0,86.0,89.0,0
3,10.0,690.0,1.26,0.25,4.0,575.0,32.0,12.0,0
4,19.0,691.0,1.43,0.33,2.33,576.0,30.0,19.0,0
5,37.33,696.0,1.36,1.0,0.0,581.0,16.0,12.0,0
6,22.33,710.0,1.32,0.67,3.0,593.0,16.0,47.0,1
7,76.0,717.0,1.0,1.5,12.0,600.0,8.0,5.0,0
8,15.33,719.0,1.15,0.33,9.67,602.0,117.0,116.0,0
9,43.67,725.0,0.87,1.0,0.0,607.0,29.0,9.0,1
10,58.5,726.0,1.0,1.5,1.0,608.0,7.0,6.0,1
11,73.33,733.0,1.42,1.33,0.67,615.0,12.0,4.0,0
12,5.67,742.0,1.14,0.33,13.0,623.0,28.0,31.0,0
13,13.5,743.0,0.96,0.5,16.5,624.0,84.0,160.0,0
14,2.0,746.0,1.58,0.33,0.0,627.0,6.0,6.0,0
15,19.33,754.0,1.58,0.33,12.33,633.0,3.0,3.0,0
16,67.6,767.0,1.75,0.6,4.4,644.0,88.0,35.0,0
17,40.33,772.0,0.89,1.0,15.67,649.0,13.0,29.0,0
18,12.5,773.0,0.95,1.0,34.0,650.0,1.0,7.0,0
19,24.5,779.0,1.73,0.5,9.0,655.0,15.0,19.0,0
20,62.5,786.0,0.81,1.5,10.5,661.0,3.0,5.0,0
21,68.67,802.0,1.56,1.0,1.33,676.0,4.0,3.0,0
22,57.67,804.0,0.68,1.33,2.0,678.0,153.0,5.0,0
23,44.5,816.0,0.98,1.5,4.5,689.0,10.0,21.0,0
24,15.33,819.0,1.38,1.0,18.33,692.0,20.0,8.0,0
25,18.5,824.0,0.95,1.0,10.5,697.0,11.0,11.0,0
26,18.5,825.0,0.54,1.5,3.0,698.0,4.0,4.0,0
27,75.8,846.0,1.31,0.8,18.2,715.0,86.0,37.0,0
28,66.67,847.0,1.13,1.33,0.67,716.0,21.0,4.0,1
29,11.5,849.0,0.96,1.0,0.0,718.0,21.0,13.0,1
30,19.67,872.0,1.23,1.0,5.0,738.0,2.0,16.0,0
31,30.8,884.0,1.77,0.6,12.8,748.0,83.0,93.0,0
32,21.0,885.0,1.45,0.25,10.5,749.0,1.0,33.0,0
33,95.0,889.0,0.99,1.33,0.0,753.0,19.0,21.0,1
34,28.5,901.0,0.98,1.5,3.0,761.0,38.0,30.0,1
35,15.2,902.0,1.74,0.8,8.8,762.0,12.0,60.0,0
