,nuc,aexp,nd,ns,age,asexp,la,ld,target
0,1.0,26.0,1.0,1.0,9.0,1.0,14.0,0.0,True
1,2.2,39.0,2.0,1.0,6.0,28.0,30.0,8.0,True
2,0.09,81.0,4.0,1.0,0.34,2.0,162.0,121.0,True
3,1.0,55.0,1.0,1.0,1.0,3.0,0.0,126.0,True
4,4.5,118.0,1.0,1.0,0.0,36.0,29.0,13.0,True
5,5.0,82.0,2.0,1.0,0.5,55.0,32.0,4.0,True
6,1.0,156.0,1.0,1.0,22.0,64.0,0.0,1.0,True
7,2.0,16.0,1.0,1.0,20.6,0.0,16.0,4.0,True
8,1.0,19.0,1.0,1.0,34.0,15.0,2.0,1.0,True
9,6.0,35.0,3.0,1.0,5.33,24.0,17.0,7.0,True
10,8.0,134.0,1.0,1.0,12.0,82.0,6.0,9.0,True
11,4.75,210.0,2.0,1.0,2.0,97.0,102.0,6.0,True
12,1.0,160.0,1.0,1.0,0.0,106.0,1.0,1.0,True
13,4.38,218.0,3.0,1.0,33.88,136.0,73.0,20.0,True
14,6.0,224.0,1.0,1.0,2.0,8.0,23.0,12.0,True
15,5.83,238.0,1.0,1.0,6.17,114.0,77.0,26.0,True
16,11.0,296.0,1.0,1.0,0.0,140.0,14.0,1.0,True
17,7.0,307.0,1.0,1.0,1.0,201.0,28.0,3.0,True
18,5.0,312.0,1.0,1.0,9.0,205.0,62.0,4.0,True
19,2.5,319.0,2.0,1.0,42.5,210.0,5.0,3.0,True
20,1.25,56.0,3.0,2.0,2.5,0.54,13.0,1.0,True
21,1.0,350.0,1.0,1.0,35.0,176.0,0.0,16.0,True
22,4.0,374.0,1.0,1.0,2.0,184.0,4.0,0.0,True
23,6.0,93.0,1.0,1.0,17.0,82.0,13.0,17.0,True
24,0.88,95.0,3.0,1.0,9.12,84.0,217.0,6.0,True
25,2.0,101.0,1.0,1.0,16.0,90.0,5.0,1.0,True
26,3.8,112.0,1.0,1.0,69.8,101.0,204.0,104.0,True
27,8.5,411.0,1.0,1.0,17.0,207.0,5.0,2.0,True
28,2.0,420.0,1.0,1.0,3.0,214.0,2.0,0.0,True
29,12.25,392.0,2.0,1.0,19.5,257.0,112.0,17.0,True
30,4.25,58.0,2.0,1.0,0.5,11.0,60.0,66.0,True
31,2.0,463.0,2.0,1.0,106.0,40.0,20.0,10.0,True
32,4.5,89.0,2.0,1.0,2.0,17.0,1.0,7.0,True
33,1.0,439.0,1.0,1.0,162.0,283.0,3.0,1.0,True
34,15.0,446.0,1.0,1.0,0.0,287.0,1.0,1.0,True
35,1.0,100.0,2.0,1.0,0.0,25.0,41.0,0.0,True
36,3.0,110.0,3.0,1.0,1.67,35.0,156.0,118.0,True
37,19.0,498.0,1.0,1.0,11.0,262.0,24.0,1.0,True
38,10.0,507.0,1.0,1.0,18.0,271.0,13.0,1.0,True
39,7.0,469.0,1.0,1.0,77.0,301.0,3.0,0.0,True
40,2.5,520.0,1.0,1.0,2.0,282.0,2.0,2.0,True
41,4.6,124.0,3.0,1.0,0.0,46.0,4.0,5.0,True
42,6.0,541.0,1.0,1.0,57.5,291.0,5.0,3.0,True
43,4.0,485.0,1.0,1.0,115.0,313.0,48.0,5.0,True
44,35.0,503.0,1.0,1.0,15.0,325.0,43.0,39.0,True
45,38.0,572.0,1.0,1.0,0.0,310.0,0.0,2.0,True
46,3.0,583.0,1.0,1.0,5.0,318.0,42.0,0.0,True
47,12.75,548.0,3.0,1.0,4.5,357.0,115.0,9.0,True
48,0.0,591.0,4.0,1.0,0.0,0.0,0.0,263.0,False
49,12.8,603.0,2.0,1.0,9.4,333.0,100.0,41.0,True
50,3.8,610.0,4.0,1.0,3.2,338.0,94.0,3.0,True
51,29.0,647.0,1.0,1.0,38.0,361.0,1.0,1.0,True
52,1.0,626.0,1.0,1.0,0.0,1.0,202.0,59.0,True
53,6.0,677.0,1.0,1.0,10.0,382.0,1.0,2.0,True
54,11.0,178.0,2.0,1.0,76.86,158.0,96.0,5.0,True
55,16.0,153.0,2.0,1.0,56.0,49.0,31.0,1.0,True
56,2.67,642.0,2.0,1.0,15.0,416.0,106.0,28.0,True
57,8.5,36.0,1.0,1.0,59.0,17.0,8.0,1.0,True
58,1.0,652.0,1.0,1.0,0.0,420.0,1.0,1.0,True
59,10.0,224.0,1.0,1.0,38.0,201.0,213.0,113.0,True
60,0.0,746.0,1.0,1.0,0.0,430.0,84.0,0.0,True
61,0.0,279.0,1.0,1.0,0.0,256.0,62.0,0.0,True
62,3.67,296.0,1.0,1.0,45.0,271.0,72.0,80.0,True
63,0.0,300.0,1.0,1.0,0.0,275.0,200.0,0.0,True
64,3.75,761.0,1.0,1.0,135.75,445.0,50.0,5.0,True
65,3.0,714.0,1.0,1.0,0.0,456.0,6.0,17.0,True
66,5.0,715.0,1.0,1.0,0.0,457.0,35.0,37.0,True
67,47.0,728.0,2.0,1.0,0.5,465.0,32.0,9.0,True
68,59.0,379.0,1.0,1.0,0.0,351.0,1.0,0.0,True
69,1.0,747.0,2.0,1.0,3.5,471.0,35.0,1.0,True
70,10.0,757.0,1.0,1.0,131.0,478.0,12.0,2.0,True
71,2.5,171.0,1.0,1.0,0.0,14.0,158.0,51.0,True
72,12.0,798.0,1.0,1.0,124.33,12.0,20.0,13.0,True
73,5.0,434.0,1.0,1.0,17.0,5.0,10.0,0.0,True
74,0.5,438.0,2.0,1.0,42.0,401.0,329.0,122.0,True
75,39.0,449.0,2.0,1.0,4.0,412.0,269.0,224.0,True
76,32.5,810.0,2.0,1.0,0.0,486.0,6.0,1.0,True
77,10.0,820.0,1.0,1.0,1.0,496.0,1.0,0.0,True
78,19.0,478.0,1.0,1.0,34.0,436.0,15.0,6.0,True
79,10.0,481.0,1.0,1.0,52.0,439.0,1.0,1.0,True
80,3.0,496.0,1.0,1.0,60.0,454.0,1.0,1.0,True
81,40.0,852.0,1.0,1.0,65.0,523.0,5.0,1.0,True
82,9.0,506.0,1.0,1.0,0.0,463.0,10.0,7.0,True
83,24.0,57.0,1.0,1.0,69.0,35.0,21.0,12.0,True
84,22.0,520.0,1.0,1.0,6.0,475.0,0.0,7.0,True
85,26.0,525.0,1.0,1.0,0.0,480.0,1.0,5.0,True
86,3.0,538.0,1.0,1.0,0.0,493.0,8.0,8.0,True
87,7.0,542.0,1.0,1.0,118.0,497.0,4.0,4.0,True
88,9.0,546.0,1.0,1.0,0.0,501.0,0.0,1.0,True
89,26.0,570.0,1.0,1.0,28.0,525.0,12.0,10.0,True
90,12.0,600.0,1.0,1.0,168.0,555.0,1.0,1.0,True
91,30.5,610.0,2.0,1.0,90.5,564.0,68.0,5.0,True
92,27.0,898.0,1.0,1.0,184.0,560.0,9.0,1.0,True
93,7.0,179.0,1.0,1.0,40.0,63.0,0.0,1.0,True
94,10.0,645.0,1.0,1.0,117.0,596.0,1.0,1.0,True
95,1.0,951.0,1.0,1.0,182.0,612.0,11.0,8.0,True
96,0.0,867.0,1.0,1.0,0.0,4.0,95.0,0.0,True
97,7.55,725.0,1.0,1.0,91.09,675.0,199.0,75.0,True
98,38.9,754.0,2.0,1.0,112.8,703.0,43.0,4.0,True
99,4.5,3.0,1.0,1.0,243.5,1.0,32.0,23.0,True
100,9.0,1038.0,1.0,1.0,13.0,58.0,20.0,4.0,True
101,35.25,2.0,3.0,1.0,149.75,2.0,57.0,22.0,True
102,36.67,17.0,3.0,1.0,19.0,13.0,79.0,3.0,True
103,1.0,5.0,1.0,1.0,173.0,1.0,6.0,1.0,True
104,7.0,30.0,1.0,1.0,9.0,25.0,1.0,1.0,True
105,1.0,6.0,1.0,1.0,178.0,1.0,0.0,1.0,True
106,0.0,42.0,1.0,1.0,0.0,37.0,105.0,0.0,True
107,15.0,15.0,2.0,1.0,211.8,5.0,60.0,6.0,True
108,0.0,52.0,1.0,1.0,0.0,45.0,151.0,0.0,True
109,40.33,65.0,3.0,1.0,19.0,58.0,16.0,16.0,True
110,41.36,33.0,8.0,2.0,313.18,0.61,49.0,21.0,True
111,2.0,1122.0,1.0,1.0,0.0,14.0,6.0,4.0,True
112,21.0,120.0,2.0,1.0,194.0,107.0,119.0,9.0,True
113,38.33,151.0,1.0,1.0,1.0,135.0,27.0,16.0,True
114,13.0,156.0,4.0,2.0,366.8,0.0,63.0,36.0,True
115,64.33,178.0,3.0,2.0,107.67,0.94,0.0,83.0,False
116,15.75,195.0,4.0,1.0,102.0,173.0,13.0,22.0,True
117,21.0,132.0,1.0,1.0,0.0,83.0,1.0,0.0,True
118,4.83,150.0,2.0,2.0,305.5,0.11,0.0,101.0,False
119,3.25,151.0,1.0,1.0,555.0,97.0,54.0,4.0,True
120,2.0,971.0,1.0,1.0,183.0,4.0,6.0,2.0,True
121,28.0,184.0,1.0,1.0,77.0,112.0,2.0,2.0,True
122,16.0,1141.0,1.0,1.0,596.0,734.0,6.0,1.0,True
123,4.67,253.0,2.0,1.0,195.0,162.0,61.0,9.0,True
124,8.5,346.0,2.0,1.0,49.0,14.0,29.0,13.0,True
125,2.0,348.0,1.0,1.0,122.0,304.0,3.0,9.0,True
126,2.0,349.0,1.0,1.0,181.0,305.0,11.0,2.0,True
127,10.0,361.0,1.0,1.0,104.0,317.0,7.0,1.0,True
128,26.6,363.0,2.0,1.0,0.8,319.0,262.0,54.0,True
129,4.5,390.0,1.0,1.0,475.0,340.0,41.0,1.0,True
130,8.33,333.0,5.0,1.0,260.83,203.0,285.0,6.0,True
131,8.0,355.0,2.0,1.0,232.5,214.0,2.0,1.0,True
132,31.29,429.0,3.0,1.0,166.79,372.0,476.0,25.0,True
133,5.0,370.0,1.0,1.0,124.0,226.0,0.0,5.0,True
134,17.0,7.0,2.0,1.0,214.0,4.0,27.0,42.0,True
135,6.5,429.0,2.0,1.0,50.5,259.0,63.0,0.0,True
136,8.0,18.0,1.0,1.0,27.0,0.0,17.0,2.0,True
137,38.5,571.0,3.0,1.0,16.5,481.0,136.0,8.0,True
138,5.0,585.0,1.0,1.0,132.0,21.0,2.0,0.0,True
139,11.0,631.0,1.0,1.0,0.0,536.0,13.0,1.0,True
140,14.0,651.0,1.0,1.0,188.0,555.0,1.0,1.0,True
141,2.5,29.0,1.0,1.0,330.0,24.0,86.0,2.0,True
142,7.75,52.0,1.0,1.0,39.25,40.0,181.0,157.0,True
143,2.0,55.0,1.0,1.0,74.0,43.0,1.0,1.0,True
144,54.0,617.0,1.0,1.0,15.0,369.0,28.0,19.0,True
145,90.57,619.0,5.0,3.0,460.29,0.46,127.0,110.0,True
146,16.0,763.0,1.0,1.0,69.0,649.0,66.0,12.0,True
147,1.0,91.0,1.0,1.0,23.0,72.0,9.0,5.0,True
148,13.92,674.0,4.0,1.0,52.25,407.0,377.0,117.0,True
149,14.0,5.0,1.0,1.0,11.0,2.0,9.0,4.0,True
150,7.0,106.0,1.0,1.0,181.0,1.0,3.0,2.0,True
151,9.0,811.0,1.0,1.0,141.0,15.0,18.0,1.0,True
152,1.0,129.0,1.0,1.0,25.0,97.0,28.0,1.0,True
153,1.0,161.0,1.0,1.0,0.0,120.0,177.0,161.0,True
154,0.0,171.0,1.0,1.0,0.0,125.0,148.0,0.0,True
155,92.0,177.0,2.0,1.0,160.33,130.0,0.0,168.0,True
156,16.33,867.0,3.0,1.0,131.0,739.0,11.0,12.0,True
157,8.0,868.0,1.0,1.0,291.0,740.0,1.0,1.0,True
158,94.5,217.0,1.0,1.0,9.5,157.0,11.0,10.0,True
159,5.75,1.0,2.0,1.0,499.75,0.0,282.0,14.0,True
160,10.0,222.0,1.0,1.0,142.0,162.0,12.0,12.0,True
161,15.5,723.0,2.0,2.0,436.0,0.07,8.0,9.0,True
162,0.0,257.0,1.0,1.0,0.0,191.0,435.0,0.0,True
163,7.6,926.0,2.0,1.0,172.4,794.0,63.0,19.0,True
164,40.0,278.0,2.0,1.0,265.5,1.0,70.0,46.0,True
165,9.75,937.0,2.0,1.0,403.38,803.0,60.0,36.0,True
166,2.0,306.0,1.0,1.0,854.5,221.0,70.0,26.0,True
167,23.8,319.0,3.0,1.0,123.8,228.0,164.0,118.0,True
168,3.5,331.0,1.0,1.0,223.5,236.0,166.0,0.0,True
169,78.0,26.0,1.0,1.0,40.0,12.0,1.0,14.0,True
170,12.0,44.0,1.0,1.0,40.0,28.0,2.0,0.0,True
171,5.5,48.0,2.0,1.0,359.0,31.0,5.0,3.0,True
172,5.33,479.0,1.0,1.0,233.67,12.0,20.0,1.0,True
173,0.0,508.0,1.0,1.0,0.0,5.0,58.0,0.0,True
174,4.0,121.0,1.0,1.0,490.0,8.0,7.0,45.0,True
175,0.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,True
176,2.0,530.0,1.0,1.0,36.0,366.0,0.0,146.0,True
177,1.0,551.0,1.0,1.0,677.0,376.0,8.0,5.0,True
178,15.0,862.0,1.0,1.0,0.0,78.0,2.0,2.0,True
179,7.67,866.0,2.0,1.0,34.67,54.0,10.0,10.0,True
180,35.33,10.0,2.0,1.0,241.33,0.0,93.0,3.0,True
181,0.0,619.0,2.0,1.0,0.0,17.0,52.0,22.0,True
182,5.0,889.0,2.0,1.0,0.0,80.0,28.0,22.0,True
183,2.0,644.0,1.0,1.0,208.0,10.0,12.0,8.0,True
184,2.5,691.0,2.0,1.0,73.5,5.0,45.0,10.0,True
185,3.62,909.0,4.0,3.0,455.0,0.35,0.0,522.0,False
186,8.0,703.0,1.0,1.0,84.0,10.0,6.0,4.0,True
187,1.0,25.0,2.0,1.0,20.67,3.0,23.0,18.0,True
188,6.0,1326.0,4.0,2.0,66.83,0.0,89.0,109.0,True
189,4.0,1171.0,1.0,2.0,0.0,0.0,7.0,1.0,True
190,8.0,816.0,1.0,1.0,29.0,21.0,157.0,1.0,True
191,1.5,2.0,2.0,2.0,5.0,0.75,96.0,1.0,True
192,0.0,3.0,1.0,1.0,0.0,1.0,8.0,1.0,True
193,1.0,1.0,1.0,1.0,258.0,0.0,12.0,0.0,True
194,0.0,4.0,3.0,2.0,0.0,0.06,88.0,2.0,True
195,54.67,21.0,2.0,1.0,147.67,0.0,8.0,59.0,True
196,13.33,161.0,1.0,2.0,97.67,0.0,109.0,10.0,True
197,0.75,27.0,3.0,1.0,0.0,7.0,212.0,10.0,True
198,55.5,48.0,2.0,1.0,1.0,4.0,144.0,0.0,True
199,1.5,15.0,2.0,1.0,0.0,7.0,42.0,13.0,True
200,2.0,58.0,3.0,1.0,17.0,4.0,12.0,28.0,True
201,33.0,69.0,1.0,1.0,55.0,2.0,134.0,65.0,True
202,1.0,96.0,2.0,1.0,0.0,18.0,2.0,1.0,True
203,9.62,49.0,3.0,1.0,23.62,12.0,320.0,34.0,True
204,15.81,397.17,1.0,1.0,6.05,239.4,41.69,3.34,True
205,37.03,564.32,1.0,1.0,0.27,306.9,1.83,2.06,True
206,10.98,359.11,1.0,1.0,7.37,224.02,50.77,3.64,True
207,23.21,455.44,1.0,1.0,4.03,262.93,27.79,2.9,True
208,23.94,461.24,1.0,1.0,3.83,265.27,26.41,2.85,True
209,11.31,361.7,1.0,1.0,7.28,225.07,50.15,3.62,True
210,8.16,336.93,1.0,1.0,8.14,215.07,56.05,3.81,True
211,23.36,456.64,1.0,1.0,3.99,263.41,27.51,2.89,True
212,25.93,476.87,1.0,1.0,3.29,271.58,22.69,2.73,True
213,34.48,544.24,1.0,1.0,0.96,298.79,6.62,2.21,True
214,30.57,513.48,1.0,1.0,2.03,286.37,13.96,2.45,True
215,25.32,472.12,1.0,1.0,3.46,269.66,23.82,2.77,True
216,19.76,428.25,1.0,1.0,4.98,251.95,34.28,3.11,True
217,35.8,554.69,1.0,1.0,0.6,303.01,4.13,2.13,True
218,10.27,353.49,1.0,1.0,7.56,221.76,52.11,3.68,True
219,19.25,424.24,1.0,1.0,5.11,250.33,35.23,3.14,True
220,25.61,474.36,1.0,1.0,3.38,270.57,23.28,2.75,True
221,12.53,371.35,1.0,1.0,6.95,228.97,47.85,3.54,True
222,34.62,545.34,1.0,1.0,0.92,299.23,6.36,2.21,True
223,9.45,347.06,1.0,1.0,7.79,219.16,53.64,3.73,True
224,34.03,540.75,1.0,1.0,1.08,297.38,7.45,2.24,True
225,16.92,405.88,1.0,1.0,5.75,242.91,39.61,3.28,True
226,17.02,406.71,1.0,1.0,5.72,243.25,39.41,3.27,True
227,26.12,478.37,1.0,1.0,3.24,272.19,22.33,2.72,True
228,32.88,531.65,1.0,1.0,1.4,293.71,9.62,2.31,True
229,31.75,522.73,1.0,1.0,1.71,290.1,11.75,2.38,True
230,27.34,488.03,1.0,1.0,2.91,276.09,20.02,2.65,True
231,15.34,393.47,1.0,1.0,6.18,237.9,42.57,3.37,True
232,10.24,353.31,1.0,1.0,7.57,221.68,52.15,3.68,True
233,14.4,386.04,1.0,1.0,6.44,234.9,44.34,3.43,True
234,33.93,539.95,1.0,1.0,1.11,297.06,7.64,2.25,True
235,20.95,437.63,1.0,1.0,4.65,255.74,32.04,3.03,True
236,13.5,378.97,1.0,1.0,6.68,232.04,46.03,3.48,True
237,24.63,466.68,1.0,1.0,3.65,267.47,25.12,2.81,True
238,26.99,485.26,1.0,1.0,3.0,274.97,20.68,2.67,True
239,6.62,324.75,1.0,1.0,8.56,210.15,58.96,3.9,True
240,36.15,557.44,1.0,1.0,0.5,304.12,3.47,2.11,True
241,6.15,321.08,1.0,1.0,8.69,208.67,59.84,3.93,True
242,22.88,452.9,1.0,1.0,4.12,261.9,28.4,2.92,True
243,17.08,407.14,1.0,1.0,5.71,243.42,39.31,3.27,True
244,21.12,439.0,1.0,1.0,4.6,256.29,31.72,3.02,True
245,14.71,388.5,1.0,1.0,6.35,235.89,43.76,3.41,True
246,35.89,555.38,1.0,1.0,0.58,303.29,3.96,2.13,True
247,24.65,466.83,1.0,1.0,3.64,267.53,25.08,2.81,True
