,nuc,aexp,nd,ns,age,asexp,la,ld
9370,30.490000000000002,137,11,1,15.4358974358974,1.0,2215,17.5
9376,1.10344827586207,32,8,3,0.482758620689655,0.5123625096688621,4656,96.0
9378,0.8409090909090909,128,20,1,9.82954545454546,19.0,2178,107.0
9400,30.490000000000002,34,5,1,3.5833333333333304,4.0,2208,107.0
9403,0.3928571428571429,3,17,1,2.125,3.0,4595,107.0
9361,30.490000000000002,6,5,2.5,1.4888888888888898,4.0,3660,63.0
9406,30.490000000000002,27,12,1,7.9375,3.0,1915,1513
9417,0.581395348837209,4,12,1,1.48837209302326,4.0,6330,74.0
9430,1.16666666666667,2,4,1,104.666666666667,1.0,1041,52.0
9396,71.6,883,5,4,144.571428571429,9.36177583372475e-10,302,20
9438,1.22222222222222,7,6,1,1.05555555555556,5.0,2724,74.0
9384,0.306451612903226,52,15,2.5,1.5645161290322598,3.0,9742,256
9465,1.0,8,6,1,2.54545454545455,8.0,1984,85.0
9445,30.490000000000002,6,20,1,3.24657534246575,6.0,8941,96.0
9393,30.490000000000002,2,7,2.5,3.04918032786885,2.0,1821,29.5
9397,30.490000000000002,2,11,2.5,3.5098039215686296,2.0,2848,74.0
9491,30.490000000000002,6,15,1,7.196428571428571,6.0,4985,198
9513,1.27906976744186,15,9,1,7.83720930232558,6.0,7027,85.0
9432,30.490000000000002,1,16,2.5,3.97435897435897,1.0,2012,22
9473,71.6,7,22,1,3.89285714285714,0.0,7573,85.0
9450,3.375,7,6,2.5,6.125,7.0,1115,6
9536,1.46153846153846,31,5,1,23.3846153846154,6.0,317,107.0
9489,94.0,36,9,3,121.857142857143,0.340976095196137,294,5.5
9557,2.51923076923077,16,17,1,4.78846153846154,16.0,6742,107.0
9374,71.6,1,11,4.5,191.744186046512,0.333333333333333,5084,52.0
9533,30.490000000000002,9,11,2.5,3.11538461538462,9.0,2573,21
9551,1.17073170731707,56,19,2.5,8.57317073170732,7.0,7601,356
9579,71.6,4,16,10,212.67857142857105,0.111,408,45
9552,94.0,38,10,6.5,83.725,0.8121487846619859,1818,5.5
9498,94.0,13,12,14.5,106.96,0.396139711141586,951,41.0
9597,25.75,212,8,2.5,68.5833333333333,8.49985975231409e-06,106,17.5
9606,1.34146341463415,174.5,12,2.5,15.512195121951196,2.0,3420,96.0
9616,3.76,174.5,22,4.5,11.84,0.6157268742094859,3690,107.0
9617,2.57142857142857,1,8,6.5,9.0,0.5,1396,203
9630,1.23529411764706,1,5,4.5,6.47058823529412,0.5,924,342
9655,1.1,2,2,2,4.8,1.0,762,96.0
9680,2.3454545454545497,12,18,1,12.2181818181818,12.0,5090,107.0
9685,30.490000000000002,2,4,2,0.952380952380952,1.0,1223,45
9532,94.0,679.5,6,6.5,147.272727272727,0.15371665590975,748,17.5
9711,31.125,174.5,10,5,206.4375,0.8483866871728729,510,17.5
9719,30.490000000000002,174.5,3,2,4.4,0.8121487846665331,197,63.0
9356,94.0,1323.0,3,6.5,122.8,2.50120063558115e-12,1020,107.0
9753,4.2222222222222205,174.5,2,2,2.0,0.0,859,5.5
9750,71.6,426.5,10,14.5,64.8275862068966,0.812148784668317,621,5.5
9763,3.14285714285714,9,9,2.5,18.1428571428571,2.0,802,29.5
9812,71.6,0,5,2,3.7272727272727297,0.0,643,2
9822,30.490000000000002,1,3,1,1.125,1.0,686,107.0
9824,30.490000000000002,184,12,1,9.0,44.0,634,723
9836,4.75675675675676,190,17,2.5,17.108108108108098,79.0,721,411
