,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,True
1,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,True
2,5.77,37.0,1.75,0.31,3.0,0.23,0.0,168.0,151.0,True
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,True
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,True
5,12.67,63.0,1.32,1.33,3.0,28.67,0.0,31.0,1.0,True
6,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,True
7,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,True
8,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,True
9,18.42,40.5,1.63,0.42,3.0,18.67,0.0,789.0,709.0,True
10,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,True
11,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,True
12,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,True
13,35.67,96.0,2.18,0.83,4.0,48.17,0.33,21.0,19.0,True
14,23.11,104.0,1.03,0.56,3.0,16.78,0.39,542.0,157.0,True
15,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,True
16,29.0,4.0,2.27,0.38,3.0,379.69,0.99,487.0,430.0,True
17,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,True
18,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,True
19,106.25,96.83,1.72,1.5,3.0,163.0,0.0,14.0,8.0,True
20,109.4,94.0,2.01,1.4,3.0,150.0,0.0,12.0,7.0,True
21,149.5,3.0,0.5,2.5,3.0,80.75,0.96,5.0,214.0,True
22,65.44,127.0,2.81,1.11,4.0,274.67,0.27,105.0,6.0,True
23,90.14,89.5,1.94,1.29,3.0,56.86,0.0,373.0,4.0,True
24,117.5,120.0,1.44,1.5,3.0,86.33,0.0,90.0,40.0,True
25,185.75,32.0,0.7,2.5,3.0,42.5,1.0,142.0,3.0,True
26,72.45,114.52,1.99,0.91,3.0,133.09,0.0,147.0,11.0,True
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,True
28,174.5,120.65,2.04,2.17,4.0,419.17,0.0,62.0,6.0,True
29,209.8,5.0,1.68,2.4,3.0,90.8,0.99,190.0,94.0,True
30,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,True
31,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,True
32,23.8,26.0,5.07,0.25,4.0,624.24,0.68,276.0,168.0,True
33,88.0,42.0,3.1,1.07,4.0,397.33,0.68,233.0,117.0,True
34,85.43,100.63,2.87,0.71,4.0,47.05,0.0,56.0,20.0,True
35,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,True
36,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,True
37,13.3,16.0,4.01,1.12,5.0,5.3,0.25,2583.0,78.0,True
38,0.83,5.0,2.27,0.67,4.0,1.5,0.0,89.0,30.0,True
39,5.63,17.0,3.84,0.91,5.0,0.6,0.01,2918.0,220.0,True
40,104.38,97.77,2.1,1.37,3.11,164.24,0.03,22.62,6.89,True
41,86.13,111.47,2.43,1.25,3.53,216.0,0.14,61.23,6.47,True
42,101.68,99.8,2.15,1.35,3.18,171.9,0.05,28.34,6.82,True
43,108.1,94.98,2.03,1.39,3.03,153.7,0.01,14.76,6.97,True
44,86.72,111.03,2.42,1.25,3.52,214.34,0.14,59.99,6.48,True
45,92.91,106.38,2.31,1.29,3.38,196.75,0.1,46.88,6.62,True
46,70.0,123.58,2.72,1.14,3.9,261.75,0.24,95.37,6.1,True
47,84.17,112.94,2.47,1.23,3.57,221.56,0.16,65.38,6.43,True
48,78.56,117.16,2.57,1.2,3.7,237.48,0.19,77.26,6.3,True
49,84.9,112.4,2.45,1.24,3.56,219.49,0.15,63.84,6.44,True
50,74.28,120.37,2.65,1.17,3.8,249.61,0.22,86.31,6.2,True
51,92.25,106.88,2.32,1.29,3.39,198.64,0.11,48.29,6.61,True
52,104.42,97.74,2.1,1.37,3.11,164.13,0.03,22.54,6.89,True
53,66.46,126.24,2.79,1.12,3.98,271.79,0.26,102.86,6.02,True
54,109.37,94.02,2.01,1.4,3.0,150.08,0.0,12.06,7.0,True
55,95.81,104.2,2.26,1.31,3.31,188.55,0.08,40.76,6.69,True
56,105.13,97.2,2.09,1.37,3.1,162.1,0.03,21.03,6.9,True
57,78.11,117.49,2.58,1.19,3.71,238.74,0.19,78.2,6.29,True
58,101.02,100.29,2.16,1.34,3.19,173.76,0.05,29.72,6.81,True
59,82.26,114.38,2.5,1.22,3.62,226.98,0.17,69.43,6.38,True
60,69.15,124.22,2.74,1.14,3.92,264.17,0.25,97.17,6.08,True
61,104.84,97.43,2.09,1.37,3.1,162.95,0.03,21.66,6.9,True
62,99.29,101.59,2.19,1.33,3.23,178.66,0.06,33.38,6.77,True
63,96.7,103.54,2.24,1.32,3.29,186.03,0.08,38.88,6.71,True
64,101.42,99.99,2.15,1.35,3.18,172.65,0.05,28.89,6.82,True
65,78.59,117.13,2.57,1.2,3.7,237.38,0.19,77.18,6.3,True
66,82.08,114.51,2.5,1.22,3.62,227.49,0.17,69.8,6.38,True
67,108.82,94.43,2.02,1.4,3.01,151.64,0.0,13.22,6.99,True
68,78.12,117.48,2.58,1.19,3.71,238.7,0.19,78.17,6.29,True
69,98.64,102.08,2.2,1.33,3.24,180.52,0.07,34.77,6.76,True
70,96.67,103.56,2.24,1.32,3.29,186.1,0.08,38.93,6.71,True
71,77.06,118.28,2.59,1.19,3.74,241.74,0.2,80.43,6.26,True
72,82.24,114.39,2.5,1.22,3.62,227.02,0.17,69.46,6.38,True
73,89.48,108.96,2.37,1.27,3.45,206.5,0.12,54.15,6.55,True
74,106.21,96.39,2.07,1.38,3.07,159.03,0.02,18.74,6.93,True
75,67.37,125.56,2.77,1.12,3.96,269.21,0.26,100.93,6.04,True
76,75.22,119.66,2.63,1.18,3.78,246.95,0.21,84.33,6.22,True
77,91.69,107.3,2.33,1.28,3.4,200.24,0.11,49.48,6.6,True
78,84.94,112.36,2.45,1.24,3.56,219.36,0.15,63.74,6.44,True
79,86.91,110.89,2.42,1.25,3.51,213.8,0.14,59.59,6.49,True
80,76.43,118.75,2.61,1.18,3.75,243.5,0.2,81.75,6.25,True
81,88.51,109.69,2.39,1.26,3.48,209.26,0.13,56.21,6.52,True
82,101.73,99.76,2.15,1.35,3.17,171.75,0.05,28.23,6.83,True
83,92.13,106.96,2.32,1.29,3.39,198.97,0.11,48.53,6.61,True
84,106.97,95.83,2.05,1.38,3.06,156.9,0.02,17.15,6.94,True
85,104.91,97.37,2.09,1.37,3.1,162.73,0.03,21.49,6.9,True
86,70.17,123.45,2.72,1.14,3.89,261.26,0.24,95.0,6.11,True
87,89.07,109.27,2.38,1.27,3.46,207.67,0.13,55.02,6.54,True
88,101.14,100.2,2.16,1.35,3.19,173.42,0.05,29.47,6.81,True
89,85.34,112.07,2.45,1.24,3.55,218.25,0.15,62.92,6.45,True
90,107.01,95.79,2.05,1.38,3.05,156.77,0.01,17.05,6.95,True
91,82.74,114.01,2.49,1.22,3.61,225.6,0.16,68.4,6.39,True
92,75.74,119.27,2.62,1.18,3.77,245.48,0.21,83.23,6.23,True
93,100.57,100.63,2.17,1.34,3.2,175.05,0.05,30.69,6.8,True
94,82.39,114.28,2.5,1.22,3.61,226.6,0.17,69.14,6.39,True
95,81.04,115.29,2.52,1.21,3.65,230.44,0.17,72.01,6.35,True
96,106.2,96.4,2.07,1.38,3.07,159.07,0.02,18.77,6.93,True
97,71.5,122.45,2.7,1.15,3.86,257.49,0.23,92.19,6.14,True
98,96.92,103.37,2.24,1.32,3.28,185.39,0.08,38.4,6.72,True
99,80.62,115.61,2.53,1.21,3.65,231.64,0.18,72.9,6.35,True
100,96.27,103.86,2.25,1.31,3.3,187.24,0.08,39.78,6.7,True
101,70.47,123.23,2.71,1.14,3.89,260.42,0.24,94.37,6.11,True
102,76.77,118.5,2.6,1.19,3.74,242.54,0.2,81.03,6.26,True
103,105.27,97.1,2.08,1.37,3.09,161.71,0.03,20.74,6.91,True
104,94.43,105.24,2.28,1.3,3.34,192.44,0.09,43.66,6.66,True
105,106.86,95.9,2.06,1.38,3.06,157.19,0.02,17.37,6.94,True
106,100.13,100.96,2.18,1.34,3.21,176.3,0.06,31.62,6.79,True
107,88.11,109.98,2.39,1.26,3.48,210.38,0.13,57.04,6.52,True
108,99.15,101.7,2.2,1.33,3.23,179.07,0.06,33.69,6.77,True
109,78.2,117.42,2.57,1.19,3.71,238.49,0.19,78.01,6.29,True
110,108.98,94.31,2.02,1.4,3.01,151.18,0.0,12.88,6.99,True
111,99.73,101.26,2.18,1.34,3.22,177.43,0.06,32.46,6.78,True
112,89.39,109.02,2.37,1.27,3.46,206.76,0.12,54.34,6.54,True
113,67.69,125.31,2.76,1.13,3.95,268.3,0.26,100.25,6.05,True
114,94.04,105.53,2.29,1.3,3.35,193.57,0.09,44.5,6.65,True
115,72.59,121.63,2.68,1.16,3.84,254.39,0.23,89.88,6.16,True
116,71.82,122.21,2.69,1.15,3.85,256.59,0.23,91.51,6.15,True
117,89.22,109.15,2.37,1.27,3.46,207.23,0.12,54.69,6.54,True
118,93.12,106.22,2.3,1.29,3.37,196.17,0.1,46.44,6.63,True
119,69.58,123.9,2.73,1.14,3.91,262.94,0.25,96.25,6.09,True
120,67.88,125.17,2.76,1.13,3.94,267.77,0.26,99.85,6.06,True
121,78.24,117.39,2.57,1.2,3.71,238.37,0.19,77.92,6.29,True
122,83.53,113.42,2.48,1.23,3.59,223.38,0.16,66.74,6.41,True
123,68.88,124.42,2.74,1.13,3.92,264.93,0.25,97.74,6.08,True
124,86.22,111.41,2.43,1.25,3.53,215.75,0.14,61.05,6.47,True
125,97.35,103.05,2.23,1.32,3.27,184.17,0.07,37.49,6.73,True
126,109.16,94.18,2.01,1.4,3.01,150.69,0.0,12.52,6.99,True
127,92.47,106.71,2.32,1.29,3.39,198.01,0.1,47.81,6.61,True
128,74.95,119.87,2.63,1.17,3.78,247.72,0.21,84.9,6.22,True
129,95.48,104.45,2.26,1.31,3.32,189.48,0.09,41.45,6.68,True
130,72.65,121.59,2.67,1.16,3.84,254.22,0.23,89.75,6.16,True
131,77.77,117.75,2.58,1.19,3.72,239.72,0.19,78.93,6.28,True
132,98.72,102.02,2.2,1.33,3.24,180.3,0.07,34.61,6.76,True
133,80.01,116.06,2.54,1.21,3.67,233.35,0.18,74.18,6.33,True
134,107.16,95.68,2.05,1.39,3.05,156.35,0.01,16.74,6.95,True
135,78.87,116.92,2.56,1.2,3.69,236.59,0.19,76.59,6.31,True
136,98.19,102.41,2.21,1.33,3.25,181.78,0.07,35.71,6.75,True
137,104.63,97.58,2.1,1.37,3.11,163.54,0.03,22.1,6.89,True
138,102.9,98.88,2.13,1.36,3.15,168.43,0.04,25.75,6.85,True
139,81.11,115.24,2.52,1.21,3.64,230.22,0.17,71.85,6.36,True
140,70.8,122.98,2.71,1.15,3.88,259.47,0.24,93.66,6.12,True
141,76.43,118.75,2.61,1.18,3.75,243.5,0.2,81.75,6.25,True
142,71.05,122.79,2.7,1.15,3.87,258.76,0.24,93.13,6.13,True
143,104.71,97.52,2.09,1.37,3.11,163.31,0.03,21.93,6.89,True
144,102.35,99.29,2.14,1.35,3.16,169.99,0.04,26.92,6.84,True
145,92.71,106.53,2.31,1.29,3.38,197.34,0.1,47.32,6.62,True
146,106.72,96.02,2.06,1.38,3.06,157.61,0.02,17.68,6.94,True
147,102.49,99.19,2.13,1.35,3.16,169.59,0.04,26.61,6.84,True
148,88.49,109.69,2.39,1.26,3.48,209.29,0.13,56.23,6.52,True
149,90.09,108.5,2.36,1.27,3.44,204.76,0.12,52.85,6.56,True
150,102.78,98.97,2.13,1.36,3.15,168.77,0.04,26.0,6.85,True
151,85.3,112.09,2.45,1.24,3.55,218.36,0.15,62.99,6.45,True
152,67.08,125.77,2.78,1.12,3.96,270.02,0.26,101.54,6.04,True
153,69.88,123.67,2.72,1.14,3.9,262.08,0.24,95.61,6.1,True
154,90.25,108.38,2.36,1.27,3.44,204.32,0.12,52.52,6.56,True
155,87.04,110.79,2.41,1.25,3.51,213.42,0.14,59.31,6.49,True
156,101.9,99.63,2.15,1.35,3.17,171.28,0.05,27.87,6.83,True
157,85.7,111.79,2.44,1.24,3.54,217.23,0.15,62.15,6.46,True
158,98.55,102.14,2.21,1.33,3.25,180.76,0.07,34.95,6.75,True
159,91.69,107.3,2.33,1.28,3.4,200.24,0.11,49.48,6.6,True
160,101.61,99.85,2.15,1.35,3.18,172.1,0.05,28.49,6.82,True
161,77.27,118.12,2.59,1.19,3.73,241.13,0.2,79.98,6.27,True
162,72.67,121.57,2.67,1.16,3.84,254.17,0.23,89.71,6.16,True
163,107.24,95.62,2.05,1.39,3.05,156.13,0.01,16.58,6.95,True
164,68.96,124.36,2.74,1.13,3.92,264.7,0.25,97.56,6.08,True
165,82.09,114.5,2.5,1.22,3.62,227.46,0.17,69.78,6.38,True
166,79.92,116.13,2.54,1.21,3.67,233.62,0.18,74.38,6.33,True
167,87.06,110.77,2.41,1.25,3.51,213.36,0.14,59.26,6.49,True
168,95.19,104.67,2.27,1.31,3.32,190.29,0.09,42.06,6.68,True
169,77.29,118.11,2.59,1.19,3.73,241.07,0.2,79.94,6.27,True
170,103.98,98.07,2.11,1.36,3.12,165.38,0.03,23.47,6.88,True
171,97.62,102.84,2.22,1.32,3.27,183.4,0.07,36.92,6.73,True
172,73.26,121.13,2.66,1.16,3.82,252.5,0.22,88.47,6.18,True
173,89.23,109.14,2.37,1.27,3.46,207.21,0.12,54.68,6.54,True
174,102.71,99.02,2.13,1.36,3.15,168.98,0.04,26.16,6.85,True
175,100.8,100.46,2.17,1.34,3.2,174.39,0.05,30.2,6.8,True
176,84.4,112.77,2.46,1.24,3.57,220.92,0.15,64.9,6.43,True
177,78.74,117.01,2.56,1.2,3.7,236.94,0.19,76.86,6.3,True
178,76.76,118.5,2.6,1.19,3.74,242.57,0.2,81.06,6.26,True
179,86.39,111.28,2.43,1.25,3.52,215.27,0.14,60.69,6.48,True
180,81.36,115.05,2.52,1.22,3.64,229.53,0.17,71.33,6.36,True
181,74.29,120.36,2.64,1.17,3.8,249.58,0.22,86.28,6.2,True
182,68.23,124.91,2.75,1.13,3.94,266.78,0.25,99.11,6.06,True
183,67.25,125.65,2.77,1.12,3.96,269.55,0.26,101.18,6.04,True
184,104.1,97.98,2.11,1.37,3.12,165.04,0.03,23.22,6.88,True
185,75.16,119.71,2.63,1.17,3.78,247.12,0.21,84.45,6.22,True
186,81.54,114.91,2.51,1.22,3.63,229.01,0.17,70.94,6.37,True
187,94.67,105.06,2.28,1.3,3.34,191.78,0.09,43.17,6.66,True
188,79.4,116.53,2.55,1.2,3.68,235.1,0.18,75.48,6.32,True
189,73.27,121.13,2.66,1.16,3.82,252.49,0.22,88.45,6.18,True
190,95.03,104.79,2.27,1.31,3.33,190.76,0.09,42.41,6.67,True
