,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,True
1,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,True
2,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,True
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,True
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,True
5,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,True
6,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,True
7,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,True
8,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,True
9,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,True
10,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,True
11,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,True
12,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,True
13,22.88,39.0,2.95,0.25,2.0,81.62,0.0,127.0,46.0,True
14,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,True
15,15.77,100.5,3.94,0.19,3.0,106.65,0.0,1016.0,513.0,True
16,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,True
17,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,True
18,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,True
19,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,True
20,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,True
21,12.66,95.0,4.36,0.17,2.0,113.66,0.01,2075.0,299.0,True
22,67.5,65.83,2.72,0.88,2.0,6.38,0.0,469.0,83.0,True
23,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,True
24,36.4,3.0,3.87,0.45,2.0,91.35,1.75,97.0,73.0,True
25,31.19,5.0,3.27,0.48,2.0,349.14,1.78,2311.0,89.0,True
26,30.96,126.83,4.13,0.39,3.0,1.83,0.0,1722.0,279.0,True
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,True
28,65.19,41.0,3.43,0.48,2.0,173.29,1.84,257.0,43.0,True
29,126.33,2.0,2.2,1.33,2.0,16.33,1.5,609.0,191.0,True
30,100.73,41.8,2.33,1.09,2.0,190.55,0.13,758.0,175.0,True
31,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,True
32,73.88,27.0,2.95,0.71,2.0,278.53,2.0,975.0,39.0,True
33,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,True
34,60.54,10.0,3.39,0.54,2.0,210.54,1.5,813.0,110.0,True
35,53.15,25.67,3.74,0.56,2.0,428.7,0.13,1000.0,234.0,True
36,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,True
37,24.44,0.0,3.99,0.5,2.0,322.47,0.0,1273.0,244.0,True
38,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,True
39,0.29,0.0,3.83,0.19,2.0,78.86,0.0,2676.0,231.0,True
40,55.9,51.33,2.85,0.73,2.27,34.27,0.01,589.43,134.11,True
41,65.24,63.01,2.75,0.85,2.05,11.82,0.0,492.48,92.97,True
42,61.96,58.91,2.78,0.8,2.13,19.69,0.0,526.47,107.39,True
43,35.56,25.91,3.06,0.47,2.75,83.19,0.01,800.58,223.72,True
44,31.62,20.99,3.1,0.42,2.84,92.67,0.02,841.51,241.08,True
45,39.41,30.73,3.02,0.52,2.66,73.93,0.01,760.61,206.75,True
46,63.39,60.7,2.77,0.82,2.1,16.26,0.0,511.68,101.11,True
47,63.75,61.15,2.76,0.83,2.09,15.38,0.0,507.88,99.5,True
48,37.17,27.92,3.04,0.49,2.71,79.32,0.01,783.89,216.63,True
49,36.99,27.7,3.04,0.49,2.72,79.76,0.01,785.79,217.44,True
50,51.87,46.3,2.89,0.68,2.37,43.96,0.01,631.25,151.86,True
51,33.47,23.29,3.08,0.44,2.8,88.24,0.01,822.38,232.97,True
52,63.44,60.76,2.77,0.82,2.1,16.14,0.0,511.14,100.88,True
53,42.64,34.76,2.99,0.56,2.58,66.17,0.01,727.14,192.55,True
54,29.14,17.88,3.13,0.39,2.9,98.65,0.02,867.32,252.04,True
55,49.38,43.18,2.91,0.64,2.42,49.96,0.01,657.13,162.84,True
56,31.3,20.58,3.1,0.42,2.85,93.45,0.02,844.86,242.51,True
57,61.36,58.16,2.79,0.8,2.14,21.15,0.0,532.76,110.06,True
58,33.98,23.93,3.08,0.45,2.79,87.0,0.01,817.02,230.69,True
59,45.25,38.02,2.96,0.59,2.52,59.89,0.01,700.02,181.04,True
60,40.39,31.95,3.01,0.53,2.64,71.57,0.01,750.44,202.44,True
61,36.42,26.99,3.05,0.48,2.73,81.13,0.01,791.68,219.94,True
62,64.24,61.75,2.76,0.83,2.08,14.23,0.0,502.89,97.38,True
63,40.95,32.65,3.0,0.54,2.62,70.24,0.01,744.66,199.99,True
64,67.37,65.68,2.73,0.87,2.0,6.68,0.0,470.31,83.56,True
65,43.39,35.7,2.98,0.57,2.57,64.36,0.01,719.32,189.23,True
66,28.9,17.58,3.13,0.38,2.9,99.22,0.02,869.78,253.08,True
67,62.25,59.27,2.78,0.81,2.12,19.01,0.0,523.56,106.15,True
68,32.96,22.66,3.09,0.44,2.81,89.45,0.02,827.61,235.18,True
69,55.21,50.48,2.85,0.72,2.29,35.93,0.01,596.56,137.13,True
70,61.58,58.43,2.79,0.8,2.14,20.62,0.0,530.5,109.1,True
71,53.35,48.14,2.87,0.7,2.33,40.42,0.01,615.95,145.36,True
72,56.36,51.91,2.84,0.73,2.26,33.17,0.0,584.67,132.09,True
73,48.67,42.29,2.92,0.64,2.44,51.68,0.01,664.55,165.99,True
74,47.06,40.28,2.94,0.62,2.48,55.54,0.01,681.22,173.06,True
75,58.96,55.16,2.81,0.77,2.2,26.91,0.0,557.66,120.63,True
76,54.47,49.54,2.86,0.71,2.31,37.72,0.01,604.31,140.42,True
77,30.6,19.71,3.11,0.41,2.86,95.12,0.02,852.09,245.58,True
78,43.06,35.28,2.98,0.56,2.57,65.16,0.01,722.75,190.69,True
79,34.72,24.86,3.07,0.46,2.77,85.22,0.01,809.34,227.43,True
80,48.42,41.99,2.92,0.63,2.45,52.26,0.01,667.08,167.06,True
81,52.51,47.09,2.88,0.68,2.35,42.44,0.01,624.68,149.07,True
82,49.61,43.47,2.91,0.65,2.42,49.41,0.01,654.76,161.83,True
83,40.75,32.39,3.01,0.54,2.63,70.72,0.01,746.77,200.88,True
84,46.58,39.68,2.94,0.61,2.49,56.7,0.01,686.23,175.19,True
85,41.9,33.84,2.99,0.55,2.6,67.94,0.01,734.77,195.79,True
86,36.87,27.54,3.05,0.49,2.72,80.05,0.01,787.04,217.97,True
87,33.98,23.94,3.08,0.45,2.79,86.99,0.01,817.0,230.68,True
88,59.45,55.77,2.81,0.77,2.19,25.75,0.0,552.62,118.48,True
89,36.14,26.64,3.05,0.48,2.73,81.8,0.01,794.57,221.17,True
90,39.84,31.26,3.01,0.52,2.65,72.91,0.01,756.21,204.89,True
91,57.46,53.29,2.83,0.75,2.24,30.52,0.0,573.22,127.23,True
92,61.25,58.02,2.79,0.8,2.15,21.41,0.0,533.89,110.54,True
93,66.09,64.07,2.74,0.86,2.03,9.77,0.0,483.67,89.22,True
94,26.09,14.07,3.16,0.35,2.97,105.98,0.02,898.97,265.47,True
95,64.65,62.27,2.75,0.84,2.07,13.24,0.0,498.63,95.57,True
96,36.95,27.65,3.04,0.49,2.72,79.85,0.01,786.19,217.61,True
97,31.28,20.55,3.1,0.42,2.85,93.51,0.02,845.11,242.62,True
98,34.57,24.67,3.07,0.46,2.77,85.58,0.01,810.9,228.09,True
99,25.21,12.97,3.17,0.34,2.99,108.09,0.02,908.09,269.34,True
100,65.58,63.43,2.75,0.85,2.05,11.0,0.0,488.94,91.46,True
101,26.38,14.43,3.16,0.35,2.96,105.29,0.02,895.98,264.2,True
102,50.32,44.36,2.9,0.66,2.4,47.7,0.01,647.39,158.71,True
103,65.08,62.81,2.75,0.84,2.06,12.19,0.0,494.08,93.65,True
104,34.76,24.91,3.07,0.46,2.77,85.12,0.01,808.93,227.26,True
105,39.06,30.28,3.02,0.51,2.67,74.79,0.01,764.32,208.33,True
106,42.77,34.93,2.98,0.56,2.58,65.85,0.01,725.72,191.95,True
107,43.6,35.96,2.98,0.57,2.56,63.87,0.01,717.17,188.32,True
108,51.58,45.94,2.89,0.67,2.37,44.66,0.01,634.27,153.14,True
109,44.28,36.81,2.97,0.58,2.54,62.23,0.01,710.09,185.32,True
110,39.92,31.36,3.01,0.52,2.65,72.72,0.01,755.38,204.53,True
111,33.2,22.96,3.08,0.44,2.8,88.87,0.01,825.09,234.12,True
112,56.04,51.51,2.84,0.73,2.27,33.94,0.0,588.0,133.5,True
113,33.44,23.25,3.08,0.44,2.8,88.31,0.01,822.67,233.09,True
114,66.35,64.39,2.74,0.86,2.03,9.15,0.0,480.99,88.09,True
115,58.43,54.5,2.82,0.76,2.21,28.19,0.0,563.16,122.96,True
116,62.46,59.54,2.78,0.81,2.12,18.49,0.0,521.3,105.2,True
117,46.91,40.1,2.94,0.61,2.48,55.89,0.01,682.74,173.7,True
118,47.31,40.6,2.94,0.62,2.47,54.94,0.01,678.63,171.96,True
119,56.51,52.09,2.84,0.74,2.26,32.81,0.0,583.13,131.43,True
120,56.11,51.6,2.84,0.73,2.27,33.77,0.0,587.26,133.19,True
121,39.33,30.62,3.02,0.52,2.66,74.13,0.01,761.47,207.12,True
122,58.4,54.46,2.82,0.76,2.21,28.25,0.0,563.44,123.08,True
123,36.61,27.23,3.05,0.48,2.72,80.66,0.01,789.67,219.09,True
124,54.31,49.35,2.86,0.71,2.31,38.1,0.01,605.94,141.12,True
125,43.94,36.39,2.97,0.58,2.55,63.04,0.01,713.6,186.8,True
126,50.68,44.81,2.9,0.66,2.39,46.83,0.01,643.63,157.11,True
127,59.26,55.53,2.81,0.77,2.19,26.19,0.0,554.54,119.3,True
128,46.09,39.07,2.95,0.6,2.5,57.88,0.01,691.34,177.36,True
129,35.24,25.51,3.06,0.47,2.76,83.97,0.01,803.96,225.15,True
130,55.46,50.78,2.85,0.72,2.28,35.33,0.01,594.0,136.05,True
131,40.13,31.62,3.01,0.53,2.64,72.22,0.01,753.22,203.62,True
132,48.41,41.97,2.92,0.63,2.45,52.3,0.01,667.24,167.13,True
133,55.78,51.19,2.85,0.73,2.27,34.55,0.01,590.64,134.62,True
134,56.68,52.31,2.84,0.74,2.25,32.39,0.0,581.32,130.67,True
135,39.55,30.89,3.02,0.52,2.66,73.61,0.01,759.23,206.17,True
136,62.16,59.16,2.78,0.81,2.13,19.22,0.0,524.45,106.53,True
137,29.33,18.12,3.12,0.39,2.89,98.18,0.02,865.28,251.17,True
138,43.35,35.65,2.98,0.57,2.57,64.46,0.01,719.72,189.4,True
139,42.99,35.19,2.98,0.56,2.57,65.34,0.01,723.53,191.02,True
140,41.73,33.62,2.99,0.55,2.6,68.36,0.01,736.56,196.55,True
141,42.2,34.21,2.99,0.55,2.59,67.23,0.01,731.7,194.48,True
142,29.42,18.24,3.12,0.39,2.89,97.96,0.02,864.34,250.78,True
143,25.21,12.97,3.17,0.34,2.99,108.1,0.02,908.13,269.36,True
144,45.81,38.72,2.95,0.6,2.51,58.55,0.01,694.21,178.57,True
145,57.94,53.88,2.83,0.75,2.22,29.38,0.0,568.29,125.14,True
146,39.41,30.72,3.02,0.52,2.66,73.93,0.01,760.62,206.76,True
147,39.37,30.67,3.02,0.52,2.66,74.04,0.01,761.08,206.95,True
148,48.93,42.62,2.92,0.64,2.44,51.04,0.01,661.81,164.82,True
149,44.37,36.92,2.97,0.58,2.54,62.01,0.01,709.17,184.92,True
150,67.33,65.62,2.73,0.87,2.0,6.79,0.0,470.78,83.76,True
151,35.01,25.22,3.07,0.46,2.76,84.52,0.01,806.31,226.15,True
152,53.19,47.95,2.87,0.69,2.34,40.79,0.01,617.55,146.04,True
153,26.44,14.51,3.15,0.35,2.96,105.14,0.02,895.34,263.93,True
154,63.45,60.77,2.77,0.82,2.09,16.11,0.0,511.02,100.83,True
155,40.44,32.01,3.01,0.53,2.63,71.46,0.01,749.93,202.22,True
156,59.58,55.93,2.81,0.77,2.19,25.42,0.0,551.22,117.89,True
157,61.55,58.4,2.79,0.8,2.14,20.68,0.0,530.74,109.2,True
158,41.01,32.73,3.0,0.54,2.62,70.08,0.01,744.0,199.71,True
159,63.56,60.91,2.77,0.83,2.09,15.84,0.0,509.86,100.34,True
160,34.65,24.77,3.07,0.46,2.77,85.39,0.01,810.06,227.74,True
161,42.87,35.05,2.98,0.56,2.58,65.62,0.01,724.73,191.53,True
162,52.59,47.2,2.88,0.69,2.35,42.23,0.01,623.79,148.69,True
163,47.28,40.56,2.94,0.62,2.47,55.01,0.01,678.92,172.09,True
164,41.44,33.26,3.0,0.54,2.61,69.05,0.01,739.54,197.81,True
165,56.42,51.98,2.84,0.73,2.26,33.03,0.0,584.05,131.83,True
166,30.38,19.44,3.11,0.4,2.87,95.65,0.02,854.36,246.54,True
167,41.07,32.8,3.0,0.54,2.62,69.94,0.01,743.39,199.44,True
168,45.76,38.66,2.95,0.6,2.51,58.66,0.01,694.68,178.78,True
169,50.85,45.02,2.9,0.66,2.39,46.43,0.01,641.9,156.38,True
170,41.44,33.25,3.0,0.54,2.61,69.07,0.01,739.62,197.85,True
171,28.02,16.48,3.14,0.37,2.93,101.35,0.02,878.96,256.98,True
172,25.83,13.75,3.16,0.35,2.98,106.59,0.02,901.61,266.59,True
173,53.25,48.02,2.87,0.69,2.33,40.65,0.01,616.95,145.79,True
174,56.58,52.18,2.84,0.74,2.26,32.65,0.0,582.43,131.14,True
175,44.83,37.49,2.96,0.59,2.53,60.9,0.01,704.39,182.89,True
176,64.27,61.8,2.76,0.83,2.08,14.13,0.0,502.5,97.22,True
177,29.36,18.16,3.12,0.39,2.89,98.1,0.02,864.95,251.03,True
178,45.01,37.72,2.96,0.59,2.53,60.46,0.01,702.49,182.09,True
179,64.27,61.79,2.76,0.83,2.08,14.16,0.0,502.59,97.25,True
180,59.44,55.76,2.81,0.77,2.19,25.76,0.0,552.68,118.51,True
181,39.66,31.03,3.02,0.52,2.65,73.34,0.01,758.08,205.68,True
182,42.08,34.06,2.99,0.55,2.6,67.52,0.01,732.96,195.02,True
183,54.26,49.28,2.86,0.71,2.31,38.23,0.01,606.5,141.35,True
184,38.34,29.38,3.03,0.5,2.68,76.52,0.01,771.78,211.5,True
185,53.13,47.87,2.88,0.69,2.34,40.94,0.01,618.2,146.32,True
186,39.69,31.08,3.02,0.52,2.65,73.26,0.01,757.71,205.52,True
187,47.43,40.75,2.94,0.62,2.47,54.64,0.01,677.36,171.42,True
