,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,3.6,17.0,1.24,0.8,2.0,23.2,0.75,170.0,8.0,True
1,9.0,39.0,1.06,1.33,2.0,13.33,0.0,114.0,75.0,True
2,6.75,38.0,1.75,1.0,2.0,4.25,0.01,17.0,7.0,True
3,6.5,39.0,0.89,1.5,2.0,0.0,0.01,9.0,37.0,True
4,9.33,44.0,0.99,1.33,2.0,7.33,0.01,63.0,17.0,True
5,6.31,18.0,1.84,0.31,2.0,8.69,0.75,319.0,36.0,True
6,18.33,21.0,0.99,1.33,2.0,15.0,0.75,85.0,6.0,True
7,18.0,29.0,1.64,0.67,2.0,14.17,0.75,225.0,88.0,True
8,27.33,34.0,1.49,1.33,2.0,36.67,0.75,9.0,2.0,True
9,38.5,35.0,0.78,2.0,2.0,0.0,0.75,8.0,5.0,True
10,28.67,40.0,0.96,1.33,2.0,44.67,0.75,151.0,117.0,True
11,32.67,41.0,1.4,1.67,2.0,7.33,0.75,24.0,1.0,True
12,21.25,46.0,1.23,0.75,2.0,17.0,0.75,92.0,8.0,True
13,29.33,52.0,1.2,1.0,2.0,53.33,0.75,57.0,11.0,True
14,26.67,59.0,2.17,0.83,2.0,16.0,0.75,306.0,29.0,True
15,29.83,8.5,2.17,0.67,2.0,5.83,0.12,17.0,16.0,True
16,86.5,35.0,0.92,2.0,2.0,6.0,0.0,3.0,0.0,True
17,61.33,36.0,1.06,1.67,2.0,4.0,0.0,22.0,4.0,True
18,94.0,42.0,0.92,2.0,2.0,14.0,0.0,4.0,2.0,True
19,47.75,44.0,1.6,1.0,2.0,33.5,0.0,26.0,1.0,True
20,43.8,46.0,1.57,0.8,2.0,25.8,0.0,67.0,36.0,True
21,28.09,46.0,2.3,0.45,2.0,12.91,0.0,110.0,31.0,True
22,52.5,49.0,1.47,1.0,2.0,42.0,0.0,137.0,5.0,True
23,109.33,7.5,1.51,2.0,2.0,3.67,0.13,15.0,1.0,True
24,112.0,60.5,1.56,2.0,2.0,19.67,0.0,6.0,2.0,True
25,83.25,61.5,1.66,1.25,2.0,59.0,0.0,79.0,43.0,True
26,68.67,66.33,1.76,1.17,2.0,31.67,0.0,142.0,16.0,True
27,76.2,11.5,1.27,1.2,2.0,75.0,0.13,240.0,39.0,True
28,110.25,5.0,1.18,1.5,2.0,37.0,1.94,220.0,1.0,True
29,120.25,62.92,1.74,1.75,2.0,119.5,0.0,30.0,17.0,True
30,82.75,14.33,1.9,1.0,2.0,16.88,0.13,362.0,119.0,True
31,110.2,1.0,1.89,1.8,2.0,52.2,1.0,187.0,13.0,True
32,115.6,5.0,1.92,1.8,2.0,14.8,1.91,47.0,35.0,True
33,149.0,8.0,1.39,2.25,2.0,38.5,1.96,216.0,7.0,True
34,168.25,13.0,1.52,2.25,2.0,3.25,1.97,19.0,9.0,True
35,167.0,25.35,2.04,1.67,2.0,48.17,0.13,126.0,6.0,True
36,126.38,34.38,2.56,1.25,2.0,42.75,0.0,95.0,47.0,True
37,98.67,31.33,1.8,0.92,2.0,33.58,1.97,565.0,58.0,True
38,141.71,35.9,2.19,1.57,2.0,14.71,0.13,484.0,14.0,True
39,19.0,5.5,1.55,4.0,2.0,16.5,0.99,347.0,8.0,True
40,47.58,47.3,1.53,0.89,2.0,32.83,0.0,97.39,22.54,True
41,48.41,47.59,1.52,0.91,2.0,34.39,0.0,104.1,19.57,True
