,nuc,aexp,nd,ns,age,la,ld
1060,423.666666666667,62,4.0,2,3.8805555555555546,54.0,15.0
1064,,,,,,,
1066,112.090909090909,113.0,5,3,21.8181818181818,102.5,16.0
1065,260.2,113.0,3,2,3.8805555555555546,102.5,8
1067,407.333333333333,99.5,4.0,2,36.0,54.0,15.0
1063,,,,,,,
1062,,,,,,,
1056,,,,,,,
1057,591.0,99.5,4.0,2,6.15340909090909,124,15.0
1068,,,,,,,
1074,613.5,29.5,4.0,2,35.30555555555555,54.0,12
1079,,,,,,,
1071,605.0,99.5,4.0,2,249.0,128.0,16.0
1069,55.3809523809524,99.5,5,2,16.727272727272698,128.0,60.5
1081,630.0,55.0,4.0,2,35.30555555555555,54.0,10
1075,,,,,,,
1076,614.5,29.5,4.0,2,35.30555555555555,54.0,7
1070,,,,,,,
1082,425.666666666667,113.0,5.0,2,9.0,308.0,16.0
1072,408.666666666667,99.5,4.0,2,35.30555555555555,203,60.5
1080,442.333333333333,99.5,4.0,2,22.0,128.0,16.0
1085,,,,,,,
1077,73.6111111111111,99.5,5,2,40.6666666666667,128.0,16.0
1086,424.333333333333,113.0,3,2,35.30555555555555,54.0,15.0
1083,,,,,,,
1084,,,,,,,
1093,,,,,,,
1090,353.5,99.5,5.0,2,41.5,102.5,16.0
1089,97.07142857142858,113.0,3,2,35.30555555555555,256.0,17
1094,,,,,,,
1091,,,,,,,
1092,,,,,,,
1087,633.0,113.0,4.0,2,35.30555555555555,54.0,5
1096,256.4,113.0,4.0,2,0.0,256.0,15.0
1103,573.0,99.5,4.0,2,35.30555555555555,54.0,15
1102,,,,,,,
1100,137.5,106,3,2,38.25,128.0,2
1095,,,,,,,
1097,353.75,99.5,5.0,2,14.25824175824175,197,15.0
1101,137.5,113.0,3,2,214.4,107,60.5
1105,368.5,99.5,3,2,11.25,54.0,15.0
1104,137.5,113.0,4,2,35.30555555555555,117,16.0
1111,,,,,,,
1112,701.5,99.5,4.0,2,8.5,54.0,15.0
1113,,,,,,,
1109,,,,,,,
1110,,,,,,,
1115,415.0,99.5,4.0,2,35.30555555555555,111,16.0
1114,,,,,,,
1116,274.8,99.5,3,2,35.30555555555555,269,16.0
1106,436.333333333333,113.0,3,2,6.15340909090909,128.0,16.0
1126,,,,,,,
1118,137.5,113.0,4,2,6.15340909090909,102.5,13
1117,,,,,,,
1121,287.6,99.5,5.0,2,34.2,128.0,16.0
1123,,,,,,,
1128,,,,,,,
1133,727.5,99.5,4.0,2,7.0,54.0,15.0
1120,709.5,55.0,4.0,2,1.0,54.0,15.0
1125,,,,,,,
1135,208.14285714285705,99.5,4,2,35.30555555555555,256.0,16.0
1130,457.666666666667,99.5,4.0,2,35.30555555555555,74,15.0
1138,462.666666666667,99.5,4.0,2,71.0,128.0,15.0
1129,205.285714285714,99.5,5.0,2,35.30555555555555,128.0,14
1137,137.5,99.5,5.0,2,35.30555555555555,127,12
1139,476.666666666667,99.5,5.0,2,30.3333333333333,128.0,15.0
1136,369.5,99.5,5.0,2,73.25,256.0,16.0
1134,,,,,,,
1151,713.5,113.0,4.0,2,140.5,54.0,15.0
1154,,,,,,,
1144,702.5,99.5,4.0,2,16.0,54.0,15.0
1145,28.75,99.5,5,3,231.308823529412,128.0,60.5
1150,137.5,99.5,5,2,288.7,256.0,9
1153,55.3809523809524,99.5,3,2,28.0,256.0,17
1152,187.0,99.5,3,2,14.25824175824175,203,16.0
1146,701.5,99.5,4.0,2,6.15340909090909,39,16.0
