,nuc,aexp,nd,ns,age,asexp,la,ld
9374,4.02,1,11,1,191.744186046512,0.2322067492728804,224.0,89.0
9376,4.02,32,8,1,3.88888888888889,0.5123625096688621,224.0,89.0
9582,14.3636363636364,97.5,16,1,8.42424242424242,0.8528025673134925,224.0,1
9498,14.3636363636364,13,12,1,106.96,0.2322067492728804,224.0,89.0
10089,13.7586206896552,234,7,1,0.9226190476190481,0.2322067492728804,224.0,89.0
9720,14.3636363636364,41,7,1,4.19047619047619,0.2322067492728804,150,89.0
9579,14.3636363636364,4,16,1,212.67857142857105,0.8528025673134925,224.0,18.0
10054,14.3636363636364,25,15,1,241.91836734693905,0.2322067492728804,224.0,89.0
10143,14.3636363636364,25,19,1,3.88888888888889,0.8528025673134925,224.0,4
10327,14.3636363636364,97.5,5,1,11.295031055900651,0.4586982727050779,101,18.0
9597,14.3636363636364,212,8,1,37.225,0.8528025673134925,106,18.0
9711,14.3636363636364,96,10,1,206.4375,0.2322067492728804,224.0,89.0
9781,12.5714285714286,34,22,1,0.9226190476190481,0.8528025673134925,224.0,89.0
9532,14.3636363636364,14,6,1,147.272727272727,0.15313347115686599,224.0,18.0
9489,14.3636363636364,36,9,1,121.857142857143,0.2322067492728804,224.0,18.0
9950,7.28571428571429,97.5,8,1,0.9226190476190481,0.2322067492728804,224.0,15
10210,14.3636363636364,97.5,6,1,1.25,0.25,185,18.0
10401,14.3636363636364,10,5,1,10.1818181818182,0.2322067492728804,224.0,14.5
10403,14.3636363636364,67,10,1,11.295031055900651,0.2322067492728804,103,71.0
10740,4.02,56,6,1,46.9333333333333,0.8528025673134925,224.0,18.0
10753,14.3636363636364,0,4,1,67.375,0.8528025673134925,224.0,18.0
10483,7.941176470588241,5,6,1,4.19047619047619,0.2322067492728804,224.0,5
10818,14.3636363636364,61,12,1,1.57894736842105,0.8528025673134925,224.0,87
10893,15.0,97.5,5,1,1.25,0.2322067492728804,184,18.0
11022,14.3636363636364,74,7,1,77.0434782608696,0.8528025673134925,224.0,89.0
11151,14.3636363636364,97.5,5,1,4.0,0.8528025673134925,126,89.0
11271,15.1176470588235,261,7,1,37.225,0.8528025673134925,224.0,18.0
11301,6.628571428571429,262,5,1,37.225,0.15313347115686599,224.0,2
11334,14.3636363636364,105,12,1,5.11764705882353,0.8528025673134925,224.0,159
11346,14.3636363636364,9,10,1,76.3,0.8528025673134925,224.0,89.0
9862,12.467741935483902,49,22,1,8.846153846153848,0.19313578296202344,224.0,14.5
11422,14.666666666666698,150.0,5,1,37.225,0.8528025673134925,145,18.0
