test_idx,candidate_id,nuc,arexp,ent,ns,age,asexp,la,ld,proba0,proba1,num_features_changed,dist_unit_l2
18167,0,8.7037037037037,151.5,0.1734792633306661,1.0,348.777777777778,100.0,627.0,490.0,0.5000009242084821,0.4999990757915179,1,2.342593853613263
18206,0,2.3333333333333304,153.5,1.4178214085546288,1.0,191.5,102.0,157.0,25.0,0.5000060331374754,0.49999396686252456,1,0.16721099118839658
18247,0,5.0,409.2,1.496817379304141,2.0,77.9230769230769,7.596455102175745e-65,177.0,69.0,0.5000328811805298,0.4999671188194702,1,1.3896270848841583
18360,0,25.4285714285714,0.0,1.6615817436411975,1.0,391.142857142857,0.0,123.0,7.0,0.5000014745381178,0.49999852546188217,1,0.16643802928503598
18374,0,9.08333333333333,153.5,2.83020972184042,1.0,69.5833333333333,107.0,4.11669921875,1152.0,0.5001012731934389,0.49989872680656117,1,29.491256163030968
18376,0,7.29166666666667,5.0,2.060581389017263,1.0,113.75,5.0,2.0,193.0,0.5000230405647461,0.49997695943525394,2,48.49707019314517
18423,0,0.1875,1895.49999999996,2.280064934614249,2.0,6.0,0.9999999544843092,2.0,1.0,0.5000073022210583,0.4999926977789418,2,26.89206752797097
18544,0,3.8333333333333295,19.3333333333333,1.0770721196763118,1.0,16.0,28.0,248.0,184.0,0.5000114140503551,0.4999885859496449,1,0.7249487036958094
18546,0,2.5625,20.3333333333333,0.40206809893862827,1.0,30.625,29.0,412.0,89.0,0.5000051347640907,0.4999948652359093,1,1.6332194199216619
18563,0,2.14285714285714,2021.99999999995,1.7476879543684873,1.0,6.571428571428571,1141.0,98.0,2.0,0.5000088526155007,0.49999114738449935,1,0.328338716739338
18567,0,10.875,22.3333333333333,2.15717982734268,2.0,2.5,1.49121856586135,44.25314521789551,409.0,0.5000027865048544,0.49999721349514564,1,11.379412391459988
18639,0,8.53333333333333,29.3333333333333,0.44880850112001414,2.0,14.4,1.49121856586191,485.0,303.0,0.5000041903606502,0.4999958096393498,1,1.86599014241376
18652,0,0.833333333333333,4168.51230158798,0.8266400374986979,1.0,105.166666666667,608.0,481.0,62.0,0.500013862578262,0.4999861374217381,1,1.4465497832600551
18655,0,2.4,4170.851587302271,1.7671458377082736,1.0,86.2,612.0,219.0,42.0,0.5000051364531495,0.49999486354685047,1,0.7873164499938738
18656,0,8.25,23.0,1.6162951457326384,2.0,0.0,1.50006306171417,99.0,1.0,0.5000011876637693,0.49999881233623067,1,0.03891138252828369
18682,0,3.4285714285714306,33.3333333333333,1.934657289478551,1.0,18.2857142857143,40.0,2.0,118.0,0.5000230867133473,0.4999769132866528,2,14.006687360133403
18728,0,15.75,4164.84563492126,2.2714594105885846,3.0,176.625,0.4629115224278089,183.0,20.0,0.5000012702442758,0.4999987297557242,1,0.1261927068273322
18733,0,30.5,4157.98373015932,1.38192514266776,2.0,0.0,0.865100861049788,357.426025390625,28.0,0.5000001135552268,0.4999998864447733,1,10.824022797979065
18803,0,7.09090909090909,159.5,1.921532944877889,1.0,48.0909090909091,119.0,2.1494140625,54.0,0.5000071928522056,0.4999928071477943,2,12.522422085721322
18840,0,17.25,159.0,0.8972658037526138,1.0,17.75,124.0,266.0,9.0,0.5000087362865664,0.49999126371343366,1,0.4844002018539804
18875,0,6.03947368421053,171.97380952380902,1.9661550254175904,1.0,704.0921052631578,484.0,122.0,133.0,0.5000718897901906,0.4999281102098094,1,2.483631072112824
18896,0,7.05,1.5,1.9696116227168723,2.0,0.825,1.375,2.0,0.0,0.5000320357417688,0.4999679642582312,2,190.85478354722358
18902,0,17.75,325.283333333332,1.365648587801843,2.0,45.0,0.508803769972989,191.0,3.0,0.5000119906184161,0.49998800938158394,1,0.3674652032860152
18909,0,12.3636363636364,4070.63315295846,2.7339437197253336,2.0,117.818181818182,0.992184877394992,2.0,15.0,0.5000471493184,0.49995285068159995,2,34.567976420755635
18915,0,90.375,0.0,2.1813449908675193,3.0,0.0535714285714286,0.0,2.0,0.0,0.5000146385738133,0.4999853614261866,2,115.53891747243837
18922,0,1.0,2.5,0.8968293337690707,1.0,13.0,4.0,261.0,30.0,0.5000022239334145,0.4999977760665855,1,0.22850791209271354
18931,0,104.772727272727,2.0,0.771048800288807,2.0,4.68181818181818,1.25,489.0,631.0,0.50001148324138,0.49998851675862,1,2.240937971207939
19000,0,87.4659090909091,325.116666666665,3.2746366607984223,8.0,103.659090909091,0.267857679169798,2.0,308.0,0.5000066738413415,0.49999332615865855,2,68.74899127394829
19022,0,2.46153846153846,8.5,0.3691274917423548,2.0,22.461538461538503,1.5615234375,466.0,124.0,0.5000011539115856,0.49999884608841433,1,1.2995657798391076
19031,0,1.0,2325.0833333334303,1.1666681386491442,1.0,0.0,1291.0,341.0,343.0,0.5000071541889457,0.49999284581105424,1,0.6298404324501226
19056,0,23.0,3934.424639249821,2.301397334344428,1.0,489.2857142857141,6922.0,47.0,2.0,0.5000008447767995,0.4999991552232005,1,0.1758705423026341
19073,0,45.6666666666667,11.0,0.6498228785015068,2.0,108.444444444444,0.96826171875,394.0,28.0,0.5000140185061104,0.4999859814938896,1,1.1515159221221856
19102,0,39.2142857142857,21.7239177489177,0.7666974321300272,1.0,338.428571428571,36.0,390.0,146.0,0.5000083738076455,0.49999162619235454,1,1.0426601234730244
