,nuc,arexp,nd,ns,age,la,ld,target
0,5.67,24.0,2.0,1.0,0.0,57.0,14.0,True
1,0.0,38.0,1.0,1.0,0.0,65.0,0.0,True
2,13.0,33.0,1.0,1.0,2.5,47.0,3.0,True
3,5.0,42.0,1.0,1.0,12.0,3.0,12.0,True
4,26.0,124.0,1.0,1.0,0.0,10.0,1.0,True
5,8.14,56.0,2.0,1.0,0.57,13.0,22.0,True
6,6.52,59.0,5.0,1.0,1.97,191.0,197.0,True
7,11.33,62.0,2.0,1.0,0.33,46.0,17.0,True
8,0.0,161.0,1.0,1.0,0.0,81.0,0.0,True
9,35.5,3.0,2.0,1.0,0.0,29.0,1.0,True
10,0.6,285.0,1.0,1.0,4.6,317.0,16.0,False
11,16.0,20.0,2.0,1.0,3.5,8.0,14.0,True
12,69.0,350.0,1.0,1.0,0.0,1.0,1.0,True
13,14.0,364.0,2.0,1.0,6.0,52.0,2.0,True
14,0.09,369.0,3.0,1.0,5.55,19.0,20.0,False
15,0.0,375.0,2.0,1.0,0.0,111.0,0.0,True
16,9.75,398.0,3.0,1.0,10.25,25.0,2.0,True
17,23.0,408.0,2.0,1.0,1.0,12.0,1.0,True
18,40.67,431.0,2.0,1.0,10.33,27.0,11.0,True
19,38.0,434.0,1.0,1.0,0.0,27.0,14.0,True
20,21.0,474.0,2.0,1.0,2.5,25.0,1.0,True
21,22.6,499.0,3.0,1.0,1.2,65.0,3.0,True
22,41.62,546.0,5.0,1.0,4.5,193.0,11.0,True
23,3.0,575.0,2.0,1.0,7.5,49.0,0.0,True
24,36.0,630.0,3.0,1.0,25.0,91.0,8.0,True
25,31.5,674.0,4.0,1.0,24.0,81.0,38.0,True
26,2.0,4.0,1.0,1.0,91.0,0.0,20.0,False
27,91.0,13.0,2.0,1.0,49.0,17.0,5.0,True
28,69.0,29.0,1.0,1.0,4.0,0.0,1.0,False
29,5.8,59.0,2.0,1.0,20.0,90.0,85.0,True
30,34.0,44.0,1.0,1.0,1.0,29.0,14.0,True
31,35.0,45.0,1.0,1.0,0.0,8.0,6.0,True
32,40.0,75.0,1.0,1.0,17.0,55.0,30.0,True
33,0.0,77.0,1.0,1.0,0.0,79.0,0.0,True
34,4.0,88.0,1.0,1.0,149.0,4.0,10.0,True
35,2.0,0.0,1.0,1.0,96.0,3.0,0.0,False
36,15.0,92.0,1.0,1.0,60.0,1.0,0.0,True
37,9.0,68.5,1.0,1.0,147.0,19.0,0.0,True
38,1.0,34.0,2.0,1.0,14.0,2.0,1.0,True
39,72.0,108.5,2.0,1.0,54.5,51.0,0.0,True
40,17.0,0.0,1.0,1.0,27.0,1.0,1.0,False
41,31.67,16.0,3.0,1.0,78.83,65.0,65.0,True
42,4.25,624.0,3.0,1.0,9.75,5.0,4.0,True
43,10.5,638.5,2.0,1.0,0.0,12.0,1.0,True
44,45.0,34.0,1.0,1.0,0.0,82.0,3.0,True
45,16.14,33.0,3.0,1.0,47.71,341.0,13.0,True
46,49.5,35.0,1.0,1.0,0.0,2.0,2.0,True
47,21.0,74.0,1.0,1.0,0.0,11.0,7.0,True
48,12.8,41.0,5.0,1.0,13.2,85.0,5.0,True
49,9.0,93.0,1.0,1.0,0.0,2.0,2.0,True
50,19.33,49.0,3.0,1.0,8.0,46.0,0.0,True
51,60.0,64.0,2.0,1.0,14.5,141.0,47.0,True
52,12.5,12.0,2.0,1.0,2.5,103.0,0.0,True
53,20.0,104.5,1.0,1.0,3.0,0.0,3.0,False
54,4.0,72.0,2.0,1.0,5.0,96.0,30.0,True
55,18.5,19.0,2.0,1.0,0.0,23.0,0.0,True
56,14.0,38.0,3.0,1.0,19.0,17.0,19.0,True
57,5.0,50.0,1.0,1.0,19.0,8.0,0.0,True
58,8.0,39.0,1.0,1.0,15.5,18.0,3.0,True
59,30.71,57.0,5.0,1.0,49.71,82.0,79.0,True
60,0.0,200.0,1.0,1.0,0.0,155.0,0.0,True
61,64.33,5.0,3.0,1.0,44.33,17.0,7.0,True
62,10.0,73.0,1.0,1.0,6.0,0.0,4.0,False
63,7.0,81.0,1.0,1.0,0.0,12.0,4.0,True
64,13.0,86.0,1.0,1.0,15.0,9.0,32.0,True
65,1.0,93.0,1.0,1.0,0.0,2.0,0.0,True
66,14.0,98.0,1.0,1.0,0.0,2.0,8.0,True
67,28.33,99.0,3.0,1.0,6.0,228.0,7.0,True
68,17.5,218.0,2.0,1.0,69.0,2.0,2.0,True
69,43.0,222.0,2.0,1.0,2.5,72.0,28.0,True
70,44.0,13.0,1.0,1.0,19.0,2.0,1.0,True
71,57.0,236.5,1.0,1.0,0.0,1.0,1.0,True
72,24.0,246.5,1.0,1.0,0.0,1.0,1.0,True
73,6.0,122.83,1.0,1.0,269.0,48.0,6.0,True
74,2.0,246.0,1.0,1.0,0.0,1.0,0.0,True
75,17.2,266.5,3.0,1.0,29.0,45.0,21.0,True
76,37.0,297.0,1.0,1.0,1.0,32.0,5.0,True
77,9.0,0.0,1.0,1.0,110.0,1.0,1.0,False
78,11.0,301.5,1.0,1.0,21.0,13.0,0.0,True
79,13.0,118.0,1.0,1.0,30.0,0.0,4.0,False
80,6.0,295.0,1.0,1.0,93.0,0.0,2.0,False
81,12.0,300.0,1.0,1.0,12.0,0.0,3.0,False
82,73.0,293.0,1.0,1.0,11.0,2.0,2.0,True
83,14.25,55.83,1.0,1.0,1.0,79.0,9.0,True
84,80.5,306.5,3.0,1.0,73.5,90.0,9.0,True
85,3.67,131.5,2.0,1.0,36.33,11.0,0.0,True
86,124.0,123.17,2.0,1.0,25.0,29.0,1.0,True
87,57.25,8.0,2.0,1.0,1.0,51.0,85.0,True
88,5.0,322.0,1.0,1.0,1.0,0.0,1.0,False
89,5.86,102.83,1.0,1.0,0.0,65.0,15.0,True
90,46.0,336.33,1.0,1.0,10.0,1.0,1.0,True
91,33.0,48.0,3.0,1.0,9.0,45.0,33.0,True
92,8.0,332.33,1.0,1.0,20.0,0.0,2.0,False
93,35.0,350.33,1.0,1.0,20.0,48.0,0.0,True
94,10.0,326.67,1.0,1.0,125.0,0.0,36.0,False
95,10.0,348.33,2.0,1.0,0.0,28.0,1.0,True
96,60.5,353.33,2.0,1.0,2.0,8.0,2.0,True
