,nuc,aexp,nd,ns,age,la,ld
1069,104.545454545455,99.5,3,2,16.727272727272698,128.0,60.5
1077,73.6111111111111,99.5,5,2,40.6666666666667,128.0,16.0
1236,250.1,99.5,3,2,15.5980392156863,232,60.5
1222,3.4,99.5,5,2,214.4,128.0,16.0
1167,111.966666666667,4,5,2,8.535714285714285,256.0,16.0
1123,34.175,99.5,5,2,5.5821256038647356,215,60.5
1296,17.2857142857143,99.5,5,2,189.42857142857105,128.0,60.5
1093,84.28571428571429,119.0,3,3,35.8571428571429,256.0,60.5
1248,299.428571428571,99.5,3,3,36.0,102.5,60.5
1172,259.16666666666697,113.0,3,2,35.30555555555555,247,15.0
1065,137.5,113.0,3,2,5.6,102.5,8
1094,137.5,99.5,3,2,29.5,256.0,7
1100,137.5,113.0,3,2,38.25,128.0,7
1101,272.2,113.0,3,2,35.30555555555555,107,60.5
1104,346.75,113.0,3,2,35.30555555555555,117,16.0
1105,368.5,99.5,3,2,11.25,54.0,15.0
1116,274.8,99.5,3,2,35.30555555555555,269,16.0
1118,352.5,113.0,3,2,6.15340909090909,102.5,13
1141,355.5,99.5,4.0,2,38.25,54.0,2
1152,187.0,99.5,3,2,37.875,102.5,16.0
1153,141.571428571429,99.5,3,2,28.0,256.0,16.0
1157,145.9,113.0,3,2,35.30555555555555,269,16.0
1176,282.0,13,2,2,35.30555555555555,256.0,60.5
1183,232.42857142857105,113.0,2,2,35.30555555555555,256.0,8
1184,137.5,113.0,3,2,8.6,102.5,8
1186,221.125,113.0,3,2,35.30555555555555,102.5,9
1191,237.75,29.5,2,2,35.30555555555555,252,60.5
1199,345.4,9,3,2,35.30555555555555,256.0,60.5
1218,241.42857142857105,99.5,3,2,35.30555555555555,102.5,5
1223,260.0,55.0,3,2,35.30555555555555,226,16.0
1287,28.857142857142897,113.0,3,2,35.30555555555555,256.0,10
1288,45.5,99.5,3,2,26.0,256.0,16.0
1307,29.0,99.5,4.0,2,18.6666666666667,54.0,2
1319,24.496794871794904,1,3,2,35.30555555555555,256.0,7
1240,166.916666666667,27.0,5,2,66.6666666666667,256.0,15.0
1084,95.7727272727273,99.5,5,2,15.5980392156863,188,2.5
1062,40.466666666666704,99.5,5,3,16.6,132.0,60.5
1126,214.57142857142892,99.5,5,3,35.30555555555555,163,0.5
