,nuc,aexp,nd,ns,age,asexp,la,ld
4971,10.3333333333333,205.0,2,2,77.08823529411765,59.5,60,17.0
4905,7.073387096774194,205.0,1,2,33.5,59.5,92.0,3
5356,,,,,,,,
5398,10.6,450,2,2,17.5,59.5,92.0,3
5486,,,,,,,,
4974,9.25,181,2,2.5,16.25,59.5,92.0,3
5008,7.073387096774194,152,2,1,35.0,59.5,33,1
4907,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,15
4913,9.25,0,3,1,77.08823529411765,59.5,92.0,8
4914,9.25,1,5,4,77.08823529411765,59.5,92.0,3
4911,9.25,205.0,1,5,63.4,59.5,92.0,89
4965,9.25,140.5,3,2,17.5,59.5,92.0,141
4908,9.25,205.0,1,2,77.08823529411765,0.5009784773289989,18.5,1
4923,7.073387096774194,205.0,1,2,8.8,59.5,92.0,19
4919,,,,,,,,
4976,3.42222222222222,183,2,1,77.08823529411765,59.5,92.0,7
4981,20.0,15,2.0,2.5,46.0,59.5,18.5,10
5002,,,,,,,,
4987,9.25,189,1,2,77.08823529411765,59.5,92.0,36
4993,,,,,,,,
4978,9.25,185,2.0,2.5,40.1,59.5,92.0,914
5028,9.25,140.5,13,6,77.08823529411765,59.5,92.0,350
5014,9.25,210,2,2,25.4,59.5,92.0,1
5052,20.0,140.5,2,2,17.5,59.5,56,3
5057,,,,,,,,
5039,20.0,163,1,2,77.08823529411765,59.5,18.5,1
5089,20.0,140.5,1,1,17.5,74.0,18.5,17.0
5077,9.25,256,2,2,77.08823529411765,59.5,92.0,3
5027,3.42222222222222,205.0,1,1,6.09090909090909,59.5,92.0,624
5060,7.073387096774194,179,6,3,25.4,59.5,92.0,17.0
5170,7.073387096774194,45,3,1,77.08823529411765,59.5,92.0,3
5163,3.42222222222222,279,1,1,77.08823529411765,59.5,92.0,3
5087,,,,,,,,
5094,7.073387096774194,195,3,3,77.08823529411765,59.5,92.0,17.0
5129,13.5,205.0,10,1,17.5,59.5,92.0,110
5180,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,4
5171,20.0,140.5,1,3,9.66666666666667,59.5,92.0,26
5237,,,,,,,,
5245,,,,,,,,
5236,9.25,205.0,1,3,77.08823529411765,0.0047776103560293,92.0,31
5138,20.0,232,1,3,77.08823529411765,59.5,92.0,356
5214,,,,,,,,
5249,7.073387096774194,489.0,1,1,17.5,120.0,92.0,1727
5257,7.073387096774194,140.5,1,2.5,13.75,36.0,92.0,3
5268,20.0,205.0,1,10,77.08823529411765,59.5,83,75
5294,3.42222222222222,140.5,4,1,77.08823529411765,10.0,92.0,17.0
5337,3.42222222222222,140.5,1,1,182.846153846154,0.0055341022396657,92.0,72
5379,9.25,140.5,9,6,41.9866666666667,59.5,92.0,17.0
5283,9.25,205.0,13,6,72.67647058823529,59.5,92.0,17.0
5274,7.073387096774194,140.5,2,2.5,0.4,37.0,92.0,7
5389,9.25,205.0,5,2.5,41.25,59.5,92.0,139
5299,,,,,,,,
5322,9.25,140.5,1,1,77.08823529411765,37.0,92.0,3
5390,,,,,,,,
5321,,,,,,,,
5319,7.073387096774194,386,3,2,17.5,59.5,92.0,17.0
5416,16.4432989690722,205.0,1,21,17.5,59.5,92.0,108
5386,7.073387096774194,346,2,1,14.5,59.5,92.0,1
5333,9.25,5,1,1,77.08823529411765,59.5,92.0,51
5424,9.25,794.0,1,1,77.08823529411765,64.0,92.0,251
5441,20.0,33,21,1,77.08823529411765,59.5,92.0,1164
5437,2.38095238095238,205.0,1,1,77.08823529411765,59.5,92.0,329
5444,7.3953488372092995,205.0,10,5,77.08823529411765,59.5,92.0,17.0
5478,9.25,794.0,2,1,17.5,172.0,92.0,1
5528,,,,,,,,
5466,9.4,501,3,1,17.5,59.5,92.0,17.0
5564,20.0,124,2,2,77.08823529411765,59.5,18.5,3
5583,,,,,,,,
5509,,,,,,,,
5499,7.073387096774194,205.0,1,2,8.75,59.5,92.0,17.0
5481,7.073387096774194,67,7,1,77.08823529411765,59.5,92.0,3
5585,7.073387096774194,559,1,2.5,77.08823529411765,5.0,18.5,49
5599,7.073387096774194,205.0,6,4,77.08823529411765,59.5,92.0,71
5594,,,,,,,,
5630,7.928571428571429,424.5,3,2,77.08823529411765,59.5,92.0,17.0
5717,7.073387096774194,140.5,3,2,53.4,59.5,92.0,3
5684,9.25,424.5,6,1,77.08823529411765,190.0,92.0,17.0
5706,20.0,660,24,7,77.08823529411765,59.5,92.0,17.0
5790,9.25,424.5,1,2,77.08823529411765,59.5,92.0,4
5770,9.25,489.0,5,6,77.08823529411765,59.5,92.0,35
5811,22.1666666666667,238,1,1,66.0,59.5,92.0,17.0
5729,14.333333333333302,424.5,1,1,77.08823529411765,59.5,121.0,2
5817,7.073387096774194,242,4,3,77.08823529411765,59.5,92.0,3
5760,20.0,507,4,2,77.08823529411765,59.5,92.0,17.0
5774,16.75,222,1,1,17.5,59.5,92.0,3
5859,20.0,794.0,1,1,45.0,5.0,18.5,17.0
5918,20.0,424.5,3,1,52.3333333333333,59.5,92.0,3
5784,9.25,705,4,1,17.5,472.0,92.0,17.0
5936,,,,,,,,
6003,9.25,424.5,3,4,77.08823529411765,59.5,92.0,22
5863,20.0,268,1,2,77.08823529411765,59.5,18.5,17.0
5871,17.75,424.5,1,1,10.5,59.5,121.0,3
5909,9.25,757,5,3,77.08823529411765,59.5,92.0,3
5985,20.5,424.5,9,4,77.08823529411765,59.5,92.0,17.0
5988,,,,,,,,
