,nuc,aexp,nd,ns,age,asexp,la,ld
4907,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,15
4965,9.25,175,3,2,17.5,59.5,92.0,17.0
4971,7.073387096774194,205.0,2,2,77.08823529411765,59.5,60,17.0
4913,9.25,205.0,3,2,77.08823529411765,59.5,92.0,8
4908,9.25,205.0,1,2,77.08823529411765,59.5,87,1
4914,9.25,205.0,5,4,77.08823529411765,59.5,92.0,15
4974,9.25,181,3.0,1,16.25,59.5,92.0,1
4919,7.073387096774194,205.0,3,2,13.75,59.5,92.0,17.0
4905,7.5,205.0,1,2,17.5,59.5,92.0,3
4923,7.073387096774194,205.0,3,2,8.8,59.5,92.0,3
4911,9.25,205.0,9,5,17.5,59.5,92.0,89
4987,,,,,,,,
4978,9.25,185,1,1,17.5,59.5,92.0,17.0
4993,,,,,,,,
5002,,,,,,,,
4981,20.0,205.0,1,1,46.0,59.5,18.5,3
5008,7.073387096774194,152,3.0,2,35.0,59.5,18.5,1
5014,9.25,210,3.0,2,16.0,59.5,92.0,1
4976,3.42222222222222,183,2,2,77.08823529411765,59.5,92.0,3
5052,20.0,235,3.0,2,24.0,59.5,18.5,3
5028,9.25,154,13,6,77.08823529411765,59.5,92.0,17.0
5039,20.0,163,1,1,77.08823529411765,59.5,39,1
5077,9.25,256,2,2,77.08823529411765,59.5,92.0,3
5060,7.073387096774194,179,1,3,10.4444444444444,59.5,92.0,17.0
5057,20.0,238,1,2.5,17.5,62.0,18.5,1
5094,7.073387096774194,195,3,3,77.08823529411765,59.5,92.0,17.0
5027,3.42222222222222,205.0,3,1,6.09090909090909,59.5,92.0,17.0
5087,20.0,205.0,1,2.5,23.3333333333333,13.0,18.5,17.0
5138,20.0,232,4,3,77.08823529411765,59.5,92.0,17.0
5089,20.0,264,1,2.5,17.5,74.0,18.5,17.0
5170,8.66666666666667,205.0,3,1,77.08823529411765,59.5,92.0,3
5163,3.42222222222222,279,1,1,77.08823529411765,59.5,92.0,3
5129,13.5,205.0,10,3,17.5,59.5,92.0,17.0
5214,7.073387096774194,321,2,2,77.08823529411765,59.5,92.0,17.0
5171,20.0,284,1,3,9.66666666666667,59.5,92.0,17.0
5237,,,,,,,,
5236,9.25,205.0,6,3,77.08823529411765,59.5,92.0,31
5257,7.073387096774194,285,1,1,13.75,5.0,92.0,1
5245,20.0,339,8,4,17.5,59.5,92.0,17.0
5180,3.42222222222222,205.0,1,2,77.08823529411765,59.5,92.0,4
5294,3.42222222222222,374,4,1,77.08823529411765,59.5,92.0,17.0
5249,,,,,,,,
5274,7.073387096774194,291,3.0,1,10.0,5.0,92.0,3
5283,9.25,205.0,13,6,17.5,59.5,92.0,79
5299,,,,,,,,
5268,20.0,205.0,12,10,77.08823529411765,59.5,83,17.0
5319,7.073387096774194,386,3,2,17.5,59.5,92.0,17.0
5333,9.25,205.0,1,2,77.08823529411765,59.5,92.0,51
5321,,,,,,,,
5322,,,,,,,,
5337,3.42222222222222,396,7,6,77.08823529411765,59.5,92.0,17.0
5356,,,,,,,,
5379,9.25,435,9,6,17.5,59.5,92.0,17.0
5390,9.25,442,1,2,10.857142857142902,59.5,92.0,17.0
5386,7.073387096774194,346,3.0,2,14.5,59.5,92.0,1
5416,16.4432989690722,205.0,32,21,17.5,59.5,92.0,17.0
5389,9.25,205.0,5,1,17.5,59.5,92.0,139
5398,7.073387096774194,450,2,2,17.5,59.5,92.0,3
5424,,,,,,,,
5441,20.0,205.0,21,8,77.08823529411765,59.5,92.0,1164
5437,9.25,205.0,4,1,77.08823529411765,59.5,92.0,329
5466,7.073387096774194,501,3,3,17.5,59.5,92.0,17.0
5478,9.25,506,2,1,17.5,472.0,92.0,1
5444,7.073387096774194,205.0,10,5,77.08823529411765,59.5,92.0,326
5481,11.45,205.0,7,4,77.08823529411765,59.5,92.0,1
5528,,,,,,,,
5486,,,,,,,,
5509,,,,,,,,
5499,7.073387096774194,205.0,1,2,8.75,59.5,92.0,17.0
5564,20.0,205.0,2,2,77.08823529411765,59.5,53,3
5585,7.073387096774194,559,1,2.5,77.08823529411765,22.0,18.5,17.0
5583,3.42222222222222,205.0,5,1,77.08823529411765,11.0,92.0,17.0
5594,7.073387096774194,567,5,3,77.08823529411765,59.5,92.0,17.0
5630,7.073387096774194,453,3,2,77.08823529411765,59.5,92.0,17.0
5599,7.073387096774194,205.0,6,4,77.08823529411765,59.5,92.0,71
5684,9.25,636,6,1,77.08823529411765,472.0,92.0,17.0
5717,7.073387096774194,180,3,2,17.5,59.5,92.0,3
5706,20.0,660,24,7,77.08823529411765,59.5,92.0,17.0
5729,7.073387096774194,677,1,2,77.08823529411765,59.5,18.5,1
5774,7.073387096774194,222,1,2,17.5,59.5,92.0,3
