,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,1
1,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,1
2,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,1
3,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,1
4,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,1
5,4.81,43.0,2.68,0.25,2.0,14.38,0.0,515.0,414.0,1
6,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,1
7,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,1
8,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,1
9,10.1,61.0,3.39,0.2,2.0,11.4,0.75,1450.0,190.0,1
10,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,1
11,8.41,83.0,3.3,0.18,2.0,54.12,0.75,579.0,348.0,1
12,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,1
13,22.88,39.0,2.95,0.25,2.0,81.62,0.0,127.0,46.0,1
14,20.47,41.0,2.72,0.27,2.0,19.53,0.0,128.0,66.0,1
15,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,1
16,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,1
17,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,1
18,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,1
19,12.66,95.0,4.36,0.17,2.0,113.66,0.01,2075.0,299.0,1
20,67.5,65.83,2.72,0.88,2.0,6.38,0.0,469.0,83.0,1
21,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,1
22,48.86,62.67,3.0,0.64,2.0,41.29,0.0,135.0,91.0,1
23,36.4,3.0,3.87,0.45,2.0,91.35,1.75,97.0,73.0,1
24,72.57,84.58,2.04,1.29,2.0,0.0,0.01,989.0,0.0,1
25,31.19,5.0,3.27,0.48,2.0,349.14,1.78,2311.0,89.0,1
26,64.42,22.0,3.27,0.75,2.0,0.0,1.97,18.0,65.0,1
27,65.19,41.0,3.43,0.48,2.0,173.29,1.84,257.0,43.0,1
28,98.67,31.33,1.8,0.92,2.0,33.58,1.97,565.0,58.0,1
29,141.71,35.9,2.19,1.57,2.0,14.71,0.13,484.0,14.0,1
30,126.33,2.0,2.2,1.33,2.0,16.33,1.5,609.0,191.0,1
31,100.73,41.8,2.33,1.09,2.0,190.55,0.13,758.0,175.0,1
32,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,1
33,73.88,27.0,2.95,0.71,2.0,278.53,2.0,975.0,39.0,1
34,60.54,10.0,3.39,0.54,2.0,210.54,1.5,813.0,110.0,1
35,53.15,25.67,3.74,0.56,2.0,428.7,0.13,1000.0,234.0,1
36,24.44,0.0,3.99,0.5,2.0,322.47,0.0,1273.0,244.0,1
37,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,1
38,28.21,0.0,3.62,1.62,1.0,36.25,0.0,623.0,86.0,1
39,0.29,0.0,3.83,0.19,2.0,78.86,0.0,2676.0,231.0,1
40,59.48,64.47,2.85,0.78,2.0,21.4,0.0,325.26,86.44,1
41,60.34,64.62,2.83,0.79,2.0,19.79,0.0,340.69,86.07,1
42,52.84,63.34,2.94,0.69,2.0,33.82,0.0,206.4,89.29,1
43,62.71,65.02,2.8,0.82,2.0,15.34,0.0,383.25,85.05,1
44,57.82,64.19,2.87,0.75,2.0,24.51,0.0,295.49,87.16,1
45,60.27,64.61,2.83,0.78,2.0,19.91,0.0,339.5,86.1,1
46,63.85,65.21,2.78,0.83,2.0,13.21,0.0,403.63,84.57,1
47,63.03,65.07,2.79,0.82,2.0,14.75,0.0,388.83,84.92,1
48,56.43,63.95,2.89,0.74,2.0,27.1,0.0,270.69,87.75,1
49,57.7,64.17,2.87,0.75,2.0,24.74,0.0,293.34,87.21,1
50,55.75,63.84,2.9,0.73,2.0,28.37,0.0,258.54,88.04,1
51,59.09,64.4,2.85,0.77,2.0,22.13,0.0,318.27,86.61,1
52,56.61,63.98,2.89,0.74,2.0,26.77,0.0,273.91,87.67,1
53,49.86,62.84,2.99,0.66,2.0,39.41,0.0,152.97,90.57,1
54,51.27,63.08,2.97,0.67,2.0,36.77,0.0,178.2,89.97,1
55,59.8,64.53,2.84,0.78,2.0,20.79,0.0,331.11,86.3,1
56,62.45,64.98,2.8,0.81,2.0,15.84,0.0,378.48,85.17,1
57,50.93,63.02,2.97,0.67,2.0,37.4,0.0,172.18,90.11,1
58,49.57,62.79,2.99,0.65,2.0,39.95,0.0,147.82,90.69,1
59,63.71,65.19,2.78,0.83,2.0,13.47,0.0,401.12,84.63,1
60,50.6,62.96,2.98,0.66,2.0,38.02,0.0,166.25,90.25,1
61,57.92,64.21,2.87,0.76,2.0,24.32,0.0,297.32,87.11,1
62,51.83,63.17,2.96,0.68,2.0,35.72,0.0,188.23,89.73,1
63,65.34,65.47,2.76,0.85,2.0,10.42,0.0,430.3,83.93,1
64,60.77,64.69,2.83,0.79,2.0,18.97,0.0,348.48,85.89,1
65,63.69,65.19,2.78,0.83,2.0,13.5,0.0,400.8,84.63,1
66,59.34,64.45,2.85,0.77,2.0,21.65,0.0,322.88,86.5,1
67,58.93,64.38,2.85,0.77,2.0,22.43,0.0,315.4,86.68,1
68,54.49,63.62,2.92,0.71,2.0,30.75,0.0,235.84,88.58,1
69,52.52,63.29,2.95,0.69,2.0,34.43,0.0,200.57,89.43,1
70,51.25,63.07,2.97,0.67,2.0,36.8,0.0,177.88,89.97,1
71,58.04,64.23,2.87,0.76,2.0,24.08,0.0,299.58,87.06,1
72,63.15,65.09,2.79,0.82,2.0,14.53,0.0,391.01,84.87,1
73,57.73,64.17,2.87,0.75,2.0,24.66,0.0,294.03,87.19,1
74,55.95,63.87,2.9,0.73,2.0,28.01,0.0,261.99,87.96,1
75,65.07,65.42,2.76,0.84,2.0,10.92,0.0,425.48,84.04,1
76,65.45,65.48,2.76,0.85,2.0,10.22,0.0,432.2,83.88,1
77,62.93,65.06,2.79,0.82,2.0,14.94,0.0,387.05,84.96,1
78,49.36,62.75,3.0,0.65,2.0,40.34,0.0,144.03,90.78,1
79,49.8,62.83,2.99,0.65,2.0,39.52,0.0,151.89,90.6,1
80,56.14,63.9,2.9,0.73,2.0,27.65,0.0,265.46,87.88,1
81,55.07,63.72,2.91,0.72,2.0,29.65,0.0,246.36,88.33,1
82,65.57,65.51,2.75,0.85,2.0,9.98,0.0,434.51,83.83,1
83,54.03,63.55,2.93,0.71,2.0,31.6,0.0,227.67,88.78,1
84,65.43,65.48,2.76,0.85,2.0,10.24,0.0,431.98,83.89,1
85,64.33,65.3,2.77,0.84,2.0,12.31,0.0,412.24,84.36,1
86,53.34,63.43,2.94,0.7,2.0,32.89,0.0,215.32,89.08,1
87,58.41,64.29,2.86,0.76,2.0,23.4,0.0,306.16,86.9,1
88,60.6,64.66,2.83,0.79,2.0,19.29,0.0,345.4,85.96,1
89,51.56,63.13,2.96,0.68,2.0,36.22,0.0,183.43,89.84,1
90,56.96,64.04,2.88,0.74,2.0,26.11,0.0,280.21,87.52,1
91,55.39,63.78,2.91,0.72,2.0,29.04,0.0,252.12,88.19,1
92,58.49,64.3,2.86,0.76,2.0,23.24,0.0,307.67,86.86,1
93,54.55,63.63,2.92,0.71,2.0,30.63,0.0,236.98,88.56,1
94,58.8,64.36,2.86,0.77,2.0,22.66,0.0,313.15,86.73,1
95,57.09,64.07,2.88,0.75,2.0,25.86,0.0,282.56,87.47,1
96,61.57,64.83,2.81,0.8,2.0,17.47,0.0,362.83,85.54,1
97,51.41,63.1,2.97,0.67,2.0,36.51,0.0,180.72,89.9,1
98,59.37,64.45,2.85,0.77,2.0,21.6,0.0,323.33,86.49,1
99,49.4,62.76,3.0,0.65,2.0,40.27,0.0,144.75,90.77,1
100,52.15,63.23,2.96,0.68,2.0,35.11,0.0,194.05,89.59,1
101,60.06,64.57,2.84,0.78,2.0,20.3,0.0,335.76,86.19,1
102,57.69,64.17,2.87,0.75,2.0,24.74,0.0,293.27,87.21,1
103,56.6,63.98,2.89,0.74,2.0,26.78,0.0,273.76,87.68,1
