,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.67,10.0,3.4,0.17,1.0,23.61,10.0,261.0,36.0,1
1,4.44,26.0,3.82,0.25,1.0,82.5,26.0,68.0,62.0,1
2,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,1
3,4.03,35.0,4.51,0.1,1.0,24.08,1.0,137.0,97.0,1
4,3.63,30.0,3.29,0.16,1.0,17.21,19.0,269.0,95.0,1
5,4.81,43.0,2.68,0.25,2.0,14.38,0.0,515.0,414.0,1
6,5.45,6.0,3.19,0.2,1.0,22.05,3.0,242.0,146.0,1
7,6.31,18.0,1.84,0.31,2.0,8.69,0.75,319.0,36.0,1
8,9.44,44.0,3.06,0.2,2.0,74.4,0.75,695.0,393.0,1
9,11.07,38.5,3.96,0.18,2.0,52.96,0.0,231.0,212.0,1
10,26.67,59.0,2.17,0.83,2.0,16.0,0.75,306.0,29.0,1
11,19.56,67.0,2.55,0.44,2.0,2.11,0.75,105.0,39.0,1
12,13.21,69.0,3.4,0.21,2.0,38.05,0.75,243.0,122.0,1
13,10.82,8.0,3.03,0.18,2.0,24.94,0.12,1009.0,448.0,1
14,29.83,8.5,2.17,0.67,2.0,5.83,0.12,17.0,16.0,1
15,22.88,39.0,2.95,0.25,2.0,81.62,0.0,127.0,46.0,1
16,20.47,41.0,2.72,0.27,2.0,19.53,0.0,128.0,66.0,1
17,16.44,45.0,3.68,0.16,2.0,58.4,0.0,463.0,341.0,1
18,28.09,46.0,2.3,0.45,2.0,12.91,0.0,110.0,31.0,1
19,48.0,0.0,3.1,0.5,2.0,28.5,0.0,51.0,40.0,1
20,22.54,3.0,4.57,0.21,2.0,125.07,1.75,47.0,46.0,1
21,26.67,86.0,3.7,0.33,2.0,104.56,0.01,43.0,92.0,1
22,67.5,65.83,2.72,0.88,2.0,6.38,0.0,469.0,83.0,1
23,82.75,14.33,1.9,1.0,2.0,16.88,0.13,362.0,119.0,1
24,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,1
25,48.86,62.67,3.0,0.64,2.0,41.29,0.0,135.0,91.0,1
26,36.4,3.0,3.87,0.45,2.0,91.35,1.75,97.0,73.0,1
27,63.42,21.0,3.27,0.75,2.0,245.33,1.97,65.0,18.0,1
28,64.42,22.0,3.27,0.75,2.0,0.0,1.97,18.0,65.0,1
29,131.0,22.57,2.52,1.25,2.0,201.75,0.13,66.0,10.0,1
30,126.38,34.38,2.56,1.25,2.0,42.75,0.0,95.0,47.0,1
31,65.19,41.0,3.43,0.48,2.0,173.29,1.84,257.0,43.0,1
32,126.33,2.0,2.2,1.33,2.0,16.33,1.5,609.0,191.0,1
33,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,1
34,60.54,10.0,3.39,0.54,2.0,210.54,1.5,813.0,110.0,1
35,101.08,27.0,2.93,1.17,2.0,176.83,1.5,153.0,6.0,1
36,29.27,0.0,2.82,1.18,1.0,100.55,0.0,588.0,41.0,1
37,27.7,0.0,2.98,2.6,1.0,103.7,0.0,258.0,69.0,1
38,0.0,0.0,2.53,0.0,1.0,0.0,0.0,300.0,0.0,1
39,28.21,0.0,3.62,1.62,1.0,36.25,0.0,623.0,86.0,1
40,30.26,13.79,4.25,0.33,2.0,104.68,1.45,119.5,52.36,1
41,62.72,59.15,2.92,0.8,2.0,19.0,0.19,424.11,79.06,1
42,43.13,31.77,3.72,0.52,2.0,70.72,0.95,240.25,62.94,1
43,62.0,58.15,2.95,0.79,2.0,20.89,0.21,417.41,78.48,1
44,23.69,4.61,4.52,0.23,2.0,122.04,1.71,57.79,46.95,1
45,63.93,60.84,2.87,0.82,2.0,15.81,0.14,435.45,80.06,1
46,60.12,55.52,3.03,0.77,2.0,25.85,0.29,399.75,76.93,1
47,34.93,20.32,4.06,0.4,2.0,92.36,1.27,163.3,56.2,1
48,62.27,58.53,2.94,0.8,2.0,20.18,0.2,419.93,78.7,1
49,58.11,52.71,3.11,0.74,2.0,31.17,0.37,380.84,75.27,1
50,42.53,30.94,3.75,0.51,2.0,72.28,0.97,234.68,62.46,1
51,38.03,24.65,3.93,0.44,2.0,84.18,1.15,192.39,58.75,1
52,35.06,20.5,4.06,0.4,2.0,92.02,1.26,164.5,56.3,1
53,55.34,48.84,3.22,0.7,2.0,38.47,0.47,354.9,73.0,1
54,39.36,26.51,3.88,0.46,2.0,80.66,1.1,204.88,59.84,1
55,63.99,60.93,2.87,0.82,2.0,15.64,0.14,436.05,80.11,1
56,59.55,54.73,3.05,0.76,2.0,27.36,0.31,394.4,76.46,1
57,65.64,63.23,2.8,0.85,2.0,11.29,0.07,451.53,81.47,1
58,33.65,18.53,4.11,0.38,2.0,95.74,1.32,151.27,55.14,1
59,46.9,37.04,3.57,0.57,2.0,60.76,0.8,275.63,66.05,1
60,39.83,27.16,3.86,0.47,2.0,79.43,1.08,209.28,60.23,1
