,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,1
1,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,1
2,5.77,37.0,1.75,0.31,3.0,0.23,0.0,168.0,151.0,1
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,1
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,1
5,12.67,63.0,1.32,1.33,3.0,28.67,0.0,31.0,1.0,1
6,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,1
7,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,1
8,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,1
9,18.42,40.5,1.63,0.42,3.0,18.67,0.0,789.0,709.0,1
10,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,1
11,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,1
12,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,1
13,35.67,96.0,2.18,0.83,4.0,48.17,0.33,21.0,19.0,1
14,23.11,104.0,1.03,0.56,3.0,16.78,0.39,542.0,157.0,1
15,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,1
16,29.0,4.0,2.27,0.38,3.0,379.69,0.99,487.0,430.0,1
17,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,1
18,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,1
19,106.25,96.83,1.72,1.5,3.0,163.0,0.0,14.0,8.0,1
20,109.4,94.0,2.01,1.4,3.0,150.0,0.0,12.0,7.0,1
21,149.5,3.0,0.5,2.5,3.0,80.75,0.96,5.0,214.0,1
22,65.44,127.0,2.81,1.11,4.0,274.67,0.27,105.0,6.0,1
23,90.14,89.5,1.94,1.29,3.0,56.86,0.0,373.0,4.0,1
24,117.5,120.0,1.44,1.5,3.0,86.33,0.0,90.0,40.0,1
25,185.75,32.0,0.7,2.5,3.0,42.5,1.0,142.0,3.0,1
26,72.45,114.52,1.99,0.91,3.0,133.09,0.0,147.0,11.0,1
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,1
28,174.5,120.65,2.04,2.17,4.0,419.17,0.0,62.0,6.0,1
29,209.8,5.0,1.68,2.4,3.0,90.8,0.99,190.0,94.0,1
30,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,1
31,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,1
32,23.8,26.0,5.07,0.25,4.0,624.24,0.68,276.0,168.0,1
33,88.0,42.0,3.1,1.07,4.0,397.33,0.68,233.0,117.0,1
34,85.43,100.63,2.87,0.71,4.0,47.05,0.0,56.0,20.0,1
35,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,1
36,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,1
37,13.3,16.0,4.01,1.12,5.0,5.3,0.25,2583.0,78.0,1
38,0.83,5.0,2.27,0.67,4.0,1.5,0.0,89.0,30.0,1
39,5.63,17.0,3.84,0.91,5.0,0.6,0.01,2918.0,220.0,1
40,70.59,123.14,2.71,1.14,3.88,260.08,0.24,94.12,6.12,1
41,69.75,123.77,2.73,1.14,3.9,262.45,0.24,95.89,6.1,1
42,94.13,105.46,2.29,1.3,3.35,193.3,0.09,44.3,6.65,1
43,99.5,101.43,2.19,1.33,3.23,178.08,0.06,32.95,6.77,1
44,106.77,95.97,2.06,1.38,3.06,157.45,0.02,17.56,6.94,1
45,69.78,123.75,2.73,1.14,3.9,262.38,0.24,95.84,6.1,1
46,107.79,95.21,2.04,1.39,3.04,154.58,0.01,15.42,6.96,1
47,90.25,108.38,2.36,1.27,3.44,204.31,0.12,52.51,6.56,1
48,86.52,111.18,2.42,1.25,3.52,214.89,0.14,60.41,6.48,1
49,77.65,117.84,2.58,1.19,3.72,240.05,0.2,79.18,6.28,1
50,109.34,94.04,2.01,1.4,3.0,150.17,0.0,12.12,7.0,1
51,100.13,100.96,2.18,1.34,3.21,176.29,0.06,31.61,6.79,1
52,97.47,102.96,2.23,1.32,3.27,183.85,0.07,37.25,6.73,1
53,97.54,102.9,2.22,1.32,3.27,183.63,0.07,37.09,6.73,1
54,87.46,110.47,2.41,1.26,3.5,212.22,0.14,58.41,6.5,1
55,80.86,115.43,2.53,1.21,3.65,230.94,0.18,72.38,6.35,1
56,84.58,112.64,2.46,1.24,3.56,220.41,0.15,64.52,6.44,1
57,72.09,122.01,2.68,1.15,3.85,255.81,0.23,90.94,6.15,1
58,102.65,99.06,2.13,1.36,3.15,169.13,0.04,26.27,6.85,1
59,108.47,94.7,2.03,1.39,3.02,152.65,0.01,13.98,6.98,1
60,81.48,114.96,2.51,1.22,3.64,229.2,0.17,71.08,6.36,1
61,90.02,108.55,2.36,1.27,3.44,204.98,0.12,53.01,6.56,1
62,101.71,99.77,2.15,1.35,3.17,171.81,0.05,28.27,6.83,1
63,76.92,118.39,2.6,1.19,3.74,242.12,0.2,80.72,6.26,1
64,86.11,111.48,2.43,1.25,3.53,216.05,0.14,61.28,6.47,1
65,93.31,106.08,2.3,1.29,3.37,195.65,0.1,46.05,6.63,1
66,88.01,110.06,2.4,1.26,3.49,210.67,0.13,57.26,6.51,1
67,76.7,118.55,2.6,1.19,3.74,242.73,0.2,81.18,6.26,1
68,77.46,117.98,2.59,1.19,3.73,240.6,0.2,79.59,6.27,1
69,103.53,98.41,2.12,1.36,3.13,166.65,0.04,24.42,6.87,1
70,93.99,105.57,2.29,1.3,3.35,193.7,0.1,44.6,6.65,1
71,86.75,111.0,2.42,1.25,3.52,214.24,0.14,59.92,6.48,1
72,70.94,122.88,2.71,1.15,3.88,259.09,0.24,93.38,6.12,1
73,76.23,118.9,2.61,1.18,3.75,244.08,0.2,82.18,6.25,1
74,95.2,104.66,2.27,1.31,3.32,190.27,0.09,42.04,6.68,1
75,87.74,110.26,2.4,1.26,3.49,211.44,0.13,57.83,6.51,1
76,80.64,115.59,2.53,1.21,3.65,231.57,0.18,72.85,6.35,1
77,105.09,97.23,2.09,1.37,3.1,162.22,0.03,21.11,6.9,1
78,91.84,107.18,2.33,1.28,3.4,199.81,0.11,49.16,6.6,1
79,83.63,113.34,2.48,1.23,3.59,223.08,0.16,66.51,6.41,1
80,67.45,125.49,2.77,1.12,3.95,268.98,0.26,100.76,6.05,1
81,81.36,115.05,2.52,1.22,3.64,229.54,0.17,71.33,6.36,1
82,90.34,108.31,2.35,1.27,3.43,204.06,0.12,52.33,6.57,1
83,77.97,117.59,2.58,1.19,3.71,239.13,0.19,78.49,6.29,1
84,67.6,125.38,2.77,1.13,3.95,268.56,0.26,100.44,6.05,1
