,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,1.94,9.0,3.37,0.17,3.0,27.0,0.5,959.0,434.0,1
1,3.42,16.0,1.96,0.42,3.0,4.42,0.39,378.0,76.0,1
2,5.77,37.0,1.75,0.31,3.0,0.23,0.0,168.0,151.0,1
3,6.2,43.0,1.71,0.4,3.0,6.5,0.0,727.0,438.0,1
4,5.29,61.0,2.58,0.29,4.0,6.57,0.0,1455.0,12.0,1
5,12.67,63.0,1.32,1.33,3.0,28.67,0.0,31.0,1.0,1
6,12.27,33.0,2.22,0.45,3.0,30.18,0.39,389.0,155.0,1
7,18.57,47.0,1.63,0.57,3.0,24.29,0.39,155.0,98.0,1
8,11.62,50.0,2.1,0.5,3.0,39.75,0.39,308.0,16.0,1
9,18.42,40.5,1.63,0.42,3.0,18.67,0.0,789.0,709.0,1
10,26.83,41.5,0.64,0.83,3.0,8.0,0.0,500.0,457.0,1
11,8.71,80.0,3.09,0.29,3.0,2.71,0.0,1635.0,7.0,1
12,12.64,91.0,3.38,0.29,3.0,30.79,0.0,217.0,67.0,1
13,35.67,96.0,2.18,0.83,4.0,48.17,0.33,21.0,19.0,1
14,23.11,104.0,1.03,0.56,3.0,16.78,0.39,542.0,157.0,1
15,15.77,100.5,3.94,0.19,3.0,106.65,0.0,1016.0,513.0,1
16,25.4,2.0,2.65,0.47,4.0,303.53,0.62,487.0,193.0,1
17,29.0,4.0,2.27,0.38,3.0,379.69,0.99,487.0,430.0,1
18,20.67,69.67,3.74,0.17,3.0,75.33,0.0,485.0,249.0,1
19,24.83,12.5,3.17,0.33,3.0,109.0,0.02,912.0,271.0,1
20,106.25,96.83,1.72,1.5,3.0,163.0,0.0,14.0,8.0,1
21,109.4,94.0,2.01,1.4,3.0,150.0,0.0,12.0,7.0,1
22,149.5,3.0,0.5,2.5,3.0,80.75,0.96,5.0,214.0,1
23,65.44,127.0,2.81,1.11,4.0,274.67,0.27,105.0,6.0,1
24,90.14,89.5,1.94,1.29,3.0,56.86,0.0,373.0,4.0,1
25,185.75,32.0,0.7,2.5,3.0,42.5,1.0,142.0,3.0,1
26,72.45,114.52,1.99,0.91,3.0,133.09,0.0,147.0,11.0,1
27,73.92,0.0,2.67,0.75,3.0,302.5,0.0,1588.0,170.0,1
28,174.5,120.65,2.04,2.17,4.0,419.17,0.0,62.0,6.0,1
29,209.8,5.0,1.68,2.4,3.0,90.8,0.99,190.0,94.0,1
30,61.07,26.0,4.1,0.46,3.0,150.29,1.0,834.0,124.0,1
31,80.8,6.0,2.41,1.0,3.0,426.07,0.66,341.0,57.0,1
32,23.8,26.0,5.07,0.25,4.0,624.24,0.68,276.0,168.0,1
33,88.0,42.0,3.1,1.07,4.0,397.33,0.68,233.0,117.0,1
34,85.43,100.63,2.87,0.71,4.0,47.05,0.0,56.0,20.0,1
35,69.12,17.0,3.44,0.69,3.0,276.12,1.0,779.0,104.0,1
36,27.17,4.0,2.9,2.67,3.0,45.92,0.6,784.0,74.0,1
37,13.3,16.0,4.01,1.12,5.0,5.3,0.25,2583.0,78.0,1
38,0.83,5.0,2.27,0.67,4.0,1.5,0.0,89.0,30.0,1
39,5.63,17.0,3.84,0.91,5.0,0.6,0.01,2918.0,220.0,1
40,113.53,81.04,1.51,1.67,3.0,149.16,0.16,12.49,42.67,1
41,130.4,44.43,1.04,2.06,3.0,117.07,0.54,8.97,123.04,1
42,127.91,49.85,1.11,2.0,3.0,121.81,0.48,9.49,111.15,1
43,133.61,37.48,0.95,2.13,3.0,110.97,0.61,8.31,138.3,1
44,125.97,54.04,1.16,1.96,3.0,125.49,0.44,9.9,101.95,1
45,129.02,47.43,1.08,2.03,3.0,119.7,0.51,9.26,116.46,1
46,111.13,86.25,1.58,1.61,3.0,153.72,0.11,12.99,31.23,1
47,109.24,90.36,1.63,1.57,3.0,157.32,0.07,13.38,22.22,1
48,124.54,57.14,1.2,1.92,3.0,128.21,0.41,10.19,95.14,1
49,145.26,12.2,0.62,2.4,3.0,88.82,0.87,5.88,193.8,1
50,139.61,24.47,0.78,2.27,3.0,99.57,0.74,7.06,166.87,1
51,135.21,34.01,0.9,2.17,3.0,107.93,0.64,7.97,145.92,1
52,137.91,28.15,0.83,2.23,3.0,102.8,0.7,7.41,158.78,1
53,136.75,30.67,0.86,2.21,3.0,105.0,0.68,7.65,153.26,1
54,126.28,53.38,1.15,1.96,3.0,124.91,0.45,9.83,103.39,1
55,149.25,3.54,0.51,2.49,3.0,81.23,0.96,5.05,212.8,1
56,114.54,78.85,1.48,1.69,3.0,147.23,0.18,12.27,47.49,1
57,110.27,88.12,1.6,1.59,3.0,155.36,0.09,13.16,27.13,1
58,113.62,80.85,1.51,1.67,3.0,148.99,0.16,12.47,43.1,1
59,127.07,51.65,1.13,1.98,3.0,123.4,0.46,9.67,107.19,1
60,133.63,37.44,0.95,2.13,3.0,110.94,0.61,8.3,138.4,1
61,129.13,47.2,1.07,2.03,3.0,119.49,0.51,9.24,116.97,1
62,122.33,61.94,1.27,1.87,3.0,132.42,0.36,10.65,84.6,1
63,122.45,61.68,1.26,1.87,3.0,132.19,0.36,10.63,85.17,1
64,135.46,33.45,0.9,2.18,3.0,107.44,0.65,7.92,147.15,1
65,110.62,87.34,1.59,1.6,3.0,154.68,0.1,13.09,28.84,1
66,145.53,11.6,0.61,2.41,3.0,88.29,0.87,5.83,195.11,1
67,120.35,66.25,1.32,1.83,3.0,136.19,0.31,11.07,75.15,1
68,148.42,5.35,0.53,2.47,3.0,82.81,0.94,5.23,208.84,1
69,134.51,35.53,0.92,2.15,3.0,109.26,0.63,8.12,142.59,1
70,134.04,36.54,0.94,2.14,3.0,110.15,0.62,8.22,140.37,1
71,114.42,79.11,1.49,1.69,3.0,147.46,0.18,12.3,46.92,1
72,126.58,52.73,1.15,1.97,3.0,124.34,0.45,9.77,104.83,1
73,139.67,24.33,0.78,2.27,3.0,99.45,0.74,7.05,167.16,1
74,134.42,35.72,0.93,2.15,3.0,109.43,0.63,8.14,142.16,1
75,148.24,5.74,0.54,2.47,3.0,83.15,0.93,5.26,207.99,1
76,124.64,56.93,1.2,1.93,3.0,128.02,0.41,10.17,95.6,1
77,141.06,21.32,0.74,2.3,3.0,96.81,0.77,6.76,173.78,1
78,111.41,85.64,1.57,1.62,3.0,153.19,0.12,12.93,32.57,1
79,118.18,70.96,1.38,1.78,3.0,140.32,0.27,11.52,64.8,1
80,133.04,38.7,0.96,2.12,3.0,112.05,0.6,8.42,135.62,1
81,137.35,29.36,0.84,2.22,3.0,103.85,0.69,7.53,156.14,1
82,139.9,23.82,0.77,2.28,3.0,99.0,0.75,7.0,168.29,1
83,123.89,58.55,1.22,1.91,3.0,129.44,0.39,10.33,92.04,1
84,129.5,46.39,1.06,2.04,3.0,118.78,0.52,9.16,118.74,1
