,nuc,arexp,ent,ndev,ns,age,asexp,la,ld,target
0,0.0,3.0,2.95,0.0,1.0,0.0,3.0,1914.0,0.0,1
1,1.33,4.0,1.58,0.33,1.0,4.0,4.0,3.0,3.0,1
2,1.33,15.0,1.21,0.67,1.0,18.67,11.0,11.0,10.0,1
3,1.67,10.0,3.4,0.17,1.0,23.61,10.0,261.0,36.0,1
4,1.8,10.0,1.97,0.4,1.0,30.2,10.0,33.0,12.0,1
5,2.3,12.0,2.47,0.3,1.0,11.5,12.0,262.0,15.0,1
6,3.25,14.0,1.64,0.75,1.0,52.25,14.0,7.0,8.0,1
7,1.4,20.0,2.83,0.3,1.0,1.2,20.0,430.0,33.0,1
8,4.44,26.0,3.82,0.25,1.0,82.5,26.0,68.0,62.0,1
9,8.4,32.0,1.35,0.8,1.0,17.8,32.0,422.0,142.0,1
10,0.75,23.0,4.19,0.06,1.0,11.64,13.0,625.0,329.0,1
11,2.0,26.0,2.37,0.12,1.0,31.0,15.0,88.0,63.0,1
12,3.75,4.0,1.03,0.5,1.0,11.0,3.0,50.0,4.0,1
13,2.17,5.0,2.18,0.17,1.0,44.0,4.0,40.0,22.0,1
14,3.0,4.0,1.35,0.25,1.0,44.0,1.0,93.0,34.0,1
15,2.97,10.0,3.61,0.12,1.0,28.48,8.0,997.0,477.0,1
16,5.33,12.0,1.56,1.33,1.0,8.0,10.0,5.0,2.0,1
17,3.43,13.0,1.51,0.57,1.0,30.57,11.0,172.0,48.0,1
18,4.67,14.0,1.43,1.0,1.0,1.0,12.0,3.0,20.0,1
19,4.1,34.0,2.21,0.3,2.0,9.4,0.0,486.0,209.0,1
20,4.03,35.0,4.51,0.1,1.0,24.08,1.0,137.0,97.0,1
21,6.0,38.0,1.42,1.0,1.0,0.75,4.0,150.0,93.0,1
22,3.63,30.0,3.29,0.16,1.0,17.21,19.0,269.0,95.0,1
23,4.5,35.0,3.98,0.15,1.0,21.15,23.0,535.0,188.0,1
24,5.45,6.0,3.19,0.2,1.0,22.05,3.0,242.0,146.0,1
25,16.6,50.0,2.16,0.27,1.0,89.93,36.0,584.0,274.0,1
26,12.2,52.5,2.99,0.4,1.0,12.2,39.0,635.0,122.0,1
27,52.31,10.5,2.98,0.5,2.0,108.5,2.0,483.0,55.0,1
28,0.0,11.5,1.79,0.0,1.0,0.0,15.0,524.0,0.0,1
29,29.27,0.0,2.82,1.18,1.0,100.55,0.0,588.0,41.0,1
30,7.75,22.5,3.32,0.92,1.0,0.0,39.0,20.0,14.0,1
31,3.0,0.0,1.97,1.2,1.0,193.6,0.0,125.0,8.0,1
32,25.29,7.0,2.05,2.29,1.0,178.86,6.0,466.0,15.0,1
33,34.55,1.5,3.25,2.1,1.0,272.45,3.0,633.0,57.0,1
34,27.7,0.0,2.98,2.6,1.0,103.7,0.0,258.0,69.0,1
35,0.0,0.0,2.53,0.0,1.0,0.0,0.0,300.0,0.0,1
36,34.73,4.5,2.54,3.18,1.0,107.64,4.0,950.0,3.0,1
37,28.21,0.0,3.62,1.62,1.0,36.25,0.0,623.0,86.0,1
38,0.0,15.5,1.12,0.0,1.0,0.0,1.0,144.0,150.0,1
39,0.25,17.0,1.68,0.25,1.0,1.75,0.0,36.0,45.0,1
40,3.96,34.21,4.32,0.11,1.0,22.99,3.86,157.94,96.68,1
41,3.92,33.62,4.18,0.12,1.0,22.18,5.98,173.53,96.45,1
42,3.65,30.26,3.36,0.16,1.0,17.56,18.07,262.2,95.1,1
43,3.89,33.24,4.08,0.12,1.0,21.66,7.32,183.37,96.3,1
44,3.63,30.02,3.3,0.16,1.0,17.24,18.91,268.37,95.01,1
45,3.74,31.34,3.62,0.14,1.0,19.05,14.17,233.55,95.54,1
46,3.95,34.02,4.27,0.11,1.0,22.73,4.52,162.84,96.61,1
47,3.71,31.0,3.54,0.15,1.0,18.58,15.4,242.63,95.4,1
48,3.98,34.45,4.38,0.11,1.0,23.33,2.96,151.41,96.78,1
49,3.98,34.38,4.36,0.11,1.0,23.22,3.23,153.39,96.75,1
50,3.92,33.7,4.2,0.12,1.0,22.29,5.68,171.29,96.48,1
51,3.78,31.87,3.75,0.14,1.0,19.78,12.26,219.58,95.75,1
52,3.83,32.46,3.89,0.13,1.0,20.58,10.16,204.16,95.98,1
53,3.68,30.61,3.44,0.15,1.0,18.04,16.82,252.98,95.24,1
