,nuc,aexp,ns,age,asexp,la,target
0,5.87,321.0,2.0,74.3,0.93,2610.0,True
1,1.2,70.0,3.0,23.61,0.0,2611.0,True
2,8.34,139.0,3.0,18.16,0.5,2349.0,True
3,16.07,67.0,3.0,18.9,0.5,2462.0,True
4,41.29,190.0,4.0,58.79,0.14,1049.0,True
5,31.26,191.0,4.0,24.26,0.14,636.0,True
6,22.0,197.0,4.0,54.12,0.14,852.0,True
7,17.95,200.0,3.0,34.23,0.26,1681.0,True
8,42.05,37.0,4.0,13.83,0.26,1732.0,True
9,27.52,88.0,2.0,18.12,1.0,1812.0,True
10,21.54,240.0,4.0,15.62,0.14,2271.0,True
11,18.46,119.0,2.0,24.25,0.5,1480.0,True
12,15.83,120.0,2.0,66.6,0.5,3119.0,True
13,13.19,220.0,4.0,4.9,0.0,1317.0,True
14,27.68,296.0,4.0,85.18,0.4,505.0,True
15,49.2,248.0,3.0,28.4,0.54,628.0,True
16,29.63,251.0,2.0,78.69,1.16,685.0,True
17,30.55,48.0,3.0,30.96,0.35,2399.0,True
18,4.69,151.0,2.0,23.72,1.0,1716.0,True
19,14.88,252.0,3.0,64.63,0.54,1398.0,True
20,19.31,140.0,5.0,93.38,0.05,924.0,True
21,26.0,251.0,2.0,31.9,0.0,725.0,True
22,30.87,161.0,4.0,31.43,0.33,744.0,True
23,37.95,350.0,2.0,64.11,0.63,513.0,True
24,24.52,253.0,3.0,32.22,0.5,736.0,True
25,30.04,354.0,2.0,14.87,0.38,684.0,True
26,40.93,146.0,3.0,62.98,0.5,2294.0,True
27,24.16,177.0,6.0,75.16,0.2,2943.0,True
28,41.32,153.0,3.0,64.44,0.5,1574.0,True
29,58.0,274.0,2.0,84.23,1.16,955.0,True
30,13.98,173.0,2.0,66.39,1.0,1323.0,True
31,53.0,174.0,2.0,61.52,1.0,1429.0,True
32,30.38,199.0,2.0,56.62,0.5,1219.0,True
33,54.3,306.0,3.0,46.74,0.54,492.0,True
34,46.5,314.0,3.0,87.8,0.54,916.0,True
35,43.75,341.0,2.0,43.71,0.0,663.0,True
36,46.87,329.0,2.0,79.73,1.16,2497.0,True
37,48.86,402.0,4.0,66.59,0.32,537.0,True
38,45.61,333.0,4.0,57.58,0.35,726.0,True
39,49.0,348.0,2.0,84.43,1.16,496.0,True
40,24.44,149.32,4.56,65.88,0.17,844.08,True
41,25.79,151.78,4.44,58.64,0.21,823.03,True
42,27.64,155.13,4.28,48.75,0.25,794.3,True
43,30.13,159.66,4.06,35.4,0.32,755.53,True
44,21.34,143.68,4.82,82.51,0.1,892.41,True
45,22.55,145.89,4.72,76.01,0.13,873.53,True
46,20.14,141.52,4.93,88.9,0.07,910.97,True
47,28.91,157.44,4.17,41.94,0.28,774.51,True
48,19.88,141.03,4.95,90.34,0.06,915.15,True
49,27.57,155.01,4.29,49.12,0.25,795.38,True
50,22.19,145.23,4.75,77.96,0.12,879.19,True
51,30.76,160.8,4.01,32.02,0.33,745.7,True
52,30.14,159.67,4.06,35.35,0.32,755.37,True
53,29.15,157.87,4.15,40.66,0.29,770.8,True
54,28.76,157.17,4.18,42.72,0.28,776.79,True
55,22.43,145.67,4.73,76.66,0.13,875.41,True
56,29.8,159.06,4.09,37.15,0.31,760.62,True
57,22.07,145.01,4.76,78.6,0.12,881.04,True
58,25.84,151.87,4.43,58.36,0.21,822.24,True
59,22.21,145.27,4.75,77.84,0.12,878.84,True
60,27.46,154.8,4.3,49.71,0.25,797.11,True
61,26.9,153.79,4.34,52.72,0.24,805.83,True
62,30.09,159.59,4.07,35.61,0.31,756.13,True
63,19.82,140.94,4.96,90.62,0.06,915.97,True
64,27.04,154.04,4.33,51.97,0.24,803.66,True
65,24.89,150.13,4.52,63.49,0.19,837.14,True
66,23.77,148.1,4.61,69.48,0.16,854.54,True
67,27.96,155.72,4.25,47.0,0.26,789.22,True
68,22.21,145.27,4.75,77.84,0.12,878.84,True
69,23.41,147.46,4.64,71.39,0.15,860.08,True
70,23.34,147.33,4.65,71.77,0.15,861.2,True
71,28.51,156.72,4.2,44.07,0.28,780.71,True
72,20.93,142.95,4.86,84.69,0.09,898.73,True
73,21.27,143.57,4.83,82.85,0.1,893.39,True
74,23.28,147.21,4.66,72.12,0.15,862.23,True
75,26.68,153.39,4.36,53.88,0.23,809.21,True
76,26.92,153.83,4.34,52.59,0.24,805.46,True
77,29.42,158.37,4.13,39.18,0.3,766.51,True
78,29.44,158.41,4.12,39.07,0.3,766.18,True
79,23.99,148.51,4.59,68.28,0.16,851.07,True
80,24.14,148.79,4.58,67.47,0.17,848.7,True
81,20.37,141.92,4.91,87.71,0.07,907.5,True
82,20.17,141.57,4.93,88.75,0.07,910.53,True
83,29.35,158.25,4.13,39.55,0.3,767.59,True
84,23.72,148.01,4.62,69.76,0.16,855.37,True
85,23.75,148.06,4.62,69.6,0.16,854.91,True
86,29.24,158.03,4.14,40.18,0.29,769.42,True
87,20.74,142.61,4.88,85.7,0.08,901.66,True
88,24.02,148.56,4.59,68.13,0.16,850.63,True
