,nuc,aexp,ns,age,asexp,la,target
0,32.67,93.0,1.0,28.0,56.0,18.0,True
1,31.62,98.0,1.0,12.75,59.0,621.0,True
2,38.5,111.0,1.0,0.0,62.0,3.0,True
3,32.64,114.0,1.0,24.55,65.0,354.0,True
4,31.43,119.0,1.0,73.29,68.0,395.0,True
5,28.5,120.0,1.0,12.0,69.0,23.0,True
6,33.5,121.0,1.0,5.0,70.0,65.0,True
7,22.38,168.0,1.0,31.75,64.0,152.0,True
8,41.17,142.0,1.0,71.67,76.0,43.0,True
9,59.0,147.0,1.0,15.0,79.0,41.0,True
10,21.12,60.0,1.0,43.62,57.0,431.0,True
11,48.8,153.0,1.0,1.0,82.0,52.0,True
12,43.0,68.0,1.0,5.0,65.0,2.0,True
13,36.0,73.0,1.0,7.0,70.0,2.0,True
14,22.0,74.0,1.0,16.0,71.0,231.0,True
15,24.0,76.0,1.0,20.0,73.0,67.0,True
16,22.29,79.0,1.0,13.36,76.0,76.0,True
17,31.0,83.0,1.0,3.0,79.0,2.0,True
18,13.89,88.0,1.0,23.11,82.0,401.0,True
19,43.5,65.0,1.0,7.5,57.0,64.0,True
20,47.67,177.0,1.0,1.33,99.0,175.0,True
21,25.31,178.0,1.0,2.85,100.0,516.0,True
22,17.67,77.0,1.0,36.44,67.0,277.0,True
23,40.9,81.0,1.0,14.4,70.0,547.0,True
24,40.33,82.0,1.0,3.89,71.0,788.0,True
25,38.5,83.0,1.0,24.5,72.0,15.0,True
26,25.0,115.0,1.0,5.0,100.0,11.0,True
27,45.6,92.0,1.0,22.0,78.0,166.0,True
28,42.0,101.0,1.0,12.33,85.0,270.0,True
29,51.0,128.0,1.0,6.0,103.0,0.0,True
30,28.0,86.0,1.0,41.0,58.0,4.0,True
31,61.67,95.0,1.0,21.33,62.0,84.0,True
32,34.67,129.0,1.0,21.0,105.0,147.0,True
33,24.73,133.0,1.0,12.47,108.0,479.0,True
34,31.0,134.0,1.0,0.0,109.0,30.0,True
35,19.05,136.0,1.0,66.15,111.0,288.0,True
36,53.33,141.0,1.0,2.67,116.0,74.0,True
37,39.5,60.0,1.0,0.0,51.0,223.0,True
38,25.0,97.0,1.0,5.0,80.0,36.0,True
39,36.67,100.0,1.0,19.0,82.0,82.0,True
40,35.54,136.57,1.0,15.53,86.06,216.24,True
41,25.15,101.96,1.0,27.68,74.99,251.54,True
42,43.8,164.13,1.0,5.85,94.88,188.13,True
43,22.17,92.01,1.0,31.17,71.8,261.69,True
44,35.65,136.93,1.0,15.4,86.18,215.87,True
45,35.56,136.66,1.0,15.5,86.09,216.15,True
46,28.84,114.23,1.0,23.37,78.91,239.02,True
47,22.86,94.3,1.0,30.37,72.54,259.35,True
48,45.05,168.27,1.0,4.4,96.21,183.9,True
49,47.1,175.1,1.0,2.0,98.39,176.94,True
50,46.43,172.89,1.0,2.78,97.69,179.19,True
51,31.42,122.84,1.0,20.35,81.67,230.24,True
52,19.1,81.77,1.0,34.77,68.53,272.13,True
53,23.55,96.62,1.0,29.56,73.28,256.99,True
54,38.1,145.12,1.0,12.53,88.8,207.52,True
55,45.05,168.27,1.0,4.4,96.21,183.9,True
56,22.68,93.7,1.0,30.58,72.35,259.96,True
57,32.97,128.0,1.0,18.54,83.32,224.98,True
58,40.17,152.0,1.0,10.11,91.0,200.5,True
