,nuc,aexp,ns,age,asexp,la,target
0,7.71,12.0,1.0,139.14,3.0,124.0,True
1,17.25,11.0,1.0,146.75,4.0,65.0,True
2,9.5,0.0,1.0,124.0,0.0,29.0,True
3,1.0,0.0,1.0,133.0,0.0,1.0,True
4,8.5,1.0,1.0,140.0,1.0,49.0,True
5,4.0,0.0,1.0,136.0,0.0,21.0,True
6,13.5,3.0,1.0,142.0,1.0,79.0,True
7,19.67,4.0,1.0,135.0,1.0,2.0,True
8,5.0,4.0,1.0,118.0,1.0,1.0,True
9,20.0,0.0,1.0,142.0,0.0,77.0,True
10,6.0,2.0,1.0,133.67,0.0,5.0,True
11,3.17,6.0,1.0,170.67,1.0,58.0,True
12,6.83,9.0,1.0,123.83,6.0,301.0,True
13,7.18,0.0,1.0,156.59,0.0,227.0,True
14,2.33,0.0,1.0,125.67,0.0,114.0,True
15,6.0,0.0,1.0,146.0,0.0,72.0,True
16,5.0,12.0,1.0,155.0,12.0,45.0,True
17,2.0,0.0,1.0,146.25,0.0,129.0,True
18,15.5,1.0,1.0,111.75,1.0,56.0,True
19,5.0,9.0,1.0,129.0,0.0,44.0,True
20,10.0,6.0,1.0,138.0,0.0,241.0,True
21,12.5,0.0,1.0,108.5,0.0,36.0,True
22,12.33,0.0,1.0,122.67,0.0,101.0,True
23,2.0,19.0,1.0,127.0,12.0,37.0,True
24,2.0,20.0,1.0,140.0,13.0,209.0,True
25,9.5,1.0,1.0,164.0,0.0,52.0,True
26,14.0,1.0,1.0,143.43,0.0,22.0,True
27,18.0,1.0,1.0,146.5,1.0,13.0,True
28,5.0,2.0,1.0,131.0,1.0,2.0,True
29,18.0,3.0,1.0,129.0,2.0,21.0,True
30,3.0,3.0,1.0,144.33,0.0,9.0,True
31,2.67,4.0,1.0,124.33,1.0,167.0,True
32,15.0,0.0,1.0,138.0,0.0,0.0,True
33,11.07,1.0,1.0,113.67,1.0,24.0,True
34,1.0,0.0,1.0,153.0,0.0,101.0,True
35,17.83,1.0,1.0,115.42,1.0,86.0,True
36,3.67,28.0,1.0,163.33,14.0,36.0,True
37,4.71,17.0,1.0,152.71,1.0,152.0,True
38,12.0,1.0,1.0,162.4,0.0,27.0,True
39,4.5,0.0,1.0,171.0,0.0,102.0,True
40,12.01,0.82,1.0,124.77,0.0,120.17,True
41,11.37,2.49,1.0,129.02,0.0,159.02,True
42,10.09,5.76,1.0,137.4,0.0,235.48,True
43,12.33,0.01,1.0,122.7,0.0,101.34,True
44,10.72,4.14,1.0,133.24,0.0,197.57,True
45,11.7,1.62,1.0,126.81,0.0,138.79,True
46,10.5,4.72,1.0,134.74,0.0,211.19,True
47,10.44,4.87,1.0,135.11,0.0,214.59,True
48,10.83,3.86,1.0,132.53,0.0,191.02,True
49,11.38,2.44,1.0,128.9,0.0,157.92,True
50,12.06,0.71,1.0,124.49,0.0,117.62,True
51,10.42,4.92,1.0,135.23,0.0,215.74,True
52,11.3,2.66,1.0,129.46,0.0,163.02,True
53,10.17,5.55,1.0,136.86,0.0,230.55,True
54,10.44,4.86,1.0,135.08,0.0,214.36,True
55,10.6,4.45,1.0,134.03,0.0,204.72,True
56,11.02,3.37,1.0,131.28,0.0,179.68,True
57,10.51,4.68,1.0,134.62,0.0,210.17,True
58,10.9,3.69,1.0,132.09,0.0,187.0,True
59,11.22,2.85,1.0,129.96,0.0,167.6,True
60,12.27,0.18,1.0,123.12,0.0,105.1,True
61,10.19,5.5,1.0,136.73,0.0,229.4,True
62,10.52,4.65,1.0,134.55,0.0,209.52,True
63,11.56,1.98,1.0,127.73,0.0,147.2,True
64,11.61,1.85,1.0,127.39,0.0,144.14,True
65,11.72,1.58,1.0,126.7,0.0,137.84,True
66,11.84,1.27,1.0,125.91,0.0,130.58,True
67,10.2,5.47,1.0,136.66,0.0,228.74,True
68,10.69,4.23,1.0,133.48,0.0,199.69,True
69,12.33,0.02,1.0,122.72,0.0,101.49,True
70,12.11,0.58,1.0,124.16,0.0,114.62,True
71,11.72,1.58,1.0,126.71,0.0,137.9,True
72,11.32,2.62,1.0,129.36,0.0,162.07,True
73,11.06,3.29,1.0,131.07,0.0,177.7,True
74,10.78,4.0,1.0,132.88,0.0,194.27,True
75,11.05,3.31,1.0,131.13,0.0,178.28,True
76,10.47,4.79,1.0,134.91,0.0,212.81,True
77,10.32,5.17,1.0,135.88,0.0,221.62,True
78,11.04,3.32,1.0,131.15,0.0,178.47,True
79,10.08,5.78,1.0,137.45,0.0,235.97,True
80,10.85,3.82,1.0,132.44,0.0,190.22,True
81,12.14,0.49,1.0,123.91,0.0,112.38,True
82,10.41,4.96,1.0,135.33,0.0,216.66,True
83,11.93,1.03,1.0,125.29,0.0,124.95,True
