,nuc,aexp,ns,age,asexp,la,target
0,3.96,84.0,5.0,81.69,0.25,1411.0,True
1,22.19,59.0,3.0,126.81,0.5,1521.0,True
2,3.69,32.0,6.0,14.1,0.2,1685.0,True
3,13.64,60.0,4.0,3.55,0.0,1343.0,True
4,1.2,70.0,3.0,23.61,0.0,2611.0,True
5,8.34,139.0,3.0,18.16,0.5,2349.0,True
6,10.09,2.0,3.0,31.89,0.44,1944.0,True
7,19.81,0.0,6.0,82.8,0.0,1265.0,True
8,16.07,67.0,3.0,18.9,0.5,2462.0,True
9,23.14,2.0,4.0,38.7,0.0,2184.0,True
10,14.53,51.0,3.0,29.19,0.81,1627.0,True
11,7.29,15.0,4.0,2.88,0.27,1779.0,True
12,17.95,200.0,3.0,34.23,0.26,1681.0,True
13,42.05,37.0,4.0,13.83,0.26,1732.0,True
14,21.47,106.0,4.0,32.12,0.03,4452.0,True
15,29.46,10.0,4.0,16.83,0.25,2515.0,True
16,22.72,0.0,4.0,20.77,0.0,1167.0,True
17,27.52,88.0,2.0,18.12,1.0,1812.0,True
18,12.49,39.0,3.0,28.07,0.1,3472.0,True
19,21.54,240.0,4.0,15.62,0.14,2271.0,True
20,5.12,9.0,3.0,38.65,0.06,2044.0,True
21,23.16,3.0,3.0,55.58,0.15,1446.0,True
22,15.83,120.0,2.0,66.6,0.5,3119.0,True
23,30.55,48.0,3.0,30.96,0.35,2399.0,True
24,27.0,51.0,4.0,65.33,0.27,3910.0,True
25,40.93,146.0,3.0,62.98,0.5,2294.0,True
26,24.16,177.0,6.0,75.16,0.2,2943.0,True
27,11.63,21.0,3.0,79.12,0.0,4479.0,True
28,41.32,153.0,3.0,64.44,0.5,1574.0,True
29,54.8,73.0,2.0,24.76,0.39,3329.0,True
30,17.92,2.0,3.0,90.18,0.33,1328.0,True
31,22.05,6.0,2.0,98.33,0.64,2134.0,True
32,21.79,7.0,3.0,33.58,0.42,1462.0,True
33,12.55,0.0,4.0,27.87,0.0,1519.0,True
34,11.83,4.0,3.0,80.19,0.46,1434.0,True
35,29.04,2.0,4.0,97.13,0.31,2063.0,True
36,39.38,4.0,6.0,49.06,0.28,1937.0,True
37,18.04,15.0,3.0,149.46,0.15,1614.0,True
38,4.38,32.0,4.0,100.77,0.02,1204.0,True
39,51.11,10.0,3.0,55.4,0.47,1798.0,True
40,5.5,12.95,2.96,39.64,0.07,2082.3,True
41,13.64,97.35,2.2,60.89,0.41,2899.6,True
42,6.37,21.96,2.88,41.91,0.11,2169.49,True
43,7.93,38.14,2.74,45.98,0.17,2326.24,True
44,9.74,56.91,2.57,50.71,0.25,2508.01,True
45,12.87,89.34,2.28,58.88,0.38,2822.1,True
46,5.19,9.78,2.99,38.84,0.06,2051.53,True
47,12.95,90.12,2.27,59.07,0.38,2829.61,True
48,7.96,38.43,2.73,46.06,0.17,2328.97,True
49,14.96,110.99,2.08,64.33,0.46,3031.77,True
50,6.9,27.49,2.83,43.3,0.13,2223.03,True
51,12.63,86.85,2.3,58.25,0.37,2797.97,True
52,9.66,56.1,2.58,50.51,0.24,2500.16,True
53,11.54,75.51,2.4,55.39,0.32,2688.14,True
54,7.79,36.68,2.75,45.62,0.17,2312.11,True
55,15.5,116.58,2.03,65.74,0.49,3085.92,True
56,11.8,78.27,2.38,56.09,0.33,2714.82,True
57,6.67,25.11,2.85,42.7,0.12,2200.07,True
58,12.6,86.47,2.3,58.15,0.37,2794.31,True
59,7.22,30.75,2.8,44.12,0.14,2254.63,True
60,13.32,93.98,2.23,60.05,0.4,2867.05,True
61,7.3,31.61,2.8,44.34,0.15,2262.94,True
62,14.22,103.31,2.15,62.39,0.43,2957.33,True
63,10.44,64.17,2.5,52.54,0.28,2578.3,True
