,nuc,aexp,nd,ns,age,la,ld
1066,364.5,47.5,8,2,21.8181818181818,40.0,24
1063,364.5,67,4,2,31.8,1304,1
1062,40.466666666666704,47.5,4,2,16.6,365,149
1069,104.545454545455,47.5,5,3,16.727272727272698,76,159
1064,25.862068965517203,47.5,4,2,10.2068965517241,170,464
1071,605.0,47.5,2,1,249.0,33,32
1056,312.25,112,2,2,0.75,76,70
1065,260.2,69,4,2,5.6,211,8
1067,407.333333333333,47.5,2,2,36.0,15,3
1070,203.833333333333,73,3,2,36.1666666666667,271,90
1068,364.5,72,7,2,7.33333333333333,387,48
1060,423.666666666667,62,2,2,10.6666666666667,15,1
1057,591.0,290,2,2,1.0,124,0
1072,408.666666666667,113,2,2,53.3333333333333,203,83
1074,613.5,3,2,2,50.5,13,12
1075,364.5,5,6,2,56.71428571428571,698,250
1076,614.5,12,2,2,64.0,12,7
1083,37.5,45,4,2,30.9545454545455,346,69
1078,622.0,84,2,2,115.5,19,1
1084,95.7727272727273,47.5,4,3,147.545454545455,188,30
1085,110.333333333333,47.5,4,2,46.5,282,88
1077,73.6111111111111,47.5,4,2,40.6666666666667,67,35
1079,112.615384615385,47.5,6,2,131.615384615385,190,6
1091,364.5,95,6,2,33.375,279,13
1081,630.0,24,2,2,53.5,10,10
1080,442.333333333333,47.5,2,2,22.0,64,22
1082,425.666666666667,89,3,2,9.0,131,22
1086,424.333333333333,68,3,2,56.0,5,2
1089,364.5,93,5,2,56.6428571428571,1258,17
1087,633.0,92,2,2,57.0,9,5
1090,353.5,47.5,3,2,41.5,148,19
1092,76.3636363636364,47.5,4,2,29.4545454545455,311,211
1094,335.5,47.5,4,2,29.5,320,7
1095,364.5,47.5,6,2,16.1428571428571,380,123
1096,256.4,101,2,2,0.0,607,0
1097,353.75,117,3,2,32.5,197,0
1100,356.0,106,4,2,38.25,102,7
1102,185.57142857142892,77,3,2,0.0,1376,0
1105,368.5,114,4,2,11.25,23,1
1103,573.0,47.5,2,2,112.0,19,15
1106,436.333333333333,46,3,2,3.6666666666666696,31,34
1108,450.333333333333,122,2,2,93.3333333333333,32,0
1117,364.5,115,8,2,106.3,253,7
1109,364.5,53,7,2,93.1764705882353,575,25
1110,356.5,98,3,2,70.0,64,7
1112,364.5,47.5,2,2,8.5,6,0
1123,34.175,47.5,4,3,73.4,215,193
1114,364.5,47.5,7,2,102.285714285714,494,10
1126,214.57142857142892,47.5,6,2,65.14285714285711,163,16
1128,173.625,47.5,7,2,126.75,359,12
1129,205.285714285714,47.5,3,1,296.0,68,14
1113,364.5,55,9,2,122.15,339.0,118
1115,415.0,141,2,2,46.0,111,53
1116,274.8,47.5,4,2,67.0,269,31
1134,139.5,47.5,4,2,72.8,404,159
1118,352.5,103,4,2,0.0,277,13
1137,253.0,47.5,3,1,234.833333333333,127,12
1121,287.6,109,3,2,34.2,65,47
1120,364.5,21,2,2,1.0,12,3
1125,364.5,125,7,2,36.7,224,35
1130,457.666666666667,130,2,2,142.333333333333,74,1
1133,727.5,131,2,2,7.0,5,2
1145,28.75,47.5,4,2,231.308823529412,88,86
1135,208.14285714285705,47.5,4,2,135.714285714286,878,33
1136,369.5,47.5,3,2,73.25,397,48
1138,462.666666666667,47.5,2,2,71.0,48,1
1139,476.666666666667,47.5,3,2,30.3333333333333,53,2
1140,495.0,135,3,2,29.6666666666667,61,1
1141,355.5,47.5,2,2,38.25,30,6
1144,364.5,245,2,2,16.0,29,0
1151,713.5,59,2,2,140.5,8,3
1152,364.5,149,5,2,37.875,203,21
1162,9.647058823529411,47.5,5,1,195.0,691,93
1146,701.5,249,2,2,0.0,39,42
1153,141.571428571429,47.5,5,2,28.0,397,17
1154,4.64705882352941,0,4,2,2.82352941176471,339.0,0
1155,1.81818181818182,1,2,2,0.545454545454545,348,321
1157,145.9,70,4,2,119.4,269,18
1167,111.966666666667,4,4,3,110.5,429,35
1168,76.6666666666667,5,4,2,83.3333333333333,555,67
1172,116.666666666667,49,4,1,178.333333333333,247,16
1158,238.14285714285705,71,6,2,68.71428571428571,277,59
1163,266.0,45,3,2,70.8333333333333,319,16
1160,378.0,33,3,2,22.75,194,1
1164,323.0,160,5,2,118.6,345,87
1180,62.16,87,4,2,121.12,124,72
1165,490.333333333333,161,2,2,129.333333333333,59,1
1182,70.43478260869571,84,4,2,88.4347826086957,196,215
1166,497.333333333333,163,2,2,46.6666666666667,163,14
1185,364.5,108,6,2,12.0,328,39
1169,1.55555555555556,47.5,6,2,6.0,51,14
1176,282.0,13,4,2,48.1666666666667,312,64
1173,330.0,51,4,2,85.8,57,18
1193,43.2820512820513,10,4,2,479.333333333333,49,49
1178,364.5,27,2,2,8.0,4,1
1179,311.0,29,2,2,127.0,257,14
1183,232.42857142857105,88,5,2,65.5714285714286,691,8
1199,162.0,9,4,1,514.6,349,77
1184,344.4,89,5,2,8.6,114,8
1186,221.125,95,5,2,89.5,178,9
1191,237.75,3,5,2,41.875,252,68
1189,364.5,124,2,2,51.5,7,1
1197,313.33333333333303,58,4,2,42.0,363,17
1196,178.333333333333,1,2,2,63.5555555555556,255,4
1212,16.1,47.5,8,1,484.6,339.0,27
1198,416.0,202,2,2,4.25,370,309
1201,563.333333333333,79,2,2,10.0,65,1
1218,241.42857142857105,47.5,4,1,347.0,161,5
1203,364.5,13,2,2,18.0,5,3
1219,107.545454545455,96,4,1,214.818181818182,1060,150
1221,162.0,126,3,1,453.5,85,19
1222,364.5,47.5,3,4,119.5,66,49
1204,547.0,138,2,2,0.666666666666667,24,1
1224,36.6428571428571,47.5,2,1,584.666666666667,32,107.0
1206,438.75,9,3,2,6.5,177,4
1205,6.0,141,1,2,0.0,1,2
