,nuc,aexp,ns,age,asexp,la,target
0,1.13,17.0,1.0,63.96,0.0,0.0,True
1,3.29,30.0,1.0,49.67,4.0,202.0,False
2,6.11,55.0,1.0,55.56,22.0,167.0,False
3,7.33,0.0,1.0,38.33,0.0,40.0,True
4,16.0,1.0,1.0,96.0,0.0,2.0,True
5,3.5,6.0,1.0,108.5,2.0,43.0,True
6,7.71,12.0,1.0,139.14,3.0,124.0,False
7,6.0,15.0,1.0,52.0,5.0,14.0,False
8,3.0,19.0,1.0,96.0,7.0,2.0,True
9,12.0,14.0,1.0,61.0,10.0,6.0,False
10,4.0,0.0,1.0,103.0,0.0,3.0,True
11,17.25,11.0,1.0,146.75,4.0,65.0,False
12,4.0,39.0,1.0,76.0,3.0,40.0,False
13,13.0,7.0,1.0,82.0,2.0,1.0,True
14,9.5,0.0,1.0,124.0,0.0,29.0,True
15,1.33,1.0,1.0,103.33,1.0,103.0,True
16,29.0,0.0,1.0,49.75,0.0,62.0,True
17,7.0,2.0,1.0,42.33,1.0,42.0,True
18,15.0,61.0,1.0,47.5,12.0,7.0,False
19,1.0,0.0,1.0,133.0,0.0,1.0,True
20,8.5,1.0,1.0,140.0,1.0,49.0,True
21,9.2,19.0,1.0,83.4,3.0,59.0,False
22,4.0,0.0,1.0,136.0,0.0,21.0,True
23,26.25,41.0,1.0,54.38,19.0,216.0,False
24,13.5,3.0,1.0,142.0,1.0,79.0,True
25,13.5,31.0,1.0,38.0,16.0,67.0,False
26,7.43,4.0,1.0,57.29,2.0,86.0,True
27,23.75,2.0,1.0,43.0,0.0,62.0,True
28,7.38,0.0,1.0,43.38,0.0,133.0,True
29,21.0,9.0,1.0,50.5,8.0,15.0,False
30,20.83,4.0,1.0,39.83,4.0,213.0,False
31,28.0,16.0,1.0,67.0,4.0,11.0,False
32,12.53,23.0,1.0,73.2,14.0,228.0,False
33,15.33,0.0,1.0,82.33,0.0,61.0,True
34,19.67,4.0,1.0,135.0,1.0,2.0,True
35,3.0,0.0,1.0,104.0,0.0,1.0,True
36,5.0,60.0,1.0,129.0,3.0,20.0,False
37,2.0,2.0,1.0,66.0,1.0,19.0,True
38,1.75,4.0,1.0,88.0,3.0,26.0,True
39,14.0,6.0,1.0,64.07,6.0,105.0,False
40,5.0,4.0,1.0,118.0,1.0,1.0,True
41,4.0,5.0,1.0,98.5,0.0,42.0,True
42,19.0,3.0,1.0,46.0,1.0,189.0,True
43,6.0,34.0,1.0,92.0,22.0,3.0,False
44,9.95,20.0,1.0,96.1,17.0,214.0,False
45,7.5,1.0,1.0,107.0,0.0,2.0,True
46,20.67,26.0,1.0,40.33,22.0,12.0,False
47,20.0,0.0,1.0,142.0,0.0,77.0,True
48,6.0,2.0,1.0,133.67,0.0,5.0,True
49,1.0,2.0,1.0,55.0,2.0,5.0,True
50,6.83,9.0,1.0,123.83,6.0,301.0,False
51,9.0,0.0,1.0,71.0,0.0,3.0,True
52,3.0,0.0,1.0,108.5,0.0,44.0,True
53,10.59,4.0,1.0,73.71,1.0,465.0,True
54,2.33,0.0,1.0,125.67,0.0,114.0,True
55,6.0,0.0,1.0,146.0,0.0,72.0,True
