,nuc,aexp,ns,age,asexp,la,target
0,12.04,4.0,3.0,34.16,0.4,477.0,True
1,16.44,36.0,3.0,30.31,1.17,136.0,True
2,29.33,129.0,2.0,15.67,1.0,244.0,True
3,5.28,35.0,3.0,9.94,0.45,291.0,True
4,10.64,39.0,2.0,12.14,0.81,237.0,True
5,15.25,53.0,2.0,63.5,0.81,230.0,True
6,10.23,60.0,2.0,23.77,0.81,187.0,True
7,24.88,17.0,2.0,58.25,0.5,117.0,True
8,29.71,1.0,2.0,87.88,0.0,384.0,True
9,29.83,8.0,1.0,18.0,8.0,493.0,False
10,9.94,74.0,2.0,55.94,0.81,393.0,True
11,29.57,12.0,2.0,48.57,1.0,358.0,True
12,20.41,17.0,2.0,40.57,1.12,732.0,True
13,14.0,12.0,2.0,31.0,0.79,20.0,True
14,26.88,69.0,2.0,31.0,1.0,161.0,True
15,34.0,0.0,1.0,19.0,0.0,2.0,True
16,9.38,15.0,2.0,37.88,0.98,130.0,True
17,25.29,12.0,2.0,57.17,1.0,463.0,True
18,36.25,20.0,2.0,13.12,0.79,36.0,True
19,23.97,49.0,2.0,1.0,1.0,251.0,True
20,11.92,15.0,2.0,8.75,1.16,71.0,True
21,23.67,18.0,2.0,0.67,1.16,7.0,True
22,49.0,4.0,1.0,2.0,2.0,5.0,True
23,24.5,24.0,2.0,9.0,1.16,43.0,True
24,51.0,81.0,1.0,5.0,26.0,9.0,False
25,42.0,5.0,1.0,16.0,3.0,6.0,False
26,30.4,8.0,2.0,11.6,1.0,17.0,True
27,36.4,0.0,2.0,13.7,0.0,129.0,True
28,35.53,16.0,2.0,42.13,1.0,216.0,True
29,33.31,33.0,2.0,11.92,0.63,63.0,True
30,19.0,35.0,3.0,10.4,0.26,297.0,True
31,14.0,30.0,2.0,2.67,1.16,46.0,True
32,26.36,34.0,3.0,6.82,0.54,190.0,True
33,19.14,12.0,3.0,40.43,0.49,84.0,True
34,45.0,0.0,1.0,23.0,0.0,1.0,True
35,21.8,21.0,4.0,44.6,0.26,458.0,True
36,37.0,0.0,1.0,24.5,0.0,17.0,True
37,74.0,0.0,1.0,26.0,0.0,3.0,True
38,49.5,36.0,2.0,4.0,0.93,18.0,True
39,34.15,8.0,2.0,53.77,0.99,208.0,True
40,75.0,0.0,1.0,15.0,0.0,9.0,True
41,24.0,77.0,2.0,36.33,0.63,37.0,True
42,76.0,1.0,1.0,13.0,1.0,29.0,True
43,30.67,69.0,2.0,7.0,1.16,205.0,True
44,80.0,0.0,1.0,0.0,0.0,6.0,True
45,8.06,8.0,4.0,9.25,0.34,251.0,True
46,81.0,46.0,1.0,10.0,6.0,3.0,False
47,38.0,0.0,1.0,28.0,0.0,37.0,True
48,24.67,94.0,2.0,3.0,0.63,46.0,True
49,24.38,55.0,4.0,70.12,0.25,435.0,True
50,37.32,75.0,2.0,36.73,1.16,699.0,True
51,39.04,1.0,3.0,19.22,0.33,1000.0,True
52,32.47,0.0,2.0,64.26,0.0,135.0,True
53,15.09,1.0,4.0,26.3,0.25,156.0,True
54,18.78,108.0,2.0,21.0,0.63,38.0,True
55,19.5,65.0,2.0,8.5,0.43,1.0,True
56,26.0,81.0,2.0,1.0,0.93,8.0,True
57,30.17,111.0,2.0,73.79,0.63,86.0,True
58,57.8,114.0,2.0,55.8,0.63,40.0,True
