,nuc,aexp,ns,age,asexp,la,target
0,49.0,4.0,1.0,2.0,2.0,5.0,True
1,51.0,81.0,1.0,5.0,26.0,9.0,False
2,42.0,5.0,1.0,16.0,3.0,6.0,False
3,65.67,17.0,2.0,16.67,1.0,27.0,True
4,60.0,90.0,1.0,1.0,32.0,81.0,True
5,64.0,1.0,1.0,13.0,1.0,3.0,True
6,65.0,0.0,1.0,2.0,0.0,1.0,True
7,45.0,0.0,1.0,23.0,0.0,1.0,True
8,66.0,0.0,1.0,4.0,0.0,1.0,True
9,71.0,0.0,1.0,1.0,0.0,1.0,True
10,74.0,0.0,1.0,26.0,0.0,3.0,True
11,49.5,36.0,2.0,4.0,0.93,18.0,True
12,75.0,0.0,1.0,15.0,0.0,9.0,True
13,76.0,1.0,1.0,13.0,1.0,29.0,True
14,80.0,0.0,1.0,0.0,0.0,6.0,True
15,81.0,46.0,1.0,10.0,6.0,3.0,False
16,38.0,0.0,1.0,28.0,0.0,37.0,True
17,50.5,62.0,1.0,1.5,13.0,7.0,True
18,63.0,78.0,2.0,5.67,1.16,16.0,True
19,51.5,87.0,1.0,0.0,21.0,0.0,True
20,87.0,84.0,1.0,11.0,51.0,21.0,False
21,57.8,114.0,2.0,55.8,0.63,40.0,True
22,57.0,0.0,1.0,5.0,0.0,1.0,True
23,91.0,95.0,1.0,2.0,57.0,57.0,True
24,59.0,0.0,1.0,8.0,0.0,1.0,True
25,94.0,0.0,1.0,26.0,0.0,1.0,True
26,61.0,78.0,1.0,10.0,21.0,6.0,False
27,95.0,0.0,1.0,29.0,0.0,0.0,True
28,96.0,79.0,1.0,0.0,22.0,5.0,True
29,46.0,14.0,2.0,29.67,0.54,113.0,True
30,66.67,43.0,2.0,28.67,0.05,93.0,True
31,54.5,2.0,1.0,18.0,1.0,136.0,True
32,76.0,150.0,2.0,34.0,0.63,12.0,True
33,73.0,156.0,2.0,60.5,0.63,14.0,True
34,63.0,0.0,1.0,51.0,0.0,5.0,True
35,50.67,21.0,1.0,1.0,7.0,42.0,True
36,109.0,2.0,1.0,7.0,2.0,1.0,True
37,112.0,131.0,1.0,0.0,73.0,73.0,True
38,56.0,41.0,1.0,1.0,38.0,12.0,True
39,115.0,1.0,1.0,20.0,0.0,1.0,True
40,61.0,48.0,1.0,0.0,45.0,1.0,True
41,116.0,0.0,1.0,18.0,0.0,2.0,True
42,64.0,43.0,1.0,1.0,29.0,4.0,True
43,44.0,3.0,2.0,10.33,0.0,33.0,True
44,119.0,0.0,1.0,7.0,0.0,4.0,True
45,60.0,36.0,1.0,9.0,10.0,34.0,False
46,66.0,46.0,1.0,0.0,31.0,8.0,True
47,63.25,47.0,1.0,19.75,2.0,36.0,True
48,51.14,0.0,2.0,18.29,0.0,109.0,True
49,48.5,50.0,1.0,0.0,33.0,2.0,True
50,69.33,154.0,2.0,0.67,0.93,2.0,True
51,41.0,0.0,1.0,0.0,0.0,7.0,True
52,71.4,9.0,2.0,40.6,0.39,57.0,True
53,83.0,85.0,1.0,7.0,80.0,3.0,False
54,47.0,12.0,1.0,4.0,6.0,8.0,False
55,46.0,79.0,1.0,4.0,37.0,33.0,False
56,84.0,61.0,1.0,8.0,40.0,4.0,False
57,75.0,0.0,1.0,27.0,0.0,1.0,True
58,51.0,9.0,1.0,0.0,5.0,2.0,True
59,60.5,0.0,1.0,1.0,0.0,50.0,True
60,81.67,35.0,1.0,2.33,11.0,153.0,True
61,89.0,0.0,1.0,5.0,0.0,4.0,True
62,52.0,11.0,1.0,9.0,7.0,2.0,False
63,63.25,7.0,1.0,5.25,4.0,51.0,False
64,94.0,68.0,1.0,0.0,45.0,6.0,True
65,56.75,8.0,2.0,6.75,0.73,26.0,True
66,48.2,7.0,2.0,0.0,0.55,61.0,True
67,38.0,10.0,1.0,1.0,2.0,10.0,True
68,62.0,39.0,2.0,13.0,0.62,135.0,True
69,70.75,104.0,2.0,15.0,1.09,59.0,True
70,100.0,76.0,1.0,6.0,66.0,4.0,False
71,49.0,40.0,1.0,29.0,15.0,41.0,False
72,80.0,41.0,1.0,3.0,16.0,43.0,False
73,44.0,36.0,1.0,4.0,7.0,7.0,False
74,91.0,195.0,1.0,3.0,50.0,1.0,False
75,89.0,15.0,1.0,2.0,9.0,8.0,True
76,79.75,119.0,2.0,4.25,0.13,99.0,True
77,87.0,65.0,1.0,2.0,18.0,123.0,True
78,55.83,120.0,2.0,4.0,0.13,266.0,True
79,54.5,2.0,2.0,0.0,0.75,47.0,True
80,57.33,24.0,2.0,1.17,0.56,141.0,True
81,54.0,11.0,2.0,3.25,0.13,46.0,True
82,61.0,0.0,1.0,6.0,0.0,39.0,True
83,46.0,48.0,1.0,9.5,24.0,17.0,False
84,47.0,19.0,1.0,7.0,18.0,8.0,False
85,52.5,34.0,1.0,2.0,20.0,9.0,True
86,131.0,36.0,1.0,5.5,22.0,143.0,False
87,115.0,0.0,1.0,3.0,0.0,1.0,True
88,116.0,106.0,1.0,2.0,89.0,2.0,False
89,70.5,40.0,2.0,25.0,0.56,26.0,True
90,48.0,2.0,1.0,1.0,1.0,28.0,True
91,55.0,8.0,1.0,41.0,1.0,3.0,True
92,52.0,0.0,1.0,0.0,0.0,3.0,True
93,67.0,114.0,2.0,13.0,1.0,181.0,True
94,61.67,95.0,1.0,21.33,62.0,84.0,False
